Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																						
Дата голосования: 02.12.2007																																																																						
																																																																						
Наименование Избирательной комиссии:    Красногвардейская																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744					
		0.25%	0.48%	0.38%	0.65%	0.52%	0.52%	0.45%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.15%	0.24%	0.51%	0.33%	0.21%	0.24%	0.25%	0.40%	0.28%	0.61%	0.18%	0.66%	0.30%	0.37%	0.23%	0.00%	0.00%	0.43%	0.00%	0.36%	0.17%	0.16%	0.40%	0.13%	0.19%	0.56%	0.22%	0.00%	0.00%	0.00%	0.00%	0.83%	0.23%	0.43%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.16%	0.10%	0.00%	0.15%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3069	136	127	76	47	55	78	14	66	16	58	9	20	22	53	5	47	27	12	73	87	43	29	66	70	63	36	41	82	97	40	14	44	44	27	15	34	22	9	117	99	74	52	104	64	20	63	34	43	13	91	13	117	75	22	10	14	2	104	8	8	84	13	21					
		11.33%	13.01%	12.04%	12.40%	4.85%	9.48%	11.59%	7.18%	13.39%	5.65%	8.80%	5.33%	8.66%	4.92%	11.83%	7.14%	6.56%	10.59%	12.50%	16.82%	12.78%	10.21%	14.87%	22.07%	14.55%	14.86%	9.00%	8.17%	11.36%	11.80%	7.08%	9.27%	13.25%	16.30%	6.29%	13.27%	14.35%	9.48%	7.38%	14.23%	16.87%	11.95%	10.46%	13.49%	11.99%	11.11%	14.00%	10.69%	10.67%	4.94%	11.62%	10.74%	13.73%	16.30%	9.24%	6.02%	5.30%	2.38%	23.21%	9.30%	4.00%	11.11%	7.30%	11.41%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	27	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	2	0	0	0	2	0	0	2	0	3	0	1	0	0	2	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1					
		0.10%	0.10%	0.19%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.24%	0.00%	0.20%	0.00%	0.12%	0.35%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.86%	0.00%	0.36%	0.00%	0.16%	0.00%	0.00%	0.37%	0.00%	0.22%	0.63%	0.00%	0.00%	0.13%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%					
23	6.Политическая партия «Партия социальной справедливости»	38	1	3	3	2	0	1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	1	0	3	0	0	0	0	0	0	1	1	5	0	2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1					
		0.14%	0.10%	0.28%	0.49%	0.21%	0.00%	0.15%	0.51%	0.41%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.28%	0.12%	0.18%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.17%	0.81%	0.00%	0.26%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.50%	0.13%	0.00%	0.54%					
24	7.Политическая партия «Либерально-демократическая партия России»	1823	74	90	37	69	55	52	11	29	16	50	2	14	28	21	4	16	13	0	21	34	27	12	13	14	18	37	39	48	68	42	2	32	25	31	6	18	20	13	65	37	39	45	47	52	13	34	33	23	5	50	1	105	18	10	6	15	8	36	6	16	37	9	12					
		6.73%	7.08%	8.53%	6.04%	7.11%	9.48%	7.73%	5.64%	5.88%	5.65%	7.59%	1.18%	6.06%	6.26%	4.69%	5.71%	2.23%	5.10%	0.00%	4.84%	4.99%	6.41%	6.15%	4.35%	2.91%	4.25%	9.25%	7.77%	6.65%	8.27%	7.43%	1.32%	9.64%	9.26%	7.23%	5.31%	7.59%	8.62%	10.66%	7.91%	6.30%	6.30%	9.05%	6.10%	9.74%	7.22%	7.56%	10.38%	5.71%	1.90%	6.39%	0.83%	12.32%	3.91%	4.20%	3.61%	5.68%	9.52%	8.04%	6.98%	8.00%	4.89%	5.06%	6.52%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1263	67	62	45	50	36	35	7	33	12	27	2	5	6	10	2	27	6	1	24	48	23	15	6	17	8	10	23	51	51	21	4	15	5	18	6	21	16	7	51	37	27	21	31	23	8	14	12	10	11	29	5	30	32	6	7	13	2	22	6	9	24	8	3					
		4.66%	6.41%	5.88%	7.34%	5.15%	6.21%	5.20%	3.59%	6.69%	4.24%	4.10%	1.18%	2.16%	1.34%	2.23%	2.86%	3.77%	2.35%	1.04%	5.53%	7.05%	5.46%	7.69%	2.01%	3.53%	1.89%	2.50%	4.58%	7.06%	6.20%	3.72%	2.65%	4.52%	1.85%	4.20%	5.31%	8.86%	6.90%	5.74%	6.20%	6.30%	4.36%	4.23%	4.02%	4.31%	4.44%	3.11%	3.77%	2.48%	4.18%	3.70%	4.13%	3.52%	6.96%	2.52%	4.22%	4.92%	2.38%	4.91%	6.98%	4.50%	3.17%	4.49%	1.63%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	221	18	20	6	7	11	12	2	1	2	16	0	2	0	1	0	2	5	0	0	5	2	1	1	0	3	19	8	2	3	9	0	1	1	6	1	0	2	2	4	1	4	1	2	14	1	2	3	3	2	1	0	4	1	1	0	0	1	2	0	1	2	0	0					
		0.82%	1.72%	1.90%	0.98%	0.72%	1.90%	1.78%	1.03%	0.20%	0.71%	2.43%	0.00%	0.87%	0.00%	0.22%	0.00%	0.28%	1.96%	0.00%	0.00%	0.73%	0.48%	0.51%	0.33%	0.00%	0.71%	4.75%	1.59%	0.28%	0.36%	1.59%	0.00%	0.30%	0.37%	1.40%	0.88%	0.00%	0.86%	1.64%	0.49%	0.17%	0.65%	0.20%	0.26%	2.62%	0.56%	0.44%	0.94%	0.74%	0.76%	0.13%	0.00%	0.47%	0.22%	0.42%	0.00%	0.00%	1.19%	0.45%	0.00%	0.50%	0.26%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19607	723	720	424	769	395	483	155	341	227	470	155	187	350	326	57	592	189	78	295	463	308	133	201	363	309	283	370	517	570	428	123	218	190	324	84	157	162	85	550	391	450	362	550	355	132	315	221	312	213	579	89	577	324	190	137	213	67	279	54	155	580	147	141					
		72.37%	69.19%	68.25%	69.17%	79.28%	68.10%	71.77%	79.49%	69.17%	80.21%	71.32%	91.72%	80.95%	78.30%	72.77%	81.43%	82.68%	74.12%	81.25%	67.97%	67.99%	73.16%	68.21%	67.22%	75.47%	72.88%	70.75%	73.71%	71.61%	69.34%	75.75%	81.46%	65.66%	70.37%	75.52%	74.34%	66.24%	69.83%	69.67%	66.91%	66.61%	72.70%	72.84%	71.34%	66.48%	73.33%	70.00%	69.50%	77.42%	80.99%	73.95%	73.55%	67.72%	70.43%	79.83%	82.53%	80.68%	79.76%	62.28%	62.79%	77.50%	76.72%	82.58%	76.63%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	88	4	3	2	6	6	2	0	1	0	1	0	0	0	4	0	1	1	0	1	1	0	1	2	1	2	2	0	3	2	4	0	2	0	1	0	1	2	0	3	3	3	2	4	1	0	1	1	0	1	1	0	0	1	1	2	0	0	1	7	0	0	0	0					
		0.32%	0.38%	0.28%	0.33%	0.62%	1.03%	0.30%	0.00%	0.20%	0.00%	0.15%	0.00%	0.00%	0.00%	0.89%	0.00%	0.14%	0.39%	0.00%	0.23%	0.15%	0.00%	0.51%	0.67%	0.21%	0.47%	0.50%	0.00%	0.42%	0.24%	0.71%	0.00%	0.60%	0.00%	0.23%	0.00%	0.42%	0.86%	0.00%	0.36%	0.51%	0.48%	0.40%	0.52%	0.19%	0.00%	0.22%	0.31%	0.00%	0.38%	0.13%	0.00%	0.00%	0.22%	0.42%	1.20%	0.00%	0.00%	0.22%	8.14%	0.00%	0.00%	0.00%	0.00%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
