Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Бурлинская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	647	161	40	71	9	17	73	2	7	4	25	1	62	4	31	10	1	31	25	29	44					
		9.75%	10.17%	5.88%	15.17%	7.26%	11.49%	15.57%	2.02%	5.51%	3.17%	5.23%	2.86%	16.94%	4.55%	12.86%	5.95%	2.56%	9.94%	9.43%	13.24%	7.35%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	2	2	0	0	0	0	1	3	2	0	0	0	0	1	0	0	0	0	1	1					
		0.20%	0.13%	0.29%	0.00%	0.00%	0.00%	0.00%	1.01%	2.36%	1.59%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.46%	0.17%					
20	3.Политическая партия «Демократическая партия России»	9	3	1	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1					
		0.14%	0.19%	0.15%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	911	221	112	46	7	21	72	42	10	8	63	4	29	14	41	27	5	29	43	15	102					
		13.73%	13.96%	16.47%	9.83%	5.65%	14.19%	15.35%	42.42%	7.87%	6.35%	13.18%	11.43%	7.92%	15.91%	17.01%	16.07%	12.82%	9.29%	16.23%	6.85%	17.03%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	19	6	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	2					
		0.29%	0.38%	0.44%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.96%	0.38%	0.00%	0.33%					
23	6.Политическая партия «Партия социальной справедливости»	16	3	0	0	0	0	6	0	0	0	0	0	2	0	1	0	0	1	1	0	2					
		0.24%	0.19%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.41%	0.00%	0.00%	0.32%	0.38%	0.00%	0.33%					
24	7.Политическая партия «Либерально-демократическая партия России»	572	95	63	41	24	9	30	16	11	11	37	7	45	10	43	14	2	21	17	18	58					
		8.62%	6.00%	9.26%	8.76%	19.35%	6.08%	6.40%	16.16%	8.66%	8.73%	7.74%	20.00%	12.30%	11.36%	17.84%	8.33%	5.13%	6.73%	6.42%	8.22%	9.68%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	736	236	81	43	11	9	33	4	10	20	35	3	45	6	20	34	9	40	19	11	67					
		11.09%	14.91%	11.91%	9.19%	8.87%	6.08%	7.04%	4.04%	7.87%	15.87%	7.32%	8.57%	12.30%	6.82%	8.30%	20.24%	23.08%	12.82%	7.17%	5.02%	11.19%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	50	7	7	1	1	0	3	0	2	1	4	0	1	0	2	3	2	3	4	0	9					
		0.75%	0.44%	1.03%	0.21%	0.81%	0.00%	0.64%	0.00%	1.57%	0.79%	0.84%	0.00%	0.27%	0.00%	0.83%	1.79%	5.13%	0.96%	1.51%	0.00%	1.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3559	833	359	259	71	88	246	33	79	77	303	19	180	53	93	78	19	179	151	140	299					
		53.65%	52.62%	52.79%	55.34%	57.26%	59.46%	52.45%	33.33%	62.20%	61.11%	63.39%	54.29%	49.18%	60.23%	38.59%	46.43%	48.72%	57.37%	56.98%	63.93%	49.92%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	20	5	2	1	0	2	0	0	1	0	2	1	0	0	3	0	0	2	0	0	1					
		0.30%	0.32%	0.29%	0.21%	0.00%	1.35%	0.00%	0.00%	0.79%	0.00%	0.42%	2.86%	0.00%	0.00%	1.24%	0.00%	0.00%	0.64%	0.00%	0.00%	0.17%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
