Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    ТИК Бардымского МР																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248					
20	3.Политическая партия «Демократическая партия России»	33	1	2	0	0	0	2	4	2	0	0	1	2	0	0	2	1	2	0	1	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	1	0	2	0					
		0.23%	0.31%	0.48%	0.00%	0.00%	0.00%	0.25%	0.39%	1.01%	0.00%	0.00%	0.31%	0.71%	0.00%	0.00%	0.83%	0.14%	1.23%	0.00%	0.13%	0.00%	1.09%	0.64%	0.00%	0.00%	0.00%	0.24%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.28%	1.15%	0.00%	0.79%	0.00%	0.56%	0.00%	0.39%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1043	21	33	16	0	51	39	45	13	0	11	22	8	21	2	12	98	15	8	70	9	10	10	64	10	30	29	28	14	22	7	2	15	19	3	8	8	8	72	14	25	2	6	27	8	13	0	40	55					
		7.42%	6.48%	7.89%	6.13%	0.00%	6.29%	4.78%	4.38%	6.53%	0.00%	10.89%	6.85%	2.84%	9.01%	2.00%	5.00%	13.61%	9.20%	13.56%	9.19%	11.11%	5.43%	6.41%	21.05%	5.71%	4.57%	6.99%	9.33%	11.29%	9.44%	11.48%	3.39%	14.29%	16.38%	7.14%	2.74%	9.88%	8.42%	8.62%	5.26%	6.96%	2.30%	2.88%	10.63%	5.16%	7.30%	0.00%	7.71%	7.80%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	82	2	1	1	3	8	18	7	1	1	0	4	0	0	0	0	0	1	0	3	0	0	0	0	1	9	5	0	0	0	1	0	0	0	0	0	1	1	3	1	2	0	0	0	0	0	0	3	5					
		0.58%	0.62%	0.24%	0.38%	6.25%	0.99%	2.21%	0.68%	0.50%	1.25%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.57%	1.37%	1.20%	0.00%	0.00%	0.00%	1.64%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	1.05%	0.36%	0.38%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.71%					
23	6.Политическая партия «Партия социальной справедливости»	31	1	1	1	0	1	2	3	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	4	0	1	0	2	0	0	0	1	0	0	0	0	3	0	1	1	0	0	0	0	1	1	1					
		0.22%	0.31%	0.24%	0.38%	0.00%	0.12%	0.25%	0.29%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.61%	0.00%	0.13%	1.23%	0.00%	0.00%	0.33%	0.00%	0.61%	0.00%	0.33%	0.00%	0.86%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.28%	1.15%	0.00%	0.00%	0.00%	0.00%	1.82%	0.19%	0.14%					
24	7.Политическая партия «Либерально-демократическая партия России»	705	13	20	5	0	34	61	66	5	6	1	18	9	18	8	20	25	16	3	25	3	4	5	13	2	35	22	3	5	16	4	1	5	3	1	42	2	5	32	11	14	5	5	6	18	16	2	24	48					
		5.01%	4.01%	4.78%	1.92%	0.00%	4.19%	7.48%	6.42%	2.51%	7.50%	0.99%	5.61%	3.19%	7.73%	8.00%	8.33%	3.47%	9.82%	5.08%	3.28%	3.70%	2.17%	3.21%	4.28%	1.14%	5.34%	5.30%	1.00%	4.03%	6.87%	6.56%	1.69%	4.76%	2.59%	2.38%	14.38%	2.47%	5.26%	3.83%	4.14%	3.90%	5.75%	2.40%	2.36%	11.61%	8.99%	3.64%	4.62%	6.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	734	6	20	5	2	100	65	120	4	1	8	18	4	19	2	2	11	2	0	42	4	27	1	7	2	32	11	13	2	7	0	2	4	2	3	13	1	1	25	6	10	6	9	8	15	11	0	31	50					
		5.22%	1.85%	4.78%	1.92%	4.17%	12.33%	7.97%	11.67%	2.01%	1.25%	7.92%	5.61%	1.42%	8.15%	2.00%	0.83%	1.53%	1.23%	0.00%	5.51%	4.94%	14.67%	0.64%	2.30%	1.14%	4.88%	2.65%	4.33%	1.61%	3.00%	0.00%	3.39%	3.81%	1.72%	7.14%	4.45%	1.23%	1.05%	2.99%	2.26%	2.79%	6.90%	4.33%	3.15%	9.68%	6.18%	0.00%	5.97%	7.09%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	207	2	10	4	0	25	15	15	1	0	1	5	2	6	3	7	3	0	0	17	1	0	2	4	1	10	3	3	1	12	0	1	0	1	0	1	0	14	6	7	3	0	1	0	1	2	0	10	7					
		1.47%	0.62%	2.39%	1.53%	0.00%	3.08%	1.84%	1.46%	0.50%	0.00%	0.99%	1.56%	0.71%	2.58%	3.00%	2.92%	0.42%	0.00%	0.00%	2.23%	1.23%	0.00%	1.28%	1.32%	0.57%	1.52%	0.72%	1.00%	0.81%	5.15%	0.00%	1.69%	0.00%	0.86%	0.00%	0.34%	0.00%	14.74%	0.72%	2.63%	0.84%	0.00%	0.48%	0.00%	0.65%	1.12%	0.00%	1.93%	0.99%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10610	257	298	213	41	550	575	729	167	65	74	235	250	162	78	189	557	122	45	567	58	136	133	204	154	510	323	235	100	173	45	49	81	80	34	222	66	61	655	217	289	68	177	190	109	119	52	388	508					
		75.43%	79.32%	71.29%	81.61%	85.42%	67.82%	70.47%	70.91%	83.92%	81.25%	73.27%	73.21%	88.65%	69.53%	78.00%	78.75%	77.36%	74.85%	76.27%	74.41%	71.60%	73.91%	85.26%	67.11%	88.00%	77.74%	77.83%	78.33%	80.65%	74.25%	73.77%	83.05%	77.14%	68.97%	80.95%	76.03%	81.48%	64.21%	78.44%	81.58%	80.50%	78.16%	85.10%	74.80%	70.32%	66.85%	94.55%	74.76%	72.06%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	66	1	1	0	0	3	9	8	2	1	1	1	0	0	2	0	2	0	1	0	0	0	0	2	1	2	2	0	1	0	0	0	0	1	0	0	0	0	5	1	2	0	0	2	0	0	0	5	10					
		0.47%	0.31%	0.24%	0.00%	0.00%	0.37%	1.10%	0.78%	1.01%	1.25%	0.99%	0.31%	0.00%	0.00%	2.00%	0.00%	0.28%	0.00%	1.69%	0.00%	0.00%	0.00%	0.00%	0.66%	0.57%	0.30%	0.48%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.60%	0.38%	0.56%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.96%	1.42%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
