Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Тарбагатайская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645									
		0.15%	0.62%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.23%	0.50%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	0	2	1	3	1	1	1	4	2	1	0	0	0	0	1	3	0	14	1	1									
		0.65%	0.00%	0.76%	0.60%	0.73%	0.52%	1.25%	0.79%	0.46%	0.46%	0.50%	0.00%	0.00%	0.00%	0.00%	1.39%	1.03%	0.00%	1.45%	0.44%	0.68%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	930	59	63	16	67	51	10	8	153	64	22	31	8	19	52	9	32	16	187	48	15									
		16.90%	18.32%	23.86%	9.52%	16.34%	26.56%	12.50%	6.35%	17.57%	14.85%	11.00%	11.48%	7.77%	21.11%	32.10%	12.50%	11.03%	13.79%	19.40%	21.33%	10.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	0	2	0	3	0	0	0	6	4	0	1	0	0	1	1	2	1	5	1	0									
		0.49%	0.00%	0.76%	0.00%	0.73%	0.00%	0.00%	0.00%	0.69%	0.93%	0.00%	0.37%	0.00%	0.00%	0.62%	1.39%	0.69%	0.86%	0.52%	0.44%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	272	15	11	9	13	7	9	2	58	37	13	9	1	1	3	0	13	0	57	6	8									
		4.94%	4.66%	4.17%	5.36%	3.17%	3.65%	11.25%	1.59%	6.66%	8.58%	6.50%	3.33%	0.97%	1.11%	1.85%	0.00%	4.48%	0.00%	5.91%	2.67%	5.44%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
