Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Урюпинская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	340	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	47	4	3	0	1	0	2	5	2	6	1	3	0	2	0	1	4	3	2	2	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	31	3	2	0	2	4	2	2	0	0	0	1	1	6	1	4	2	0	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	293	13	14	17	16	17	15	12	15	11	16	14	17	15	17	16	13	14	15	15	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	58	5	3	1	1	1	2	1	7	1	4	2	6	4	3	2	4	6	1	3	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	135	9	8	12	9	5	8	3	1	5	9	5	6	2	8	8	7	5	3	7	15									
		0.92%	1.29%	1.13%	1.52%	1.46%	0.74%	1.18%	0.46%	0.13%	0.77%	0.93%	0.73%	0.89%	0.34%	1.32%	1.16%	0.97%	0.52%	0.36%	0.71%	2.19%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	384	12	16	19	21	26	19	19	4	17	26	31	31	7	19	17	25	20	8	27	20									
		2.63%	1.72%	2.26%	2.40%	3.41%	3.83%	2.80%	2.94%	0.54%	2.62%	2.69%	4.53%	4.61%	1.20%	3.14%	2.46%	3.48%	2.08%	0.95%	2.75%	2.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	224	20	9	15	16	13	17	9	1	8	11	10	15	6	13	7	8	8	10	16	12									
		1.53%	2.87%	1.27%	1.89%	2.60%	1.91%	2.51%	1.39%	0.13%	1.23%	1.14%	1.46%	2.23%	1.03%	2.15%	1.01%	1.11%	0.83%	1.19%	1.63%	1.75%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8478	383	376	469	300	361	342	316	698	349	568	392	333	409	327	315	375	632	677	544	312									
		58.09%	54.95%	53.11%	59.22%	48.70%	53.17%	50.44%	48.92%	93.57%	53.86%	58.80%	57.31%	49.55%	69.91%	54.05%	45.65%	52.23%	65.83%	80.60%	55.45%	45.61%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	74	2	6	3	5	10	4	4	0	5	2	3	3	1	2	3	4	4	0	8	5									
		0.51%	0.29%	0.85%	0.38%	0.81%	1.47%	0.59%	0.62%	0.00%	0.77%	0.21%	0.44%	0.45%	0.17%	0.33%	0.43%	0.56%	0.42%	0.00%	0.82%	0.73%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	2	1	1	1	1	0	0	1	1	1	1	0	2	1	1	0	0	1	4	1									
		0.14%	0.29%	0.14%	0.13%	0.16%	0.15%	0.00%	0.00%	0.13%	0.15%	0.10%	0.15%	0.00%	0.34%	0.17%	0.14%	0.00%	0.00%	0.12%	0.41%	0.15%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1897	92	116	112	92	85	77	104	16	90	109	91	105	22	117	118	93	117	50	156	135									
		12.99%	13.20%	16.38%	14.14%	14.94%	12.52%	11.36%	16.10%	2.14%	13.89%	11.28%	13.30%	15.63%	3.76%	19.34%	17.10%	12.95%	12.19%	5.95%	15.90%	19.74%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	72	8	9	4	0	2	5	4	0	4	6	5	2	2	3	3	5	3	1	5	1									
		0.49%	1.15%	1.27%	0.51%	0.00%	0.29%	0.74%	0.62%	0.00%	0.62%	0.62%	0.73%	0.30%	0.34%	0.50%	0.43%	0.70%	0.31%	0.12%	0.51%	0.15%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	67	1	5	5	3	2	3	1	0	3	4	1	3	4	5	3	4	4	2	11	3									
		0.46%	0.14%	0.71%	0.63%	0.49%	0.29%	0.44%	0.15%	0.00%	0.46%	0.41%	0.15%	0.45%	0.68%	0.83%	0.43%	0.56%	0.42%	0.24%	1.12%	0.44%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	1	0	1	1	0	0	1	1	1	2	1	0	0	0	0	1	1	0	0									
		0.08%	0.00%	0.14%	0.00%	0.16%	0.15%	0.00%	0.00%	0.13%	0.15%	0.10%	0.29%	0.15%	0.00%	0.00%	0.00%	0.00%	0.10%	0.12%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	108	4	5	3	7	12	2	7	0	2	7	1	7	0	7	9	7	5	4	9	10									
		0.74%	0.57%	0.71%	0.38%	1.14%	1.77%	0.29%	1.08%	0.00%	0.31%	0.72%	0.15%	1.04%	0.00%	1.16%	1.30%	0.97%	0.52%	0.48%	0.92%	1.46%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2244	121	109	121	111	121	141	124	15	133	145	96	135	103	73	141	123	123	54	130	125									
		15.38%	17.36%	15.40%	15.28%	18.02%	17.82%	20.80%	19.20%	2.01%	20.52%	15.01%	14.04%	20.09%	17.61%	12.07%	20.43%	17.13%	12.81%	6.43%	13.25%	18.27%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	54	1	4	1	5	1	4	3	1	2	2	3	2	3	4	6	3	2	1	5	1									
		0.37%	0.14%	0.56%	0.13%	0.81%	0.15%	0.59%	0.46%	0.13%	0.31%	0.21%	0.44%	0.30%	0.51%	0.66%	0.87%	0.42%	0.21%	0.12%	0.51%	0.15%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	592	35	31	17	33	30	41	43	3	12	55	28	25	12	14	45	47	27	22	40	32									
		4.06%	5.02%	4.38%	2.15%	5.36%	4.42%	6.05%	6.66%	0.40%	1.85%	5.69%	4.09%	3.72%	2.05%	2.31%	6.52%	6.55%	2.81%	2.62%	4.08%	4.68%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
