Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Череповецкая																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	994	20	35	20	12	12	12	12	20	12	12	12	12	12	35	12	50	35	12	12	40	12	12	12	12	20	12	35	12	12	12	12	12	40	40	40	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	20	40	40	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	109	5	7	3	0	1	3	1	4	0	0	0	0	0	2	2	9	4	1	4	5	0	0	0	0	3	1	3	0	0	4	2	0	7	2	3	0	0	1	2	0	2	1	1	0	6	4	0	3	0	2	6	1	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	131	5	2	0	3	2	3	1	5	2	1	0	2	3	2	0	18	3	0	2	0	1	0	0	2	2	0	1	3	4	0	0	15	11	6	2	0	1	3	0	2	0	2	1	2	6	4	0	0	0	0	4	2	2	1					
14	Число погашенных открепительных удостоверений	885	15	28	17	12	11	9	11	16	12	12	12	12	12	33	10	41	31	11	8	35	12	12	12	12	17	11	32	12	12	8	10	12	33	38	37	12	12	11	10	12	10	11	11	12	6	8	12	9	12	10	14	39	37	19					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	207	8	6	8	0	2	2	2	8	2	0	6	1	2	9	4	8	10	3	2	10	3	2	1	0	1	4	2	3	6	2	2	0	3	7	16	1	0	6	2	5	3	3	2	4	4	2	6	1	3	1	5	4	9	1					
		1.16%	1.79%	1.06%	1.56%	0.0%	2.19%	1.05%	1.83%	2.60%	2.27%	0.0%	5.94%	0.56%	2.81%	1.67%	2.29%	0.63%	1.57%	2.04%	1.20%	0.95%	1.09%	1.75%	1.08%	0.0%	0.22%	2.05%	0.38%	2.23%	3.52%	1.25%	1.51%	0.0%	0.36%	0.93%	2.03%	0.93%	0.0%	3.04%	0.98%	4.38%	1.01%	1.13%	0.86%	1.47%	1.42%	0.83%	2.33%	1.63%	2.54%	0.40%	0.45%	0.51%	0.96%	0.34%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	282	9	9	5	1	0	2	0	8	1	1	0	4	0	9	4	27	15	3	2	18	3	1	1	1	13	0	5	2	1	0	3	1	19	8	12	1	2	1	1	0	2	4	1	2	4	7	5	1	1	2	19	10	20	11					
		1.58%	2.01%	1.59%	0.97%	0.76%	0.0%	1.05%	0.0%	2.60%	1.13%	0.67%	0.0%	2.24%	0.0%	1.67%	2.29%	2.13%	2.36%	2.04%	1.20%	1.71%	1.09%	0.87%	1.08%	0.86%	2.88%	0.0%	0.96%	1.49%	0.58%	0.0%	2.27%	0.85%	2.30%	1.06%	1.52%	0.93%	1.81%	0.50%	0.49%	0.0%	0.67%	1.50%	0.43%	0.73%	1.42%	2.92%	1.94%	1.63%	0.84%	0.81%	1.72%	1.28%	2.13%	3.83%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	500	4	23	20	4	0	6	3	1	5	5	2	3	4	19	6	24	10	5	6	16	3	1	0	4	13	8	11	7	10	4	4	2	28	31	30	3	6	7	6	1	3	1	6	6	9	12	7	3	4	7	27	37	23	10					
		2.80%	0.89%	4.06%	3.90%	3.07%	0.0%	3.17%	2.75%	0.32%	5.68%	3.35%	1.98%	1.68%	5.63%	3.53%	3.44%	1.90%	1.57%	3.40%	3.61%	1.52%	1.09%	0.87%	0.0%	3.44%	2.88%	4.10%	2.11%	5.22%	5.88%	2.51%	3.03%	1.70%	3.38%	4.13%	3.81%	2.80%	5.45%	3.55%	2.95%	0.87%	1.01%	0.37%	2.58%	2.20%	3.21%	5.02%	2.72%	4.91%	3.38%	2.85%	2.44%	4.74%	2.45%	3.48%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	297	9	10	8	1	3	0	0	16	1	1	0	1	2	9	1	25	11	3	2	14	1	3	1	3	3	1	8	2	1	1	2	2	24	11	13	2	1	1	6	1	1	1	1	1	8	2	3	5	2	3	14	21	22	9					
		1.66%	2.01%	1.76%	1.56%	0.76%	3.29%	0.0%	0.0%	5.21%	1.13%	0.67%	0.0%	0.56%	2.81%	1.67%	0.57%	1.98%	1.73%	2.04%	1.20%	1.33%	0.36%	2.63%	1.08%	2.58%	0.66%	0.51%	1.54%	1.49%	0.58%	0.62%	1.51%	1.70%	2.90%	1.46%	1.65%	1.86%	0.90%	0.50%	2.95%	0.87%	0.33%	0.37%	0.43%	0.36%	2.85%	0.83%	1.16%	8.19%	1.69%	1.22%	1.26%	2.69%	2.34%	3.13%					
22	"5. ""За Русь Святую"""	78	3	1	3	2	0	2	1	1	0	0	1	0	0	1	1	5	3	0	1	2	0	1	2	2	1	7	3	0	1	6	0	0	3	4	1	0	1	1	0	0	0	3	0	0	0	1	1	0	1	1	0	7	3	1					
		0.43%	0.67%	0.17%	0.58%	1.53%	0.0%	1.05%	0.91%	0.32%	0.0%	0.0%	0.99%	0.0%	0.0%	0.18%	0.57%	0.39%	0.47%	0.0%	0.60%	0.19%	0.0%	0.87%	2.17%	1.72%	0.22%	3.58%	0.57%	0.0%	0.58%	3.77%	0.0%	0.0%	0.36%	0.53%	0.12%	0.0%	0.90%	0.50%	0.0%	0.0%	0.0%	1.13%	0.0%	0.0%	0.0%	0.41%	0.38%	0.0%	0.84%	0.40%	0.0%	0.89%	0.32%	0.34%					
23	"6. ""Объединенная Российская партия ""Русь"""	41	0	0	3	1	1	1	0	1	0	0	0	0	0	1	0	2	1	0	1	4	0	0	0	1	2	1	2	1	0	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	2	6	0					
		0.22%	0.0%	0.0%	0.58%	0.76%	1.09%	0.52%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.15%	0.15%	0.0%	0.60%	0.38%	0.0%	0.0%	0.0%	0.86%	0.44%	0.51%	0.38%	0.74%	0.0%	0.62%	0.75%	0.0%	0.12%	0.13%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.38%	0.0%	0.0%	0.40%	0.09%	0.25%	0.64%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	92	5	5	6	0	0	1	0	4	1	1	0	1	0	1	0	7	4	1	1	3	0	0	1	0	2	0	3	1	0	0	1	0	7	2	5	0	0	0	2	0	0	1	0	0	1	1	1	1	1	0	5	6	6	4					
		0.51%	1.12%	0.88%	1.17%	0.0%	0.0%	0.52%	0.0%	1.30%	1.13%	0.67%	0.0%	0.56%	0.0%	0.18%	0.0%	0.55%	0.63%	0.68%	0.60%	0.28%	0.0%	0.0%	1.08%	0.0%	0.44%	0.0%	0.57%	0.74%	0.0%	0.0%	0.75%	0.0%	0.84%	0.26%	0.63%	0.0%	0.0%	0.0%	0.98%	0.0%	0.0%	0.37%	0.0%	0.0%	0.35%	0.41%	0.38%	1.63%	0.84%	0.0%	0.45%	0.76%	0.64%	1.39%					
25	"8. ""Народно-республиканская партия России"""	17	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1					
		0.09%	0.0%	0.17%	0.19%	0.76%	0.0%	0.52%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.31%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.25%	0.93%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.34%					
26	"9. ""Российская экологическая партия ""Зеленые"""	33	2	0	1	0	0	0	0	1	0	0	0	0	0	1	1	3	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	1	0	2	0	1	0	0	0	5	3	1	0					
		0.18%	0.44%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.57%	0.23%	0.31%	0.68%	0.60%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.25%	0.0%	0.90%	0.0%	0.0%	0.0%	0.33%	0.0%	0.43%	0.0%	0.71%	0.0%	0.38%	0.0%	0.0%	0.0%	0.45%	0.38%	0.10%	0.0%					
27	"10. ""Аграрная партия России"""	2926	50	89	55	27	6	12	21	39	6	6	6	30	10	30	7	228	175	34	24	412	93	44	18	23	108	26	55	15	22	42	30	16	42	54	39	5	18	10	57	65	72	105	33	42	31	27	35	2	19	25	277	87	87	35					
		16.40%	11.21%	15.72%	10.74%	20.76%	6.59%	6.34%	19.26%	12.70%	6.81%	4.02%	5.94%	16.85%	14.08%	5.58%	4.02%	18.06%	27.60%	23.12%	14.45%	39.35%	33.81%	38.59%	19.56%	19.82%	24.0%	13.33%	10.59%	11.19%	12.94%	26.41%	22.72%	13.67%	5.08%	7.20%	4.96%	4.67%	16.36%	5.07%	28.07%	57.01%	24.40%	39.62%	14.22%	15.44%	11.07%	11.29%	13.61%	3.27%	16.10%	10.20%	25.11%	11.15%	9.28%	12.19%					
28	"11. ""Истинные патриоты России"""	15	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0					
		0.08%	0.22%	0.17%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.19%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.10%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	190	6	11	1	3	2	0	1	3	0	4	1	1	0	6	1	14	5	1	0	3	1	4	1	0	1	4	5	0	4	0	0	0	24	12	12	0	0	3	1	0	2	0	0	8	2	1	3	0	2	0	15	8	9	5					
		1.06%	1.34%	1.94%	0.19%	2.30%	2.19%	0.0%	0.91%	0.97%	0.0%	2.68%	0.99%	0.56%	0.0%	1.11%	0.57%	1.10%	0.78%	0.68%	0.0%	0.28%	0.36%	3.50%	1.08%	0.0%	0.22%	2.05%	0.96%	0.0%	2.35%	0.0%	0.0%	0.0%	2.90%	1.60%	1.52%	0.0%	0.0%	1.52%	0.49%	0.0%	0.67%	0.0%	0.0%	2.94%	0.71%	0.41%	1.16%	0.0%	1.69%	0.0%	1.35%	1.02%	0.96%	1.74%					
30	"13. ""Демократическая партия России"""	31	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	2	2	0	1	0	0	0	0	0	0	2	0	1	0	1	1	2	0	4	0					
		0.17%	0.0%	0.0%	0.19%	0.0%	1.09%	0.0%	0.0%	0.0%	0.0%	0.67%	0.0%	1.12%	0.0%	0.0%	0.0%	0.07%	0.0%	0.68%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.53%	0.25%	1.86%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.38%	0.0%	0.84%	0.40%	0.18%	0.0%	0.42%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	37	0	3	0	0	1	0	0	1	0	0	2	0	0	0	1	3	1	0	0	1	0	1	0	0	1	4	2	2	0	0	0	1	1	4	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	2	0	0	1	0					
		0.20%	0.0%	0.53%	0.0%	0.0%	1.09%	0.0%	0.0%	0.32%	0.0%	0.0%	1.98%	0.0%	0.0%	0.0%	0.57%	0.23%	0.15%	0.0%	0.0%	0.09%	0.0%	0.87%	0.0%	0.0%	0.22%	2.05%	0.38%	1.49%	0.0%	0.0%	0.0%	0.85%	0.12%	0.53%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.35%	0.41%	0.38%	0.0%	0.0%	0.81%	0.0%	0.0%	0.10%	0.0%					
32	"15. ""Партия СЛОН"""	21	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	3	1	2					
		0.11%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.12%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.43%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.10%	0.69%					
33	"16. ""Родина"" (народно-патриотический союз)"""	955	22	19	11	7	4	3	0	13	10	6	1	6	3	46	9	75	35	2	4	31	11	2	7	24	28	8	41	4	6	5	14	4	63	60	61	6	3	10	16	1	18	2	9	26	16	17	18	9	2	16	49	38	42	12					
		5.35%	4.93%	3.35%	2.14%	5.38%	4.39%	1.58%	0.0%	4.23%	11.36%	4.02%	0.99%	3.37%	4.22%	8.56%	5.17%	5.94%	5.52%	1.36%	2.40%	2.96%	4.0%	1.75%	7.60%	20.68%	6.22%	4.10%	7.89%	2.98%	3.52%	3.14%	10.60%	3.41%	7.62%	8.01%	7.76%	5.60%	2.72%	5.07%	7.88%	0.87%	6.10%	0.75%	3.87%	9.55%	5.71%	7.11%	7.00%	14.75%	1.69%	6.53%	4.44%	4.87%	4.48%	4.18%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	52	1	1	0	0	0	2	1	0	0	0	0	0	0	3	1	6	1	0	1	1	1	0	1	0	2	2	1	2	0	0	1	0	1	1	5	1	1	0	2	1	1	0	2	0	0	1	0	0	1	0	1	2	3	1					
		0.29%	0.22%	0.17%	0.0%	0.0%	0.0%	1.05%	0.91%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.57%	0.47%	0.15%	0.0%	0.60%	0.09%	0.36%	0.0%	1.08%	0.0%	0.44%	1.02%	0.19%	1.49%	0.0%	0.0%	0.75%	0.0%	0.12%	0.13%	0.63%	0.93%	0.90%	0.0%	0.98%	0.87%	0.33%	0.0%	0.86%	0.0%	0.0%	0.41%	0.0%	0.0%	0.84%	0.0%	0.09%	0.25%	0.32%	0.34%					
35	"18. ""ЛДПР"""	1888	51	77	52	12	13	20	8	39	11	24	17	23	4	43	28	147	48	6	8	110	22	8	8	8	41	17	53	15	7	10	7	18	91	93	71	8	5	19	12	4	15	14	22	24	24	24	29	8	10	28	113	121	144	54					
		10.58%	11.43%	13.60%	10.15%	9.23%	14.28%	10.58%	7.33%	12.70%	12.5%	16.10%	16.83%	12.92%	5.63%	8.00%	16.09%	11.64%	7.57%	4.08%	4.81%	10.50%	8.0%	7.01%	8.69%	6.89%	9.11%	8.71%	10.21%	11.19%	4.11%	6.28%	5.30%	15.38%	11.01%	12.41%	9.03%	7.47%	4.54%	9.64%	5.91%	3.50%	5.08%	5.28%	9.48%	8.82%	8.57%	10.04%	11.28%	13.11%	8.47%	11.42%	10.24%	15.51%	15.36%	18.81%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	306	9	8	6	2	3	1	2	6	0	0	0	5	0	8	1	17	18	7	3	5	2	2	0	4	9	6	11	6	6	0	4	2	19	11	12	2	3	5	1	1	4	5	5	6	2	4	8	2	3	5	13	16	20	6					
		1.71%	2.01%	1.41%	1.17%	1.53%	3.29%	0.52%	1.83%	1.95%	0.0%	0.0%	0.0%	2.80%	0.0%	1.48%	0.57%	1.34%	2.83%	4.76%	1.80%	0.47%	0.72%	1.75%	0.0%	3.44%	2.0%	3.07%	2.11%	4.47%	3.52%	0.0%	3.03%	1.70%	2.30%	1.46%	1.52%	1.86%	2.72%	2.53%	0.49%	0.87%	1.35%	1.88%	2.15%	2.20%	0.71%	1.67%	3.11%	3.27%	2.54%	2.04%	1.17%	2.05%	2.13%	2.09%					
37	"20. ""Политическая партия ""Единая Россия"""	7187	214	241	232	51	24	96	57	111	36	70	48	55	35	263	92	482	207	59	74	281	92	40	34	36	148	80	209	52	68	76	47	62	362	312	379	58	56	90	66	22	110	107	107	105	135	110	80	20	61	111	427	324	390	83					
		40.28%	47.98%	42.57%	45.31%	39.23%	26.37%	50.79%	52.29%	36.15%	40.90%	46.97%	47.52%	30.89%	49.29%	48.97%	52.87%	38.19%	32.64%	40.13%	44.57%	26.83%	33.45%	35.08%	36.95%	31.03%	32.88%	41.02%	40.26%	38.80%	40.0%	47.79%	35.60%	52.99%	43.82%	41.65%	48.21%	54.20%	50.90%	45.68%	32.51%	19.29%	37.28%	40.37%	46.12%	38.60%	48.21%	46.02%	31.12%	32.78%	51.69%	45.30%	38.71%	41.53%	41.62%	28.91%					
38	"21. ""Российская Конституционно-демократическая партия"""	51	1	0	0	0	0	0	0	1	0	2	1	1	0	1	0	0	4	1	0	2	0	0	0	0	1	1	3	0	0	0	0	0	0	6	5	1	1	2	0	1	1	1	0	0	3	3	2	0	1	0	1	2	2	0					
		0.28%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	1.34%	0.99%	0.56%	0.0%	0.18%	0.0%	0.0%	0.63%	0.68%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.22%	0.51%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.63%	0.93%	0.90%	1.01%	0.0%	0.87%	0.33%	0.37%	0.0%	0.0%	1.07%	1.25%	0.77%	0.0%	0.84%	0.0%	0.09%	0.25%	0.21%	0.0%					
39	"22. ""Развитие предпринимательства"""	33	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	4	5	2	2					
		0.18%	0.22%	0.17%	0.39%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.15%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.12%	0.26%	0.12%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.40%	0.36%	0.64%	0.21%	0.69%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1501	34	29	49	12	25	32	5	32	9	8	4	30	9	41	4	102	50	12	14	48	32	3	15	7	44	15	71	4	19	9	7	4	77	73	66	7	6	24	20	8	42	11	36	40	20	16	36	9	4	36	68	37	54	32					
		8.41%	7.62%	5.12%	9.57%	9.23%	27.47%	16.93%	4.58%	10.42%	10.22%	5.36%	3.96%	16.85%	12.67%	7.63%	2.29%	8.08%	7.88%	8.16%	8.43%	4.58%	11.63%	2.63%	16.30%	6.03%	9.77%	7.69%	13.68%	2.98%	11.17%	5.66%	5.30%	3.41%	9.32%	9.74%	8.39%	6.54%	5.45%	12.18%	9.85%	7.01%	14.23%	4.15%	15.51%	14.70%	7.14%	6.69%	14.00%	14.75%	3.38%	14.69%	6.16%	4.74%	5.76%	11.14%					
																																																													
41	Против всех	557	15	21	10	1	1	5	1	14	0	8	7	6	0	17	8	52	11	4	5	30	6	2	2	0	9	2	20	8	3	1	3	1	33	28	22	1	3	13	3	3	8	6	5	3	8	6	6	0	1	3	27	36	59	10					
		3.12%	3.36%	3.71%	1.95%	0.76%	1.09%	2.64%	0.91%	4.56%	0.0%	5.36%	6.93%	3.37%	0.0%	3.16%	4.59%	4.12%	1.73%	2.72%	3.01%	2.86%	2.18%	1.75%	2.17%	0.0%	2.0%	1.02%	3.85%	5.97%	1.76%	0.62%	2.27%	0.85%	3.99%	3.73%	2.79%	0.93%	2.72%	6.59%	1.47%	2.63%	2.71%	2.26%	2.15%	1.10%	2.85%	2.51%	2.33%	0.0%	0.84%	1.22%	2.44%	4.61%	6.29%	3.48%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
