Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																
Дата голосования: 18.09.2016																																																																
																																																																
Наименование Избирательной комиссии:    Острогожская																																																																
																																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																																
																																																																
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653									
		0.32%	0.00%	0.64%	0.12%	0.14%	0.27%	0.44%	0.32%	0.45%	0.87%	0.29%	0.27%	0.20%	0.70%	0.29%	0.07%	0.25%	0.00%	0.77%	0.22%	0.29%	0.00%	0.24%	0.27%	0.00%	3.20%	0.36%	0.00%	0.45%	0.50%	0.00%	1.03%	0.00%	0.31%	0.00%	0.00%	0.00%	0.59%	0.00%	0.43%	0.21%	0.00%	0.00%	0.00%	0.43%	0.00%	0.64%	0.98%	0.97%	0.00%	0.00%	0.27%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	226	1	10	4	3	6	0	4	7	32	11	3	15	15	6	3	3	4	2	1	0	0	0	1	2	6	6	1	15	18	2	6	0	6	5	0	0	2	2	2	0	0	0	0	5	0	0	6	9	0	0	0	0	2									
		0.59%	0.40%	0.80%	0.24%	0.21%	0.40%	0.00%	0.32%	0.53%	1.99%	0.63%	0.20%	1.01%	1.05%	0.44%	0.22%	0.76%	1.86%	0.77%	0.22%	0.00%	0.00%	0.00%	0.14%	0.97%	4.80%	1.08%	1.04%	2.26%	2.25%	0.32%	1.54%	0.00%	1.86%	2.11%	0.00%	0.00%	0.59%	0.70%	0.29%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%	0.00%	1.47%	2.17%	0.00%	0.00%	0.00%	0.00%	1.48%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	147	2	3	3	4	5	8	4	2	17	4	8	8	6	5	6	0	2	0	1	1	0	2	1	0	1	4	1	3	9	0	2	0	2	1	0	0	2	2	3	4	0	0	0	2	0	3	9	7	0	0	0	0	0									
		0.38%	0.79%	0.24%	0.18%	0.28%	0.33%	0.44%	0.32%	0.15%	1.06%	0.23%	0.54%	0.54%	0.42%	0.36%	0.44%	0.00%	0.93%	0.00%	0.22%	0.29%	0.00%	0.48%	0.14%	0.00%	0.80%	0.72%	1.04%	0.45%	1.12%	0.00%	0.51%	0.00%	0.62%	0.42%	0.00%	0.00%	0.59%	0.70%	0.43%	0.84%	0.00%	0.00%	0.00%	0.43%	0.00%	0.48%	2.20%	1.69%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	30803	214	1016	1329	1188	1270	1573	1030	1038	1116	1379	1196	1188	1023	1094	1139	340	159	215	340	297	251	365	595	160	87	402	72	548	566	511	322	285	274	157	264	225	300	235	580	389	1037	1175	321	391	100	514	249	279	425	126	935	393	126									
		80.38%	84.58%	81.02%	81.23%	81.76%	84.67%	86.05%	82.47%	78.70%	69.58%	79.44%	81.42%	79.89%	71.29%	79.39%	82.72%	86.51%	73.95%	83.01%	74.40%	87.10%	88.07%	87.32%	81.51%	77.67%	69.60%	72.30%	75.00%	82.53%	70.66%	81.76%	82.56%	85.33%	85.09%	66.24%	80.24%	80.07%	87.98%	81.88%	83.57%	82.07%	82.43%	81.99%	84.92%	83.73%	82.64%	81.85%	60.88%	67.39%	85.00%	70.00%	85.39%	84.70%	93.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	62	2	0	0	2	5	0	3	2	11	0	4	2	4	2	0	3	4	0	2	0	0	0	0	0	2	3	0	2	1	0	1	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0									
		0.16%	0.79%	0.00%	0.00%	0.14%	0.33%	0.00%	0.24%	0.15%	0.69%	0.00%	0.27%	0.13%	0.28%	0.15%	0.00%	0.76%	1.86%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	1.60%	0.54%	0.00%	0.30%	0.12%	0.00%	0.26%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	1	3	0	3	3	1	1	0	4	0	0	0	0	6	0	1	0	1	0	0	0	0	3	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	3	0	0	1	0	1	0	0	2	1	0	0	0	0	0									
		0.10%	0.40%	0.24%	0.00%	0.21%	0.20%	0.05%	0.08%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.25%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.18%	0.00%	0.15%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.43%	0.00%	0.00%	0.07%	0.00%	0.21%	0.00%	0.00%	0.49%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1142	2	14	35	4	15	37	15	73	139	19	22	37	56	36	13	8	13	5	42	6	11	8	7	19	13	57	5	25	100	5	20	5	7	30	5	5	3	3	5	9	12	14	3	24	2	10	52	51	5	9	21	4	2									
		2.98%	0.79%	1.12%	2.14%	0.28%	1.00%	2.02%	1.20%	5.53%	8.67%	1.09%	1.50%	2.49%	3.90%	2.61%	0.94%	2.04%	6.05%	1.93%	9.19%	1.76%	3.86%	1.91%	0.96%	9.22%	10.40%	10.25%	5.21%	3.77%	12.48%	0.80%	5.13%	1.50%	2.17%	12.66%	1.52%	1.78%	0.88%	1.05%	0.72%	1.90%	0.95%	0.98%	0.79%	5.14%	1.65%	1.59%	12.71%	12.32%	1.00%	5.00%	1.92%	0.86%	1.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	0	2	0	2	3	0	1	0	6	0	5	0	5	2	4	0	0	0	0	0	1	0	0	3	0	2	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0									
		0.11%	0.00%	0.16%	0.00%	0.14%	0.20%	0.00%	0.08%	0.00%	0.37%	0.00%	0.34%	0.00%	0.35%	0.15%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	1.46%	0.00%	0.36%	0.00%	0.15%	0.00%	0.16%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.07%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	77	0	3	0	3	5	1	2	1	12	3	7	0	6	6	4	0	1	0	0	0	0	1	2	0	1	1	0	3	1	0	0	0	1	1	0	0	3	1	3	1	0	0	0	2	0	0	0	2	0	0	0	0	0									
		0.20%	0.00%	0.24%	0.00%	0.21%	0.33%	0.05%	0.16%	0.08%	0.75%	0.17%	0.48%	0.00%	0.42%	0.44%	0.29%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.24%	0.27%	0.00%	0.80%	0.18%	0.00%	0.45%	0.12%	0.00%	0.00%	0.00%	0.31%	0.42%	0.00%	0.00%	0.88%	0.35%	0.43%	0.21%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	1.86%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	72	0	2	0	2	10	1	2	2	6	2	5	5	2	4	1	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	1	0	3	2	0	0	2	0	2	4	0	2	0	1	0	0	2	2	0	1	0	0	0									
		0.19%	0.00%	0.16%	0.00%	0.14%	0.67%	0.05%	0.16%	0.15%	0.37%	0.12%	0.34%	0.34%	0.14%	0.29%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.30%	0.12%	0.16%	0.26%	0.00%	0.93%	0.84%	0.00%	0.00%	0.59%	0.00%	0.29%	0.84%	0.00%	0.14%	0.00%	0.21%	0.00%	0.00%	0.49%	0.48%	0.00%	0.56%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3430	26	125	164	140	105	154	97	134	159	174	105	162	194	166	124	19	23	4	34	14	16	16	42	18	10	60	12	41	66	35	30	17	20	26	11	28	19	20	55	54	179	139	25	30	8	69	67	51	55	32	35	17	4									
		8.95%	10.28%	9.97%	10.02%	9.64%	7.00%	8.42%	7.77%	10.16%	9.91%	10.02%	7.15%	10.89%	13.52%	12.05%	9.01%	4.83%	10.70%	1.54%	7.44%	4.11%	5.61%	3.83%	5.75%	8.74%	8.00%	10.79%	12.50%	6.17%	8.24%	5.60%	7.69%	5.09%	6.21%	10.97%	3.34%	9.96%	5.57%	6.97%	7.93%	11.39%	14.23%	9.70%	6.61%	6.42%	6.61%	10.99%	16.38%	12.32%	11.00%	17.78%	3.20%	3.66%	2.96%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	71	1	5	0	2	5	0	4	4	9	1	3	2	2	1	1	1	1	2	1	1	1	1	1	0	0	0	0	2	0	1	1	0	1	0	0	0	1	3	4	2	0	1	0	2	0	0	1	2	0	0	0	0	1									
		0.19%	0.40%	0.40%	0.00%	0.14%	0.33%	0.00%	0.32%	0.30%	0.56%	0.06%	0.20%	0.13%	0.14%	0.07%	0.07%	0.25%	0.47%	0.77%	0.22%	0.29%	0.35%	0.24%	0.14%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.16%	0.26%	0.00%	0.31%	0.00%	0.00%	0.00%	0.29%	1.05%	0.58%	0.42%	0.00%	0.07%	0.00%	0.43%	0.00%	0.00%	0.24%	0.48%	0.00%	0.00%	0.00%	0.00%	0.74%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1937	3	63	94	98	60	45	78	37	66	121	107	65	106	46	79	16	4	27	32	20	3	21	76	4	1	12	5	12	17	67	3	27	5	3	49	23	5	20	25	9	30	97	29	6	11	28	9	5	15	9	98	46	0									
		5.05%	1.19%	5.02%	5.75%	6.74%	4.00%	2.46%	6.24%	2.81%	4.11%	6.97%	7.28%	4.37%	7.39%	3.34%	5.74%	4.07%	1.86%	10.42%	7.00%	5.87%	1.05%	5.02%	10.41%	1.94%	0.80%	2.16%	5.21%	1.81%	2.12%	10.72%	0.77%	8.08%	1.55%	1.27%	14.89%	8.19%	1.47%	6.97%	3.60%	1.90%	2.38%	6.77%	7.67%	1.28%	9.09%	4.46%	2.20%	1.21%	3.00%	5.00%	8.95%	9.91%	0.00%									
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
