Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Убинская 																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	56	9	18	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	22					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1022	129	101	11	3	19	16	22	29	31	10	62	6	5	7	29	44	6	33	28	21	11	47	14	3	30	8	25	8	40	52	23	8	2	17	122					
		13.25%	17.65%	12.88%	7.53%	6.82%	9.36%	13.01%	8.84%	15.59%	11.52%	9.09%	12.92%	6.19%	6.58%	8.54%	17.68%	16.48%	7.41%	13.47%	9.40%	8.20%	18.33%	20.00%	28.57%	5.56%	12.30%	12.50%	14.20%	10.13%	13.33%	17.57%	10.65%	9.88%	5.13%	22.97%	14.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1248	108	121	30	12	20	11	26	25	30	21	105	23	29	11	13	25	11	22	48	43	11	34	16	7	39	15	36	8	48	46	78	21	5	15	135					
		16.18%	14.77%	15.43%	20.55%	27.27%	9.85%	8.94%	10.44%	13.44%	11.15%	19.09%	21.88%	23.71%	38.16%	13.41%	7.93%	9.36%	13.58%	8.98%	16.11%	16.80%	18.33%	14.47%	32.65%	12.96%	15.98%	23.44%	20.45%	10.13%	16.00%	15.54%	36.11%	25.93%	12.82%	20.27%	15.79%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	66	12	3	0	0	3	1	0	5	2	2	3	0	0	2	1	2	0	0	3	0	0	3	0	0	1	0	0	0	2	5	5	0	0	2	9					
		0.86%	1.64%	0.38%	0.00%	0.00%	1.48%	0.81%	0.00%	2.69%	0.74%	1.82%	0.63%	0.00%	0.00%	2.44%	0.61%	0.75%	0.00%	0.00%	1.01%	0.00%	0.00%	1.28%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.67%	1.69%	2.31%	0.00%	0.00%	2.70%	1.05%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1902	265	275	38	12	52	28	31	46	50	21	65	11	6	28	35	52	28	78	80	49	7	66	4	16	46	19	47	24	45	54	45	10	6	11	252					
		24.66%	36.25%	35.08%	26.03%	27.27%	25.62%	22.76%	12.45%	24.73%	18.59%	19.09%	13.54%	11.34%	7.89%	34.15%	21.34%	19.48%	34.57%	31.84%	26.85%	19.14%	11.67%	28.09%	8.16%	29.63%	18.85%	29.69%	26.70%	30.38%	15.00%	18.24%	20.83%	12.35%	15.38%	14.86%	29.47%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	83	6	8	4	0	1	0	1	3	3	1	6	2	0	1	0	5	0	2	2	7	0	2	0	0	2	0	0	0	1	1	3	0	0	1	21					
		1.08%	0.82%	1.02%	2.74%	0.00%	0.49%	0.00%	0.40%	1.61%	1.12%	0.91%	1.25%	2.06%	0.00%	1.22%	0.00%	1.87%	0.00%	0.82%	0.67%	2.73%	0.00%	0.85%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.33%	0.34%	1.39%	0.00%	0.00%	1.35%	2.46%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3255	200	264	60	17	103	62	167	74	146	53	231	55	36	33	84	133	35	105	130	136	31	77	15	27	121	22	63	37	158	132	55	39	26	26	302					
		42.20%	27.36%	33.67%	41.10%	38.64%	50.74%	50.41%	67.07%	39.78%	54.28%	48.18%	48.13%	56.70%	47.37%	40.24%	51.22%	49.81%	43.21%	42.86%	43.62%	53.13%	51.67%	32.77%	30.61%	50.00%	49.59%	34.38%	35.80%	46.84%	52.67%	44.59%	25.46%	48.15%	66.67%	35.14%	35.32%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	40	5	3	1	0	1	1	2	0	1	0	2	0	0	0	0	1	0	1	3	0	0	2	0	0	1	0	2	0	1	0	3	2	0	1	7					
		0.52%	0.68%	0.38%	0.68%	0.00%	0.49%	0.81%	0.80%	0.00%	0.37%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.41%	1.01%	0.00%	0.00%	0.85%	0.00%	0.00%	0.41%	0.00%	1.14%	0.00%	0.33%	0.00%	1.39%	2.47%	0.00%	1.35%	0.82%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
