Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
"Наименование Избирательной комиссии:    Саратов, Кировская"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3742	53	95	65	0	50	98	50	60	70	75	50	100	70	75	60	50	50	50	80	80	60	55	90	100	80	80	65	55	55	70	50	50	80	80	50	60	50	65	50	100	70	60	50	65	75	72	70	60	94	50	50	50	55	75	50	70	50	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	3701	53	95	65	0	50	98	50	60	70	75	50	100	70	75	60	50	50	50	78	80	60	55	90	100	80	80	65	55	55	70	48	47	80	80	50	58	46	65	50	100	70	60	50	65	75	72	70	60	94	50	50	49	55	75	49	70	50	24	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	3060	53	9	12	137	55	29	8	26	12	35	25	29	19	9	21	14	96	14	20	21	55	20	15	26	3	107	6	18	42	14	9	55	35	39	114	8	4	34	17	7	6	17	40	17	23	13	60	15	5	4	7	46	33	3	14	53	788	76	568					
14	Число погашенных неиспользованных открепительных удостоверений	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	26	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	326	16	12	6	0	7	6	13	8	1	6	10	9	8	8	10	4	4	3	10	4	6	3	8	6	2	4	7	5	5	5	7	2	7	2	4	5	3	6	1	6	3	3	5	2	5	6	1	5	13	4	4	2	9	14	3	5	3	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8266	264	200	145	23	133	180	178	100	99	149	33	152	138	237	161	243	83	144	201	195	203	227	266	256	261	195	94	166	63	45	81	104	117	64	118	105	42	144	152	62	81	60	43	99	132	205	221	124	186	128	102	93	211	120	167	156	226	79	10					
		10.32%	10.99%	9.23%	9.48%	16.79%	10.34%	9.31%	12.73%	9.62%	9.01%	9.01%	5.67%	8.70%	10.28%	12.48%	9.53%	15.30%	8.64%	11.10%	10.68%	11.31%	9.45%	15.36%	12.70%	11.82%	14.21%	11.68%	12.01%	8.67%	6.49%	5.53%	11.60%	12.40%	7.09%	4.64%	12.95%	6.89%	9.79%	9.92%	13.87%	5.04%	7.78%	5.23%	5.74%	9.07%	11.33%	10.86%	15.03%	10.35%	7.87%	13.82%	9.47%	15.15%	16.75%	6.05%	8.96%	12.91%	15.92%	16.22%	1.39%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5478	117	109	139	27	68	147	109	90	44	79	24	165	96	116	121	106	96	68	101	56	62	126	206	328	149	141	91	113	18	56	43	82	62	39	118	100	39	83	74	65	54	62	42	34	78	145	132	106	127	55	21	70	97	22	257	65	170	54	14					
		6.84%	4.87%	5.03%	9.08%	19.71%	5.29%	7.60%	7.80%	8.65%	4.00%	4.78%	4.12%	9.44%	7.15%	6.11%	7.16%	6.68%	9.99%	5.24%	5.37%	3.25%	2.89%	8.53%	9.83%	15.15%	8.11%	8.44%	11.62%	5.90%	1.85%	6.88%	6.16%	9.77%	3.76%	2.83%	12.95%	6.57%	9.09%	5.72%	6.75%	5.28%	5.19%	5.41%	5.61%	3.12%	6.70%	7.68%	8.98%	8.85%	5.37%	5.94%	1.95%	11.40%	7.70%	1.11%	13.79%	5.38%	11.97%	11.09%	1.95%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	364	2	8	12	0	10	10	8	6	1	3	2	3	1	10	19	24	3	0	0	0	3	3	2	25	10	6	4	8	1	0	9	7	0	6	3	2	1	2	13	4	3	1	4	3	1	11	7	7	5	0	8	12	11	9	29	0	17	5	0					
		0.45%	0.08%	0.37%	0.78%	0.00%	0.78%	0.52%	0.57%	0.58%	0.09%	0.18%	0.34%	0.17%	0.07%	0.53%	1.12%	1.51%	0.31%	0.00%	0.00%	0.00%	0.14%	0.20%	0.10%	1.15%	0.54%	0.36%	0.51%	0.42%	0.10%	0.00%	1.29%	0.83%	0.00%	0.44%	0.33%	0.13%	0.23%	0.14%	1.19%	0.33%	0.29%	0.09%	0.53%	0.27%	0.09%	0.58%	0.48%	0.58%	0.21%	0.00%	0.74%	1.95%	0.87%	0.45%	1.56%	0.00%	1.20%	1.03%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11066	315	201	213	32	165	284	190	151	145	206	28	180	168	282	231	316	149	177	257	260	268	319	368	331	329	328	159	216	102	147	119	185	196	182	161	153	65	170	208	55	101	87	72	108	168	236	255	214	301	104	119	97	258	120	269	112	293	130	11					
		13.81%	13.12%	9.28%	13.92%	23.36%	12.83%	14.69%	13.59%	14.52%	13.19%	12.46%	4.81%	10.30%	12.52%	14.85%	13.67%	19.90%	15.50%	13.65%	13.66%	15.08%	12.47%	21.58%	17.57%	15.29%	17.91%	19.64%	20.31%	11.29%	10.50%	18.06%	17.05%	22.05%	11.88%	13.21%	17.67%	10.05%	15.15%	11.71%	18.98%	4.47%	9.70%	7.59%	9.61%	9.90%	14.42%	12.51%	17.35%	17.86%	12.74%	11.23%	11.05%	15.80%	20.48%	6.05%	14.43%	9.27%	20.63%	26.69%	1.53%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1770	38	72	75	8	45	26	64	18	2	12	0	12	2	20	57	64	3	0	4	0	32	3	85	94	79	11	19	12	5	1	43	45	37	20	6	17	18	34	54	5	19	3	12	16	7	83	38	40	15	3	13	35	91	22	77	0	98	55	1					
		2.21%	1.58%	3.32%	4.90%	5.84%	3.50%	1.35%	4.58%	1.73%	0.18%	0.73%	0.00%	0.69%	0.15%	1.05%	3.37%	4.03%	0.31%	0.00%	0.21%	0.00%	1.49%	0.20%	4.06%	4.34%	4.30%	0.66%	2.43%	0.63%	0.51%	0.12%	6.16%	5.36%	2.24%	1.45%	0.66%	1.12%	4.20%	2.34%	4.93%	0.41%	1.83%	0.26%	1.60%	1.47%	0.60%	4.40%	2.59%	3.34%	0.63%	0.32%	1.21%	5.70%	7.22%	1.11%	4.13%	0.00%	6.90%	11.29%	0.14%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	52236	1630	1541	927	44	848	1264	832	668	802	1193	491	1209	927	1222	1097	816	624	908	1318	1212	1555	798	1140	1098	984	973	404	1382	766	554	391	406	1226	1053	503	1144	261	1018	581	1031	769	925	560	821	756	1186	803	686	1718	626	800	284	556	1688	1035	776	576	151	679					
		65.21%	67.89%	71.14%	60.59%	32.12%	65.94%	65.39%	59.51%	64.23%	72.98%	72.17%	84.36%	69.20%	69.08%	64.35%	64.91%	51.39%	64.93%	70.01%	70.03%	70.30%	72.36%	53.99%	54.42%	50.72%	53.57%	58.26%	51.60%	72.20%	78.89%	68.06%	56.02%	48.39%	74.30%	76.42%	55.21%	75.11%	60.84%	70.11%	53.01%	83.82%	73.87%	80.65%	74.77%	75.25%	64.89%	62.85%	54.63%	57.26%	72.70%	67.60%	74.28%	46.25%	44.13%	85.08%	55.53%	64.24%	40.56%	31.01%	94.44%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	206	0	10	6	2	5	9	9	2	3	4	0	3	1	2	4	3	3	0	0	1	2	0	1	9	11	0	6	2	1	0	3	0	0	5	2	2	1	1	4	3	1	2	2	3	6	9	7	3	4	0	5	6	9	3	13	0	6	4	3					
		0.26%	0.00%	0.46%	0.39%	1.46%	0.39%	0.47%	0.64%	0.19%	0.27%	0.24%	0.00%	0.17%	0.07%	0.11%	0.24%	0.19%	0.31%	0.00%	0.00%	0.06%	0.09%	0.00%	0.05%	0.42%	0.60%	0.00%	0.77%	0.10%	0.10%	0.00%	0.43%	0.00%	0.00%	0.36%	0.22%	0.13%	0.23%	0.07%	0.36%	0.24%	0.10%	0.17%	0.27%	0.27%	0.52%	0.48%	0.48%	0.25%	0.17%	0.00%	0.46%	0.98%	0.71%	0.15%	0.70%	0.00%	0.42%	0.82%	0.42%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
