Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Туапсинская городская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №5401	УИК №5402	УИК №5403	УИК №5404	УИК №5405	УИК №5406	УИК №5407	УИК №5408	УИК №5409	УИК №5410	УИК №5411	УИК №5412	УИК №5413	УИК №5414	УИК №5415	УИК №5416	УИК №5417	УИК №5418	УИК №5419	УИК №5420	УИК №5421	УИК №5422	УИК №5423	УИК №5499					
		3.09%	2.63%	3.55%	2.54%	2.82%	2.80%	3.52%	2.46%	2.91%	2.58%	3.55%	2.80%	3.22%	3.67%	3.78%	3.27%	2.80%	2.90%	2.53%	3.17%	2.58%	4.09%	4.39%	3.25%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	725	27	26	30	32	35	26	24	44	41	36	18	38	64	27	41	41	30	33	25	30	36	16	3	2					
		2.83%	2.29%	2.14%	2.63%	2.31%	2.39%	2.29%	2.81%	3.12%	4.07%	3.28%	2.10%	3.40%	4.52%	2.55%	3.44%	3.11%	2.48%	2.98%	2.64%	2.42%	3.07%	1.95%	1.39%	2.06%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	840	43	41	38	39	42	31	32	41	47	56	23	43	55	28	39	30	35	27	31	34	49	28	7	1					
		3.27%	3.65%	3.38%	3.33%	2.82%	2.87%	2.73%	3.75%	2.91%	4.67%	5.10%	2.68%	3.85%	3.88%	2.64%	3.27%	2.27%	2.90%	2.44%	3.27%	2.74%	4.18%	3.41%	3.25%	1.03%					
22	"5. ""За Русь Святую"""	143	4	5	9	8	8	10	5	7	4	4	4	8	0	2	8	12	13	6	4	6	12	2	2	0					
		0.55%	0.33%	0.41%	0.79%	0.57%	0.54%	0.88%	0.58%	0.49%	0.39%	0.36%	0.46%	0.71%	0.0%	0.18%	0.67%	0.91%	1.07%	0.54%	0.42%	0.48%	1.02%	0.24%	0.93%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	59	6	2	2	0	5	1	0	4	3	2	1	2	2	3	4	2	2	4	2	5	5	1	0	1					
		0.23%	0.50%	0.16%	0.17%	0.0%	0.34%	0.08%	0.0%	0.28%	0.29%	0.18%	0.11%	0.17%	0.14%	0.28%	0.33%	0.15%	0.16%	0.36%	0.21%	0.40%	0.42%	0.12%	0.0%	1.03%					
24	"7. ""Новый курс - Автомобильная Россия"""	197	13	17	7	8	9	6	11	13	9	0	10	10	12	8	4	13	8	4	6	11	9	5	4	0					
		0.76%	1.10%	1.40%	0.61%	0.57%	0.61%	0.52%	1.28%	0.92%	0.89%	0.0%	1.16%	0.89%	0.84%	0.75%	0.33%	0.98%	0.66%	0.36%	0.63%	0.88%	0.76%	0.61%	1.86%	0.0%					
25	"8. ""Народно-республиканская партия России"""	30	1	2	2	1	0	1	0	1	1	0	0	2	3	0	1	7	3	1	0	0	1	0	1	2					
		0.11%	0.08%	0.16%	0.17%	0.07%	0.0%	0.08%	0.0%	0.07%	0.09%	0.0%	0.0%	0.17%	0.21%	0.0%	0.08%	0.53%	0.24%	0.09%	0.0%	0.0%	0.08%	0.0%	0.46%	2.06%					
26	"9. ""Российская экологическая партия ""Зеленые"""	123	9	5	4	6	6	8	5	9	3	3	4	5	12	3	3	5	6	4	3	1	2	15	2	0					
		0.48%	0.76%	0.41%	0.35%	0.43%	0.41%	0.70%	0.58%	0.63%	0.29%	0.27%	0.46%	0.44%	0.84%	0.28%	0.25%	0.37%	0.49%	0.36%	0.31%	0.08%	0.17%	1.83%	0.93%	0.0%					
27	"10. ""Аграрная партия России"""	562	31	17	27	31	26	15	15	25	20	27	22	35	24	19	35	20	47	36	11	26	27	20	2	4					
		2.19%	2.63%	1.40%	2.37%	2.24%	1.77%	1.32%	1.75%	1.77%	1.99%	2.46%	2.56%	3.13%	1.69%	1.79%	2.94%	1.51%	3.90%	3.25%	1.16%	2.10%	2.30%	2.44%	0.93%	4.12%					
28	"11. ""Истинные патриоты России"""	29	1	2	1	2	0	1	0	0	0	2	0	1	11	0	0	0	1	1	0	3	1	2	0	0					
		0.11%	0.08%	0.16%	0.08%	0.14%	0.0%	0.08%	0.0%	0.0%	0.0%	0.18%	0.0%	0.08%	0.77%	0.0%	0.0%	0.0%	0.08%	0.09%	0.0%	0.24%	0.08%	0.24%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	208	6	10	17	10	15	5	13	13	10	10	3	5	12	7	5	8	14	7	16	7	5	7	1	2					
		0.81%	0.50%	0.82%	1.49%	0.72%	1.02%	0.44%	1.52%	0.92%	0.99%	0.91%	0.35%	0.44%	0.84%	0.66%	0.42%	0.60%	1.16%	0.63%	1.69%	0.56%	0.42%	0.85%	0.46%	2.06%					
30	"13. ""Демократическая партия России"""	50	3	0	3	1	2	1	0	5	6	1	2	1	1	3	4	0	2	7	1	4	3	0	0	0					
		0.19%	0.25%	0.0%	0.26%	0.07%	0.13%	0.08%	0.0%	0.35%	0.59%	0.09%	0.23%	0.08%	0.07%	0.28%	0.33%	0.0%	0.16%	0.63%	0.10%	0.32%	0.25%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	24	1	1	1	2	0	1	1	2	0	0	1	2	2	1	0	1	0	0	5	1	1	1	0	0					
		0.09%	0.08%	0.08%	0.08%	0.14%	0.0%	0.08%	0.11%	0.14%	0.0%	0.0%	0.11%	0.17%	0.14%	0.09%	0.0%	0.07%	0.0%	0.0%	0.52%	0.08%	0.08%	0.12%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	44	4	4	0	1	0	1	0	5	4	2	2	2	0	0	1	1	4	0	0	7	2	4	0	0					
		0.17%	0.33%	0.33%	0.0%	0.07%	0.0%	0.08%	0.0%	0.35%	0.39%	0.18%	0.23%	0.17%	0.0%	0.0%	0.08%	0.07%	0.33%	0.0%	0.0%	0.56%	0.17%	0.48%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2903	139	119	147	187	202	116	102	177	103	137	101	116	159	132	151	143	108	75	137	137	121	71	13	10					
		11.33%	11.80%	9.82%	12.91%	13.55%	13.81%	10.22%	11.95%	12.57%	10.24%	12.48%	11.78%	10.39%	11.24%	12.47%	12.68%	10.84%	8.96%	6.78%	14.48%	11.07%	10.33%	8.66%	6.04%	10.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	50	4	1	4	1	5	2	2	4	3	0	2	1	1	2	0	3	2	3	0	3	3	3	0	1					
		0.19%	0.33%	0.08%	0.35%	0.07%	0.34%	0.17%	0.23%	0.28%	0.29%	0.0%	0.23%	0.08%	0.07%	0.18%	0.0%	0.22%	0.16%	0.27%	0.0%	0.24%	0.25%	0.36%	0.0%	1.03%					
35	"18. ""ЛДПР"""	3416	141	195	147	204	174	194	123	178	125	135	85	119	194	134	133	184	169	131	129	187	169	120	34	12					
		13.33%	11.97%	16.10%	12.91%	14.78%	11.90%	17.10%	14.41%	12.64%	12.43%	12.30%	9.91%	10.66%	13.71%	12.66%	11.17%	13.96%	14.02%	11.85%	13.63%	15.11%	14.43%	14.65%	15.81%	12.37%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	307	16	15	10	9	20	9	6	24	14	19	7	15	11	16	10	10	14	21	16	18	13	8	3	3					
		1.19%	1.35%	1.23%	0.87%	0.65%	1.36%	0.79%	0.70%	1.70%	1.39%	1.73%	0.81%	1.34%	0.77%	1.51%	0.84%	0.75%	1.16%	1.90%	1.69%	1.45%	1.11%	0.97%	1.39%	3.09%					
37	"20. ""Политическая партия ""Единая Россия"""	9002	422	480	382	445	507	409	327	481	372	386	299	387	452	393	402	467	434	424	301	424	392	282	94	40					
		35.14%	35.85%	39.63%	33.56%	32.24%	34.67%	36.06%	38.33%	34.16%	37.01%	35.18%	34.88%	34.67%	31.96%	37.14%	33.78%	35.43%	36.01%	38.37%	31.81%	34.27%	33.47%	34.43%	43.72%	41.23%					
38	"21. ""Российская Конституционно-демократическая партия"""	23	2	0	3	0	1	0	2	1	1	1	0	1	1	2	0	3	1	0	0	2	1	1	0	0					
		0.08%	0.16%	0.0%	0.26%	0.0%	0.06%	0.0%	0.23%	0.07%	0.09%	0.09%	0.0%	0.08%	0.07%	0.18%	0.0%	0.22%	0.08%	0.0%	0.0%	0.16%	0.08%	0.12%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	85	4	5	6	5	5	6	3	3	1	4	4	3	3	5	2	2	7	6	2	4	0	4	0	1					
		0.33%	0.33%	0.41%	0.52%	0.36%	0.34%	0.52%	0.35%	0.21%	0.09%	0.36%	0.46%	0.26%	0.21%	0.47%	0.16%	0.15%	0.58%	0.54%	0.21%	0.32%	0.0%	0.48%	0.0%	1.03%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4110	166	124	182	220	262	183	101	206	153	173	193	207	252	169	224	250	182	193	150	179	193	124	17	7					
		16.04%	14.10%	10.23%	15.99%	15.94%	17.92%	16.13%	11.84%	14.63%	15.22%	15.77%	22.52%	18.54%	17.82%	15.97%	18.82%	18.96%	15.10%	17.46%	15.85%	14.47%	16.48%	15.14%	7.90%	7.21%					
																															
41	Против всех	1287	64	77	61	95	70	51	41	65	49	47	30	44	59	46	66	61	59	53	57	55	58	56	16	7					
		5.02%	5.43%	6.35%	5.36%	6.88%	4.78%	4.49%	4.80%	4.61%	4.87%	4.28%	3.50%	3.94%	4.17%	4.34%	5.54%	4.62%	4.89%	4.79%	6.02%	4.44%	4.95%	6.83%	7.44%	7.21%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
