8	Число бюллетеней в стационарных ящиках для голосования	88367	1322	1212	1340	1317	1150	1378	1254	1099	1101	1026	1136	1307	556	1372	1414	1114	1108	1068	1091	1088	1081	1005	1173	842	962	932	1195	1364	575	368	1115	923	594	910	1220	1495	1153	1327	1525	1357	610	872	1161	1142	1148	1136	1132	1135	1256	1573	1357	1288	1297	1367	1595	1228	1302	1137	1050	933	1025	964	1341	1190	1469	769	378	392	1022	917	750	1524	1400	1115	934	1297	767	647	1142	314	285	134	125	178									
9	Число недействительных избирательных бюллетеней	1474	22	19	23	16	14	22	25	6	18	17	28	25	9	18	15	18	29	8	7	23	19	22	17	17	18	11	23	19	6	2	9	6	6	11	26	20	22	27	23	24	13	14	20	16	22	20	21	24	24	36	29	22	19	24	27	17	24	17	16	18	9	15	21	20	21	19	14	6	20	26	13	20	14	25	29	24	21	10	15	6	4	3	0	6									
10	Число действительных избирательных бюллетеней	89805	1356	1266	1372	1384	1220	1414	1279	1140	1125	1024	1135	1384	553	1409	1452	1125	1131	1105	1128	1085	1080	1006	1173	845	972	933	1217	1369	593	375	1154	939	623	917	1234	1516	1148	1360	1560	1377	643	897	1170	1141	1145	1125	1131	1140	1252	1573	1359	1293	1303	1390	1598	1262	1329	1144	1073	946	1042	980	1353	1184	1461	780	629	401	1022	917	769	1530	1405	1109	938	1327	765	651	1133	308	281	131	125	172									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																															
13	Бабурин Сергей Николаевич	1053	26	23	23	27	11	14	17	14	13	11	15	21	1	18	24	14	19	13	16	12	8	8	15	7	7	8	9	17	5	5	11	6	7	6	17	20	12	19	19	18	7	6	17	18	20	11	13	12	13	19	10	12	17	20	17	17	14	10	12	18	7	11	17	10	10	9	13	4	7	11	7	12	10	10	7	16	13	9	20	3	1	4	0	3									
		1.15%	1.89%	1.79%	1.65%	1.93%	0.89%	0.97%	1.30%	1.22%	1.14%	1.06%	1.29%	1.49%	0.18%	1.26%	1.64%	1.22%	1.64%	1.17%	1.41%	1.08%	0.73%	0.78%	1.26%	0.81%	0.71%	0.85%	0.73%	1.22%	0.83%	1.33%	0.95%	0.63%	1.11%	0.65%	1.35%	1.30%	1.03%	1.37%	1.20%	1.28%	1.07%	0.66%	1.43%	1.56%	1.71%	0.96%	1.13%	1.03%	1.02%	1.18%	0.72%	0.91%	1.29%	1.41%	1.05%	1.33%	1.03%	0.86%	1.10%	1.87%	0.67%	1.11%	1.24%	0.83%	0.67%	1.13%	2.02%	0.98%	0.67%	1.17%	0.90%	0.77%	0.70%	0.88%	0.72%	1.18%	1.65%	1.36%	1.74%	0.96%	0.35%	2.99%	0.00%	1.69%									
14	Грудинин Павел Николаевич	18448	296	281	276	273	238	318	324	228	252	191	213	293	152	331	341	236	256	264	261	229	209	199	232	187	219	174	241	291	95	62	153	148	95	197	219	282	237	264	302	296	137	214	230	270	243	237	262	289	264	293	289	265	268	293	336	262	283	280	234	190	228	229	295	273	360	202	76	89	197	189	159	223	168	117	172	263	159	115	277	56	66	10	17	14									
		20.21%	21.48%	21.87%	19.78%	19.50%	19.29%	22.14%	24.85%	19.90%	22.05%	18.35%	18.31%	20.79%	27.05%	23.20%	23.24%	20.65%	22.07%	23.72%	22.99%	20.67%	19.02%	19.36%	19.50%	21.69%	22.12%	18.43%	19.44%	20.97%	15.86%	16.45%	13.16%	15.66%	15.10%	21.23%	17.38%	18.36%	20.26%	19.03%	19.08%	21.13%	20.88%	23.49%	19.33%	23.34%	20.82%	20.70%	22.74%	24.83%	20.69%	18.21%	20.82%	20.15%	20.27%	20.72%	20.68%	20.48%	20.92%	24.12%	21.49%	19.71%	21.69%	23.02%	21.47%	22.67%	24.29%	25.28%	11.82%	21.87%	18.91%	20.04%	20.33%	14.39%	11.84%	10.32%	17.79%	19.47%	20.23%	17.40%	24.13%	17.83%	23.16%	7.46%	13.60%	7.87%									
15	Жириновский Владимир Вольфович	5409	61	49	76	72	64	43	68	45	60	63	61	90	35	80	48	89	65	60	70	59	60	55	67	63	69	68	72	81	26	27	55	64	57	88	98	89	64	90	94	72	46	70	52	76	58	51	76	73	88	85	81	86	75	71	84	86	79	68	55	83	61	74	100	82	64	39	41	26	82	64	49	85	112	65	81	93	49	46	65	19	24	3	4	21									
		5.93%	4.43%	3.81%	5.45%	5.14%	5.19%	2.99%	5.21%	3.93%	5.25%	6.05%	5.25%	6.39%	6.23%	5.61%	3.27%	7.79%	5.60%	5.39%	6.17%	5.32%	5.46%	5.35%	5.63%	7.31%	6.97%	7.20%	5.81%	5.84%	4.34%	7.16%	4.73%	6.77%	9.06%	9.48%	7.78%	5.79%	5.47%	6.49%	5.94%	5.14%	7.01%	7.68%	4.37%	6.57%	4.97%	4.45%	6.60%	6.27%	6.90%	5.28%	5.84%	6.54%	5.67%	5.02%	5.17%	6.72%	5.84%	5.86%	5.05%	8.61%	5.80%	7.44%	7.28%	6.81%	4.32%	4.88%	6.38%	6.39%	7.87%	6.79%	6.27%	5.48%	7.89%	5.73%	8.38%	6.88%	6.23%	6.96%	5.66%	6.05%	8.42%	2.24%	3.20%	11.80%									
16	Путин Владимир Владимирович	61153	888	835	905	925	819	961	796	776	751	700	795	913	346	912	936	740	722	713	736	718	768	707	819	554	641	655	865	946	456	275	904	696	446	592	863	1072	774	925	1079	937	424	581	828	724	778	798	741	733	838	1116	941	901	893	946	1104	849	895	758	742	622	705	635	884	760	978	502	486	263	699	621	538	1153	1043	866	648	908	505	449	712	215	172	107	100	131									
		66.99%	64.44%	64.98%	64.87%	66.07%	66.37%	66.92%	61.04%	67.71%	65.70%	67.24%	68.36%	64.80%	61.57%	63.91%	63.80%	64.74%	62.24%	64.06%	64.85%	64.80%	69.88%	68.77%	68.82%	64.27%	64.75%	69.39%	69.76%	68.16%	76.13%	72.94%	77.73%	73.65%	70.91%	63.79%	68.49%	69.79%	66.15%	66.69%	68.16%	66.88%	64.63%	63.78%	69.58%	62.58%	66.67%	69.69%	64.32%	62.97%	65.67%	69.36%	67.80%	68.52%	67.55%	66.90%	67.94%	66.38%	66.15%	65.29%	68.14%	64.52%	67.08%	63.82%	64.34%	63.12%	65.99%	62.83%	75.58%	64.62%	67.08%	65.85%	68.80%	74.39%	73.50%	76.37%	67.01%	67.21%	64.25%	67.93%	62.02%	68.47%	60.35%	79.85%	80.00%	73.60%									
17	Собчак Ксения Анатольевна	1573	40	36	42	36	45	30	28	36	21	22	20	22	12	22	45	20	27	19	14	27	20	16	18	9	16	17	16	15	6	2	9	8	9	13	19	22	23	22	21	21	8	12	10	28	19	7	21	13	22	32	20	15	18	21	21	18	20	9	12	16	19	11	27	19	24	12	5	8	17	13	2	30	46	29	8	15	16	12	28	5	13	2	4	0									
		1.72%	2.90%	2.80%	3.01%	2.57%	3.65%	2.09%	2.15%	3.14%	1.84%	2.11%	1.72%	1.56%	2.14%	1.54%	3.07%	1.75%	2.33%	1.71%	1.23%	2.44%	1.82%	1.56%	1.51%	1.04%	1.62%	1.80%	1.29%	1.08%	1.00%	0.53%	0.77%	0.85%	1.43%	1.40%	1.51%	1.43%	1.97%	1.59%	1.33%	1.50%	1.22%	1.32%	0.84%	2.42%	1.63%	0.61%	1.82%	1.12%	1.72%	1.99%	1.44%	1.14%	1.36%	1.49%	1.29%	1.41%	1.48%	0.78%	1.10%	1.66%	1.81%	1.11%	1.97%	1.58%	1.62%	1.50%	0.78%	1.97%	1.63%	1.38%	0.26%	1.94%	3.24%	2.56%	0.83%	1.11%	2.04%	1.82%	2.44%	1.59%	4.56%	1.49%	3.20%	0.00%									
18	Сурайкин Максим Александрович	606	5	7	13	8	12	12	5	7	10	8	6	9	3	6	11	3	13	9	5	4	8	12	9	9	9	4	7	7	1	2	10	7	0	4	6	8	10	11	11	8	7	4	13	14	3	9	6	7	6	9	7	8	7	12	11	8	8	7	7	8	5	6	11	11	7	3	6	4	2	7	5	8	8	8	10	9	6	9	12	3	1	3	0	2									
		0.66%	0.36%	0.54%	0.93%	0.57%	0.97%	0.84%	0.38%	0.61%	0.87%	0.77%	0.52%	0.64%	0.53%	0.42%	0.75%	0.26%	1.12%	0.81%	0.44%	0.36%	0.73%	1.17%	0.76%	1.04%	0.91%	0.42%	0.56%	0.50%	0.17%	0.53%	0.86%	0.74%	0.00%	0.43%	0.48%	0.52%	0.85%	0.79%	0.69%	0.57%	1.07%	0.44%	1.09%	1.21%	0.26%	0.79%	0.52%	0.60%	0.47%	0.56%	0.50%	0.61%	0.53%	0.85%	0.68%	0.63%	0.59%	0.60%	0.64%	0.83%	0.48%	0.60%	0.80%	0.91%	0.47%	0.38%	0.93%	0.98%	0.19%	0.74%	0.64%	0.52%	0.56%	0.71%	1.03%	0.67%	0.76%	1.36%	1.05%	0.96%	0.35%	2.24%	0.00%	1.12%									
19	Титов Борис Юрьевич	630	15	13	16	17	8	7	16	12	6	9	5	13	4	20	14	9	14	9	6	14	2	3	7	11	7	4	4	9	1	1	5	5	5	11	7	7	15	14	11	11	5	8	8	6	11	10	7	4	4	2	5	3	8	9	7	8	8	6	4	3	7	5	7	11	11	7	1	4	9	6	9	5	4	6	6	8	10	4	11	2	3	1	0	0									
		0.69%	1.09%	1.01%	1.15%	1.21%	0.65%	0.49%	1.23%	1.05%	0.52%	0.86%	0.43%	0.92%	0.71%	1.40%	0.95%	0.79%	1.21%	0.81%	0.53%	1.26%	0.18%	0.29%	0.59%	1.28%	0.71%	0.42%	0.32%	0.65%	0.17%	0.27%	0.43%	0.53%	0.79%	1.19%	0.56%	0.46%	1.28%	1.01%	0.69%	0.79%	0.76%	0.88%	0.67%	0.52%	0.94%	0.87%	0.61%	0.34%	0.31%	0.12%	0.36%	0.23%	0.61%	0.64%	0.43%	0.63%	0.59%	0.52%	0.37%	0.31%	0.67%	0.50%	0.51%	0.91%	0.74%	0.88%	0.16%	0.98%	0.86%	0.64%	1.15%	0.32%	0.28%	0.53%	0.62%	0.59%	1.27%	0.61%	0.96%	0.64%	1.05%	0.75%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	933	25	22	21	26	23	29	25	22	12	20	20	23	0	20	33	14	15	18	20	22	5	6	6	5	4	3	3	3	3	1	7	5	4	6	5	16	13	15	23	14	9	2	12	5	13	2	5	9	17	17	6	3	17	18	18	14	22	6	7	6	10	9	12	18	7	6	1	3	9	6	0	14	14	8	6	15	7	7	8	5	1	1	0	1									
		1.02%	1.81%	1.71%	1.51%	1.86%	1.86%	2.02%	1.92%	1.92%	1.05%	1.92%	1.72%	1.63%	0.00%	1.40%	2.25%	1.22%	1.29%	1.62%	1.76%	1.99%	0.45%	0.58%	0.50%	0.58%	0.40%	0.32%	0.24%	0.22%	0.50%	0.27%	0.60%	0.53%	0.64%	0.65%	0.40%	1.04%	1.11%	1.08%	1.45%	0.99%	1.37%	0.22%	1.01%	0.43%	1.11%	0.17%	0.43%	0.77%	1.33%	1.06%	0.43%	0.23%	1.29%	1.27%	1.11%	1.09%	1.63%	0.52%	0.64%	0.62%	0.95%	0.90%	0.87%	1.50%	0.47%	0.75%	0.16%	0.74%	0.86%	0.64%	0.00%	0.90%	0.99%	0.71%	0.62%	1.11%	0.89%	1.06%	0.70%	1.59%	0.35%	0.75%	0.00%	0.56%									
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
