7	Число избирательных бюллетеней в переносных ящиках для голосования	3939	16	35	62	113	88	101	105	92	54	70	72	56	38	66	56	60	37	64	36	35	60	37	45	45	43	41	35	32	30	32	12	54	10	44	32	39	69	43	73	54	57	36	38	33	40	28	28	31	59	43	29	38	40	44	45	37	50	61	43	58	69	73	56	32	45	246	14	49	73	21	40	54	167	47	0	0	0	0	29	0					
8	Число бюллетеней в стационарных ящиках для голосования	114139	746	1105	1785	1652	1756	1905	1694	1849	1596	1598	1724	1456	1666	1498	1339	1458	1426	2025	1447	1531	1501	1681	1888	1581	1623	1855	1929	1073	926	490	423	2216	950	795	1486	1169	1751	1816	1742	1777	1775	877	1341	1498	1304	1492	1479	1469	1524	1607	1851	1632	1736	1706	1709	1643	1665	1605	1628	1509	1732	1868	1547	1529	1861	326	570	1335	1206	807	2212	2641	1439	1479	218	243	458	157	1258	275					
9	Число недействительных избирательных бюллетеней	1992	4	21	42	45	43	45	38	37	35	29	25	37	28	22	32	27	25	34	42	29	29	20	46	20	15	29	49	18	15	10	4	24	19	12	22	30	35	45	34	47	39	9	24	28	26	29	27	12	31	24	21	24	17	31	34	24	24	26	34	35	24	34	15	21	25	5	8	15	23	14	31	26	0	29	1	4	11	3	20	1					
10	Число действительных избирательных бюллетеней	116086	758	1119	1805	1720	1801	1961	1761	1904	1615	1639	1771	1475	1676	1542	1363	1491	1438	2055	1441	1537	1532	1698	1887	1606	1651	1867	1915	1087	941	512	431	2246	941	827	1496	1178	1785	1814	1781	1784	1793	904	1355	1503	1318	1491	1480	1488	1552	1626	1859	1646	1759	1719	1720	1656	1691	1640	1637	1532	1777	1907	1588	1540	1881	567	576	1369	1256	814	2221	2669	1606	1497	217	239	447	154	1267	274					
11	Число полученных открепительных  удостоверений	3813	35	35	60	40	50	80	50	80	50	50	50	40	50	50	70	50	45	50	70	60	40	50	80	60	50	55	40	30	30	30	20	90	100	30	50	30	55	80	60	40	70	30	40	60	45	40	40	60	50	80	60	60	63	50	50	40	60	40	60	70	60	60	40	50	40	5	15	30	40	20	70	130	30	30	0	0	0	0	40	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3564	35	33	59	39	50	69	50	72	50	49	45	39	50	49	58	39	45	39	40	60	39	50	80	60	50	54	40	30	29	21	19	54	100	30	50	30	55	68	57	40	60	29	40	51	44	40	38	37	50	71	59	59	63	50	50	40	60	40	59	70	60	59	40	49	37	0	15	30	18	20	70	130	30	30	0	0	0	0	40	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	3616	29	13	53	22	40	39	51	35	44	64	172	33	87	28	30	26	23	395	95	47	30	33	44	38	24	40	46	18	24	32	13	62	20	26	37	27	15	25	34	17	24	14	11	36	27	22	39	36	29	29	28	32	32	26	27	27	25	18	58	29	35	57	26	35	27	6	20	29	16	35	37	35	83	74	116	69	163	33	39	181					
14	Число неиспользованных открепительных удостоверений	249	0	2	1	1	0	11	0	8	0	1	5	1	0	1	12	11	0	11	30	0	1	0	0	0	0	1	0	0	1	9	1	36	0	0	0	0	0	12	3	0	10	1	0	9	1	0	2	23	0	9	1	1	0	0	0	0	0	0	1	0	0	1	0	1	3	5	0	0	22	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	185	0	4	1	1	2	3	0	27	3	2	0	5	1	1	0	2	3	2	3	0	2	3	3	4	3	5	4	1	1	1	2	1	0	3	4	5	1	2	4	3	0	1	1	2	2	1	4	2	2	0	1	0	3	2	0	2	3	0	2	1	1	0	1	3	1	0	3	1	2	2	6	22	0	0	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																							
18	Богданов Андрей Владимирович	2259	11	17	52	50	47	46	50	45	45	45	30	35	35	35	39	27	34	45	36	26	47	21	43	23	21	20	34	16	16	3	2	28	15	10	32	21	38	32	25	30	34	15	26	42	37	33	19	26	28	31	45	34	36	52	36	31	27	36	35	30	25	37	24	33	39	4	5	26	20	22	27	24	21	19	3	2	5	2	38	3					
		1.91%	1.44%	1.49%	2.82%	2.83%	2.55%	2.29%	2.78%	2.32%	2.73%	2.70%	1.67%	2.31%	2.05%	2.24%	2.80%	1.78%	2.32%	2.15%	2.43%	1.66%	3.01%	1.22%	2.22%	1.41%	1.26%	1.05%	1.73%	1.45%	1.67%	0.57%	0.46%	1.23%	1.56%	1.19%	2.11%	1.74%	2.09%	1.72%	1.38%	1.64%	1.86%	1.64%	1.89%	2.74%	2.75%	2.17%	1.26%	1.73%	1.77%	1.88%	2.39%	2.04%	2.03%	2.97%	2.05%	1.85%	1.57%	2.16%	2.09%	1.91%	1.39%	1.91%	1.50%	2.11%	2.05%	0.70%	0.86%	1.88%	1.56%	2.66%	1.20%	0.89%	1.31%	1.25%	1.38%	0.82%	1.09%	1.27%	2.95%	1.09%					
19	Жириновский Владимир Вольфович	17680	125	222	209	189	206	216	189	204	176	141	253	175	278	200	193	165	185	351	246	223	217	232	299	243	269	368	333	192	145	74	71	359	204	105	293	210	287	279	253	273	265	126	243	236	246	220	230	232	254	254	291	247	265	260	246	242	270	252	229	244	271	291	287	262	357	21	95	205	213	138	333	476	312	294	30	30	59	34	220	48					
		14.97%	16.40%	19.47%	11.32%	10.71%	11.17%	10.77%	10.51%	10.51%	10.67%	8.45%	14.09%	11.57%	16.31%	12.79%	13.84%	10.87%	12.65%	16.80%	16.59%	14.24%	13.90%	13.50%	15.47%	14.94%	16.15%	19.41%	16.96%	17.38%	15.17%	14.18%	16.32%	15.81%	21.25%	12.51%	19.30%	17.38%	15.77%	15.01%	13.94%	14.91%	14.47%	13.80%	17.62%	15.41%	18.30%	14.47%	15.26%	15.47%	16.05%	15.39%	15.48%	14.79%	14.92%	14.86%	14.03%	14.40%	15.74%	15.13%	13.70%	15.57%	15.05%	14.99%	17.90%	16.78%	18.73%	3.67%	16.27%	14.81%	16.65%	16.67%	14.79%	17.66%	19.43%	19.27%	13.76%	12.35%	12.88%	21.66%	17.09%	17.45%					
20	Зюганов Геннадий Андреевич	27677	147	257	552	519	573	608	505	610	528	536	435	399	354	433	433	462	395	427	302	346	424	407	480	411	372	366	452	227	198	110	111	262	108	106	275	229	466	415	523	469	450	229	298	398	272	353	329	349	386	377	431	442	467	430	473	426	412	456	422	377	426	475	379	306	301	94	140	281	300	157	430	249	298	338	28	59	82	15	254	56					
		23.44%	19.29%	22.54%	29.89%	29.41%	31.07%	30.31%	28.07%	31.43%	32.00%	32.13%	24.22%	26.39%	20.77%	27.69%	31.04%	30.43%	26.99%	20.44%	20.36%	22.09%	27.16%	23.69%	24.83%	25.28%	22.33%	19.30%	23.01%	20.54%	20.71%	21.07%	25.52%	11.54%	11.25%	12.63%	18.12%	18.96%	25.60%	22.32%	28.82%	25.61%	24.56%	25.08%	21.61%	25.99%	20.24%	23.22%	21.83%	23.27%	24.38%	22.85%	22.93%	26.47%	26.30%	24.57%	26.97%	25.36%	24.02%	27.37%	25.25%	24.06%	23.65%	24.47%	23.64%	19.60%	15.79%	16.43%	23.97%	20.30%	23.46%	18.96%	19.09%	9.24%	18.56%	22.15%	12.84%	24.28%	17.90%	9.55%	19.74%	20.36%					
21	Медведев Дмитрий Анатольевич	68470	475	623	992	962	975	1091	1017	1045	866	917	1053	866	1009	874	698	837	824	1232	857	942	844	1038	1065	929	989	1113	1096	652	582	325	247	1597	614	606	896	718	994	1088	980	1012	1044	534	788	827	763	885	902	881	884	964	1092	923	991	977	965	957	982	896	951	881	1055	1104	898	939	1184	448	336	857	723	497	1431	1920	975	846	156	148	301	103	755	167					
		57.99%	62.34%	54.65%	53.71%	54.50%	52.87%	54.39%	56.53%	53.84%	52.48%	54.98%	58.63%	57.28%	59.21%	55.88%	50.04%	55.14%	56.32%	58.98%	57.79%	60.15%	54.07%	60.42%	55.10%	57.13%	59.36%	58.70%	55.80%	59.00%	60.88%	62.26%	56.78%	70.35%	63.96%	72.23%	59.03%	59.44%	54.62%	58.53%	53.99%	55.27%	56.99%	58.49%	57.14%	54.02%	56.77%	58.22%	59.85%	58.73%	55.84%	58.42%	58.09%	55.27%	55.80%	55.83%	55.02%	56.96%	57.26%	53.78%	56.91%	56.22%	58.58%	56.88%	56.02%	60.15%	62.12%	78.32%	57.53%	61.92%	56.53%	60.02%	63.54%	71.24%	60.71%	55.44%	71.56%	60.91%	65.72%	65.61%	58.66%	60.73%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
