Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
"Наименование Избирательной комиссии:    Самара, Железнодорожная"																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5409	100	117	109	154	177	108	65	118	118	192	111	123	182	131	144	122	135	120	113	88	95	68	131	150	187	98	177	179	148	178	88	167	55	55	102	120	123	128	115	142	80	145	138	13					
		8.93%	6.33%	7.55%	7.79%	9.86%	11.43%	8.01%	9.60%	10.68%	7.32%	10.90%	6.46%	8.13%	10.82%	7.93%	12.71%	8.58%	12.48%	8.28%	10.26%	6.99%	10.94%	7.59%	9.36%	10.87%	9.53%	9.47%	14.19%	9.98%	10.16%	12.11%	5.70%	8.71%	3.80%	5.66%	7.76%	8.40%	8.25%	9.10%	7.76%	9.21%	7.73%	8.77%	8.94%	8.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4690	91	96	95	62	88	84	99	107	103	100	132	90	179	157	50	87	90	75	78	45	66	84	98	77	193	13	75	154	60	135	134	195	69	72	188	105	156	131	153	163	126	141	168	26					
		7.74%	5.76%	6.19%	6.79%	3.97%	5.68%	6.23%	14.62%	9.68%	6.39%	5.68%	7.69%	5.95%	10.64%	9.51%	4.41%	6.12%	8.32%	5.17%	7.08%	3.58%	7.60%	9.38%	7.01%	5.58%	9.84%	1.26%	6.01%	8.59%	4.12%	9.18%	8.68%	10.17%	4.77%	7.41%	14.30%	7.35%	10.46%	9.31%	10.32%	10.58%	12.17%	8.52%	10.88%	17.81%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	565	22	9	4	8	26	4	2	11	13	37	12	11	13	9	7	10	11	8	9	8	5	7	11	8	14	11	14	12	12	49	8	43	9	2	8	5	14	12	20	20	11	21	11	4					
		0.93%	1.39%	0.58%	0.29%	0.51%	1.68%	0.30%	0.30%	0.99%	0.81%	2.10%	0.70%	0.73%	0.77%	0.55%	0.62%	0.70%	1.02%	0.55%	0.82%	0.64%	0.58%	0.78%	0.79%	0.58%	0.71%	1.06%	1.12%	0.67%	0.82%	3.33%	0.52%	2.24%	0.62%	0.21%	0.61%	0.35%	0.94%	0.85%	1.35%	1.30%	1.06%	1.27%	0.71%	2.74%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6706	210	114	141	112	170	105	111	86	163	107	141	174	188	183	103	138	100	151	107	136	123	73	138	109	244	76	105	196	137	134	177	169	50	55	185	222	261	245	281	211	182	257	284	52					
		11.07%	13.29%	7.35%	10.08%	7.17%	10.98%	7.79%	16.40%	7.78%	10.11%	6.08%	8.21%	11.50%	11.18%	11.08%	9.09%	9.70%	9.24%	10.41%	9.72%	10.81%	14.17%	8.15%	9.86%	7.90%	12.44%	7.34%	8.42%	10.93%	9.40%	9.12%	11.47%	8.82%	3.46%	5.66%	14.07%	15.55%	17.51%	17.41%	18.96%	13.69%	17.58%	15.54%	18.39%	35.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2638	62	38	37	90	73	71	33	27	86	125	88	60	77	79	31	77	26	66	47	46	17	41	59	51	89	43	44	65	51	31	41	39	23	27	63	86	144	86	98	90	52	74	72	13					
		4.35%	3.92%	2.45%	2.64%	5.76%	4.72%	5.27%	4.87%	2.44%	5.33%	7.10%	5.13%	3.97%	4.58%	4.78%	2.74%	5.41%	2.40%	4.55%	4.27%	3.66%	1.96%	4.58%	4.22%	3.70%	4.54%	4.15%	3.53%	3.63%	3.50%	2.11%	2.66%	2.03%	1.59%	2.78%	4.79%	6.02%	9.66%	6.11%	6.61%	5.84%	5.02%	4.47%	4.66%	8.90%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	39256	1070	1146	975	1126	1009	681	349	731	1099	1170	1218	1030	1002	1065	766	962	684	997	727	931	545	598	926	965	1210	773	809	1177	1026	925	1073	1254	1230	751	746	855	767	772	796	879	572	1000	836	33					
		64.80%	67.72%	73.94%	69.69%	72.09%	65.18%	50.52%	51.55%	66.15%	68.18%	66.44%	70.94%	68.08%	59.57%	64.51%	67.61%	67.65%	63.22%	68.76%	66.03%	74.01%	62.79%	66.74%	66.19%	69.93%	61.67%	74.69%	64.88%	65.64%	70.42%	62.93%	69.54%	65.41%	85.00%	77.26%	56.73%	59.87%	51.44%	54.87%	53.71%	57.04%	55.27%	60.46%	54.15%	22.60%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	431	5	5	4	10	5	145	2	14	12	10	6	3	9	4	9	9	6	6	7	4	6	9	4	9	6	3	4	10	8	1	5	30	4	3	5	10	9	3	3	12	1	4	4	3					
		0.71%	0.32%	0.32%	0.29%	0.64%	0.32%	10.76%	0.30%	1.27%	0.74%	0.57%	0.35%	0.20%	0.54%	0.24%	0.79%	0.63%	0.55%	0.41%	0.64%	0.32%	0.69%	1.00%	0.29%	0.65%	0.31%	0.29%	0.32%	0.56%	0.55%	0.07%	0.32%	1.56%	0.28%	0.31%	0.38%	0.70%	0.60%	0.21%	0.20%	0.78%	0.10%	0.24%	0.26%	2.05%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
