Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Камышловская городская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1512	39	44	68	42	157	9	101	89	63	120	147	58	69	106	21	119	110	150					
		11.70%	8.07%	9.67%	12.21%	10.71%	16.81%	3.64%	9.79%	11.59%	9.75%	12.38%	15.06%	9.60%	9.77%	10.87%	9.38%	13.84%	9.27%	16.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	107	2	1	4	1	6	1	16	5	4	5	5	7	6	8	1	8	12	15					
		0.83%	0.41%	0.22%	0.72%	0.26%	0.64%	0.40%	1.55%	0.65%	0.62%	0.52%	0.51%	1.16%	0.85%	0.82%	0.45%	0.93%	1.01%	1.66%					
23	6.Политическая партия «Партия социальной справедливости»	31	1	1	0	0	3	1	3	3	2	3	0	1	1	3	0	1	4	4					
		0.24%	0.21%	0.22%	0.00%	0.00%	0.32%	0.40%	0.29%	0.39%	0.31%	0.31%	0.00%	0.17%	0.14%	0.31%	0.00%	0.12%	0.34%	0.44%					
24	7.Политическая партия «Либерально-демократическая партия России»	1077	45	45	37	28	64	47	94	64	51	79	57	41	63	66	25	73	119	79					
		8.34%	9.32%	9.89%	6.64%	7.14%	6.85%	19.03%	9.11%	8.33%	7.89%	8.15%	5.84%	6.79%	8.92%	6.77%	11.16%	8.49%	10.03%	8.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	572	18	21	15	9	32	8	51	38	35	38	59	35	30	40	6	54	41	42					
		4.43%	3.73%	4.62%	2.69%	2.30%	3.43%	3.24%	4.94%	4.95%	5.42%	3.92%	6.05%	5.79%	4.25%	4.10%	2.68%	6.28%	3.45%	4.65%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	87	5	2	4	4	7	2	10	5	3	8	7	1	7	6	1	4	6	5					
		0.67%	1.04%	0.44%	0.72%	1.02%	0.75%	0.81%	0.97%	0.65%	0.46%	0.83%	0.72%	0.17%	0.99%	0.62%	0.45%	0.47%	0.51%	0.55%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8639	353	303	397	285	608	164	698	498	440	659	633	430	484	674	151	515	812	535					
		66.87%	73.08%	66.59%	71.27%	72.70%	65.10%	66.40%	67.64%	64.84%	68.11%	68.01%	64.86%	71.19%	68.56%	69.13%	67.41%	59.88%	68.41%	59.18%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	187	7	7	10	4	13	2	11	15	12	10	13	9	6	13	2	16	16	21					
		1.45%	1.45%	1.54%	1.80%	1.02%	1.39%	0.81%	1.07%	1.95%	1.86%	1.03%	1.33%	1.49%	0.85%	1.33%	0.89%	1.86%	1.35%	2.32%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
