Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Тимирязевский район																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №3653									
24	"6. Политическая партия ""Гражданская Платформа"""	73	5	2	8	4	4	3	8	3	2	2	1	1	2	4	2	2	0	5	6	4	5	0									
		0.42%	0.50%	0.23%	0.90%	0.46%	0.47%	0.36%	1.01%	0.31%	0.28%	0.24%	0.17%	0.16%	0.30%	0.62%	0.26%	0.19%	0.00%	0.50%	0.67%	0.38%	0.60%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2049	123	77	104	93	83	80	103	109	50	90	83	74	105	98	125	122	52	103	95	137	115	28									
		11.78%	12.26%	9.03%	11.66%	10.79%	9.78%	9.72%	12.99%	11.16%	7.07%	10.63%	13.70%	11.75%	15.70%	15.24%	16.38%	11.53%	11.85%	10.26%	10.63%	12.94%	13.71%	14.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	533	31	34	21	27	30	42	29	35	24	25	10	16	26	17	12	21	8	33	29	32	26	5									
		3.06%	3.09%	3.99%	2.35%	3.13%	3.53%	5.10%	3.66%	3.58%	3.39%	2.95%	1.65%	2.54%	3.89%	2.64%	1.57%	1.98%	1.82%	3.29%	3.24%	3.02%	3.10%	2.67%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	710	47	25	30	44	33	44	24	34	35	30	15	28	20	23	22	44	16	46	53	49	43	5									
		4.08%	4.69%	2.93%	3.36%	5.10%	3.89%	5.35%	3.03%	3.48%	4.95%	3.54%	2.48%	4.44%	2.99%	3.58%	2.88%	4.16%	3.64%	4.58%	5.93%	4.63%	5.13%	2.67%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	36	4	1	0	2	0	1	3	2	3	3	1	1	0	1	2	2	1	1	4	1	2	1									
		0.21%	0.40%	0.12%	0.00%	0.23%	0.00%	0.12%	0.38%	0.20%	0.42%	0.35%	0.17%	0.16%	0.00%	0.16%	0.26%	0.19%	0.23%	0.10%	0.45%	0.09%	0.24%	0.53%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2353	157	124	112	100	115	125	109	156	112	111	62	68	75	53	46	121	81	165	137	195	107	22									
		13.53%	15.65%	14.54%	12.56%	11.60%	13.55%	15.19%	13.75%	15.97%	15.84%	13.11%	10.23%	10.79%	11.21%	8.24%	6.03%	11.44%	18.45%	16.43%	15.32%	18.41%	12.75%	11.76%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2615	151	140	121	146	125	121	114	159	147	125	87	80	92	93	143	156	57	158	128	130	118	24									
		15.03%	15.05%	16.41%	13.57%	16.94%	14.72%	14.70%	14.38%	16.27%	20.79%	14.76%	14.36%	12.70%	13.75%	14.46%	18.74%	14.74%	12.98%	15.74%	14.32%	12.28%	14.06%	12.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	87	2	6	4	8	4	1	3	4	3	4	1	6	2	0	8	4	2	7	7	4	6	1									
		0.50%	0.20%	0.70%	0.45%	0.93%	0.47%	0.12%	0.38%	0.41%	0.42%	0.47%	0.17%	0.95%	0.30%	0.00%	1.05%	0.38%	0.46%	0.70%	0.78%	0.38%	0.72%	0.53%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1783	105	102	89	82	86	89	77	98	80	113	61	74	38	46	56	140	50	103	77	100	99	18									
		10.25%	10.47%	11.96%	9.98%	9.51%	10.13%	10.81%	9.71%	10.03%	11.32%	13.34%	10.07%	11.75%	5.68%	7.15%	7.34%	13.23%	11.39%	10.26%	8.61%	9.44%	11.80%	9.63%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
