Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Динская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1250	УИК №1299									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	317	9	9	20	17	12	8	5	13	9	6	8	5	9	5	17	10	4	9	11	7	11	20	6	10	19	11	12	11	7	16	0	1									
		1.33%	0.81%	1.19%	2.35%	2.56%	1.67%	1.29%	0.65%	1.77%	1.69%	1.14%	1.29%	0.53%	1.47%	1.14%	1.57%	2.44%	1.11%	1.08%	1.35%	0.83%	1.31%	2.37%	0.80%	1.38%	2.68%	1.31%	1.05%	1.41%	0.89%	2.09%	0.00%	0.28%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	642	20	33	18	18	13	13	16	15	10	14	9	12	14	21	20	18	9	49	13	30	22	39	22	19	20	25	29	25	23	40	3	10									
		2.70%	1.81%	4.35%	2.12%	2.71%	1.81%	2.10%	2.06%	2.05%	1.88%	2.66%	1.45%	1.28%	2.29%	4.79%	1.85%	4.40%	2.51%	5.90%	1.59%	3.56%	2.62%	4.63%	2.92%	2.62%	2.82%	2.97%	2.54%	3.21%	2.93%	5.24%	0.29%	2.76%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	366	14	0	16	12	9	10	16	20	2	10	3	9	14	9	8	8	6	18	9	15	15	15	8	13	17	17	22	21	11	11	8	0									
		1.54%	1.27%	0.00%	1.88%	1.81%	1.25%	1.61%	2.06%	2.73%	0.38%	1.90%	0.48%	0.96%	2.29%	2.05%	0.74%	1.96%	1.67%	2.17%	1.10%	1.78%	1.79%	1.78%	1.06%	1.79%	2.39%	2.02%	1.93%	2.70%	1.40%	1.44%	0.76%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12653	671	376	370	286	391	295	433	320	299	236	387	815	311	207	664	179	233	392	504	363	368	372	406	340	329	391	600	339	382	366	765	263									
		53.12%	60.72%	49.60%	43.53%	43.14%	54.38%	47.58%	55.87%	43.66%	56.31%	44.78%	62.52%	86.98%	50.82%	47.26%	61.37%	43.77%	64.90%	47.23%	61.69%	43.06%	43.86%	44.13%	53.85%	46.90%	46.34%	46.49%	52.54%	43.52%	48.72%	47.91%	72.79%	72.65%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	142	9	3	4	7	4	8	6	7	3	7	3	3	5	1	1	3	2	7	4	4	5	9	2	4	5	2	15	4	2	3	0	0									
		0.60%	0.81%	0.40%	0.47%	1.06%	0.56%	1.29%	0.77%	0.95%	0.56%	1.33%	0.48%	0.32%	0.82%	0.23%	0.09%	0.73%	0.56%	0.84%	0.49%	0.47%	0.60%	1.07%	0.27%	0.55%	0.70%	0.24%	1.31%	0.51%	0.26%	0.39%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	0	0	1	0	2	0	1	4	2	1	1	0	2	0	1	1	0	0	1	0	1	0	2	2	0	3	2	1	0	1	0	0									
		0.12%	0.00%	0.00%	0.12%	0.00%	0.28%	0.00%	0.13%	0.55%	0.38%	0.19%	0.16%	0.00%	0.33%	0.00%	0.09%	0.24%	0.00%	0.00%	0.12%	0.00%	0.12%	0.00%	0.27%	0.28%	0.00%	0.36%	0.18%	0.13%	0.00%	0.13%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3525	176	87	153	106	92	85	89	125	49	87	94	22	99	53	124	70	48	127	99	163	159	142	116	153	124	168	196	134	128	134	77	46									
		14.80%	15.93%	11.48%	18.00%	15.99%	12.80%	13.71%	11.48%	17.05%	9.23%	16.51%	15.19%	2.35%	16.18%	12.10%	11.46%	17.11%	13.37%	15.30%	12.12%	19.34%	18.95%	16.84%	15.38%	21.10%	17.46%	19.98%	17.16%	17.20%	16.33%	17.54%	7.33%	12.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	135	8	4	3	8	7	6	4	6	4	4	7	4	1	3	4	2	3	3	3	8	4	10	5	3	0	4	4	4	2	5	0	2									
		0.57%	0.72%	0.53%	0.35%	1.21%	0.97%	0.97%	0.52%	0.82%	0.75%	0.76%	1.13%	0.43%	0.16%	0.68%	0.37%	0.49%	0.84%	0.36%	0.37%	0.95%	0.48%	1.19%	0.66%	0.41%	0.00%	0.48%	0.35%	0.51%	0.26%	0.65%	0.00%	0.55%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	361	24	12	20	10	6	18	16	17	10	5	11	9	5	5	17	6	4	8	5	10	17	15	10	6	18	12	23	11	11	7	11	2									
		1.52%	2.17%	1.58%	2.35%	1.51%	0.83%	2.90%	2.06%	2.32%	1.88%	0.95%	1.78%	0.96%	0.82%	1.14%	1.57%	1.47%	1.11%	0.96%	0.61%	1.19%	2.03%	1.78%	1.33%	0.83%	2.54%	1.43%	2.01%	1.41%	1.40%	0.92%	1.05%	0.55%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	0	0	0	0	2	0	0	1	0	1	1	0	1	0	3	0	0	2	1	0	0	3	0	0	0	0	3	1	2	0	2	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.14%	0.00%	0.19%	0.16%	0.00%	0.16%	0.00%	0.28%	0.00%	0.00%	0.24%	0.12%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.26%	0.13%	0.26%	0.00%	0.19%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	204	8	5	7	14	8	10	5	13	5	1	4	1	6	0	8	6	3	10	5	8	7	3	5	4	13	5	11	2	5	2	18	2									
		0.86%	0.72%	0.66%	0.82%	2.11%	1.11%	1.61%	0.65%	1.77%	0.94%	0.19%	0.65%	0.11%	0.98%	0.00%	0.74%	1.47%	0.84%	1.20%	0.61%	0.95%	0.83%	0.36%	0.66%	0.55%	1.83%	0.59%	0.96%	0.26%	0.64%	0.26%	1.71%	0.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4344	129	193	213	144	149	134	152	158	120	125	72	43	108	111	167	89	31	167	129	195	187	159	142	126	136	160	186	155	168	148	124	24									
		18.24%	11.67%	25.46%	25.06%	21.72%	20.72%	21.61%	19.61%	21.56%	22.60%	23.72%	11.63%	4.59%	17.65%	25.34%	15.43%	21.76%	8.64%	20.12%	15.79%	23.13%	22.29%	18.86%	18.83%	17.38%	19.15%	19.02%	16.29%	19.90%	21.43%	19.37%	11.80%	6.63%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	80	2	3	4	2	4	3	3	2	1	2	0	1	4	3	2	3	1	2	2	6	3	3	1	4	0	3	6	4	0	2	4	0									
		0.34%	0.18%	0.40%	0.47%	0.30%	0.56%	0.48%	0.39%	0.27%	0.19%	0.38%	0.00%	0.11%	0.65%	0.68%	0.18%	0.73%	0.28%	0.24%	0.24%	0.71%	0.36%	0.36%	0.13%	0.55%	0.00%	0.36%	0.53%	0.51%	0.00%	0.26%	0.38%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	562	11	17	16	25	7	16	20	18	6	17	12	10	22	4	32	5	9	18	18	17	21	28	16	23	20	26	23	20	25	18	39	3									
		2.36%	0.99%	2.24%	1.88%	3.77%	0.97%	2.58%	2.58%	2.46%	1.13%	3.23%	1.94%	1.07%	3.59%	0.91%	2.96%	1.22%	2.51%	2.17%	2.20%	2.02%	2.50%	3.32%	2.12%	3.17%	2.82%	3.09%	2.01%	2.57%	3.19%	2.36%	3.71%	0.83%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
