Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Комаричская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №544	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604									
		0.90%	1.39%	1.18%	1.17%	1.51%	0.42%	0.79%	0.44%	1.17%	2.87%	0.57%	0.96%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.64%	0.69%	0.83%	1.45%	0.57%	4.08%	1.16%	0.93%	0.52%	0.00%	0.99%	0.00%	0.58%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5979	227	510	214	273	501	377	334	505	275	226	126	240	76	145	41	77	106	222	82	102	85	102	118	64	120	71	392	100	71	85	112									
		68.21%	62.88%	75.33%	62.57%	68.77%	70.17%	59.56%	73.89%	74.16%	56.47%	64.57%	60.29%	83.62%	58.46%	86.83%	44.57%	66.96%	80.30%	71.61%	52.56%	70.34%	70.83%	73.91%	67.43%	65.31%	69.36%	65.74%	68.29%	62.11%	70.30%	77.98%	65.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	1	3	2	0	1	9	2	2	0	0	2	0	0	0	1	0	0	0	0	1	1	1	0	0	2	0	1	2	0	0	3									
		0.39%	0.28%	0.44%	0.58%	0.00%	0.14%	1.42%	0.44%	0.29%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.69%	0.83%	0.72%	0.00%	0.00%	1.16%	0.00%	0.17%	1.24%	0.00%	0.00%	1.75%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0									
		0.07%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.62%	0.99%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	917	28	67	47	47	50	67	46	75	69	60	26	17	19	8	18	11	9	39	20	8	8	9	22	13	14	17	44	19	14	7	19									
		10.46%	7.76%	9.90%	13.74%	11.84%	7.00%	10.58%	10.18%	11.01%	14.17%	17.14%	12.44%	5.92%	14.62%	4.79%	19.57%	9.57%	6.82%	12.58%	12.82%	5.52%	6.67%	6.52%	12.57%	13.27%	8.09%	15.74%	7.67%	11.80%	13.86%	6.42%	11.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	2	1	0	1	2	0	3	3	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	2	0	0	0	0									
		0.22%	0.55%	0.15%	0.00%	0.25%	0.28%	0.00%	0.66%	0.44%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.72%	0.57%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	0	3	1	2	1	6	0	1	3	0	0	1	0	0	0	0	0	3	0	0	3	0	0	0	0	0	3	0	1	0	0									
		0.32%	0.00%	0.44%	0.29%	0.50%	0.14%	0.95%	0.00%	0.15%	0.62%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	2.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.99%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.29%	0.00%	0.28%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	4	1	1	0	2	4	0	3	5	2	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	3	0	1	0	0									
		0.38%	1.11%	0.15%	0.29%	0.00%	0.28%	0.63%	0.00%	0.44%	1.03%	0.57%	0.48%	0.35%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.64%	0.69%	0.00%	0.00%	0.57%	0.00%	0.00%	0.93%	0.52%	0.00%	0.99%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1111	67	56	50	43	74	117	42	59	82	41	34	17	24	12	21	14	5	31	38	16	15	13	22	13	24	13	95	26	9	13	25									
		12.68%	18.56%	8.27%	14.62%	10.83%	10.36%	18.48%	9.29%	8.66%	16.84%	11.71%	16.27%	5.92%	18.46%	7.19%	22.83%	12.17%	3.79%	10.00%	24.36%	11.03%	12.50%	9.42%	12.57%	13.27%	13.87%	12.04%	16.55%	16.15%	8.91%	11.93%	14.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	1	0	0	0	2	0	1	2	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	1									
		0.15%	0.00%	0.15%	0.00%	0.00%	0.00%	0.32%	0.00%	0.15%	0.41%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.69%	1.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.58%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	142	8	9	8	4	5	10	7	5	9	2	4	1	3	1	4	4	10	6	2	8	3	0	2	0	5	1	12	4	0	2	3									
		1.62%	2.22%	1.33%	2.34%	1.01%	0.70%	1.58%	1.55%	0.73%	1.85%	0.57%	1.91%	0.35%	2.31%	0.60%	4.35%	3.48%	7.58%	1.94%	1.28%	5.52%	2.50%	0.00%	1.14%	0.00%	2.89%	0.93%	2.09%	2.48%	0.00%	1.83%	1.75%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
