Выборы Президента Российской Федерации																																																																		
																																																																		
Наименование Избирательной комиссии:    Истринская																																																																		
																																																																		
Итоги голосования 																																																																		
																																																																		
		Сумма	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678					
19	. Малышкин Олег Александрович	920	30	22	22	31	25	18	31	31	19	15	5	0	26	24	17	21	26	17	21	23	22	11	10	19	2	2	10	9	10	28	20	4	11	3	42	8	16	37	2	3	22	2	11	3	8	16	23	17	9	19	14	20	18	1	6	10	8	5	15					
		1.76%	1.85%	1.33%	1.57%	1.95%	1.73%	1.39%	1.94%	1.92%	1.73%	1.47%	1.13%	0.00%	2.49%	1.83%	1.78%	1.97%	2.30%	1.55%	1.89%	1.65%	2.24%	0.98%	0.87%	1.85%	0.60%	0.57%	1.49%	1.40%	0.80%	1.93%	1.92%	1.65%	3.50%	1.35%	2.91%	0.99%	3.51%	2.53%	0.92%	0.99%	2.29%	0.64%	2.56%	1.79%	2.01%	1.68%	1.95%	2.28%	3.81%	1.89%	2.65%	1.64%	1.29%	0.45%	0.83%	1.39%	1.09%	2.69%	1.94%					
20	. Миронов Сергей Михайлович	322	5	7	12	13	7	9	12	14	8	7	1	1	6	5	7	3	3	6	5	6	10	42	7	6	0	1	1	2	2	5	8	2	1	2	4	2	2	7	3	2	6	1	1	0	0	7	8	3	2	13	4	5	9	0	1	6	4	3	3					
		0.61%	0.31%	0.42%	0.86%	0.82%	0.48%	0.70%	0.75%	0.87%	0.73%	0.69%	0.23%	0.66%	0.57%	0.38%	0.73%	0.28%	0.27%	0.55%	0.45%	0.43%	1.02%	3.75%	0.61%	0.59%	0.00%	0.29%	0.15%	0.31%	0.16%	0.34%	0.77%	0.83%	0.32%	0.90%	0.28%	0.25%	0.44%	0.48%	1.38%	0.66%	0.62%	0.32%	0.23%	0.00%	0.00%	0.73%	0.68%	0.40%	0.85%	1.29%	0.76%	0.41%	0.64%	0.00%	0.14%	0.84%	0.54%	1.61%	0.39%					
21	. Путин Владимир Владимирович	37586	1122	1048	888	1042	1013	895	1065	1122	786	678	300	121	735	892	692	821	799	753	844	1087	705	698	754	752	244	248	507	528	980	1067	740	176	218	173	1128	626	334	1111	166	237	759	218	314	129	294	671	783	565	171	749	401	912	1047	166	526	510	568	144	564					
		71.71%	69.22%	63.29%	63.43%	65.41%	69.91%	69.33%	66.48%	69.47%	71.45%	66.60%	67.72%	80.13%	70.27%	68.20%	72.31%	77.09%	70.77%	68.45%	76.10%	78.09%	71.79%	62.32%	65.74%	73.37%	73.05%	71.26%	75.45%	81.99%	78.03%	73.38%	71.02%	72.73%	69.43%	77.58%	78.17%	77.57%	73.25%	75.94%	76.15%	78.22%	79.06%	70.10%	73.19%	76.79%	73.87%	70.41%	66.53%	75.84%	72.46%	74.38%	75.95%	74.94%	75.00%	75.45%	72.95%	71.13%	77.28%	77.42%	72.87%					
22	. Хакамада Ирина Муцуовна	2177	132	141	89	123	63	71	77	99	51	48	23	5	58	67	28	31	55	57	46	36	34	66	86	39	19	26	13	13	22	36	25	8	9	8	41	19	11	38	6	3	18	11	20	12	13	26	30	18	7	16	10	39	53	4	13	26	14	4	21					
		4.15%	8.14%	8.51%	6.36%	7.72%	4.35%	5.50%	4.81%	6.13%	4.64%	4.72%	5.19%	3.31%	5.54%	5.12%	2.93%	2.91%	4.87%	5.18%	4.15%	2.59%	3.46%	5.89%	7.50%	3.80%	5.69%	7.47%	1.93%	2.02%	1.75%	2.48%	2.40%	3.31%	2.87%	3.59%	2.84%	2.35%	2.41%	2.60%	2.75%	0.99%	1.88%	3.54%	4.66%	7.14%	3.27%	2.73%	2.55%	2.42%	2.97%	1.59%	1.89%	3.20%	3.80%	1.82%	1.80%	3.63%	1.90%	2.15%	2.71%					
23	. Харитонов Николай Михайлович	5473	156	178	213	152	160	144	185	139	125	133	52	10	91	155	122	80	106	135	72	101	101	91	111	108	34	37	87	40	128	145	127	36	39	16	115	98	50	122	22	36	81	53	48	14	49	125	201	78	36	141	42	99	108	28	70	80	74	21	73					
		10.44%	9.62%	10.75%	15.21%	9.54%	11.04%	11.15%	11.55%	8.61%	11.36%	13.06%	11.74%	6.62%	8.70%	11.85%	12.75%	7.51%	9.39%	12.27%	6.49%	7.26%	10.29%	8.12%	9.68%	10.54%	10.18%	10.63%	12.95%	6.21%	10.19%	9.97%	12.19%	14.88%	12.42%	7.17%	7.97%	12.14%	10.96%	8.34%	10.09%	11.88%	8.44%	17.04%	11.19%	8.33%	12.31%	13.12%	17.08%	10.47%	15.25%	14.00%	7.95%	8.13%	7.74%	12.73%	9.71%	11.16%	10.07%	11.29%	9.43%					
																																																																		
24	Против всех	2500	59	119	81	115	75	52	95	88	41	63	21	4	54	59	38	38	56	69	65	70	46	91	73	53	17	11	20	20	43	89	54	5	14	11	49	25	19	62	13	7	25	9	8	5	18	43	38	29	8	21	17	53	75	11	53	30	22	3	48					
		4.77%	3.64%	7.19%	5.79%	7.22%	5.18%	4.03%	5.93%	5.45%	3.73%	6.19%	4.74%	2.65%	5.16%	4.51%	3.97%	3.57%	4.96%	6.27%	5.86%	5.03%	4.68%	8.12%	6.36%	5.17%	5.09%	3.16%	2.98%	3.11%	3.42%	6.12%	5.18%	2.07%	4.46%	4.93%	3.40%	3.10%	4.17%	4.24%	5.96%	2.31%	2.60%	2.89%	1.86%	2.98%	4.52%	4.51%	3.23%	3.89%	3.39%	2.09%	3.22%	4.35%	5.37%	5.00%	7.35%	4.18%	2.99%	1.61%	6.20%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
