Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Узловская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	936	29	21	31	33	29	38	35	30	29	23	32	39	41	28	26	28	39	19	33	11	22	7	9	17	10	13	20	15	34	25	20	10	8	16	3	10	2	9	10	4	5	2	13	4	8	13	11	7	4	4	3	3	1					
		2.51%	2.34%	1.78%	2.26%	2.72%	2.45%	2.77%	3.07%	2.51%	2.36%	2.10%	2.68%	2.93%	3.13%	2.64%	2.56%	2.64%	3.54%	2.41%	3.83%	1.34%	2.43%	4.52%	1.22%	2.22%	1.04%	2.65%	2.40%	1.85%	3.22%	2.22%	1.65%	2.68%	3.81%	10.46%	1.55%	2.69%	1.44%	2.47%	2.73%	1.83%	2.67%	1.39%	6.70%	1.83%	1.96%	2.81%	2.96%	2.76%	1.39%	2.02%	3.23%	3.75%	0.78%					
19	2.Всероссийская политическая партия «Гражданская Сила»	285	16	9	10	8	9	9	8	5	7	11	13	12	18	6	9	13	8	6	17	3	7	2	2	5	8	8	5	6	5	2	17	1	0	0	1	1	0	1	2	3	0	0	0	1	0	5	0	1	1	1	1	1	1					
		0.77%	1.29%	0.76%	0.73%	0.66%	0.76%	0.66%	0.70%	0.42%	0.57%	1.01%	1.09%	0.90%	1.38%	0.56%	0.89%	1.23%	0.73%	0.76%	1.97%	0.37%	0.77%	1.29%	0.27%	0.65%	0.83%	1.63%	0.60%	0.74%	0.47%	0.18%	1.40%	0.27%	0.00%	0.00%	0.52%	0.27%	0.00%	0.27%	0.55%	1.37%	0.00%	0.00%	0.00%	0.46%	0.00%	1.08%	0.00%	0.39%	0.35%	0.51%	1.08%	1.25%	0.78%					
20	3.Политическая партия «Демократическая партия России»	67	3	7	1	2	0	4	2	1	4	0	2	2	3	0	1	1	2	0	12	1	1	0	1	1	0	2	3	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0					
		0.18%	0.24%	0.59%	0.07%	0.17%	0.00%	0.29%	0.18%	0.08%	0.33%	0.00%	0.17%	0.15%	0.23%	0.00%	0.10%	0.09%	0.18%	0.00%	1.39%	0.12%	0.11%	0.00%	0.14%	0.13%	0.00%	0.41%	0.36%	0.12%	0.00%	0.09%	0.00%	0.00%	0.48%	0.65%	0.52%	0.27%	0.00%	0.27%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5427	205	172	226	180	190	278	222	194	244	199	194	291	218	202	147	199	231	81	91	103	73	23	89	84	75	67	87	100	108	140	153	22	27	17	28	33	5	82	14	10	15	17	26	23	18	44	31	46	40	28	14	16	5					
		14.57%	16.55%	14.58%	16.45%	14.85%	16.02%	20.25%	19.49%	16.22%	19.89%	18.19%	16.25%	21.83%	16.67%	19.02%	14.50%	18.77%	20.96%	10.25%	10.56%	12.55%	8.07%	14.84%	12.03%	10.95%	7.81%	13.67%	10.44%	12.30%	10.24%	12.44%	12.63%	5.90%	12.86%	11.11%	14.51%	8.87%	3.60%	22.47%	3.83%	4.57%	8.02%	11.81%	13.40%	10.50%	4.41%	9.50%	8.33%	18.11%	13.94%	14.14%	15.05%	20.00%	3.91%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	331	15	12	6	15	17	14	18	15	15	9	5	14	6	7	5	19	13	9	16	8	6	0	13	8	5	6	5	8	5	10	10	4	0	0	0	2	0	0	0	1	1	0	0	0	0	2	3	0	2	1	0	0	1					
		0.89%	1.21%	1.02%	0.44%	1.24%	1.43%	1.02%	1.58%	1.25%	1.22%	0.82%	0.42%	1.05%	0.46%	0.66%	0.49%	1.79%	1.18%	1.14%	1.86%	0.97%	0.66%	0.00%	1.76%	1.04%	0.52%	1.22%	0.60%	0.98%	0.47%	0.89%	0.83%	1.07%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.46%	0.53%	0.00%	0.00%	0.00%	0.00%	0.43%	0.81%	0.00%	0.70%	0.51%	0.00%	0.00%	0.78%					
23	6.Политическая партия «Партия социальной справедливости»	86	4	1	2	1	2	2	4	2	4	1	0	5	5	4	3	2	2	2	4	1	4	0	0	2	4	0	3	0	3	2	5	1	1	1	1	1	0	1	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0					
		0.23%	0.32%	0.08%	0.15%	0.08%	0.17%	0.15%	0.35%	0.17%	0.33%	0.09%	0.00%	0.38%	0.38%	0.38%	0.30%	0.19%	0.18%	0.25%	0.46%	0.12%	0.44%	0.00%	0.00%	0.26%	0.42%	0.00%	0.36%	0.00%	0.28%	0.18%	0.41%	0.27%	0.48%	0.65%	0.52%	0.27%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.65%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2557	76	84	106	92	81	107	86	101	81	61	84	94	92	103	95	74	69	79	48	61	60	9	57	39	56	28	53	31	72	65	96	27	7	2	11	20	11	17	13	17	16	9	15	15	13	31	21	18	26	13	7	6	2					
		6.87%	6.13%	7.12%	7.71%	7.59%	6.83%	7.79%	7.55%	8.44%	6.60%	5.58%	7.04%	7.05%	7.03%	9.70%	9.37%	6.98%	6.26%	10.00%	5.57%	7.43%	6.63%	5.81%	7.70%	5.08%	5.83%	5.71%	6.36%	3.81%	6.82%	5.78%	7.93%	7.24%	3.33%	1.31%	5.70%	5.38%	7.91%	4.66%	3.55%	7.76%	8.56%	6.25%	7.73%	6.85%	3.19%	6.70%	5.65%	7.09%	9.06%	6.57%	7.53%	7.50%	1.56%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3286	109	107	124	119	125	149	111	147	153	89	124	116	124	85	94	108	119	64	59	67	101	10	59	78	67	27	48	82	113	82	134	16	7	1	5	29	7	22	9	9	11	5	18	9	4	25	24	33	20	16	8	8	6					
		8.82%	8.80%	9.07%	9.02%	9.82%	10.54%	10.85%	9.75%	12.29%	12.47%	8.14%	10.39%	8.70%	9.48%	8.00%	9.27%	10.19%	10.80%	8.10%	6.84%	8.16%	11.16%	6.45%	7.97%	10.17%	6.98%	5.51%	5.76%	10.09%	10.71%	7.29%	11.07%	4.29%	3.33%	0.65%	2.59%	7.80%	5.04%	6.03%	2.46%	4.11%	5.88%	3.47%	9.28%	4.11%	0.98%	5.40%	6.45%	12.99%	6.97%	8.08%	8.60%	10.00%	4.69%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	323	11	4	17	13	9	15	10	13	8	11	14	23	23	9	9	10	6	7	12	5	2	2	3	6	12	7	9	4	8	7	6	2	1	0	2	3	0	1	1	1	3	1	0	1	0	5	2	1	0	3	1	0	0					
		0.87%	0.89%	0.34%	1.24%	1.07%	0.76%	1.09%	0.88%	1.09%	0.65%	1.01%	1.17%	1.73%	1.76%	0.85%	0.89%	0.94%	0.54%	0.89%	1.39%	0.61%	0.22%	1.29%	0.41%	0.78%	1.25%	1.43%	1.08%	0.49%	0.76%	0.62%	0.50%	0.54%	0.48%	0.00%	1.04%	0.81%	0.00%	0.27%	0.27%	0.46%	1.60%	0.69%	0.00%	0.46%	0.00%	1.08%	0.54%	0.39%	0.00%	1.52%	1.08%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23079	734	734	815	719	682	720	607	651	640	646	693	700	747	594	601	582	585	507	546	553	613	100	496	511	711	324	581	547	683	763	753	284	157	114	139	271	111	227	316	174	134	106	116	162	360	330	272	142	189	125	56	44	112					
		61.98%	59.24%	62.20%	59.32%	59.32%	57.50%	52.44%	53.29%	54.43%	52.16%	59.05%	58.04%	52.51%	57.11%	55.93%	59.27%	54.91%	53.09%	64.18%	63.34%	67.36%	67.73%	64.52%	67.03%	66.62%	74.06%	66.12%	69.75%	67.28%	64.74%	67.82%	62.18%	76.14%	74.76%	74.51%	72.02%	72.85%	79.86%	62.19%	86.34%	79.45%	71.66%	73.61%	59.79%	73.97%	88.24%	71.27%	73.12%	55.91%	65.85%	63.13%	60.22%	55.00%	87.50%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	443	18	17	18	15	26	16	20	14	28	11	21	22	18	12	10	15	12	14	15	4	7	0	8	7	5	5	9	11	16	11	10	2	1	0	1	1	1	0	0	0	1	2	2	2	2	4	2	2	2	1	1	1	0					
		1.19%	1.45%	1.44%	1.31%	1.24%	2.19%	1.17%	1.76%	1.17%	2.28%	1.01%	1.76%	1.65%	1.38%	1.13%	0.99%	1.42%	1.09%	1.77%	1.74%	0.49%	0.77%	0.00%	1.08%	0.91%	0.52%	1.02%	1.08%	1.35%	1.52%	0.98%	0.83%	0.54%	0.48%	0.00%	0.52%	0.27%	0.72%	0.00%	0.00%	0.00%	0.53%	1.39%	1.03%	0.91%	0.49%	0.86%	0.54%	0.79%	0.70%	0.51%	1.08%	1.25%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
