Выборы Президента Российской Федерации																																																										
																																																										
Наименование Избирательной комиссии:    Каменская																																																										
																																																										
Итоги голосования 																																																										
																																																										
		Сумма	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №2442	УИК №2443					
11	Число полученных открепительных  удостоверений	962	18	10	40	5	5	10	25	5	50	4	8	40	40	25	25	40	40	25	10	15	15	15	8	15	8	25	5	40	15	10	40	25	18	18	10	10	8	25	5	18	40	40	40	15	10	4	10	4	8	10	8					
12	Число выданных открепительных удостоверений	378	7	4	34	4	0	0	3	0	17	0	4	2	26	3	16	40	9	0	3	0	4	11	1	4	0	25	2	16	3	4	5	20	18	2	4	0	1	8	0	1	20	35	15	3	1	0	1	0	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	501	1	4	8	1	3	5	5	0	7	1	0	2	13	2	3	9	11	1	2	4	2	1	1	0	0	11	3	9	6	185	4	5	5	130	3	0	3	3	2	4	9	10	4	8	3	3	0	1	1	2	1					
14	Число неиспользованных открепительных удостоверений	584	11	6	6	1	5	10	22	5	33	4	4	38	14	22	9	0	31	25	7	15	11	4	7	11	8	0	3	24	12	6	35	5	0	16	6	10	7	17	5	17	20	5	25	12	9	4	9	4	8	9	7					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																										
18	. Глазьев Сергей Юрьевич	423	8	6	53	1	1	4	15	2	9	0	0	3	19	28	8	31	18	3	0	9	3	8	0	1	3	5	1	21	7	2	10	20	4	6	2	1	7	10	1	9	0	55	9	5	0	0	2	0	2	10	1					
		1.17%	1.34%	1.37%	2.27%	0.69%	0.61%	1.00%	2.24%	1.14%	1.59%	0.00%	0.00%	0.22%	1.17%	2.49%	1.20%	1.54%	0.92%	0.40%	0.00%	2.13%	0.52%	1.63%	0.00%	0.24%	1.79%	0.54%	0.92%	1.33%	1.31%	0.34%	0.82%	1.59%	0.83%	0.96%	0.56%	0.26%	2.99%	0.89%	0.63%	1.56%	0.00%	2.38%	0.55%	0.97%	0.00%	0.00%	0.58%	0.00%	0.80%	3.04%	0.35%					
19	. Малышкин Олег Александрович	488	18	5	36	5	3	4	9	2	6	2	0	2	18	4	7	51	14	11	2	25	3	8	8	13	10	0	1	16	12	4	5	12	5	18	19	2	3	15	3	12	0	60	8	0	5	0	0	0	4	10	8					
		1.35%	3.03%	1.14%	1.54%	3.47%	1.82%	1.00%	1.35%	1.14%	1.06%	3.57%	0.00%	0.15%	1.11%	0.36%	1.05%	2.53%	0.72%	1.46%	0.50%	5.92%	0.52%	1.63%	3.56%	3.12%	5.95%	0.00%	0.92%	1.01%	2.24%	0.68%	0.41%	0.95%	1.04%	2.87%	5.34%	0.52%	1.28%	1.33%	1.89%	2.08%	0.00%	2.60%	0.49%	0.00%	1.92%	0.00%	0.00%	0.00%	1.61%	3.04%	2.81%					
20	. Миронов Сергей Михайлович	130	4	2	15	1	1	1	0	1	4	2	0	2	7	7	3	5	7	0	3	0	5	2	0	0	0	0	0	1	3	0	4	9	1	0	2	0	1	2	1	3	1	9	5	4	3	1	4	0	1	1	2					
		0.36%	0.67%	0.46%	0.64%	0.69%	0.61%	0.25%	0.00%	0.57%	0.71%	3.57%	0.00%	0.15%	0.43%	0.62%	0.45%	0.25%	0.36%	0.00%	0.75%	0.00%	0.87%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.56%	0.00%	0.33%	0.71%	0.21%	0.00%	0.56%	0.00%	0.43%	0.18%	0.63%	0.52%	0.05%	0.39%	0.31%	0.77%	1.15%	1.25%	1.16%	0.00%	0.40%	0.30%	0.70%					
21	. Путин Владимир Владимирович	32422	535	394	2102	130	138	364	615	163	517	35	224	1253	1465	1024	602	1814	1767	680	360	378	471	443	172	341	127	833	92	1424	489	528	1150	1160	453	591	268	314	177	1021	143	519	1913	1840	1515	499	244	69	320	61	193	242	250					
		89.72%	89.92%	89.95%	89.98%	90.28%	83.64%	90.77%	91.93%	92.61%	91.50%	62.50%	90.69%	93.02%	90.21%	90.94%	89.99%	90.02%	90.48%	90.19%	90.00%	89.57%	82.34%	90.04%	76.44%	81.77%	75.60%	90.15%	84.40%	90.01%	91.23%	90.10%	94.42%	92.14%	94.18%	94.11%	75.28%	81.35%	75.64%	90.43%	89.94%	90.10%	99.84%	79.65%	92.43%	96.33%	93.49%	86.25%	92.75%	91.04%	77.51%	73.56%	87.72%					
22	. Хакамада Ирина Муцуовна	221	1	2	26	2	4	2	9	2	6	4	0	1	8	9	6	14	9	1	3	4	0	5	4	2	10	1	1	10	9	4	2	0	1	1	7	0	1	6	1	4	0	14	11	2	4	2	0	0	2	1	3					
		0.61%	0.17%	0.46%	1.11%	1.39%	2.42%	0.50%	1.35%	1.14%	1.06%	7.14%	0.00%	0.07%	0.49%	0.80%	0.90%	0.69%	0.46%	0.13%	0.75%	0.95%	0.00%	1.02%	1.78%	0.48%	5.95%	0.11%	0.92%	0.63%	1.68%	0.68%	0.16%	0.00%	0.21%	0.16%	1.97%	0.00%	0.43%	0.53%	0.63%	0.69%	0.00%	0.61%	0.67%	0.39%	1.53%	2.50%	0.00%	0.00%	0.80%	0.30%	1.05%					
23	. Харитонов Николай Михайлович	2060	29	29	62	2	15	24	15	6	23	13	23	81	99	40	39	73	113	53	27	3	88	19	38	55	17	83	14	94	9	40	27	41	12	8	53	66	43	59	10	22	2	297	53	5	0	6	15	4	42	60	9					
		5.70%	4.87%	6.62%	2.65%	1.39%	9.09%	5.99%	2.24%	3.41%	4.07%	23.21%	9.31%	6.01%	6.10%	3.55%	5.83%	3.62%	5.79%	7.03%	6.75%	0.71%	15.38%	3.86%	16.89%	13.19%	10.12%	8.98%	12.84%	5.94%	1.68%	6.83%	2.22%	3.26%	2.49%	1.27%	14.89%	17.10%	18.38%	5.23%	6.29%	3.82%	0.10%	12.86%	3.23%	0.97%	0.00%	7.50%	4.35%	5.97%	16.87%	18.24%	3.16%					
																																																										
24	Против всех	272	0	0	30	1	3	2	6	0	0	0	0	3	2	11	2	19	25	6	0	0	1	5	2	2	1	2	0	10	6	2	15	10	0	4	2	2	2	13	0	3	0	29	26	2	5	1	2	2	4	4	5					
		0.75%	0.00%	0.00%	1.28%	0.69%	1.82%	0.50%	0.90%	0.00%	0.00%	0.00%	0.00%	0.22%	0.12%	0.98%	0.30%	0.94%	1.28%	0.80%	0.00%	0.00%	0.17%	1.02%	0.89%	0.48%	0.60%	0.22%	0.00%	0.63%	1.12%	0.34%	1.23%	0.79%	0.00%	0.64%	0.56%	0.52%	0.85%	1.15%	0.00%	0.52%	0.00%	1.26%	1.59%	0.39%	1.92%	1.25%	0.58%	2.99%	1.61%	1.22%	1.75%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
