Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																									
Дата голосования: 04.12.2011																																																																									
																																																																									
"Наименование Избирательной комиссии:    Курск, Сеймская"																																																																									
																																																																									
Сводная таблица результатов выборов																																																																									
																																																																									
		Сумма	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2249	30	45	30	25	30	45	30	25	50	40	45	30	45	50	50	45	35	30	35	40	23	30	20	25	35	35	35	45	45	35	35	55	45	25	60	27	35	44	25	43	30	35	25	27	50	25	15	25	25	30	50	35	55	35	25	30	45	30	45	55	55	25	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2097	30	45	29	25	27	38	23	25	49	38	44	28	43	44	42	44	32	26	28	38	23	28	20	20	26	35	35	44	39	34	35	51	42	25	56	26	28	44	25	37	23	33	24	27	50	24	13	22	21	29	46	35	49	30	25	30	44	29	45	50	52	25	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2212	52	31	39	29	32	16	31	31	19	60	15	36	17	17	12	59	13	18	8	15	10	12	11	15	23	17	81	10	19	59	16	17	18	8	11	36	39	76	14	16	57	12	7	11	21	11	10	41	20	12	17	17	20	370	53	56	28	20	15	47	20	20	38	88	122	21					
14	Число погашенных неиспользованных открепительных удостоверений	152	0	0	1	0	3	7	7	0	1	2	1	2	2	6	8	1	3	4	7	2	0	2	0	5	9	0	0	1	6	1	0	4	3	0	4	1	7	0	0	6	7	2	1	0	0	1	2	3	4	1	4	0	6	5	0	0	1	1	0	5	3	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	101	5	5	0	1	1	0	1	1	2	1	2	1	2	2	3	1	0	1	0	3	0	5	0	1	1	3	5	1	2	1	1	2	2	5	2	2	1	5	0	1	0	2	3	1	1	2	1	0	0	2	2	3	2	0	2	2	1	2	0	2	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9451	122	179	75	110	129	199	106	97	170	178	171	181	202	209	174	189	169	98	89	162	144	219	120	165	175	167	206	144	110	114	148	194	124	121	152	125	109	227	100	143	171	160	141	138	182	138	72	175	144	141	157	132	164	114	93	199	174	84	167	216	157	113	99	33	62	9					
		15.86%	14.54%	14.97%	14.04%	18.30%	15.83%	17.69%	17.10%	14.08%	14.07%	15.27%	16.67%	17.47%	17.05%	18.03%	17.94%	14.64%	19.12%	18.49%	20.60%	15.98%	17.10%	18.43%	18.55%	19.12%	17.07%	15.89%	18.78%	15.27%	16.82%	14.32%	19.22%	14.72%	14.47%	14.35%	14.04%	14.50%	14.95%	19.14%	16.58%	15.85%	17.79%	16.00%	14.33%	13.98%	13.87%	17.08%	19.10%	18.52%	14.71%	17.32%	16.76%	14.95%	14.99%	9.88%	11.31%	14.54%	14.72%	16.44%	15.59%	16.63%	13.35%	13.57%	12.91%	16.67%	14.22%	7.69%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9405	124	154	106	90	143	184	102	101	191	155	169	145	195	183	146	209	114	87	66	207	156	195	80	158	148	158	156	158	112	106	114	227	116	135	182	131	98	180	85	186	133	190	155	194	226	113	40	155	149	144	149	143	158	251	104	240	210	81	172	179	138	107	139	15	52	16					
		15.78%	14.78%	12.88%	19.85%	14.98%	17.55%	16.36%	16.45%	14.66%	15.81%	13.29%	16.47%	13.99%	16.46%	15.79%	15.05%	16.19%	12.90%	16.42%	15.28%	20.41%	18.53%	16.41%	12.36%	18.31%	14.44%	15.03%	14.22%	16.76%	17.13%	13.32%	14.81%	17.22%	13.54%	16.01%	16.81%	15.20%	13.44%	15.18%	14.10%	20.62%	13.84%	19.00%	15.75%	19.66%	17.23%	13.99%	10.61%	16.40%	15.22%	17.69%	15.90%	16.19%	14.44%	21.75%	12.65%	17.53%	17.77%	15.85%	16.06%	13.78%	11.73%	12.85%	18.12%	7.58%	11.93%	13.68%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1009	10	24	6	11	12	18	13	7	20	19	18	18	26	29	19	18	13	8	11	22	17	24	11	15	28	15	30	27	12	16	12	19	17	10	29	16	7	21	1	10	10	17	20	21	20	15	3	10	14	12	7	14	11	18	13	38	21	3	12	20	18	11	6	6	7	3					
		1.69%	1.19%	2.01%	1.12%	1.83%	1.47%	1.60%	2.10%	1.02%	1.66%	1.63%	1.75%	1.74%	2.19%	2.50%	1.96%	1.39%	1.47%	1.51%	2.55%	2.17%	2.02%	2.02%	1.70%	1.74%	2.73%	1.43%	2.73%	2.86%	1.83%	2.01%	1.56%	1.44%	1.98%	1.19%	2.68%	1.86%	0.96%	1.77%	0.17%	1.11%	1.04%	1.70%	2.03%	2.13%	1.52%	1.86%	0.80%	1.06%	1.43%	1.47%	0.75%	1.59%	1.01%	1.56%	1.58%	2.78%	1.78%	0.59%	1.12%	1.54%	1.53%	1.32%	0.78%	3.03%	1.61%	2.56%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	14567	173	335	86	154	183	267	162	147	341	296	270	263	311	325	252	328	258	141	98	242	221	277	153	216	244	252	222	178	142	199	189	370	238	241	262	202	188	314	126	175	229	213	239	193	296	136	86	265	241	211	239	208	285	258	222	339	316	115	332	409	290	144	163	33	53	11					
		24.44%	20.62%	28.01%	16.10%	25.62%	22.45%	23.73%	26.13%	21.34%	28.23%	25.39%	26.32%	25.39%	26.24%	28.04%	25.98%	25.41%	29.19%	26.60%	22.69%	23.87%	26.25%	23.32%	23.65%	25.03%	23.80%	23.98%	20.24%	18.88%	21.71%	25.00%	24.55%	28.07%	27.77%	28.59%	24.19%	23.43%	25.79%	26.48%	20.90%	19.40%	23.83%	21.30%	24.29%	19.55%	22.56%	16.83%	22.81%	28.04%	24.62%	25.92%	25.51%	23.56%	26.05%	22.36%	27.01%	24.76%	26.73%	22.50%	30.99%	31.49%	24.66%	17.29%	21.25%	16.67%	12.16%	9.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1851	20	36	18	16	41	43	28	21	55	31	56	40	41	58	32	45	42	21	19	22	25	43	21	29	36	35	38	26	17	24	29	53	33	36	28	33	17	50	16	23	23	22	22	14	40	14	5	36	29	18	27	23	37	18	37	46	19	8	17	25	21	13	25	2	8	5					
		3.11%	2.38%	3.01%	3.37%	2.66%	5.03%	3.82%	4.52%	3.05%	4.55%	2.66%	5.46%	3.86%	3.46%	5.00%	3.30%	3.49%	4.75%	3.96%	4.40%	2.17%	2.97%	3.62%	3.25%	3.36%	3.51%	3.33%	3.46%	2.76%	2.60%	3.02%	3.77%	4.02%	3.85%	4.27%	2.59%	3.83%	2.33%	4.22%	2.65%	2.55%	2.39%	2.20%	2.24%	1.42%	3.05%	1.73%	1.33%	3.81%	2.96%	2.21%	2.88%	2.60%	3.38%	1.56%	4.50%	3.36%	1.61%	1.57%	1.59%	1.92%	1.79%	1.56%	3.26%	1.01%	1.83%	4.27%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22142	370	439	231	210	295	389	199	293	398	461	326	362	383	336	332	483	268	164	138	335	268	411	254	274	374	396	420	380	246	323	264	426	314	287	400	335	296	368	259	341	383	377	389	409	535	379	165	288	385	276	346	343	418	476	338	485	417	214	350	422	532	427	314	106	249	71					
		37.15%	44.10%	36.71%	43.26%	34.94%	36.20%	34.58%	32.10%	42.53%	32.95%	39.54%	31.77%	34.94%	32.32%	28.99%	34.23%	37.41%	30.32%	30.94%	31.94%	33.04%	31.83%	34.60%	39.26%	31.75%	36.49%	37.68%	38.29%	40.30%	37.61%	40.58%	34.29%	32.32%	36.64%	34.05%	36.93%	38.86%	40.60%	31.03%	42.95%	37.80%	39.85%	37.70%	39.53%	41.44%	40.78%	46.91%	43.77%	30.48%	39.33%	33.91%	36.93%	38.84%	38.21%	41.25%	41.12%	35.43%	35.28%	41.88%	32.68%	32.49%	45.24%	51.26%	40.94%	53.54%	57.11%	60.68%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	366	6	3	3	4	6	10	5	4	10	12	3	12	5	12	3	10	7	2	4	6	3	5	3	1	9	9	9	15	2	6	5	12	6	2	13	8	4	8	4	7	6	4	7	6	5	3	2	5	5	6	7	3	5	8	1	3	4	2	4	1	8	6	2	1	3	1					
		0.61%	0.72%	0.25%	0.56%	0.67%	0.74%	0.89%	0.81%	0.58%	0.83%	1.03%	0.29%	1.16%	0.42%	1.04%	0.31%	0.77%	0.79%	0.38%	0.93%	0.59%	0.36%	0.42%	0.46%	0.12%	0.88%	0.86%	0.82%	1.59%	0.31%	0.75%	0.65%	0.91%	0.70%	0.24%	1.20%	0.93%	0.55%	0.67%	0.66%	0.78%	0.62%	0.40%	0.71%	0.61%	0.38%	0.37%	0.53%	0.53%	0.51%	0.74%	0.75%	0.34%	0.46%	0.69%	0.12%	0.22%	0.34%	0.39%	0.37%	0.08%	0.68%	0.72%	0.26%	0.51%	0.69%	0.85%					
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
