Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Угличская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №872					
23	. Харитонов Николай Михайлович	3648	195	187	201	178	166	189	168	138	178	186	168	171	117	32	74	42	11	47	26	86	39	17	51	36	17	23	38	25	11	58	65	26	84	25	40	10	24	13	74	8	26	20	23	10	24	36	6	29	117	60	37	16					
		14.54%	14.26%	15.11%	15.65%	14.83%	12.92%	12.86%	14.32%	13.46%	15.29%	14.96%	15.03%	15.19%	12.35%	12.60%	14.48%	10.47%	10.09%	16.85%	15.85%	12.18%	15.23%	15.18%	21.34%	11.08%	8.54%	12.71%	10.11%	12.89%	7.64%	14.15%	18.79%	14.53%	26.33%	23.58%	10.47%	12.20%	8.48%	15.85%	37.00%	5.19%	21.85%	11.83%	22.12%	5.62%	13.56%	18.56%	7.41%	29.00%	28.33%	18.75%	7.76%	12.31%					
																																																											
24	Против всех	958	77	59	17	74	51	101	62	26	53	70	46	62	43	9	14	13	3	7	2	12	6	1	4	22	4	4	8	9	2	25	5	2	6	2	12	1	3	1	7	1	1	2	0	4	1	5	0	0	4	4	7	4					
		3.82%	5.63%	4.77%	1.32%	6.17%	3.97%	6.87%	5.29%	2.54%	4.55%	5.63%	4.11%	5.51%	4.54%	3.54%	2.74%	3.24%	2.75%	2.51%	1.22%	1.70%	2.34%	0.89%	1.67%	6.77%	2.01%	2.21%	2.13%	4.64%	1.39%	6.10%	1.45%	1.12%	1.88%	1.89%	3.14%	1.22%	1.06%	1.22%	3.50%	0.65%	0.84%	1.18%	0.00%	2.25%	0.56%	2.58%	0.00%	0.00%	0.97%	1.25%	1.47%	3.08%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
