Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Климовская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545					
		3.32%	3.73%	3.98%	5.95%	7.25%	5.71%	2.94%	1.97%	3.93%	4.36%	2.57%	5.51%	3.24%	0.0%	0.0%	8.38%	1.50%	4.34%	0.96%	2.05%	0.86%	0.64%	2.92%	1.97%	3.34%	0.0%	2.06%	1.41%	1.11%	1.89%	0.0%	0.79%	0.58%	1.45%	0.0%	0.87%	0.84%	2.72%	0.72%	2.13%	2.47%	2.19%	0.33%	2.50%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	59	1	3	3	1	2	4	0	0	0	0	1	1	1	0	0	1	1	1	2	1	3	4	1	1	0	1	1	1	3	0	1	1	1	0	0	1	3	0	0	6	1	0	7					
		0.37%	0.08%	0.25%	0.26%	0.08%	0.17%	1.47%	0.0%	0.0%	0.0%	0.0%	0.39%	0.54%	0.84%	0.0%	0.0%	0.21%	0.28%	0.32%	0.68%	0.43%	0.96%	0.68%	0.65%	0.17%	0.0%	0.51%	0.47%	1.11%	1.42%	0.0%	0.26%	0.58%	0.36%	0.0%	0.0%	0.84%	1.36%	0.0%	0.0%	1.65%	0.27%	0.0%	2.19%					
35	"18. ""ЛДПР"""	1851	173	166	192	150	164	40	31	36	46	20	25	9	3	17	4	69	26	22	53	48	54	73	15	62	4	42	14	12	17	8	12	6	32	23	24	6	23	20	14	29	25	14	28					
		11.71%	15.04%	14.07%	17.06%	12.22%	14.41%	14.70%	8.75%	10.90%	18.25%	10.30%	9.84%	4.86%	2.54%	14.78%	2.58%	14.83%	7.53%	7.05%	18.15%	20.68%	17.36%	12.54%	9.86%	10.91%	2.81%	21.64%	6.60%	13.33%	8.05%	11.42%	3.16%	3.52%	11.67%	11.91%	10.52%	5.04%	10.45%	4.86%	5.98%	7.98%	6.84%	4.68%	8.77%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	456	53	43	35	61	51	3	12	15	5	4	3	3	7	2	0	6	10	3	12	0	5	7	1	10	3	1	1	1	3	2	6	6	5	0	6	3	5	20	8	9	5	14	7					
		2.88%	4.60%	3.64%	3.11%	4.97%	4.48%	1.10%	3.38%	4.54%	1.98%	2.06%	1.18%	1.62%	5.93%	1.73%	0.0%	1.29%	2.89%	0.96%	4.10%	0.0%	1.60%	1.20%	0.65%	1.76%	2.11%	0.51%	0.47%	1.11%	1.42%	2.85%	1.58%	3.52%	1.82%	0.0%	2.63%	2.52%	2.27%	4.86%	3.41%	2.47%	1.36%	4.68%	2.19%					
37	"20. ""Политическая партия ""Единая Россия"""	6017	496	522	437	510	471	92	143	105	59	73	98	45	54	51	91	263	179	112	115	82	86	195	77	262	71	79	34	35	76	33	119	75	99	43	65	35	84	120	38	92	94	105	102					
		38.08%	43.13%	44.27%	38.84%	41.56%	41.38%	33.82%	40.39%	31.81%	23.41%	37.62%	38.58%	24.32%	45.76%	44.34%	58.70%	56.55%	51.88%	35.89%	39.38%	35.34%	27.65%	33.50%	50.65%	46.12%	50.0%	40.72%	16.03%	38.88%	36.01%	47.14%	31.39%	44.11%	36.13%	22.27%	28.50%	29.41%	38.18%	29.19%	16.23%	25.34%	25.75%	35.11%	31.97%					
38	"21. ""Российская Конституционно-демократическая партия"""	55	3	4	2	3	1	1	2	0	0	1	1	0	1	1	0	4	1	1	0	0	1	0	3	3	0	1	2	0	0	1	0	3	0	3	2	2	1	0	2	1	0	0	4					
		0.34%	0.26%	0.33%	0.17%	0.24%	0.08%	0.36%	0.56%	0.0%	0.0%	0.51%	0.39%	0.0%	0.84%	0.86%	0.0%	0.86%	0.28%	0.32%	0.0%	0.0%	0.32%	0.0%	1.97%	0.52%	0.0%	0.51%	0.94%	0.0%	0.0%	1.42%	0.0%	1.76%	0.0%	1.55%	0.87%	1.68%	0.45%	0.0%	0.85%	0.27%	0.0%	0.0%	1.25%					
39	"22. ""Развитие предпринимательства"""	58	3	1	5	1	4	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	3	2	0	3	1	0	5	0	2	0	4	3	1	0	1	1	0	0	0	3	2	1	2					
		0.36%	0.26%	0.08%	0.44%	0.08%	0.35%	0.0%	0.28%	0.30%	0.0%	0.51%	0.39%	0.54%	0.0%	0.86%	0.0%	0.21%	0.28%	0.32%	0.34%	0.0%	0.96%	0.34%	0.0%	0.52%	0.70%	0.0%	2.35%	0.0%	0.94%	0.0%	1.05%	1.76%	0.36%	0.0%	0.43%	0.84%	0.0%	0.0%	0.0%	0.82%	0.54%	0.33%	0.62%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3350	155	159	153	191	154	54	64	67	48	46	55	70	26	23	26	74	50	66	59	39	102	137	21	101	36	26	86	17	38	18	137	49	65	78	64	56	54	109	89	136	156	89	107					
		21.20%	13.47%	13.48%	13.6%	15.56%	13.53%	19.85%	18.07%	20.30%	19.04%	23.71%	21.65%	37.83%	22.03%	19.99%	16.77%	15.91%	14.49%	21.15%	20.20%	16.81%	32.79%	23.53%	13.81%	17.78%	25.35%	13.40%	40.56%	18.88%	18.00%	25.71%	36.14%	28.82%	23.72%	40.41%	28.07%	47.05%	24.54%	26.52%	38.03%	37.46%	42.73%	29.76%	33.54%					
																																																		
41	Против всех	591	64	56	52	38	45	8	13	12	7	4	4	10	1	3	0	13	0	12	16	11	5	32	3	13	1	5	13	1	6	0	21	11	11	3	4	1	3	10	11	16	18	23	11					
		3.74%	5.56%	4.74%	4.62%	3.09%	3.95%	2.94%	3.67%	3.63%	2.77%	2.06%	1.57%	5.40%	0.84%	2.60%	0.0%	2.79%	0.0%	3.84%	5.47%	4.74%	1.60%	5.49%	1.97%	2.28%	0.70%	2.57%	6.13%	1.11%	2.84%	0.0%	5.54%	6.47%	4.01%	1.55%	1.75%	0.84%	1.36%	2.43%	4.70%	4.40%	4.93%	7.69%	3.44%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
