Выборы Президента Российской Федерации																																						
																																						
"Наименование Избирательной комиссии:    Махачкала, Ленинская"																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982					
		96.08%	96.69%	96.50%	96.55%	97.12%	96.50%	96.02%	95.37%	96.85%	92.04%	95.60%	95.01%	95.55%	96.20%	96.60%	95.04%	95.09%	96.98%	96.95%	96.78%	94.99%	95.50%	96.87%	96.65%	97.65%	96.84%	96.38%	96.26%	94.12%	96.37%	95.00%	96.68%					
22	. Хакамада Ирина Муцуовна	107	4	3	2	9	3	5	2	1	0	13	5	4	4	4	8	0	4	3	3	7	0	3	3	2	4	2	2	1	3	0	3					
		0.16%	0.15%	0.11%	0.09%	0.40%	0.16%	0.21%	0.09%	0.08%	0.00%	0.49%	0.28%	0.29%	0.21%	0.19%	0.33%	0.00%	0.17%	0.16%	0.17%	0.27%	0.00%	0.12%	0.11%	0.10%	0.16%	0.08%	0.11%	0.06%	0.14%	0.00%	0.22%					
23	. Харитонов Николай Михайлович	1876	67	65	45	48	53	42	64	30	103	74	80	37	42	50	85	130	52	44	43	64	114	61	62	34	61	81	62	80	52	21	30					
		2.88%	2.47%	2.28%	1.97%	2.12%	2.77%	1.80%	3.02%	2.36%	6.56%	2.76%	4.44%	2.66%	2.25%	2.36%	3.54%	4.62%	2.25%	2.31%	2.43%	2.50%	4.50%	2.42%	2.24%	1.74%	2.47%	3.33%	3.41%	4.75%	2.45%	4.04%	2.21%					
																																						
24	Против всех	111	2	10	11	0	2	3	3	0	0	7	0	8	0	0	0	5	0	0	0	39	0	0	15	6	0	0	0	0	0	0	0					
		0.17%	0.07%	0.35%	0.48%	0.00%	0.10%	0.13%	0.14%	0.00%	0.00%	0.26%	0.00%	0.57%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	1.53%	0.00%	0.00%	0.54%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
