Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Старорусская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	552	20	10	10	10	5	5	20	40	25	30	12	30	20	50	30	7	0	5	20	21	20	19	1	12	5	5	10	5	8	5	8	5	5	5	8	3	5	5	10	5	8	10	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	459	1	2	5	5	5	5	20	40	25	30	12	30	13	50	15	7	0	5	20	21	10	19	1	12	3	3	6	3	8	5	8	5	4	1	8	2	1	5	10	5	7	10	12									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	237	2	4	3	1	0	0	12	5	4	4	6	3	2	3	4	5	2	3	2	2	2	4	3	2	2	6	12	52	5	17	1	2	6	1	10	4	4	2	3	9	2	5	16									
14	Число погашенных неиспользованных открепительных удостоверений	93	19	8	5	5	0	0	0	0	0	0	0	0	7	0	15	0	0	0	0	0	10	0	0	0	2	2	4	2	0	0	0	0	1	4	0	1	4	0	0	0	1	0	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	2	1	0	2	1	1	4	2	3	1	0	2	0	1	1	1	1	0	3	2	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	160	0	1	1	0	4	2	3	0	1	2	4	2	3	3	5	8	0	0	3	2	0	1	6	7	6	4	6	2	6	7	0	8	7	4	6	0	4	0	7	6	11	4	14									
		1.01%	0.00%	0.71%	0.41%	0.00%	1.63%	0.67%	1.05%	0.00%	0.32%	0.87%	1.35%	0.94%	1.60%	0.68%	1.48%	1.67%	0.00%	0.00%	2.01%	0.68%	0.00%	0.44%	1.33%	2.30%	1.33%	1.09%	1.16%	0.51%	1.01%	1.16%	0.00%	1.72%	1.72%	1.27%	1.42%	0.00%	0.84%	0.00%	1.03%	0.88%	1.40%	0.92%	1.56%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	427	4	3	5	2	7	4	4	11	9	7	10	5	5	11	9	11	3	4	0	11	7	3	16	15	10	5	18	8	15	20	5	5	9	7	15	8	10	10	17	23	33	19	24									
		2.70%	2.30%	2.14%	2.03%	1.38%	2.86%	1.33%	1.40%	5.45%	2.84%	3.03%	3.37%	2.35%	2.66%	2.49%	2.67%	2.29%	2.26%	2.90%	0.00%	3.77%	3.74%	1.31%	3.56%	4.93%	2.21%	1.37%	3.49%	2.05%	2.52%	3.33%	1.32%	1.08%	2.21%	2.22%	3.54%	4.17%	2.11%	1.62%	2.49%	3.37%	4.21%	4.39%	2.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	297	4	3	1	5	9	2	9	1	3	6	3	2	3	9	5	9	3	3	3	6	4	3	10	9	10	10	16	9	14	18	12	5	4	7	4	1	10	6	13	11	10	6	16									
		1.88%	2.30%	2.14%	0.41%	3.45%	3.67%	0.67%	3.16%	0.50%	0.95%	2.60%	1.01%	0.94%	1.60%	2.04%	1.48%	1.88%	2.26%	2.17%	2.01%	2.05%	2.14%	1.31%	2.22%	2.96%	2.21%	2.73%	3.10%	2.31%	2.35%	2.99%	3.16%	1.08%	0.98%	2.22%	0.94%	0.52%	2.11%	0.97%	1.91%	1.61%	1.28%	1.39%	1.78%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6923	97	75	142	69	113	172	169	109	210	150	150	115	112	161	184	270	76	83	85	116	94	137	145	87	140	119	162	133	200	196	136	274	146	121	146	85	212	417	291	240	279	170	335									
		43.82%	55.75%	53.57%	57.72%	47.59%	46.12%	57.33%	59.30%	53.96%	66.25%	64.94%	50.51%	53.99%	59.57%	36.51%	54.60%	56.25%	57.14%	60.14%	57.05%	39.73%	50.27%	59.83%	32.22%	28.62%	30.97%	32.51%	31.40%	34.10%	33.61%	32.61%	35.79%	59.05%	35.78%	38.41%	34.43%	44.27%	44.73%	67.37%	42.67%	35.14%	35.63%	39.26%	37.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	70	0	0	0	0	4	1	0	0	0	1	0	1	2	4	0	6	0	0	1	0	0	0	5	4	1	2	3	1	2	4	3	3	0	1	2	0	0	0	0	6	3	4	6									
		0.44%	0.00%	0.00%	0.00%	0.00%	1.63%	0.33%	0.00%	0.00%	0.00%	0.43%	0.00%	0.47%	1.06%	0.91%	0.00%	1.25%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	1.11%	1.32%	0.22%	0.55%	0.58%	0.26%	0.34%	0.67%	0.79%	0.65%	0.00%	0.32%	0.47%	0.00%	0.00%	0.00%	0.00%	0.88%	0.38%	0.92%	0.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	0	0	0	0	1	1	0	0	1	0	1	3	1	0	1	3	1	0	1	1	0	2	0	0	1	1	1	2	1	1	1	0	1	0	1	0	0	1	2	1	1	0	1									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.41%	0.33%	0.00%	0.00%	0.32%	0.00%	0.34%	1.41%	0.53%	0.00%	0.30%	0.63%	0.75%	0.00%	0.67%	0.34%	0.00%	0.87%	0.00%	0.00%	0.22%	0.27%	0.19%	0.51%	0.17%	0.17%	0.26%	0.00%	0.25%	0.00%	0.24%	0.00%	0.00%	0.16%	0.29%	0.15%	0.13%	0.00%	0.11%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1863	13	27	27	16	28	41	53	32	29	31	48	39	29	53	48	51	21	19	21	26	11	28	66	44	51	41	54	39	57	62	65	55	51	39	59	25	38	53	62	67	93	55	96									
		11.79%	7.47%	19.29%	10.98%	11.03%	11.43%	13.67%	18.60%	15.84%	9.15%	13.42%	16.16%	18.31%	15.43%	12.02%	14.24%	10.63%	15.79%	13.77%	14.09%	8.90%	5.88%	12.23%	14.67%	14.47%	11.28%	11.20%	10.47%	10.00%	9.58%	10.32%	17.11%	11.85%	12.50%	12.38%	13.92%	13.02%	8.02%	8.56%	9.09%	9.81%	11.88%	12.70%	10.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	84	1	2	1	1	1	0	1	0	1	0	1	0	1	1	2	3	0	0	1	3	0	2	2	0	2	2	3	2	3	1	4	4	5	0	8	0	2	3	0	8	5	3	5									
		0.53%	0.57%	1.43%	0.41%	0.69%	0.41%	0.00%	0.35%	0.00%	0.32%	0.00%	0.34%	0.00%	0.53%	0.23%	0.59%	0.63%	0.00%	0.00%	0.67%	1.03%	0.00%	0.87%	0.44%	0.00%	0.44%	0.55%	0.58%	0.51%	0.50%	0.17%	1.05%	0.86%	1.23%	0.00%	1.89%	0.00%	0.42%	0.48%	0.00%	1.17%	0.64%	0.69%	0.56%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	141	1	1	0	1	0	2	1	2	1	5	0	3	1	6	1	3	1	0	0	0	0	3	5	2	14	5	5	5	7	5	2	2	5	2	4	2	4	1	8	6	7	10	8									
		0.89%	0.57%	0.71%	0.00%	0.69%	0.00%	0.67%	0.35%	0.99%	0.32%	2.16%	0.00%	1.41%	0.53%	1.36%	0.30%	0.63%	0.75%	0.00%	0.00%	0.00%	0.00%	1.31%	1.11%	0.66%	3.10%	1.37%	0.97%	1.28%	1.18%	0.83%	0.53%	0.43%	1.23%	0.63%	0.94%	1.04%	0.84%	0.16%	1.17%	0.88%	0.89%	2.31%	0.89%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	2	0	0	0	1	0	0	0	3									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.82%	0.33%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.25%	0.00%	0.47%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.33%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	249	0	1	3	2	1	3	0	0	4	1	1	0	0	5	5	1	0	1	3	4	0	3	4	11	7	8	13	14	11	16	11	6	7	3	7	2	7	1	13	17	17	5	31									
		1.58%	0.00%	0.71%	1.22%	1.38%	0.41%	1.00%	0.00%	0.00%	1.26%	0.43%	0.34%	0.00%	0.00%	1.13%	1.48%	0.21%	0.00%	0.72%	2.01%	1.37%	0.00%	1.31%	0.89%	3.62%	1.55%	2.19%	2.52%	3.59%	1.85%	2.66%	2.89%	1.29%	1.72%	0.95%	1.65%	1.04%	1.48%	0.16%	1.91%	2.49%	2.17%	1.15%	3.46%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2268	41	16	43	26	27	37	29	25	28	9	31	28	18	67	46	48	16	0	9	63	53	14	70	37	74	55	102	79	103	96	54	34	77	59	73	33	69	51	96	113	127	72	120									
		14.36%	23.56%	11.43%	17.48%	17.93%	11.02%	12.33%	10.18%	12.38%	8.83%	3.90%	10.44%	13.15%	9.57%	15.19%	13.65%	10.00%	12.03%	0.00%	6.04%	21.58%	28.34%	6.11%	15.56%	12.17%	16.37%	15.03%	19.77%	20.26%	17.31%	15.97%	14.21%	7.33%	18.87%	18.73%	17.22%	17.19%	14.56%	8.24%	14.08%	16.54%	16.22%	16.63%	13.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	88	0	0	1	0	0	2	0	1	0	0	0	0	1	3	4	2	1	13	4	0	0	1	2	1	2	7	4	1	3	4	3	0	1	0	4	0	3	4	4	2	2	5	3									
		0.56%	0.00%	0.00%	0.41%	0.00%	0.00%	0.67%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.53%	0.68%	1.19%	0.42%	0.75%	9.42%	2.68%	0.00%	0.00%	0.44%	0.44%	0.33%	0.44%	1.91%	0.78%	0.26%	0.50%	0.67%	0.79%	0.00%	0.25%	0.00%	0.94%	0.00%	0.63%	0.65%	0.59%	0.29%	0.26%	1.15%	0.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2866	12	10	16	23	43	27	12	17	25	15	40	15	8	107	24	62	8	13	16	57	10	30	102	73	125	97	120	81	160	162	74	62	78	69	87	33	102	59	156	171	183	67	215									
		18.14%	6.90%	7.14%	6.50%	15.86%	17.55%	9.00%	4.21%	8.42%	7.89%	6.49%	13.47%	7.04%	4.26%	24.26%	7.12%	12.92%	6.02%	9.42%	10.74%	19.52%	5.35%	13.10%	22.67%	24.01%	27.65%	26.50%	23.26%	20.77%	26.89%	26.96%	19.47%	13.36%	19.12%	21.90%	20.52%	17.19%	21.52%	9.53%	22.87%	25.04%	23.37%	15.47%	23.97%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
