Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Егорлыкская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	120	10	10	2	1	7	9	13	13	7	3	1	7	6	5	0	6	3	10	3	0	1	2	1	0									
		0.61%	0.74%	0.63%	0.18%	0.12%	0.81%	0.59%	3.47%	2.62%	0.53%	0.60%	0.17%	0.75%	1.88%	0.72%	0.00%	0.74%	0.57%	0.76%	0.24%	0.00%	0.19%	0.37%	0.21%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	376	16	30	20	2	14	22	9	28	20	14	14	27	8	22	5	13	5	36	32	0	3	2	20	14									
		1.93%	1.18%	1.90%	1.76%	0.24%	1.63%	1.44%	2.40%	5.65%	1.51%	2.82%	2.42%	2.88%	2.50%	3.16%	1.58%	1.61%	0.95%	2.73%	2.55%	0.00%	0.57%	0.37%	4.22%	3.84%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	181	13	19	8	3	7	16	8	3	11	2	4	5	6	12	4	15	8	10	4	0	6	4	10	3									
		0.93%	0.96%	1.20%	0.71%	0.36%	0.81%	1.05%	2.13%	0.60%	0.83%	0.40%	0.69%	0.53%	1.88%	1.72%	1.27%	1.86%	1.52%	0.76%	0.32%	0.00%	1.14%	0.75%	2.11%	0.82%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14158	782	1061	815	584	661	1203	197	235	939	379	424	778	242	476	254	589	274	965	1105	790	417	380	338	270									
		72.49%	57.67%	67.15%	71.87%	69.86%	76.77%	78.94%	52.53%	47.38%	70.81%	76.26%	73.36%	83.03%	75.63%	68.29%	80.38%	72.90%	52.09%	73.11%	88.05%	88.86%	79.28%	71.03%	71.31%	73.97%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	69	2	5	4	1	1	11	1	5	5	2	1	4	3	3	0	8	1	3	2	3	2	0	2	0									
		0.35%	0.15%	0.32%	0.35%	0.12%	0.12%	0.72%	0.27%	1.01%	0.38%	0.40%	0.17%	0.43%	0.94%	0.43%	0.00%	0.99%	0.19%	0.23%	0.16%	0.34%	0.38%	0.00%	0.42%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	2	3	0	0	0	0	0	1	1	0	0	0	0	2	2	3	0	0	0	0	0	3	0	2									
		0.10%	0.15%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.08%	0.00%	0.00%	0.00%	0.00%	0.29%	0.63%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.55%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1907	207	169	134	117	74	133	71	79	132	42	62	34	19	62	30	71	68	147	28	41	56	77	39	15									
		9.76%	15.27%	10.70%	11.82%	13.99%	8.59%	8.73%	18.93%	15.93%	9.95%	8.45%	10.73%	3.63%	5.94%	8.90%	9.49%	8.79%	12.93%	11.14%	2.23%	4.61%	10.65%	14.39%	8.23%	4.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	5	5	6	0	2	0	4	2	3	0	2	0	0	2	0	7	5	4	1	0	0	1	0	0									
		0.25%	0.37%	0.32%	0.53%	0.00%	0.23%	0.00%	1.07%	0.40%	0.23%	0.00%	0.35%	0.00%	0.00%	0.29%	0.00%	0.87%	0.95%	0.30%	0.08%	0.00%	0.00%	0.19%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	68	9	3	11	4	2	8	2	5	7	0	2	0	0	3	0	0	5	1	0	0	0	1	4	1									
		0.35%	0.66%	0.19%	0.97%	0.48%	0.23%	0.52%	0.53%	1.01%	0.53%	0.00%	0.35%	0.00%	0.00%	0.43%	0.00%	0.00%	0.95%	0.08%	0.00%	0.00%	0.00%	0.19%	0.84%	0.27%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	2	2	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	2	0	0	1	1	0									
		0.08%	0.15%	0.13%	0.09%	0.00%	0.00%	0.00%	0.27%	0.20%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.19%	0.08%	0.16%	0.00%	0.00%	0.19%	0.21%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	85	5	6	6	1	3	1	3	11	7	1	2	4	1	0	0	1	5	4	14	2	2	3	2	1									
		0.44%	0.37%	0.38%	0.53%	0.12%	0.35%	0.07%	0.80%	2.22%	0.53%	0.20%	0.35%	0.43%	0.31%	0.00%	0.00%	0.12%	0.95%	0.30%	1.12%	0.22%	0.38%	0.56%	0.42%	0.27%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1949	251	226	93	112	74	88	47	86	153	34	49	67	30	79	21	75	106	87	51	53	25	51	44	47									
		9.98%	18.51%	14.30%	8.20%	13.40%	8.59%	5.77%	12.53%	17.34%	11.54%	6.84%	8.48%	7.15%	9.38%	11.33%	6.65%	9.28%	20.15%	6.59%	4.06%	5.96%	4.75%	9.53%	9.28%	12.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	9	0	2	1	0	0	2	3	0	1	1	0	1	2	0	3	35	1	2	0	1	0	0	5									
		0.35%	0.66%	0.00%	0.18%	0.12%	0.00%	0.00%	0.53%	0.60%	0.00%	0.20%	0.17%	0.00%	0.31%	0.29%	0.00%	0.37%	6.65%	0.08%	0.16%	0.00%	0.19%	0.00%	0.00%	1.37%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	239	26	13	16	7	8	17	13	9	19	9	8	8	4	12	0	16	8	20	8	0	4	7	4	3									
		1.22%	1.92%	0.82%	1.41%	0.84%	0.93%	1.12%	3.47%	1.81%	1.43%	1.81%	1.38%	0.85%	1.25%	1.72%	0.00%	1.98%	1.52%	1.52%	0.64%	0.00%	0.76%	1.31%	0.84%	0.82%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
