17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	Богданов Андрей Владимирович	781	11	32	15	27	15	22	28	24	30	32	28	30	20	27	21	16	29	24	27	22	20	32	31	25	27	24	34	18	11	15	30	31	3					
		1.94%	1.90%	2.06%	2.06%	2.08%	1.25%	2.68%	2.20%	1.89%	2.34%	2.39%	2.37%	1.88%	1.75%	1.86%	2.08%	1.49%	2.31%	1.59%	1.96%	1.64%	1.59%	2.68%	2.19%	1.88%	2.08%	1.93%	2.38%	1.46%	1.36%	1.13%	1.44%	2.54%	1.80%					
19	Жириновский Владимир Вольфович	5192	89	243	66	138	130	66	103	143	163	151	127	193	128	210	154	141	154	244	151	140	171	148	138	172	139	146	138	145	140	187	568	145	21					
		12.89%	15.34%	15.63%	9.07%	10.64%	10.87%	8.05%	8.08%	11.26%	12.70%	11.29%	10.74%	12.09%	11.19%	14.50%	15.22%	13.13%	12.26%	16.16%	10.96%	10.44%	13.59%	12.41%	9.77%	12.96%	10.72%	11.76%	9.66%	11.73%	17.31%	14.08%	27.24%	11.88%	12.57%					
20	Зюганов Геннадий Андреевич	8512	80	262	194	327	288	185	347	269	255	298	264	374	236	311	179	247	295	303	311	322	306	272	372	278	300	318	327	241	149	250	48	269	35					
		21.13%	13.79%	16.85%	26.65%	25.21%	24.08%	22.56%	27.24%	21.18%	19.88%	22.29%	22.34%	23.43%	20.63%	21.48%	17.69%	22.99%	23.49%	20.07%	22.57%	24.01%	24.32%	22.80%	26.33%	20.95%	23.13%	25.62%	22.90%	19.50%	18.42%	18.83%	2.30%	22.03%	20.96%					
21	Медведев Дмитрий Анатольевич	25040	394	995	443	772	744	531	758	809	809	829	743	967	744	876	634	658	747	918	865	835	745	713	844	817	797	733	910	809	500	847	1399	749	106					
		62.16%	67.93%	63.99%	60.85%	59.52%	62.21%	64.76%	59.50%	63.70%	63.06%	62.00%	62.86%	60.59%	65.03%	60.50%	62.65%	61.27%	59.47%	60.79%	62.77%	62.27%	59.22%	59.77%	59.73%	61.57%	61.45%	59.07%	63.73%	65.45%	61.80%	63.78%	67.10%	61.34%	63.47%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
