Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Нефтекамская городская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507					
		0.87%	1.14%	0.85%	1.00%	1.03%	0.53%	0.90%	1.09%	1.27%	0.91%	0.85%	1.85%	1.65%	1.53%	1.30%	0.42%	0.74%	1.25%	0.76%	0.78%	0.71%	1.11%	0.67%	0.84%	0.63%	0.78%	0.63%	0.39%	0.45%	0.63%	0.63%	0.84%	0.00%	1.09%	0.97%	1.45%	0.72%	1.06%	1.77%	0.91%	0.96%	0.80%	1.25%	0.28%	0.95%	1.17%	0.53%	0.78%	0.57%	0.85%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12603	343	463	206	154	325	289	435	305	383	242	350	13	52	301	174	241	336	303	345	260	494	105	203	151	185	236	221	79	266	182	366	256	314	150	257	271	371	220	200	325	291	357	223	102	378	62	197	230	391					
		19.99%	26.12%	28.09%	15.92%	26.55%	19.10%	23.75%	23.76%	24.26%	23.21%	25.66%	26.92%	7.14%	19.92%	16.32%	8.20%	11.95%	26.25%	22.99%	24.35%	20.57%	28.89%	11.73%	14.22%	23.97%	14.41%	14.95%	17.39%	7.10%	20.88%	12.77%	23.74%	25.00%	21.35%	14.48%	23.30%	14.96%	27.96%	30.01%	22.83%	28.33%	29.07%	27.93%	12.56%	6.90%	21.07%	16.58%	15.37%	16.50%	25.51%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1435	27	53	12	29	52	30	60	40	37	30	33	2	6	149	30	25	32	19	31	13	44	14	29	30	19	6	8	14	36	36	19	15	28	20	36	25	32	15	10	32	24	35	10	13	46	4	47	38	40					
		2.28%	2.06%	3.22%	0.93%	5.00%	3.06%	2.47%	3.28%	3.18%	2.24%	3.18%	2.54%	1.10%	2.30%	8.08%	1.41%	1.24%	2.50%	1.44%	2.19%	1.03%	2.57%	1.56%	2.03%	4.76%	1.48%	0.38%	0.63%	1.26%	2.83%	2.53%	1.23%	1.46%	1.90%	1.93%	3.26%	1.38%	2.41%	2.05%	1.14%	2.79%	2.40%	2.74%	0.56%	0.88%	2.56%	1.07%	3.67%	2.73%	2.61%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	34345	609	665	868	240	959	586	782	539	835	374	569	128	150	981	1730	1472	544	749	641	662	660	680	767	250	815	1075	818	746	637	881	744	482	770	613	558	1209	554	309	437	467	425	500	1465	1126	803	236	753	845	637					
		54.49%	46.38%	40.35%	67.08%	41.38%	56.35%	48.15%	42.71%	42.88%	50.61%	39.66%	43.77%	70.33%	57.47%	53.20%	81.57%	72.98%	42.50%	56.83%	45.24%	52.37%	38.60%	75.98%	53.71%	39.68%	63.47%	68.08%	64.36%	67.09%	50.00%	61.82%	48.25%	47.07%	52.35%	59.17%	50.59%	66.76%	41.75%	42.16%	49.89%	40.71%	42.46%	39.12%	82.49%	76.13%	44.76%	63.10%	58.74%	60.62%	41.55%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	413	13	11	4	4	10	5	17	12	6	11	9	1	5	20	10	10	11	5	10	8	14	1	13	5	7	4	6	5	8	9	10	8	14	10	7	6	7	8	4	8	4	1	4	8	12	3	13	11	21					
		0.66%	0.99%	0.67%	0.31%	0.69%	0.59%	0.41%	0.93%	0.95%	0.36%	1.17%	0.69%	0.55%	1.92%	1.08%	0.47%	0.50%	0.86%	0.38%	0.71%	0.63%	0.82%	0.11%	0.91%	0.79%	0.55%	0.25%	0.47%	0.45%	0.63%	0.63%	0.65%	0.78%	0.95%	0.97%	0.63%	0.33%	0.53%	1.09%	0.46%	0.70%	0.40%	0.08%	0.23%	0.54%	0.67%	0.80%	1.01%	0.79%	1.37%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
