Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва															
Дата голосования: 07.12.2003 0:00:00															
															
Наименование Избирательной комиссии:    Абазинская городская															
															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)															
															
		Сумма	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71					
31	"14. ""Великая Россия - Евразийский Союз"""	14	6	0	2	0	1	0	2	3					
		0.20%	0.40%	0.0%	0.27%	0.0%	0.10%	0.0%	0.48%	0.29%					
32	"15. ""Партия СЛОН"""	4	1	1	0	0	0	1	1	0					
		0.05%	0.06%	0.10%	0.0%	0.0%	0.0%	0.21%	0.24%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	617	151	104	56	62	83	42	36	83					
		9.06%	10.30%	10.63%	7.61%	8.48%	8.32%	9.03%	8.67%	8.13%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	16	4	2	0	3	4	0	1	2					
		0.23%	0.27%	0.20%	0.0%	0.41%	0.40%	0.0%	0.24%	0.19%					
35	"18. ""ЛДПР"""	1027	215	129	114	112	143	52	66	196					
		15.08%	14.67%	13.19%	15.51%	15.32%	14.34%	11.18%	15.90%	19.21%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	80	11	11	9	10	13	5	6	15					
		1.17%	0.75%	1.12%	1.22%	1.36%	1.30%	1.07%	1.44%	1.47%					
37	"20. ""Политическая партия ""Единая Россия"""	1926	352	260	200	221	287	138	128	340					
		28.29%	24.02%	26.58%	27.21%	30.23%	28.78%	29.67%	30.84%	33.33%					
38	"21. ""Российская Конституционно-демократическая партия"""	10	1	1	0	0	0	3	1	4					
		0.14%	0.06%	0.10%	0.0%	0.0%	0.0%	0.64%	0.24%	0.39%					
39	"22. ""Развитие предпринимательства"""	23	2	2	4	7	8	0	0	0					
		0.33%	0.13%	0.20%	0.54%	0.95%	0.80%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1549	380	199	174	155	239	107	102	193					
		22.75%	25.93%	20.34%	23.67%	21.20%	23.97%	23.01%	24.57%	18.92%					
															
41	Против всех	315	57	59	38	29	51	25	15	41					
		4.62%	3.89%	6.03%	5.17%	3.96%	5.11%	5.37%	3.61%	4.01%					
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
