Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																						
Дата голосования: 18.09.2016																						
																						
Наименование Избирательной комиссии:    Лескенская																						
																						
Сводная таблица итогов голосования по федеральному избирательному округу																						
																						
		Сумма	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78									
		0.65%	0.49%	0.36%	0.47%	0.87%	0.24%	0.90%	0.77%	0.76%	2.06%	0.41%	0.92%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	1	0	0	0	0	0	0	1	1	0	0									
		0.02%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.16%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	23	1	4	2	1	2	1	3	2	3	2	2									
		0.14%	0.04%	0.16%	0.13%	0.22%	0.48%	0.90%	0.14%	0.10%	0.47%	0.09%	0.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	2	0	1	0	0	0	0	0	0	0	0	1									
		0.01%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	33	4	3	3	2	1	2	4	3	2	4	5									
		0.20%	0.16%	0.12%	0.20%	0.44%	0.24%	1.80%	0.18%	0.15%	0.32%	0.18%	0.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	1	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5	1	1	0	0	0	0	0	1	0	1	1									
		0.03%	0.04%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.05%	0.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3085	543	620	134	67	77	4	493	387	93	319	348									
		18.41%	21.95%	24.75%	9.01%	14.63%	18.47%	3.60%	22.27%	19.61%	14.72%	14.43%	15.30%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	2	2	1	0	0	0	1	2	1	1	2									
		0.07%	0.08%	0.08%	0.07%	0.00%	0.00%	0.00%	0.05%	0.10%	0.16%	0.05%	0.09%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	324	34	32	17	12	21	5	48	27	56	39	33									
		1.93%	1.37%	1.28%	1.14%	2.62%	5.04%	4.50%	2.17%	1.37%	8.86%	1.76%	1.45%									
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
