Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Рыльская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	290	10	15	15	10	15	15	10	10	10	15	3	3	3	2	3	3	10	6	4	3	10	6	4	6	8	8	2	5	10	4	2	3	3	5	3	3	3	3	3	3	3	4	3	8	4	3	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	118	6	13	7	5	6	10	0	4	8	8	0	2	0	0	0	1	2	2	2	1	7	1	3	1	2	2	0	0	9	3	0	0	1	2	1	1	1	0	0	1	0	0	0	5	1	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	94	6	8	12	9	12	5	2	1	0	5	0	1	0	0	0	0	1	0	1	0	14	1	1	0	2	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	5	0									
14	Число погашенных неиспользованных открепительных удостоверений	172	4	2	8	5	9	5	10	6	2	7	3	1	3	2	3	2	8	4	2	2	3	5	1	5	6	6	2	5	1	1	2	3	2	3	2	2	2	3	3	2	3	4	3	3	3	3	3	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	70	5	4	9	5	7	3	1	1	3	3	0	0	0	6	0	0	5	0	0	2	2	0	0	0	1	4	0	1	0	0	0	0	1	1	1	2	0	0	0	1	0	1	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	153	7	8	7	5	10	15	5	1	2	13	2	0	2	0	1	1	5	3	1	2	11	3	2	1	3	4	2	5	5	1	0	2	1	0	1	3	4	2	1	0	0	1	3	4	2	0	0	2									
		1.14%	1.47%	1.12%	1.02%	1.03%	1.14%	2.28%	1.11%	0.26%	0.54%	1.74%	2.56%	0.00%	1.49%	0.00%	1.02%	1.12%	0.93%	1.18%	0.45%	1.01%	1.45%	1.15%	1.16%	0.76%	0.96%	1.40%	2.35%	1.89%	0.97%	0.56%	0.00%	2.30%	1.00%	0.00%	0.83%	1.56%	2.96%	1.27%	0.69%	0.00%	0.00%	0.62%	2.40%	1.07%	0.98%	0.00%	0.00%	1.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	649	23	37	41	16	45	28	22	21	18	39	1	5	4	1	3	1	22	8	11	19	40	8	7	11	23	10	2	20	23	14	6	2	5	6	6	5	6	10	5	9	10	14	14	12	10	2	1	3									
		4.85%	4.83%	5.17%	5.96%	3.29%	5.14%	4.25%	4.87%	5.44%	4.88%	5.21%	1.28%	4.20%	2.99%	1.69%	3.06%	1.12%	4.11%	3.14%	4.91%	9.60%	5.28%	3.08%	4.05%	8.40%	7.35%	3.50%	2.35%	7.55%	4.44%	7.91%	8.45%	2.30%	5.00%	3.70%	5.00%	2.60%	4.44%	6.33%	3.47%	5.36%	7.58%	8.70%	11.20%	3.21%	4.90%	2.08%	0.60%	1.64%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	190	9	11	14	10	9	13	9	7	4	12	1	3	4	0	1	0	14	1	7	1	13	1	3	0	5	2	0	3	9	0	0	4	0	0	1	0	0	1	0	2	0	1	2	4	3	1	4	1									
		1.42%	1.89%	1.54%	2.03%	2.06%	1.03%	1.97%	1.99%	1.81%	1.08%	1.60%	1.28%	2.52%	2.99%	0.00%	1.02%	0.00%	2.62%	0.39%	3.13%	0.51%	1.72%	0.38%	1.73%	0.00%	1.60%	0.70%	0.00%	1.13%	1.74%	0.00%	0.00%	4.60%	0.00%	0.00%	0.83%	0.00%	0.00%	0.63%	0.00%	1.19%	0.00%	0.62%	1.60%	1.07%	1.47%	1.04%	2.40%	0.55%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6935	213	295	279	217	345	288	189	157	160	316	58	77	81	53	78	72	278	144	110	105	337	160	127	51	183	171	64	136	288	98	36	41	51	84	71	141	86	117	100	117	77	72	46	228	165	77	147	149									
		51.79%	44.75%	41.26%	40.55%	44.65%	39.38%	43.70%	41.81%	40.67%	43.36%	42.19%	74.36%	64.71%	60.45%	89.83%	79.59%	80.90%	51.96%	56.47%	49.11%	53.03%	44.46%	61.54%	73.41%	38.93%	58.47%	59.79%	75.29%	51.32%	55.60%	55.37%	50.70%	47.13%	51.00%	51.85%	59.17%	73.44%	63.70%	74.05%	69.44%	69.64%	58.33%	44.72%	36.80%	60.96%	80.88%	80.21%	88.02%	81.42%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	92	4	7	3	4	7	7	4	5	3	8	0	0	1	0	0	0	3	0	1	0	5	2	1	0	3	3	0	3	6	0	0	0	1	4	0	0	0	1	0	2	0	1	1	0	0	0	1	1									
		0.69%	0.84%	0.98%	0.44%	0.82%	0.80%	1.06%	0.88%	1.30%	0.81%	1.07%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.56%	0.00%	0.45%	0.00%	0.66%	0.77%	0.58%	0.00%	0.96%	1.05%	0.00%	1.13%	1.16%	0.00%	0.00%	0.00%	1.00%	2.47%	0.00%	0.00%	0.00%	0.63%	0.00%	1.19%	0.00%	0.62%	0.80%	0.00%	0.00%	0.00%	0.60%	0.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	1	2	3	2	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0									
		0.18%	0.21%	0.28%	0.44%	0.41%	0.11%	0.15%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.75%	1.69%	0.00%	0.00%	0.19%	0.00%	0.00%	0.51%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.39%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.60%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1986	73	128	104	77	143	112	85	72	69	138	9	17	22	1	5	11	91	43	31	30	130	25	7	7	40	46	11	28	70	25	12	6	6	26	16	12	13	18	22	15	20	35	20	66	16	9	11	13									
		14.83%	15.34%	17.90%	15.12%	15.84%	16.32%	16.99%	18.81%	18.65%	18.70%	18.42%	11.54%	14.29%	16.42%	1.69%	5.10%	12.36%	17.01%	16.86%	13.84%	15.15%	17.15%	9.62%	4.05%	5.34%	12.78%	16.08%	12.94%	10.57%	13.51%	14.12%	16.90%	6.90%	6.00%	16.05%	13.33%	6.25%	9.63%	11.39%	15.28%	8.93%	15.15%	21.74%	16.00%	17.65%	7.84%	9.38%	6.59%	7.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	54	3	5	6	4	7	2	0	2	0	5	0	0	1	0	0	0	2	1	0	0	3	1	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0									
		0.40%	0.63%	0.70%	0.87%	0.82%	0.80%	0.30%	0.00%	0.52%	0.00%	0.67%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.37%	0.39%	0.00%	0.00%	0.40%	0.38%	0.58%	0.00%	0.32%	0.35%	0.00%	0.38%	0.19%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.69%	0.00%	0.00%	0.62%	0.80%	0.27%	0.00%	0.00%	0.60%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	80	3	4	3	7	3	4	3	2	2	12	1	2	0	0	0	0	4	1	1	0	11	0	1	0	3	2	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	2	3	0	0	0	0	0									
		0.60%	0.63%	0.56%	0.44%	1.44%	0.34%	0.61%	0.66%	0.52%	0.54%	1.60%	1.28%	1.68%	0.00%	0.00%	0.00%	0.00%	0.75%	0.39%	0.45%	0.00%	1.45%	0.00%	0.58%	0.00%	0.96%	0.70%	0.00%	0.38%	0.19%	0.00%	0.00%	0.00%	0.00%	0.62%	0.83%	0.00%	0.74%	0.00%	0.00%	0.60%	0.00%	1.24%	2.40%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	1.69%	0.00%	0.00%	0.00%	0.39%	0.45%	0.00%	0.26%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	98	8	1	18	10	9	4	3	3	1	2	0	1	0	0	1	0	3	2	5	0	8	1	1	0	3	0	1	0	3	0	0	1	0	0	1	0	1	0	2	1	1	0	0	2	1	0	0	0									
		0.73%	1.68%	0.14%	2.62%	2.06%	1.03%	0.61%	0.66%	0.78%	0.27%	0.27%	0.00%	0.84%	0.00%	0.00%	1.02%	0.00%	0.56%	0.78%	2.23%	0.00%	1.06%	0.38%	0.58%	0.00%	0.96%	0.00%	1.18%	0.00%	0.58%	0.00%	0.00%	1.15%	0.00%	0.00%	0.83%	0.00%	0.74%	0.00%	1.39%	0.60%	0.76%	0.00%	0.00%	0.53%	0.49%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2069	72	168	122	88	147	119	85	92	81	126	6	14	14	2	4	2	76	31	40	26	123	43	18	28	40	37	5	50	65	32	13	22	27	32	17	25	16	7	6	19	22	25	28	32	5	4	1	12									
		15.45%	15.13%	23.50%	17.73%	18.11%	16.78%	18.06%	18.81%	23.83%	21.95%	16.82%	7.69%	11.76%	10.45%	3.39%	4.08%	2.25%	14.21%	12.16%	17.86%	13.13%	16.23%	16.54%	10.40%	21.37%	12.78%	12.94%	5.88%	18.87%	12.55%	18.08%	18.31%	25.29%	27.00%	19.75%	14.17%	13.02%	11.85%	4.43%	4.17%	11.31%	16.67%	15.53%	22.40%	8.56%	2.45%	4.17%	0.60%	6.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	273	28	21	33	15	43	19	16	12	8	25	0	0	1	0	0	1	4	1	4	2	6	0	1	1	1	2	0	0	8	1	1	2	2	2	1	1	0	0	2	1	0	0	0	4	1	1	1	1									
		2.04%	5.88%	2.94%	4.80%	3.09%	4.91%	2.88%	3.54%	3.11%	2.17%	3.34%	0.00%	0.00%	0.75%	0.00%	0.00%	1.12%	0.75%	0.39%	1.79%	1.01%	0.79%	0.00%	0.58%	0.76%	0.32%	0.70%	0.00%	0.00%	1.54%	0.56%	1.41%	2.30%	2.00%	1.23%	0.83%	0.52%	0.00%	0.00%	1.39%	0.60%	0.00%	0.00%	0.00%	1.07%	0.49%	1.04%	0.60%	0.55%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	351	21	19	26	12	30	20	18	8	8	25	0	0	0	0	2	1	24	11	5	4	49	8	0	0	5	2	0	6	16	0	1	3	0	4	1	2	3	1	2	0	0	1	2	10	1	0	0	0									
		2.62%	4.41%	2.66%	3.78%	2.47%	3.42%	3.03%	3.98%	2.07%	2.17%	3.34%	0.00%	0.00%	0.00%	0.00%	2.04%	1.12%	4.49%	4.31%	2.23%	2.02%	6.46%	3.08%	0.00%	0.00%	1.60%	0.70%	0.00%	2.26%	3.09%	0.00%	1.41%	3.45%	0.00%	2.47%	0.83%	1.04%	2.22%	0.63%	1.39%	0.00%	0.00%	0.62%	1.60%	2.67%	0.49%	0.00%	0.00%	0.00%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
