Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Ростовская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	825	33	33	33	25	25	25	33	25	33	33	33	33	6	17	5	12	5	5	5	20	5	5	5	5	25	14	5	5	29	39	5	2	9	5	5	10	16	6	8	26	25	32	5	20	7	33	10	5	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	652	25	13	20	9	12	25	33	12	24	31	20	25	2	17	5	12	0	5	5	20	0	5	0	0	25	14	5	2	29	39	5	2	9	5	5	10	16	6	8	26	20	23	5	20	7	33	4	5	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	540	27	9	12	11	16	17	47	16	17	20	24	19	1	4	3	9	3	9	1	7	1	8	2	7	8	6	5	7	30	24	1	2	3	3	4	6	12	4	11	22	23	16	9	9	2	17	5	5	16					
14	Число погашенных неиспользованных открепительных удостоверений	173	8	20	13	16	13	0	0	13	9	2	13	8	4	0	0	0	5	0	0	0	5	0	5	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	6	0	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	1.Политическая партия «Аграрная партия России»	1202	44	42	46	22	25	27	48	23	47	54	48	44	2	9	2	61	7	17	4	19	3	4	3	3	5	10	0	19	38	47	3	21	19	15	8	25	21	24	4	45	58	34	3	21	14	54	26	28	56					
		3.66%	3.04%	3.26%	3.23%	2.62%	3.21%	3.21%	3.38%	3.54%	3.14%	3.52%	3.08%	3.04%	0.73%	3.15%	1.36%	14.52%	9.33%	6.44%	1.34%	2.49%	2.31%	2.20%	2.26%	3.00%	1.75%	6.90%	0.00%	5.64%	3.19%	3.52%	1.39%	8.94%	3.85%	5.70%	4.57%	5.01%	4.02%	5.73%	2.86%	4.73%	3.83%	2.50%	0.99%	2.61%	7.57%	3.55%	5.16%	9.49%	4.32%					
19	2.Всероссийская политическая партия «Гражданская Сила»	242	19	9	15	3	6	4	12	13	17	5	14	14	1	2	1	0	0	3	3	3	0	0	0	1	1	0	0	1	9	9	0	0	0	3	0	4	1	2	0	5	19	15	1	6	2	11	4	1	3					
		0.74%	1.31%	0.70%	1.05%	0.36%	0.77%	0.48%	0.84%	2.00%	1.14%	0.33%	0.90%	0.97%	0.37%	0.70%	0.68%	0.00%	0.00%	1.14%	1.01%	0.39%	0.00%	0.00%	0.00%	1.00%	0.35%	0.00%	0.00%	0.30%	0.75%	0.67%	0.00%	0.00%	0.00%	1.14%	0.00%	0.80%	0.19%	0.48%	0.00%	0.53%	1.26%	1.10%	0.33%	0.74%	1.08%	0.72%	0.79%	0.34%	0.23%					
20	3.Политическая партия «Демократическая партия России»	21	2	1	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	1	1	1					
		0.06%	0.14%	0.08%	0.07%	0.12%	0.00%	0.00%	0.07%	0.15%	0.07%	0.07%	0.00%	0.00%	0.37%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.24%	0.00%	0.11%	0.07%	0.07%	0.00%	0.12%	0.00%	0.00%	0.20%	0.34%	0.08%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3607	188	160	202	90	74	87	181	73	158	243	210	190	20	9	9	14	4	12	16	56	15	25	14	4	48	8	2	29	111	144	13	31	31	24	17	40	33	37	5	87	161	134	9	140	24	284	43	12	86					
		10.97%	13.01%	12.40%	14.18%	10.70%	9.49%	10.36%	12.73%	11.23%	10.56%	15.85%	13.46%	13.14%	7.33%	3.15%	6.12%	3.33%	5.33%	4.55%	5.37%	7.33%	11.54%	13.74%	10.53%	4.00%	16.84%	5.52%	2.30%	8.61%	9.30%	10.79%	6.02%	13.19%	6.29%	9.13%	9.71%	8.02%	6.32%	8.83%	3.57%	9.14%	10.64%	9.87%	2.97%	17.37%	12.97%	18.67%	8.53%	4.07%	6.64%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	143	11	13	6	1	4	3	13	1	6	14	7	10	0	1	1	1	0	0	2	3	0	2	0	0	0	0	0	1	1	4	0	0	1	0	0	2	2	0	0	2	8	9	0	2	1	1	4	0	6					
		0.43%	0.76%	1.01%	0.42%	0.12%	0.51%	0.36%	0.91%	0.15%	0.40%	0.91%	0.45%	0.69%	0.00%	0.35%	0.68%	0.24%	0.00%	0.00%	0.67%	0.39%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.08%	0.30%	0.00%	0.00%	0.20%	0.00%	0.00%	0.40%	0.38%	0.00%	0.00%	0.21%	0.53%	0.66%	0.00%	0.25%	0.54%	0.07%	0.79%	0.00%	0.46%					
23	6.Политическая партия «Партия социальной справедливости»	77	3	6	2	3	2	2	4	0	2	4	2	5	1	2	1	0	0	0	0	3	0	1	1	1	1	0	0	0	3	3	0	0	2	0	0	0	1	1	0	2	7	4	0	1	0	6	1	0	0					
		0.23%	0.21%	0.47%	0.14%	0.36%	0.26%	0.24%	0.28%	0.00%	0.13%	0.26%	0.13%	0.35%	0.37%	0.70%	0.68%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.55%	0.75%	1.00%	0.35%	0.00%	0.00%	0.00%	0.25%	0.22%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.19%	0.24%	0.00%	0.21%	0.46%	0.29%	0.00%	0.12%	0.00%	0.39%	0.20%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4089	243	232	210	120	88	115	165	77	163	173	185	192	46	49	14	51	3	30	35	154	11	15	19	6	19	12	4	31	185	160	21	29	65	26	16	47	43	38	14	162	161	156	16	85	16	202	60	17	108					
		12.44%	16.82%	17.98%	14.74%	14.27%	11.28%	13.69%	11.60%	11.85%	10.90%	11.29%	11.86%	13.28%	16.85%	17.13%	9.52%	12.14%	4.00%	11.36%	11.74%	20.16%	8.46%	8.24%	14.29%	6.00%	6.67%	8.28%	4.60%	9.20%	15.51%	11.99%	9.72%	12.34%	13.18%	9.89%	9.14%	9.42%	8.24%	9.07%	10.00%	17.02%	10.64%	11.49%	5.28%	10.55%	8.65%	13.28%	11.90%	5.76%	8.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3394	182	168	183	67	87	105	119	50	149	195	255	183	16	21	13	15	8	34	42	66	13	13	9	7	33	7	1	50	169	132	3	14	41	18	9	45	51	30	9	71	169	140	15	61	22	128	31	53	92					
		10.32%	12.60%	13.02%	12.84%	7.97%	11.15%	12.50%	8.37%	7.69%	9.96%	12.72%	16.35%	12.66%	5.86%	7.34%	8.84%	3.57%	10.67%	12.88%	14.09%	8.64%	10.00%	7.14%	6.77%	7.00%	11.58%	4.83%	1.15%	14.84%	14.17%	9.90%	1.39%	5.96%	8.32%	6.84%	5.14%	9.02%	9.77%	7.16%	6.43%	7.46%	11.17%	10.31%	4.95%	7.57%	11.89%	8.42%	6.15%	17.97%	7.10%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	167	8	10	13	4	2	3	7	3	10	7	10	11	0	0	2	0	2	0	0	4	0	0	1	3	3	1	0	1	6	3	0	0	1	1	1	5	1	1	1	6	11	7	1	4	2	7	2	1	1					
		0.51%	0.55%	0.78%	0.91%	0.48%	0.26%	0.36%	0.49%	0.46%	0.67%	0.46%	0.64%	0.76%	0.00%	0.00%	1.36%	0.00%	2.67%	0.00%	0.00%	0.52%	0.00%	0.00%	0.75%	3.00%	1.05%	0.69%	0.00%	0.30%	0.50%	0.22%	0.00%	0.00%	0.20%	0.38%	0.57%	1.00%	0.19%	0.24%	0.71%	0.63%	0.73%	0.52%	0.33%	0.50%	1.08%	0.46%	0.40%	0.34%	0.08%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19278	718	618	712	519	473	475	824	392	910	798	793	759	185	191	103	274	51	166	191	435	86	119	83	75	172	107	80	203	656	799	172	133	332	172	123	319	360	281	107	553	875	818	258	475	101	795	329	182	926					
		58.64%	49.69%	47.91%	49.96%	61.71%	60.64%	56.55%	57.95%	60.31%	60.83%	52.05%	50.83%	52.49%	67.77%	66.78%	70.07%	65.24%	68.00%	62.88%	64.09%	56.94%	66.15%	65.38%	62.41%	75.00%	60.35%	73.79%	91.95%	60.24%	54.99%	59.90%	79.63%	56.60%	67.34%	65.40%	70.29%	63.93%	68.97%	67.06%	76.43%	58.09%	57.83%	60.24%	85.15%	58.93%	54.59%	52.27%	65.28%	61.69%	71.45%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	390	22	20	14	5	14	10	31	14	17	24	22	20	1	2	0	0	0	0	1	11	1	3	1	0	2	0	0	0	10	19	2	3	0	0	0	8	6	1	0	10	25	30	0	6	2	21	1	0	11					
		1.19%	1.52%	1.55%	0.98%	0.59%	1.79%	1.19%	2.18%	2.15%	1.14%	1.57%	1.41%	1.38%	0.37%	0.70%	0.00%	0.00%	0.00%	0.00%	0.34%	1.44%	0.77%	1.65%	0.75%	0.00%	0.70%	0.00%	0.00%	0.00%	0.84%	1.42%	0.93%	1.28%	0.00%	0.00%	0.00%	1.60%	1.15%	0.24%	0.00%	1.05%	1.65%	2.21%	0.00%	0.74%	1.08%	1.38%	0.20%	0.00%	0.85%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
