Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Краснокамская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	240	9	4	2	2	11	14	8	3	6	1	10	9	10	2	21	10	8	7	7	3	2	9	6	5	4	7	3	2	4	5	3	4	11	1	2	4	9	2	0	4	6									
14	Число погашенных неиспользованных открепительных удостоверений	1310	22	30	23	19	48	50	33	41	47	15	21	48	43	36	40	31	43	51	36	41	30	47	53	37	25	13	33	51	54	12	34	6	9	5	30	35	52	13	15	34	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	55	1	2	5	0	2	4	2	6	1	3	1	1	1	3	3	4	2	3	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	1	1	1	0	2	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	269	3	6	3	3	12	11	9	15	10	0	8	8	14	18	10	8	6	6	15	3	7	9	6	3	6	1	5	7	5	4	6	3	1	1	4	10	8	6	4	5	0									
		1.29%	1.22%	1.76%	0.79%	0.91%	1.48%	1.08%	1.17%	1.67%	1.35%	0.00%	1.99%	0.92%	1.95%	2.19%	1.49%	1.44%	0.99%	0.83%	2.75%	0.50%	1.06%	1.13%	1.04%	0.61%	1.72%	0.94%	1.14%	0.86%	0.91%	2.44%	1.33%	1.90%	0.92%	1.79%	1.31%	1.20%	0.97%	3.97%	3.31%	0.99%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	904	15	11	19	15	35	43	25	37	24	15	15	41	33	36	31	26	18	28	29	16	24	45	27	24	7	7	13	38	13	7	16	5	7	3	7	54	57	8	4	21	5									
		4.33%	6.10%	3.24%	4.97%	4.57%	4.32%	4.21%	3.26%	4.12%	3.24%	4.70%	3.72%	4.71%	4.60%	4.38%	4.63%	4.68%	2.97%	3.88%	5.32%	2.67%	3.62%	5.65%	4.69%	4.91%	2.01%	6.60%	2.95%	4.69%	2.37%	4.27%	3.55%	3.16%	6.42%	5.36%	2.29%	6.47%	6.92%	5.30%	3.31%	4.18%	9.26%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	386	2	9	7	10	7	21	18	23	14	7	7	13	13	19	11	7	12	15	9	14	13	17	15	10	7	2	3	11	7	0	7	3	7	1	5	15	10	5	1	9	0									
		1.85%	0.81%	2.65%	1.83%	3.05%	0.86%	2.06%	2.34%	2.56%	1.89%	2.19%	1.74%	1.49%	1.81%	2.31%	1.64%	1.26%	1.98%	2.08%	1.65%	2.33%	1.96%	2.14%	2.60%	2.04%	2.01%	1.89%	0.68%	1.36%	1.28%	0.00%	1.55%	1.90%	6.42%	1.79%	1.63%	1.80%	1.21%	3.31%	0.83%	1.79%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7231	92	110	112	112	290	319	288	333	234	118	130	276	247	255	219	179	188	248	163	202	220	285	207	175	127	45	185	323	256	69	194	76	48	30	141	181	183	56	41	250	24									
		34.64%	37.40%	32.35%	29.32%	34.15%	35.80%	31.24%	37.50%	37.04%	31.58%	36.99%	32.26%	31.72%	34.40%	31.02%	32.74%	32.25%	31.02%	34.35%	29.91%	33.67%	33.18%	35.80%	35.94%	35.79%	36.39%	42.45%	42.05%	39.88%	46.63%	42.07%	43.02%	48.10%	44.04%	53.57%	46.08%	21.68%	22.21%	37.09%	33.88%	49.80%	44.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	98	1	0	1	1	6	6	3	4	4	3	2	6	4	10	1	1	3	2	0	4	2	3	3	4	2	2	3	1	0	0	3	1	0	0	1	6	3	0	2	0	0									
		0.47%	0.41%	0.00%	0.26%	0.30%	0.74%	0.59%	0.39%	0.44%	0.54%	0.94%	0.50%	0.69%	0.56%	1.22%	0.15%	0.18%	0.50%	0.28%	0.00%	0.67%	0.30%	0.38%	0.52%	0.82%	0.57%	1.89%	0.68%	0.12%	0.00%	0.00%	0.67%	0.63%	0.00%	0.00%	0.33%	0.72%	0.36%	0.00%	1.65%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	36	1	0	0	0	1	1	2	0	2	1	0	3	1	1	2	2	2	0	0	0	2	1	2	1	1	0	0	2	0	0	0	1	0	2	1	0	1	0	0	1	2									
		0.17%	0.41%	0.00%	0.00%	0.00%	0.12%	0.10%	0.26%	0.00%	0.27%	0.31%	0.00%	0.34%	0.14%	0.12%	0.30%	0.36%	0.33%	0.00%	0.00%	0.00%	0.30%	0.13%	0.35%	0.20%	0.29%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.63%	0.00%	3.57%	0.33%	0.00%	0.12%	0.00%	0.00%	0.20%	3.70%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2733	29	56	64	42	113	137	100	118	107	43	59	109	85	113	62	74	88	84	80	79	92	84	103	84	48	17	71	92	75	38	70	13	19	5	47	81	73	14	16	38	11									
		13.09%	11.79%	16.47%	16.75%	12.80%	13.95%	13.42%	13.02%	13.13%	14.44%	13.48%	14.64%	12.53%	11.84%	13.75%	9.27%	13.33%	14.52%	11.63%	14.68%	13.17%	13.88%	10.55%	17.88%	17.18%	13.75%	16.04%	16.14%	11.36%	13.66%	23.17%	15.52%	8.23%	17.43%	8.93%	15.36%	9.70%	8.86%	9.27%	13.22%	7.57%	20.37%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	135	1	2	2	2	8	11	7	6	5	1	2	6	10	9	6	9	3	1	7	3	6	1	3	0	2	0	0	4	4	0	1	0	2	0	1	7	1	0	0	2	0									
		0.65%	0.41%	0.59%	0.52%	0.61%	0.99%	1.08%	0.91%	0.67%	0.67%	0.31%	0.50%	0.69%	1.39%	1.09%	0.90%	1.62%	0.50%	0.14%	1.28%	0.50%	0.90%	0.13%	0.52%	0.00%	0.57%	0.00%	0.00%	0.49%	0.73%	0.00%	0.22%	0.00%	1.83%	0.00%	0.33%	0.84%	0.12%	0.00%	0.00%	0.40%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	259	2	2	5	4	6	15	15	8	14	2	5	10	15	19	10	7	6	10	3	7	12	15	6	6	10	0	6	4	3	1	4	0	0	0	1	13	7	1	1	4	0									
		1.24%	0.81%	0.59%	1.31%	1.22%	0.74%	1.47%	1.95%	0.89%	1.89%	0.63%	1.24%	1.15%	2.09%	2.31%	1.49%	1.26%	0.99%	1.39%	0.55%	1.17%	1.81%	1.88%	1.04%	1.23%	2.87%	0.00%	1.36%	0.49%	0.55%	0.61%	0.89%	0.00%	0.00%	0.00%	0.33%	1.56%	0.85%	0.66%	0.83%	0.80%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	29	0	0	0	0	1	1	1	1	0	0	0	1	1	3	2	0	2	2	0	1	0	0	1	0	1	0	2	1	3	0	0	1	1	0	1	0	2	0	0	0	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.12%	0.10%	0.13%	0.11%	0.00%	0.00%	0.00%	0.11%	0.14%	0.36%	0.30%	0.00%	0.33%	0.28%	0.00%	0.17%	0.00%	0.00%	0.17%	0.00%	0.29%	0.00%	0.45%	0.12%	0.55%	0.00%	0.00%	0.63%	0.92%	0.00%	0.33%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	858	6	15	25	20	30	57	34	45	38	7	12	41	29	33	29	25	61	25	12	23	17	29	14	17	19	1	18	32	12	8	22	5	4	1	26	19	20	6	6	10	5									
		4.11%	2.44%	4.41%	6.54%	6.10%	3.70%	5.58%	4.43%	5.01%	5.13%	2.19%	2.98%	4.71%	4.04%	4.01%	4.33%	4.50%	10.07%	3.46%	2.20%	3.83%	2.56%	3.64%	2.43%	3.48%	5.44%	0.94%	4.09%	3.95%	2.19%	4.88%	4.88%	3.16%	3.67%	1.79%	8.50%	2.28%	2.43%	3.97%	4.96%	1.99%	9.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5227	63	90	90	82	194	261	140	184	188	84	103	213	176	208	181	139	127	179	134	161	173	187	122	116	80	20	92	205	111	17	83	30	16	13	47	355	382	34	24	117	6									
		25.04%	25.61%	26.47%	23.56%	25.00%	23.95%	25.56%	18.23%	20.47%	25.37%	26.33%	25.56%	24.48%	24.51%	25.30%	27.06%	25.05%	20.96%	24.79%	24.59%	26.83%	26.09%	23.49%	21.18%	23.72%	22.92%	18.87%	20.91%	25.31%	20.22%	10.37%	18.40%	18.99%	14.68%	23.21%	15.36%	42.51%	46.36%	22.52%	19.83%	23.31%	11.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	2	0	1	1	4	0	1	4	2	0	4	0	3	2	0	1	0	0	1	1	2	1	0	1	3	1	0	3	1	1	2	1	1	0	3	2	4	0	1	2	0									
		0.27%	0.81%	0.00%	0.26%	0.30%	0.49%	0.00%	0.13%	0.44%	0.27%	0.00%	0.99%	0.00%	0.42%	0.24%	0.00%	0.18%	0.00%	0.00%	0.18%	0.17%	0.30%	0.13%	0.00%	0.20%	0.86%	0.94%	0.00%	0.37%	0.18%	0.61%	0.44%	0.63%	0.92%	0.00%	0.98%	0.24%	0.49%	0.00%	0.83%	0.40%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1863	21	23	37	29	87	91	76	82	84	23	39	91	66	73	72	58	56	92	66	73	72	90	53	31	22	7	20	64	31	12	27	14	3	0	15	65	53	11	15	18	1									
		8.93%	8.54%	6.76%	9.69%	8.84%	10.74%	8.91%	9.90%	9.12%	11.34%	7.21%	9.68%	10.46%	9.19%	8.88%	10.76%	10.45%	9.24%	12.74%	12.11%	12.17%	10.86%	11.31%	9.20%	6.34%	6.30%	6.60%	4.55%	7.90%	5.65%	7.32%	5.99%	8.86%	2.75%	0.00%	4.90%	7.78%	6.43%	7.28%	12.40%	3.59%	1.85%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
