Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
"Наименование Избирательной комиссии:    Орск, Октябрьская"																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	304	7	6	8	5	10	18	2	4	10	5	9	14	11	10	5	8	5	10	5	24	3	10	8	7	1	1	14	3	6	17	4	11	8	8	4	22	0	1									
		1.34%	0.99%	0.89%	1.17%	0.76%	1.52%	2.05%	0.28%	0.61%	1.48%	0.84%	1.44%	3.19%	1.36%	1.77%	1.19%	1.35%	1.04%	1.82%	0.99%	3.98%	0.85%	1.54%	1.08%	1.34%	0.26%	0.19%	1.83%	0.79%	1.63%	2.29%	0.70%	1.17%	1.08%	1.14%	0.50%	2.78%	0.00%	0.71%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	1	0	0	0	0	1	0	1	0	0	3	0	0	0	0	2	2	0	0	1	1	0	2	0	0	2	0	1	0	0	3	3	1	1	1	0	0	0									
		0.11%	0.14%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.15%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.34%	0.41%	0.00%	0.00%	0.17%	0.28%	0.00%	0.27%	0.00%	0.00%	0.38%	0.00%	0.26%	0.00%	0.00%	0.53%	0.32%	0.13%	0.14%	0.12%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	464	17	11	11	15	9	21	8	14	18	8	15	3	26	10	13	6	7	15	17	21	4	13	10	15	2	10	15	6	12	16	12	19	15	19	13	16	0	2									
		2.04%	2.40%	1.63%	1.61%	2.29%	1.37%	2.39%	1.11%	2.13%	2.66%	1.35%	2.41%	0.68%	3.21%	1.77%	3.10%	1.02%	1.45%	2.74%	3.37%	3.48%	1.13%	1.99%	1.35%	2.87%	0.52%	1.92%	1.97%	1.58%	3.26%	2.15%	2.11%	2.01%	2.02%	2.71%	1.62%	2.02%	0.00%	1.43%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4212	126	121	132	125	119	160	118	117	103	107	94	87	162	110	81	113	114	98	92	106	68	120	152	97	76	120	155	57	49	137	82	170	155	137	155	129	38	30									
		18.50%	17.82%	17.90%	19.30%	19.05%	18.11%	18.24%	16.39%	17.81%	15.24%	18.04%	15.09%	19.82%	19.98%	19.47%	19.33%	19.12%	23.60%	17.88%	18.22%	17.58%	19.26%	18.43%	20.46%	18.55%	19.79%	23.03%	20.31%	15.00%	13.32%	18.44%	14.44%	18.01%	20.86%	19.52%	19.35%	16.31%	23.60%	21.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	298	12	7	8	9	3	12	12	9	13	7	10	3	7	13	8	6	9	6	18	4	5	4	7	4	4	5	11	5	0	15	6	6	14	7	17	8	2	2									
		1.31%	1.70%	1.04%	1.17%	1.37%	0.46%	1.37%	1.67%	1.37%	1.92%	1.18%	1.61%	0.68%	0.86%	2.30%	1.91%	1.02%	1.86%	1.09%	3.56%	0.66%	1.42%	0.61%	0.94%	0.76%	1.04%	0.96%	1.44%	1.32%	0.00%	2.02%	1.06%	0.64%	1.88%	0.99%	2.12%	1.01%	1.24%	1.43%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1782	72	55	39	49	48	86	82	69	62	51	57	13	52	38	30	41	37	52	32	37	25	63	43	41	20	58	58	15	18	34	32	78	80	69	74	58	9	5									
		7.83%	10.18%	8.14%	5.70%	7.47%	7.31%	9.81%	11.39%	10.50%	9.17%	8.60%	9.15%	2.96%	6.41%	6.73%	7.16%	6.94%	7.66%	9.49%	6.34%	6.14%	7.08%	9.68%	5.79%	7.84%	5.21%	11.13%	7.60%	3.95%	4.89%	4.58%	5.63%	8.26%	10.77%	9.83%	9.24%	7.33%	5.59%	3.57%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
