Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Симферопольская - 20																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1145	УИК №1146	УИК №1149	УИК №1150	УИК №1151	УИК №1162	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1206									
		1.49%	2.57%	2.41%	0.78%	1.08%	1.05%	1.32%	0.00%	1.67%	1.99%	1.72%	1.02%	1.74%	1.68%	1.93%	0.98%	1.62%	1.32%	2.80%	1.47%	1.17%	1.36%	3.16%	2.57%	1.35%	2.15%	0.34%	1.02%	1.20%	0.40%	0.30%	0.51%	2.95%	1.05%	0.90%	1.32%	3.37%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	203	10	2	15	8	8	5	2	4	8	18	8	6	2	6	3	11	5	3	3	4	6	6	2	9	5	0	7	3	6	2	5	1	1	2	7	10									
		0.94%	1.29%	0.40%	1.30%	1.08%	1.05%	1.66%	0.88%	0.48%	1.33%	0.88%	0.82%	0.70%	0.48%	1.16%	0.73%	1.19%	0.66%	0.93%	0.63%	0.52%	0.74%	1.35%	0.51%	0.93%	2.15%	0.00%	0.79%	3.61%	2.37%	0.61%	1.28%	0.27%	1.05%	0.26%	1.32%	3.75%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16048	548	362	894	570	586	235	178	625	400	1408	699	617	338	377	318	745	590	243	403	592	640	315	288	720	173	222	670	52	178	256	312	278	73	565	413	165									
		74.70%	70.53%	72.69%	77.60%	77.24%	77.00%	77.81%	78.41%	74.67%	66.56%	69.09%	71.33%	71.49%	81.25%	72.64%	77.56%	80.54%	78.04%	75.70%	84.49%	77.08%	78.91%	71.11%	74.04%	74.53%	74.25%	76.55%	75.79%	62.65%	70.36%	78.05%	79.59%	74.53%	76.84%	72.53%	77.92%	61.80%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	177	4	8	5	9	5	2	1	11	14	2	10	7	0	3	1	2	8	2	5	1	4	2	1	7	4	3	7	3	7	10	3	1	2	10	5	8									
		0.82%	0.51%	1.61%	0.43%	1.22%	0.66%	0.66%	0.44%	1.31%	2.33%	0.10%	1.02%	0.81%	0.00%	0.58%	0.24%	0.22%	1.06%	0.62%	1.05%	0.13%	0.49%	0.45%	0.26%	0.72%	1.72%	1.03%	0.79%	3.61%	2.77%	3.05%	0.77%	0.27%	2.11%	1.28%	0.94%	2.99%									
24	"6. Политическая партия ""Гражданская Платформа"""	43	0	3	6	3	0	0	0	1	0	1	0	1	0	3	1	1	0	1	1	3	1	0	0	1	0	0	3	3	1	1	0	1	0	3	0	4									
		0.20%	0.00%	0.60%	0.52%	0.41%	0.00%	0.00%	0.00%	0.12%	0.00%	0.05%	0.00%	0.12%	0.00%	0.58%	0.24%	0.11%	0.00%	0.31%	0.21%	0.39%	0.12%	0.00%	0.00%	0.10%	0.00%	0.00%	0.34%	3.61%	0.40%	0.30%	0.00%	0.27%	0.00%	0.39%	0.00%	1.50%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2463	91	56	108	80	79	31	22	85	83	322	117	116	42	69	48	87	66	35	27	72	88	55	53	117	30	41	106	5	28	33	28	51	12	106	42	32									
		11.47%	11.71%	11.24%	9.38%	10.84%	10.38%	10.26%	9.69%	10.16%	13.81%	15.80%	11.94%	13.44%	10.10%	13.29%	11.71%	9.41%	8.73%	10.90%	5.66%	9.38%	10.85%	12.42%	13.62%	12.11%	12.88%	14.14%	11.99%	6.02%	11.07%	10.06%	7.14%	13.67%	12.63%	13.61%	7.92%	11.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	69	3	6	5	7	3	2	2	3	3	4	9	2	0	3	1	1	3	1	0	1	2	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1									
		0.32%	0.39%	1.20%	0.43%	0.95%	0.39%	0.66%	0.88%	0.36%	0.50%	0.20%	0.92%	0.23%	0.00%	0.58%	0.24%	0.11%	0.40%	0.31%	0.00%	0.13%	0.25%	0.00%	0.00%	0.00%	0.00%	0.34%	0.11%	1.20%	0.00%	0.30%	0.00%	0.27%	0.00%	0.13%	0.19%	0.37%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	66	2	1	1	1	1	0	0	1	0	9	4	4	0	6	0	7	1	0	4	3	3	5	1	1	0	0	0	0	1	1	0	3	0	3	0	3									
		0.31%	0.26%	0.20%	0.09%	0.14%	0.13%	0.00%	0.00%	0.12%	0.00%	0.44%	0.41%	0.46%	0.00%	1.16%	0.00%	0.76%	0.13%	0.00%	0.84%	0.39%	0.37%	1.13%	0.26%	0.10%	0.00%	0.00%	0.00%	0.00%	0.40%	0.30%	0.00%	0.80%	0.00%	0.39%	0.00%	1.12%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	0	0	0	0	3	0	0	10	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	1	0	1	1	0	0	3	1									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	1.19%	0.17%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	1.20%	0.40%	0.00%	0.26%	0.27%	0.00%	0.00%	0.57%	0.37%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	115	4	2	2	9	8	1	1	1	4	9	3	3	0	4	0	3	7	2	1	4	4	1	6	6	0	0	1	2	2	0	3	3	0	7	9	3									
		0.54%	0.51%	0.40%	0.17%	1.22%	1.05%	0.33%	0.44%	0.12%	0.67%	0.44%	0.31%	0.35%	0.00%	0.77%	0.00%	0.32%	0.93%	0.62%	0.21%	0.52%	0.49%	0.23%	1.54%	0.62%	0.00%	0.00%	0.11%	2.41%	0.79%	0.00%	0.77%	0.80%	0.00%	0.90%	1.70%	1.12%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1058	61	36	42	25	31	8	13	44	38	143	75	50	21	24	20	24	26	15	14	52	25	24	9	36	8	10	40	0	9	6	19	11	2	59	30	8									
		4.93%	7.85%	7.23%	3.65%	3.39%	4.07%	2.65%	5.73%	5.26%	6.32%	7.02%	7.65%	5.79%	5.05%	4.62%	4.88%	2.59%	3.44%	4.67%	2.94%	6.77%	3.08%	5.42%	2.31%	3.73%	3.43%	3.45%	4.52%	0.00%	3.56%	1.83%	4.85%	2.95%	2.11%	7.57%	5.66%	2.99%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	3	0	3	1	5	1	0	0	2	7	1	3	0	0	0	0	1	2	0	2	2	4	1	2	0	0	0	0	0	1	1	1	0	2	2	1									
		0.22%	0.39%	0.00%	0.26%	0.14%	0.66%	0.33%	0.00%	0.00%	0.33%	0.34%	0.10%	0.35%	0.00%	0.00%	0.00%	0.00%	0.13%	0.62%	0.00%	0.26%	0.25%	0.90%	0.26%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.26%	0.27%	0.00%	0.26%	0.38%	0.37%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	233	2	2	15	3	2	5	1	13	24	25	19	10	0	5	5	13	6	1	5	8	13	5	5	13	1	4	7	5	3	1	1	1	0	4	3	3									
		1.08%	0.26%	0.40%	1.30%	0.41%	0.26%	1.66%	0.44%	1.55%	3.99%	1.23%	1.94%	1.16%	0.00%	0.96%	1.22%	1.41%	0.79%	0.31%	1.05%	1.04%	1.60%	1.13%	1.29%	1.35%	0.43%	1.38%	0.79%	6.02%	1.19%	0.30%	0.26%	0.27%	0.00%	0.51%	0.57%	1.12%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
