Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Еловская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122									
		1.04%	1.18%	0.85%	2.10%	1.45%	0.87%	0.83%	0.00%	0.76%	0.00%	1.19%	2.33%	0.68%	0.43%	0.00%	1.12%	0.00%	0.00%	0.00%	4.62%	0.00%	0.00%	2.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	454	22	22	51	94	108	19	28	16	13	3	6	14	24	7	10	1	2	3	4	2	1	4									
		12.41%	12.94%	9.40%	11.92%	19.42%	15.74%	15.70%	17.72%	12.21%	11.61%	3.57%	6.98%	9.59%	10.30%	6.36%	11.24%	1.35%	4.44%	3.57%	6.15%	4.55%	4.00%	8.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	0	0	0	1	1	0	0	2	2	0	0	2	0	1	1	0	0	0	0	0	0	0									
		0.27%	0.00%	0.00%	0.00%	0.21%	0.15%	0.00%	0.00%	1.53%	1.79%	0.00%	0.00%	1.37%	0.00%	0.91%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	200	5	4	43	30	46	4	7	6	2	0	5	5	13	4	5	5	4	2	7	1	0	2									
		5.47%	2.94%	1.71%	10.05%	6.20%	6.71%	3.31%	4.43%	4.58%	1.79%	0.00%	5.81%	3.42%	5.58%	3.64%	5.62%	6.76%	8.89%	2.38%	10.77%	2.27%	0.00%	4.08%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
