Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Курская - 110																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №573	УИК №574	УИК №575	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №598	УИК №599	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №612	УИК №613	УИК №614	УИК №615									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	298	5	15	2	5	4	2	30	14	13	10	5	30	20	15	25	2	2	8	10	4	5	16	3	3	4	2	4	10	10	7	5	8									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	189	0	13	0	0	0	0	25	9	12	7	4	16	11	4	15	2	2	4	8	0	3	11	2	2	4	0	3	6	7	7	4	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	370	3	12	3	2	1	3	7	1	6	6	5	76	66	55	38	3	1	1	2	3	13	13	3	1	3	1	4	16	4	2	10	6									
14	Число погашенных неиспользованных открепительных удостоверений	109	5	2	2	5	4	2	5	5	1	3	1	14	9	11	10	0	0	4	2	4	2	5	1	1	0	2	1	4	3	0	1	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	0	0	0	0	0	0	6	1	1	0	0	3	8	0	5	0	1	0	0	0	1	2	1	0	0	0	0	1	0	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	132	2	7	0	0	1	0	3	5	7	3	7	21	15	2	20	1	3	6	1	1	1	3	3	0	1	0	2	4	4	6	2	1									
		1.12%	1.43%	1.45%	0.00%	0.00%	0.55%	0.00%	0.60%	2.21%	1.41%	0.60%	3.70%	2.12%	1.33%	0.54%	2.03%	0.49%	2.13%	2.59%	0.25%	0.34%	0.30%	0.44%	2.63%	0.00%	0.57%	0.00%	1.04%	0.86%	0.68%	1.17%	0.59%	0.42%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	350	5	17	6	4	18	0	20	8	14	18	9	24	12	10	11	9	3	9	14	5	10	24	3	9	1	2	9	16	27	11	13	9									
		2.97%	3.57%	3.51%	5.26%	2.15%	9.94%	0.00%	3.97%	3.54%	2.82%	3.58%	4.76%	2.42%	1.06%	2.70%	1.12%	4.39%	2.13%	3.88%	3.49%	1.72%	2.98%	3.48%	2.63%	5.08%	0.57%	1.96%	4.66%	3.46%	4.56%	2.14%	3.86%	3.80%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	199	8	12	2	2	4	0	11	4	7	6	0	24	21	5	9	4	1	2	9	4	7	12	3	5	2	0	0	5	20	9	1	0									
		1.69%	5.71%	2.48%	1.75%	1.08%	2.21%	0.00%	2.18%	1.77%	1.41%	1.19%	0.00%	2.42%	1.86%	1.35%	0.91%	1.95%	0.71%	0.86%	2.24%	1.37%	2.08%	1.74%	2.63%	2.82%	1.14%	0.00%	0.00%	1.08%	3.38%	1.75%	0.30%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6578	82	258	54	123	113	49	226	88	273	261	92	463	620	216	552	111	94	112	191	189	209	426	78	121	138	65	111	269	291	307	228	168									
		55.88%	58.57%	53.31%	47.37%	66.13%	62.43%	68.06%	44.84%	38.94%	54.93%	51.89%	48.68%	46.67%	54.92%	58.22%	56.10%	54.15%	66.67%	48.28%	47.63%	64.95%	62.20%	61.83%	68.42%	68.36%	78.86%	63.73%	57.51%	58.10%	49.16%	59.61%	67.66%	70.89%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	109	1	3	0	0	1	0	7	1	2	2	3	14	25	7	8	2	0	4	4	2	3	5	1	0	1	0	1	5	4	1	1	1									
		0.93%	0.71%	0.62%	0.00%	0.00%	0.55%	0.00%	1.39%	0.44%	0.40%	0.40%	1.59%	1.41%	2.21%	1.89%	0.81%	0.98%	0.00%	1.72%	0.99%	0.69%	0.89%	0.73%	0.88%	0.00%	0.57%	0.00%	0.52%	1.08%	0.68%	0.19%	0.30%	0.42%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	0	0	0	0	0	0	0	0	0	3	0	5	5	0	3	2	1	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0									
		0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.50%	0.44%	0.00%	0.30%	0.98%	0.71%	0.43%	0.25%	0.00%	0.00%	0.15%	0.00%	0.56%	0.57%	0.00%	0.00%	0.00%	0.17%	0.19%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1848	19	56	26	29	24	17	111	46	71	86	21	162	179	59	211	39	17	44	67	51	34	84	8	14	19	16	29	71	104	88	31	15									
		15.70%	13.57%	11.57%	22.81%	15.59%	13.26%	23.61%	22.02%	20.35%	14.29%	17.10%	11.11%	16.33%	15.85%	15.90%	21.44%	19.02%	12.06%	18.97%	16.71%	17.53%	10.12%	12.19%	7.02%	7.91%	10.86%	15.69%	15.03%	15.33%	17.57%	17.09%	9.20%	6.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	41	0	0	0	2	1	1	2	0	0	0	1	6	4	1	4	1	0	0	1	2	1	3	0	0	0	0	0	2	6	0	3	0									
		0.35%	0.00%	0.00%	0.00%	1.08%	0.55%	1.39%	0.40%	0.00%	0.00%	0.00%	0.53%	0.60%	0.35%	0.27%	0.41%	0.49%	0.00%	0.00%	0.25%	0.69%	0.30%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	1.01%	0.00%	0.89%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	90	1	2	1	2	2	1	5	1	2	8	1	13	14	1	7	4	0	3	4	1	2	4	0	0	0	0	2	2	7	0	0	0									
		0.76%	0.71%	0.41%	0.88%	1.08%	1.10%	1.39%	0.99%	0.44%	0.40%	1.59%	0.53%	1.31%	1.24%	0.27%	0.71%	1.95%	0.00%	1.29%	0.99%	0.34%	0.60%	0.58%	0.00%	0.00%	0.00%	0.00%	1.04%	0.43%	1.18%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	1	0	1	0	2	0	0	1	0	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	3	0	1	0									
		0.13%	0.00%	0.00%	0.88%	0.00%	0.55%	0.00%	0.40%	0.00%	0.00%	0.20%	0.00%	0.10%	0.09%	0.00%	0.00%	0.00%	0.00%	0.86%	0.25%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.30%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	86	0	8	1	1	0	1	3	0	2	9	0	15	5	6	7	0	0	6	3	0	1	1	0	0	1	0	1	5	2	5	3	0									
		0.73%	0.00%	1.65%	0.88%	0.54%	0.00%	1.39%	0.60%	0.00%	0.40%	1.79%	0.00%	1.51%	0.44%	1.62%	0.71%	0.00%	0.00%	2.59%	0.75%	0.00%	0.30%	0.15%	0.00%	0.00%	0.57%	0.00%	0.52%	1.08%	0.34%	0.97%	0.89%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1170	11	56	9	14	4	0	52	36	70	54	13	117	108	28	67	16	7	24	61	12	41	77	15	19	5	14	19	43	71	49	32	26									
		9.94%	7.86%	11.57%	7.89%	7.53%	2.21%	0.00%	10.32%	15.93%	14.08%	10.74%	6.88%	11.79%	9.57%	7.55%	6.81%	7.80%	4.96%	10.34%	15.21%	4.12%	12.20%	11.18%	13.16%	10.73%	2.86%	13.73%	9.84%	9.29%	11.99%	9.51%	9.50%	10.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	503	5	33	3	3	5	1	26	17	12	32	34	61	59	20	43	4	6	9	19	7	12	24	3	3	0	0	9	12	19	14	5	3									
		4.27%	3.57%	6.82%	2.63%	1.61%	2.76%	1.39%	5.16%	7.52%	2.41%	6.36%	17.99%	6.15%	5.23%	5.39%	4.37%	1.95%	4.26%	3.88%	4.74%	2.41%	3.57%	3.48%	2.63%	1.69%	0.00%	0.00%	4.66%	2.59%	3.21%	2.72%	1.48%	1.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	387	5	17	2	2	2	0	21	14	26	13	3	37	45	9	27	7	8	3	16	13	11	21	0	1	3	1	1	19	23	18	10	9									
		3.29%	3.57%	3.51%	1.75%	1.08%	1.10%	0.00%	4.17%	6.19%	5.23%	2.58%	1.59%	3.73%	3.99%	2.43%	2.74%	3.41%	5.67%	1.29%	3.99%	4.47%	3.27%	3.05%	0.00%	0.56%	1.71%	0.98%	0.52%	4.10%	3.89%	3.50%	2.97%	3.80%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
