Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Лопатинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	28	0	0	0	0	2	5	0	3	2	1	0	0	2	1	2	3	1	1	0	4	0	1	0	0	0									
		0.28%	0.00%	0.00%	0.00%	0.00%	0.77%	1.71%	0.00%	0.45%	0.72%	0.54%	0.00%	0.00%	0.46%	0.26%	0.16%	0.28%	0.11%	0.53%	0.00%	1.05%	0.00%	0.19%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	119	0	0	8	3	4	5	6	9	0	3	1	0	8	5	25	16	9	6	1	3	2	3	1	0	1									
		1.21%	0.00%	0.00%	2.53%	1.05%	1.53%	1.71%	2.26%	1.34%	0.00%	1.63%	1.03%	0.00%	1.82%	1.31%	1.99%	1.49%	0.95%	3.19%	0.50%	0.79%	0.27%	0.56%	0.19%	0.00%	0.57%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	37	0	0	2	2	0	2	0	0	0	0	1	0	1	0	4	3	11	2	2	4	0	2	1	0	0									
		0.37%	0.00%	0.00%	0.63%	0.70%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.23%	0.00%	0.32%	0.28%	1.16%	1.06%	0.99%	1.05%	0.00%	0.38%	0.19%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8503	72	91	219	236	224	226	225	529	261	149	83	57	402	333	979	934	823	147	166	327	746	507	515	104	148									
		86.12%	91.14%	91.92%	69.30%	82.23%	85.82%	77.40%	84.91%	78.49%	94.22%	80.98%	85.57%	90.48%	91.57%	87.40%	77.95%	86.96%	86.63%	78.19%	82.18%	85.60%	99.20%	95.30%	95.55%	94.55%	84.57%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	16	1	0	0	1	0	1	0	0	0	0	0	2	0	1	2	3	0	0	0	3	0	1	0	0	1									
		0.16%	1.27%	0.00%	0.00%	0.35%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	3.17%	0.00%	0.26%	0.16%	0.28%	0.00%	0.00%	0.00%	0.79%	0.00%	0.19%	0.00%	0.00%	0.57%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0									
		0.08%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	398	1	1	29	15	7	22	16	69	3	12	2	2	10	9	86	27	23	21	9	10	2	6	1	1	14									
		4.03%	1.27%	1.01%	9.18%	5.23%	2.68%	7.53%	6.04%	10.24%	1.08%	6.52%	2.06%	3.17%	2.28%	2.36%	6.85%	2.51%	2.42%	11.17%	4.46%	2.62%	0.27%	1.13%	0.19%	0.91%	8.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	0	0	1	0	0	0	0	0	0	1	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.23%	0.26%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	0	0	1	0	1	0	0	0	1	0	0	0	0	1	6	0	2	0	0	0	0	1	0	0	0									
		0.13%	0.00%	0.00%	0.32%	0.00%	0.38%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.26%	0.48%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.11%	0.53%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	0	0	2	1	0	1	0	0	0	0	0	0	0	2	4	9	4	0	0	0	0	1	0	0	0									
		0.24%	0.00%	0.00%	0.63%	0.35%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.32%	0.84%	0.42%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	523	4	1	44	18	21	25	13	49	8	2	3	2	12	16	128	61	47	10	21	19	0	6	1	3	9									
		5.30%	5.06%	1.01%	13.92%	6.27%	8.05%	8.56%	4.91%	7.27%	2.89%	1.09%	3.09%	3.17%	2.73%	4.20%	10.19%	5.68%	4.95%	5.32%	10.40%	4.97%	0.00%	1.13%	0.19%	2.73%	5.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	6	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.09%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	74	1	0	5	3	2	4	5	5	1	1	2	0	1	4	4	11	5	0	1	11	2	2	0	2	2									
		0.75%	1.27%	0.00%	1.58%	1.05%	0.77%	1.37%	1.89%	0.74%	0.36%	0.54%	2.06%	0.00%	0.23%	1.05%	0.32%	1.02%	0.53%	0.00%	0.50%	2.88%	0.27%	0.38%	0.00%	1.82%	1.14%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
