Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																		
Дата голосования: 02.12.2007																																																																																		
																																																																																		
Наименование Избирательной комиссии:    Невская N24																																																																																		
																																																																																		
Сводная таблица результатов выборов																																																																																		
																																																																																		
		Сумма	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1803	УИК №1804	УИК №1805	УИК №1806					
		1.89%	2.26%	2.36%	1.64%	1.94%	1.62%	1.64%	1.65%	1.49%	1.87%	1.54%	1.65%	1.83%	1.83%	2.46%	1.32%	3.10%	2.51%	2.69%	1.72%	2.22%	3.50%	2.48%	1.36%	2.76%	0.88%	1.69%	1.57%	2.25%	0.78%	2.70%	0.98%	2.52%	1.24%	1.80%	2.95%	1.63%	1.46%	1.95%	1.75%	1.41%	1.79%	1.73%	1.96%	2.36%	2.39%	1.53%	1.50%	1.50%	1.74%	2.62%	1.87%	2.02%	1.36%	1.34%	2.18%	2.38%	2.69%	1.48%	2.40%	1.40%	1.64%	2.05%	1.95%	1.60%	1.69%	2.06%	1.54%	1.27%	2.30%	2.23%	0.64%	2.14%	1.49%	2.25%	2.34%					
20	3.Политическая партия «Демократическая партия России»	98	6	0	7	1	1	1	0	2	0	0	2	2	1	0	1	0	0	1	0	2	1	2	3	1	1	0	1	1	3	0	1	4	3	0	1	1	0	4	1	0	0	0	2	2	1	1	2	0	5	2	1	1	2	1	0	1	1	2	2	2	0	0	1	2	2	2	2	0	2	0	0	0	1	3	0					
		0.12%	0.59%	0.00%	0.55%	0.09%	0.10%	0.10%	0.00%	0.16%	0.00%	0.00%	0.19%	0.18%	0.13%	0.00%	0.09%	0.00%	0.00%	0.11%	0.00%	0.21%	0.10%	0.21%	0.27%	0.08%	0.10%	0.00%	0.08%	0.11%	0.34%	0.00%	0.10%	0.31%	0.31%	0.00%	0.16%	0.11%	0.00%	0.43%	0.08%	0.00%	0.00%	0.00%	0.16%	0.15%	0.07%	0.08%	0.17%	0.00%	0.32%	0.15%	0.08%	0.11%	0.17%	0.08%	0.00%	0.10%	0.08%	0.19%	0.16%	0.22%	0.00%	0.00%	0.08%	0.15%	0.18%	0.21%	0.19%	0.00%	0.16%	0.00%	0.00%	0.00%	0.09%	0.23%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9300	147	101	143	130	122	110	144	113	122	133	107	96	109	106	96	123	121	113	93	112	109	94	143	135	114	154	147	79	78	120	120	133	93	85	66	96	83	79	122	128	116	121	168	151	192	157	126	177	174	143	159	119	144	112	108	115	136	126	136	79	111	116	126	165	110	104	112	112	152	108	214	141	122	174	155					
		11.09%	14.47%	8.53%	11.15%	12.00%	12.36%	10.63%	10.32%	8.87%	10.86%	12.08%	10.41%	8.79%	14.29%	13.02%	9.06%	11.54%	12.12%	12.65%	10.65%	11.86%	11.23%	9.71%	12.92%	10.64%	11.20%	11.80%	12.14%	8.46%	8.74%	11.57%	11.71%	10.15%	9.64%	9.02%	10.23%	10.41%	8.08%	8.56%	9.68%	11.29%	10.36%	9.96%	13.18%	11.13%	12.76%	12.67%	10.47%	11.52%	11.21%	10.70%	12.95%	13.39%	12.26%	9.36%	11.23%	10.95%	10.76%	11.68%	10.88%	8.52%	8.64%	10.81%	10.67%	12.56%	9.78%	10.72%	10.76%	10.95%	12.47%	10.05%	15.19%	12.09%	10.68%	13.52%	11.68%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1644	33	23	42	38	27	24	39	33	27	23	21	16	13	20	17	31	16	22	21	24	36	19	26	28	16	25	17	19	22	19	15	19	14	17	7	16	14	25	16	15	18	13	31	23	30	23	16	20	27	32	13	13	29	22	29	32	31	20	38	12	8	16	12	19	15	18	11	22	37	23	8	30	16	17	25					
		1.96%	3.25%	1.94%	3.28%	3.51%	2.74%	2.32%	2.80%	2.59%	2.40%	2.09%	2.04%	1.47%	1.70%	2.46%	1.60%	2.91%	1.60%	2.46%	2.41%	2.54%	3.71%	1.96%	2.35%	2.21%	1.57%	1.92%	1.40%	2.03%	2.47%	1.83%	1.46%	1.45%	1.45%	1.80%	1.09%	1.74%	1.36%	2.71%	1.27%	1.32%	1.61%	1.07%	2.43%	1.69%	1.99%	1.86%	1.33%	1.30%	1.74%	2.40%	1.06%	1.46%	2.47%	1.84%	3.01%	3.05%	2.45%	1.85%	3.04%	1.29%	0.62%	1.49%	1.02%	1.45%	1.33%	1.86%	1.06%	2.15%	3.04%	2.14%	0.57%	2.57%	1.40%	1.32%	1.88%					
23	6.Политическая партия «Партия социальной справедливости»	201	0	3	4	3	3	4	3	3	3	3	2	2	0	4	5	2	3	2	3	5	4	2	1	1	3	6	1	1	2	3	1	0	0	1	1	0	1	0	2	4	2	3	1	3	5	8	3	2	2	1	6	2	3	3	5	0	4	2	5	0	6	0	3	3	8	1	3	6	5	4	1	3	1	3	3					
		0.24%	0.00%	0.25%	0.31%	0.28%	0.30%	0.39%	0.22%	0.24%	0.27%	0.27%	0.19%	0.18%	0.00%	0.49%	0.47%	0.19%	0.30%	0.22%	0.34%	0.53%	0.41%	0.21%	0.09%	0.08%	0.29%	0.46%	0.08%	0.11%	0.22%	0.29%	0.10%	0.00%	0.00%	0.11%	0.16%	0.00%	0.10%	0.00%	0.16%	0.35%	0.18%	0.25%	0.08%	0.22%	0.33%	0.65%	0.25%	0.13%	0.13%	0.07%	0.49%	0.22%	0.26%	0.25%	0.52%	0.00%	0.32%	0.19%	0.40%	0.00%	0.47%	0.00%	0.25%	0.23%	0.71%	0.10%	0.29%	0.59%	0.41%	0.37%	0.07%	0.26%	0.09%	0.23%	0.23%					
24	7.Политическая партия «Либерально-демократическая партия России»	6823	72	113	89	84	83	71	111	114	90	75	80	95	58	61	74	86	73	83	85	84	74	77	91	115	64	93	102	78	62	67	73	107	93	71	60	86	93	110	96	91	91	88	112	104	122	119	105	136	144	135	89	74	98	120	72	83	104	96	112	88	103	85	96	106	82	67	84	83	84	92	42	116	104	91	112					
		8.14%	7.09%	9.54%	6.94%	7.76%	8.41%	6.86%	7.96%	8.95%	8.01%	6.81%	7.78%	8.70%	7.60%	7.49%	6.98%	8.07%	7.31%	9.29%	9.74%	8.90%	7.62%	7.95%	8.22%	9.06%	6.29%	7.13%	8.42%	8.35%	6.95%	6.46%	7.12%	8.17%	9.64%	7.54%	9.30%	9.33%	9.06%	11.92%	7.62%	8.02%	8.13%	7.24%	8.78%	7.66%	8.11%	9.60%	8.73%	8.85%	9.28%	10.10%	7.25%	8.32%	8.34%	10.03%	7.48%	7.90%	8.23%	8.90%	8.96%	9.49%	8.02%	7.92%	8.13%	8.07%	7.29%	6.91%	8.07%	8.11%	6.89%	8.56%	2.98%	9.95%	9.11%	7.07%	8.44%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	12955	150	167	222	209	186	190	247	187	180	212	155	173	139	138	164	161	131	155	155	166	151	196	170	194	160	209	188	153	145	160	190	228	177	166	131	117	179	125	200	149	177	211	185	206	223	134	167	214	227	172	180	123	221	167	148	160	181	173	188	106	163	148	212	195	164	152	132	171	189	145	127	161	185	172	201					
		15.45%	14.76%	14.10%	17.32%	19.30%	18.84%	18.36%	17.71%	14.68%	16.03%	19.26%	15.08%	15.84%	18.22%	16.95%	15.47%	15.10%	13.13%	17.36%	17.75%	17.58%	15.55%	20.25%	15.36%	15.29%	15.72%	16.02%	15.52%	16.38%	16.26%	15.43%	18.54%	17.40%	18.34%	17.62%	20.31%	12.69%	17.43%	13.54%	15.87%	13.14%	15.80%	17.37%	14.51%	15.18%	14.82%	10.82%	13.88%	13.93%	14.63%	12.87%	14.66%	13.84%	18.81%	13.95%	15.38%	15.24%	14.32%	16.03%	15.04%	11.43%	12.69%	13.79%	17.95%	14.84%	14.58%	15.67%	12.68%	16.72%	15.50%	13.49%	9.01%	13.81%	16.20%	13.36%	15.15%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	790	13	17	18	15	19	7	15	11	10	11	11	8	10	9	14	5	9	12	9	10	13	18	12	17	6	7	6	8	5	8	5	14	13	7	7	10	10	3	11	17	7	14	13	15	12	10	16	10	17	19	15	2	5	12	7	13	9	9	11	4	12	10	6	14	6	7	4	5	15	11	12	10	10	7	11					
		0.94%	1.28%	1.44%	1.40%	1.39%	1.93%	0.68%	1.08%	0.86%	0.89%	0.99%	1.07%	0.73%	1.31%	1.11%	1.32%	0.47%	0.90%	1.34%	1.03%	1.06%	1.34%	1.86%	1.08%	1.34%	0.59%	0.54%	0.50%	0.86%	0.56%	0.77%	0.49%	1.07%	1.35%	0.74%	1.09%	1.08%	0.97%	0.33%	0.87%	1.50%	0.63%	1.15%	1.02%	1.11%	0.80%	0.81%	1.33%	0.65%	1.10%	1.42%	1.22%	0.22%	0.43%	1.00%	0.73%	1.24%	0.71%	0.83%	0.88%	0.43%	0.93%	0.93%	0.51%	1.07%	0.53%	0.72%	0.38%	0.49%	1.23%	1.02%	0.85%	0.86%	0.88%	0.54%	0.83%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	44557	478	654	638	483	463	540	679	691	575	555	545	593	369	387	581	541	522	389	404	416	441	443	575	652	571	707	659	530	510	563	552	684	489	525	304	531	582	514	718	637	603	670	674	741	766	714	672	828	836	713	648	482	577	660	486	544	678	561	621	576	798	586	625	699	662	527	613	544	609	586	922	595	639	691	721					
		53.13%	47.05%	55.24%	49.77%	44.60%	46.91%	52.17%	48.67%	54.24%	51.20%	50.41%	53.02%	54.30%	48.36%	47.54%	54.81%	50.75%	52.30%	43.56%	46.28%	44.07%	45.42%	45.76%	51.94%	51.38%	56.09%	54.18%	54.42%	56.75%	57.17%	54.29%	53.85%	52.21%	50.67%	55.73%	47.13%	57.59%	56.67%	55.69%	56.98%	56.17%	53.84%	55.14%	52.86%	54.61%	50.90%	57.63%	55.86%	53.91%	53.87%	53.37%	52.77%	54.22%	49.11%	55.14%	50.52%	51.81%	53.64%	51.99%	49.68%	62.14%	62.15%	54.61%	52.92%	53.20%	58.84%	54.33%	58.89%	53.18%	49.96%	54.51%	65.44%	51.03%	55.95%	53.69%	54.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	3225	71	47	70	66	44	50	78	63	57	34	55	52	25	45	53	54	62	57	67	77	74	60	36	52	40	26	32	22	24	26	35	46	36	29	16	23	26	19	40	38	47	26	36	38	68	31	39	53	39	55	53	28	48	44	47	43	42	33	64	15	18	45	35	43	36	34	31	31	60	41	27	44	17	53	34					
		3.85%	6.99%	3.97%	5.46%	6.09%	4.46%	4.83%	5.59%	4.95%	5.08%	3.09%	5.35%	4.76%	3.28%	5.53%	5.00%	5.07%	6.21%	6.38%	7.67%	8.16%	7.62%	6.20%	3.25%	4.10%	3.93%	1.99%	2.64%	2.36%	2.69%	2.51%	3.41%	3.51%	3.73%	3.08%	2.48%	2.49%	2.53%	2.06%	3.17%	3.35%	4.20%	2.14%	2.82%	2.80%	4.52%	2.50%	3.24%	3.45%	2.51%	4.12%	4.32%	3.15%	4.09%	3.68%	4.89%	4.10%	3.32%	3.06%	5.12%	1.62%	1.40%	4.19%	2.96%	3.27%	3.20%	3.51%	2.98%	3.03%	4.92%	3.81%	1.92%	3.77%	1.49%	4.12%	2.56%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
