Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Лабинская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952	УИК №2953	УИК №2954					
		60.58%	47.68%	59.54%	45.81%	44.76%	71.90%	76.64%	65.37%	38.99%	54.26%	43.31%	67.54%	46.31%	50.00%	58.72%	50.64%	65.89%	40.30%	72.78%	61.65%	43.92%	44.20%	60.62%	48.23%	43.59%	72.10%	39.18%	65.99%	50.16%	71.93%	75.50%	66.83%	66.46%	69.86%	70.89%	59.03%	65.04%	56.02%	51.79%	49.38%	70.49%	64.27%	53.68%	70.31%	65.52%	76.24%	65.88%	67.51%	70.35%	64.53%	86.77%	68.56%	65.13%	67.55%	77.81%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	294	9	5	4	11	8	5	9	8	32	19	4	9	0	0	3	6	5	18	4	13	10	6	6	8	6	8	5	2	6	0	0	1	1	0	2	5	0	1	5	21	3	1	11	0	1	1	1	2	4	0	1	4	0	0					
		0.56%	0.66%	0.35%	0.28%	0.95%	0.56%	0.31%	0.56%	0.87%	2.55%	1.51%	0.53%	0.81%	0.00%	0.00%	0.39%	0.70%	0.41%	0.78%	0.33%	0.81%	0.75%	0.47%	0.64%	0.67%	0.28%	0.94%	0.46%	0.64%	0.66%	0.00%	0.00%	0.12%	0.27%	0.00%	0.69%	0.74%	0.00%	0.45%	1.54%	1.25%	0.26%	0.35%	0.99%	0.00%	0.15%	0.39%	0.32%	0.19%	0.71%	0.00%	0.30%	0.46%	0.00%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
