Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Лабинская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952	УИК №2953	УИК №2954					
		1.74%	1.49%	1.29%	1.57%	2.94%	1.69%	1.84%	1.14%	1.19%	1.59%	2.05%	2.20%	1.63%	1.34%	2.48%	1.38%	1.81%	1.55%	2.35%	1.34%	0.99%	2.08%	1.40%	1.68%	1.26%	1.96%	2.46%	1.98%	3.02%	1.56%	1.28%	1.75%	1.09%	1.84%	1.82%	0.97%	0.15%	2.56%	4.80%	1.00%	0.88%	1.66%	3.36%	3.08%	1.63%	1.17%	1.79%	0.95%	2.52%	1.81%	1.69%	1.34%	2.20%	1.83%	2.09%					
19	2.Всероссийская политическая партия «Гражданская Сила»	258	10	8	9	14	5	10	15	11	4	13	2	10	5	7	5	6	11	9	6	12	7	7	6	10	5	2	1	0	2	3	3	1	0	6	1	0	3	0	0	5	6	2	3	1	2	0	0	4	1	0	0	0	3	2					
		0.53%	0.88%	0.57%	0.61%	0.86%	0.40%	0.84%	1.23%	1.09%	0.37%	1.16%	0.27%	0.96%	0.56%	1.33%	0.77%	0.49%	0.71%	0.54%	0.81%	0.86%	0.56%	0.81%	0.67%	0.84%	0.33%	0.23%	0.10%	0.00%	0.28%	0.38%	0.26%	0.14%	0.00%	0.36%	0.32%	0.00%	0.59%	0.00%	0.00%	0.31%	0.43%	0.75%	0.25%	0.20%	0.29%	0.00%	0.00%	0.40%	0.20%	0.00%	0.00%	0.00%	0.68%	0.52%					
20	3.Политическая партия «Демократическая партия России»	71	1	1	2	2	1	1	1	4	0	3	1	2	0	4	1	0	2	2	2	0	3	1	3	5	1	3	2	0	0	0	0	0	1	0	0	1	1	2	2	0	3	0	2	3	1	0	0	1	1	0	0	4	0	1					
		0.15%	0.09%	0.07%	0.14%	0.12%	0.08%	0.08%	0.08%	0.40%	0.00%	0.27%	0.14%	0.19%	0.00%	0.76%	0.15%	0.00%	0.13%	0.12%	0.27%	0.00%	0.24%	0.12%	0.34%	0.42%	0.07%	0.35%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.15%	0.20%	0.80%	0.67%	0.00%	0.22%	0.00%	0.17%	0.61%	0.15%	0.00%	0.00%	0.10%	0.20%	0.00%	0.00%	0.68%	0.00%	0.26%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7046	143	167	193	193	183	212	222	205	183	162	120	180	145	75	70	160	254	264	120	218	186	116	163	192	270	104	98	77	64	130	195	87	58	255	30	84	117	48	59	174	155	27	146	39	50	34	33	147	65	113	68	85	71	37					
		14.54%	12.52%	11.95%	13.17%	11.83%	14.69%	17.77%	18.14%	20.26%	17.12%	14.44%	16.48%	17.21%	16.18%	14.29%	10.74%	13.17%	16.40%	15.89%	16.13%	15.55%	14.89%	13.50%	18.21%	16.09%	17.66%	12.19%	9.72%	25.84%	9.07%	16.60%	17.11%	11.82%	13.33%	15.50%	9.68%	12.28%	23.03%	19.20%	19.67%	10.95%	11.18%	10.07%	12.15%	7.96%	7.34%	12.19%	10.48%	14.80%	13.05%	19.09%	15.14%	14.38%	16.21%	9.69%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	156	6	5	6	2	5	2	6	5	3	14	2	5	5	6	6	5	5	6	2	7	7	2	1	8	6	4	0	1	4	0	1	0	0	1	0	0	3	0	0	3	1	2	3	0	2	0	1	0	0	1	2	0	0	0					
		0.32%	0.53%	0.36%	0.41%	0.12%	0.40%	0.17%	0.49%	0.49%	0.28%	1.25%	0.27%	0.48%	0.56%	1.14%	0.92%	0.41%	0.32%	0.36%	0.27%	0.50%	0.56%	0.23%	0.11%	0.67%	0.39%	0.47%	0.00%	0.34%	0.57%	0.00%	0.09%	0.00%	0.00%	0.06%	0.00%	0.00%	0.59%	0.00%	0.00%	0.19%	0.07%	0.75%	0.25%	0.00%	0.29%	0.00%	0.32%	0.00%	0.00%	0.17%	0.45%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	86	0	4	5	3	2	3	4	2	2	3	1	6	0	0	2	3	6	5	3	1	2	2	0	5	0	0	2	0	0	1	0	1	0	2	1	1	1	2	0	0	1	0	2	0	0	0	1	0	1	3	0	2	1	0					
		0.18%	0.00%	0.29%	0.34%	0.18%	0.16%	0.25%	0.33%	0.20%	0.19%	0.27%	0.14%	0.57%	0.00%	0.00%	0.31%	0.25%	0.39%	0.30%	0.40%	0.07%	0.16%	0.23%	0.00%	0.42%	0.00%	0.00%	0.20%	0.00%	0.00%	0.13%	0.00%	0.14%	0.00%	0.12%	0.32%	0.15%	0.20%	0.80%	0.00%	0.00%	0.07%	0.00%	0.17%	0.00%	0.00%	0.00%	0.32%	0.00%	0.20%	0.51%	0.00%	0.34%	0.23%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3595	78	168	106	112	111	104	110	90	93	91	66	77	77	41	44	118	116	107	62	118	103	103	79	70	144	66	52	7	51	69	55	41	17	112	15	38	45	32	18	85	63	12	84	21	29	17	25	81	19	40	22	33	25	33					
		7.42%	6.83%	12.03%	7.24%	6.87%	8.91%	8.72%	8.99%	8.89%	8.70%	8.11%	9.07%	7.36%	8.59%	7.81%	6.75%	9.71%	7.49%	6.44%	8.33%	8.42%	8.25%	11.99%	8.83%	5.87%	9.42%	7.74%	5.16%	2.35%	7.22%	8.81%	4.82%	5.57%	3.91%	6.81%	4.84%	5.56%	8.86%	12.80%	6.00%	5.35%	4.54%	4.48%	6.99%	4.29%	4.26%	6.09%	7.94%	8.16%	3.82%	6.76%	4.90%	5.58%	5.71%	8.64%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2558	71	76	81	84	78	68	61	68	69	86	44	63	51	32	53	82	101	119	46	98	71	55	56	100	108	51	25	10	37	31	72	21	10	96	6	20	20	12	12	44	38	13	55	11	16	8	10	33	9	13	11	32	14	7					
		5.28%	6.22%	5.44%	5.53%	5.15%	6.26%	5.70%	4.98%	6.72%	6.45%	7.66%	6.04%	6.02%	5.69%	6.10%	8.13%	6.75%	6.52%	7.16%	6.18%	6.99%	5.68%	6.40%	6.26%	8.38%	7.06%	5.98%	2.48%	3.36%	5.24%	3.96%	6.32%	2.85%	2.30%	5.84%	1.94%	2.92%	3.94%	4.80%	4.00%	2.77%	2.74%	4.85%	4.58%	2.24%	2.35%	2.87%	3.17%	3.32%	1.81%	2.20%	2.45%	5.41%	3.20%	1.83%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	321	9	17	6	17	4	7	5	4	7	10	6	7	6	2	3	18	13	8	4	14	12	3	6	14	16	5	1	2	3	9	9	1	1	11	1	5	4	0	1	5	6	3	8	2	3	3	1	2	5	5	2	3	1	1					
		0.66%	0.79%	1.22%	0.41%	1.04%	0.32%	0.59%	0.41%	0.40%	0.65%	0.89%	0.82%	0.67%	0.67%	0.38%	0.46%	1.48%	0.84%	0.48%	0.54%	0.99%	0.96%	0.35%	0.67%	1.17%	1.05%	0.59%	0.10%	0.67%	0.42%	1.15%	0.79%	0.14%	0.23%	0.67%	0.32%	0.73%	0.79%	0.00%	0.33%	0.31%	0.43%	1.12%	0.67%	0.41%	0.44%	1.08%	0.32%	0.20%	1.00%	0.84%	0.45%	0.51%	0.23%	0.26%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	32301	781	900	991	1114	805	737	742	579	655	688	455	659	558	329	432	772	894	1056	451	887	799	532	532	730	919	578	781	177	521	521	773	559	332	1092	251	533	294	134	196	1230	1081	196	850	401	567	208	240	678	373	397	334	413	305	289					
		66.66%	68.39%	64.42%	67.65%	68.30%	64.61%	61.78%	60.62%	57.21%	61.27%	61.32%	62.50%	63.00%	62.28%	62.67%	66.26%	63.54%	57.71%	63.58%	60.62%	63.27%	63.97%	61.93%	59.44%	61.19%	60.10%	67.76%	77.48%	59.40%	73.80%	66.54%	67.81%	75.95%	76.32%	66.38%	80.97%	77.92%	57.87%	53.60%	65.33%	77.41%	77.94%	73.13%	70.72%	81.84%	83.26%	74.55%	76.19%	68.28%	74.90%	67.06%	74.39%	69.88%	69.63%	75.65%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	425	5	14	21	9	10	12	17	9	16	23	3	8	20	8	16	17	19	19	12	17	21	11	16	22	20	4	8	1	3	1	0	3	0	6	0	1	1	1	0	8	1	0	4	1	0	1	0	6	2	2	2	0	4	0					
		0.88%	0.44%	1.00%	1.43%	0.55%	0.80%	1.01%	1.39%	0.89%	1.50%	2.05%	0.41%	0.76%	2.23%	1.52%	2.45%	1.40%	1.23%	1.14%	1.61%	1.21%	1.68%	1.28%	1.79%	1.84%	1.31%	0.47%	0.79%	0.34%	0.42%	0.13%	0.00%	0.41%	0.00%	0.36%	0.00%	0.15%	0.20%	0.40%	0.00%	0.50%	0.07%	0.00%	0.33%	0.20%	0.00%	0.36%	0.00%	0.60%	0.40%	0.34%	0.45%	0.00%	0.91%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
