Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Мценская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505					
21	. Путин Владимир Владимирович	8079	265	156	305	274	186	141	145	119	95	130	158	117	116	234	328	145	245	159	137	504	486	98	265	276	161	419	238	638	95	117	215	77	812	223					
		62.23%	55.79%	63.16%	70.11%	72.49%	60.59%	55.73%	54.92%	45.08%	62.50%	53.72%	72.15%	39.00%	72.96%	87.31%	64.69%	51.97%	63.80%	76.44%	73.26%	65.20%	79.54%	75.97%	75.07%	76.45%	58.33%	61.35%	55.22%	70.65%	68.84%	58.50%	56.14%	38.12%	49.30%	61.26%					
22	. Хакамада Ирина Муцуовна	219	8	7	7	10	2	5	5	8	4	5	1	7	0	1	12	7	9	2	2	5	5	2	2	10	0	9	6	22	2	5	7	3	33	6					
		1.69%	1.68%	2.83%	1.61%	2.65%	0.65%	1.98%	1.89%	3.03%	2.63%	2.07%	0.46%	2.33%	0.00%	0.37%	2.37%	2.51%	2.34%	0.96%	1.07%	0.65%	0.82%	1.55%	0.57%	2.77%	0.00%	1.32%	1.39%	2.44%	1.45%	2.50%	1.83%	1.49%	2.00%	1.65%					
23	. Харитонов Николай Михайлович	3235	145	54	94	63	88	76	103	93	37	85	36	120	29	22	102	69	76	33	39	252	74	22	72	52	70	170	131	142	30	57	107	85	517	90					
		24.92%	30.53%	21.86%	21.61%	16.67%	28.66%	30.04%	39.02%	35.23%	24.34%	35.12%	16.44%	40.00%	18.24%	8.21%	20.12%	24.73%	19.79%	15.87%	20.86%	32.60%	12.11%	17.05%	20.40%	14.40%	25.36%	24.89%	30.39%	15.73%	21.74%	28.50%	27.94%	42.08%	31.39%	24.73%					
																																									
24	Против всех	451	18	6	8	6	4	13	2	21	7	4	6	17	2	4	23	34	14	4	3	3	10	0	6	3	7	27	21	8	4	15	7	9	119	16					
		3.47%	3.79%	2.43%	1.84%	1.59%	1.30%	5.14%	0.76%	7.95%	4.61%	1.65%	2.74%	5.67%	1.26%	1.49%	4.54%	12.19%	3.65%	1.92%	1.60%	0.39%	1.64%	0.00%	1.70%	0.83%	2.54%	3.95%	4.87%	0.89%	2.90%	7.50%	1.83%	4.46%	7.23%	4.40%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
