Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
"Наименование Избирательной комиссии:    Астрахань, Кировская"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №580	УИК №581	УИК №582					
14	Число погашенных неиспользованных открепительных удостоверений	121	1	0	0	8	1	5	2	0	4	2	0	1	11	15	0	0	0	0	0	5	4	2	4	1	19	0	1	0	0	1	0	0	1	4	0	0	0	0	0	0	0	2	3	10	7	7	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	229	3	5	5	3	3	12	6	1	6	7	4	3	5	2	2	0	2	7	9	6	2	4	4	3	7	4	2	13	5	7	3	6	3	3	8	2	8	1	2	6	6	6	9	9	4	11	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6390	143	356	189	41	21	46	184	20	208	195	19	60	62	8	60	25	27	102	98	27	93	283	328	6	113	90	156	122	48	290	270	330	240	231	178	35	350	213	60	215	80	32	36	143	22	290	10	59	79	97					
		12.93%	19.92%	24.74%	27.59%	5.03%	1.67%	3.04%	23.20%	3.41%	23.58%	24.78%	3.85%	7.62%	8.40%	1.09%	7.55%	5.24%	7.22%	16.11%	12.71%	3.44%	8.53%	24.74%	19.50%	1.25%	11.19%	7.77%	19.82%	9.33%	6.48%	29.41%	32.53%	28.75%	27.12%	20.25%	14.91%	3.45%	21.06%	17.16%	3.77%	14.87%	3.83%	2.04%	2.77%	11.04%	2.68%	22.26%	2.05%	10.55%	13.46%	11.81%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2992	29	154	85	51	27	56	70	16	79	28	34	51	36	16	37	65	25	26	50	11	40	86	140	5	52	54	82	59	23	88	125	186	140	40	86	30	3	69	136	87	83	45	19	113	10	96	8	30	21	90					
		6.05%	4.04%	10.70%	12.41%	6.26%	2.15%	3.70%	8.83%	2.73%	8.96%	3.56%	6.90%	6.48%	4.88%	2.18%	4.65%	13.63%	6.68%	4.11%	6.49%	1.40%	3.67%	7.52%	8.32%	1.04%	5.15%	4.66%	10.42%	4.51%	3.10%	8.92%	15.06%	16.20%	15.82%	3.51%	7.20%	2.96%	0.18%	5.56%	8.54%	6.02%	3.98%	2.87%	1.46%	8.73%	1.22%	7.37%	1.64%	5.37%	3.58%	10.96%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	276	3	18	13	3	0	4	14	13	21	4	0	0	6	2	2	2	1	2	3	2	2	9	25	6	3	2	2	2	1	14	12	12	13	0	4	2	0	2	5	8	2	3	0	10	0	12	2	3	2	5					
		0.56%	0.42%	1.25%	1.90%	0.37%	0.00%	0.26%	1.77%	2.21%	2.38%	0.51%	0.00%	0.00%	0.81%	0.27%	0.25%	0.42%	0.27%	0.32%	0.39%	0.26%	0.18%	0.79%	1.49%	1.25%	0.30%	0.17%	0.25%	0.15%	0.13%	1.42%	1.45%	1.05%	1.47%	0.00%	0.34%	0.20%	0.00%	0.16%	0.31%	0.55%	0.10%	0.19%	0.00%	0.77%	0.00%	0.92%	0.41%	0.54%	0.34%	0.61%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3587	41	262	133	59	23	43	141	15	169	28	20	105	40	4	56	36	20	27	53	36	21	146	120	7	93	68	99	138	19	175	121	176	144	60	72	7	22	50	166	108	81	75	11	42	3	122	0	51	44	35					
		7.26%	5.71%	18.21%	19.42%	7.24%	1.83%	2.84%	17.78%	2.56%	19.16%	3.56%	4.06%	13.34%	5.42%	0.55%	7.04%	7.55%	5.35%	4.27%	6.87%	4.59%	1.93%	12.76%	7.13%	1.46%	9.21%	5.87%	12.58%	10.56%	2.56%	17.75%	14.58%	15.33%	16.27%	5.26%	6.03%	0.69%	1.32%	4.03%	10.42%	7.47%	3.88%	4.78%	0.85%	3.24%	0.37%	9.36%	0.00%	9.12%	7.50%	4.26%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	728	0	67	27	10	0	9	37	5	42	10	0	0	7	1	9	4	1	3	7	5	12	35	60	9	13	6	19	2	8	37	25	43	26	0	17	3	48	5	11	24	3	2	0	41	1	14	0	8	4	8					
		1.47%	0.00%	4.66%	3.94%	1.23%	0.00%	0.59%	4.67%	0.85%	4.76%	1.27%	0.00%	0.00%	0.95%	0.14%	1.13%	0.84%	0.27%	0.47%	0.91%	0.64%	1.10%	3.06%	3.57%	1.88%	1.29%	0.52%	2.41%	0.15%	1.08%	3.75%	3.01%	3.75%	2.94%	0.00%	1.42%	0.30%	2.89%	0.40%	0.69%	1.66%	0.14%	0.13%	0.00%	3.17%	0.12%	1.07%	0.00%	1.43%	0.68%	0.97%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	34328	490	540	217	641	1187	1321	325	512	336	512	414	512	570	693	611	224	295	441	530	702	917	555	984	440	710	903	428	962	635	367	247	377	303	787	818	913	1239	873	1119	987	1837	1401	1234	920	703	735	467	397	431	566					
		69.44%	68.25%	37.53%	31.68%	78.65%	94.36%	87.19%	40.98%	87.22%	38.10%	65.06%	83.98%	65.06%	77.24%	94.54%	76.86%	46.96%	78.88%	69.67%	68.74%	89.54%	84.13%	48.51%	58.50%	91.67%	70.30%	77.98%	54.38%	73.60%	85.70%	37.22%	29.76%	32.84%	34.24%	68.97%	68.51%	89.95%	74.55%	70.35%	70.24%	68.26%	88.02%	89.29%	94.92%	71.04%	85.63%	56.41%	95.70%	71.02%	73.42%	68.94%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	165	1	15	6	3	0	5	8	3	8	6	0	0	5	2	4	5	1	2	2	0	5	4	5	2	5	4	1	3	0	2	7	3	3	0	2	2	0	4	15	5	1	3	0	4	0	1	0	1	1	6					
		0.33%	0.14%	1.04%	0.88%	0.37%	0.00%	0.33%	1.01%	0.51%	0.91%	0.76%	0.00%	0.00%	0.68%	0.27%	0.50%	1.05%	0.27%	0.32%	0.26%	0.00%	0.46%	0.35%	0.30%	0.42%	0.50%	0.35%	0.13%	0.23%	0.00%	0.20%	0.84%	0.26%	0.34%	0.00%	0.17%	0.20%	0.00%	0.32%	0.94%	0.35%	0.05%	0.19%	0.00%	0.31%	0.00%	0.08%	0.00%	0.18%	0.17%	0.73%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
