Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
Наименование Избирательной комиссии:    Бакалинская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	303	8	18	13	23	17	29	11	16	6	2	0	4	0	4	0	6	5	0	6	3	4	2	0	2	0	2	6	0	1	8	4	4	2	13	6	7	4	1	4	3	0	0	4	2	7	3	2	18	1	9	2	2	2	2	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	241	6	17	12	18	16	29	11	14	2	2	0	4	0	4	0	4	5	0	6	3	4	2	0	1	0	0	0	0	1	4	4	4	0	10	0	4	3	1	2	2	0	0	2	2	7	1	1	15	1	8	2	0	1	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	157	3	10	4	7	5	4	18	4	3	2	6	3	3	3	2	0	1	0	0	4	1	0	5	0	0	1	1	0	1	8	0	0	2	2	7	1	2	3	8	0	1	0	2	3	3	3	0	3	3	2	3	0	4	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	62	2	1	1	5	1	0	0	2	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	6	0	0	4	0	0	2	3	6	3	1	0	2	1	0	0	2	0	0	2	1	3	0	1	0	2	1	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	1.Политическая партия «Аграрная партия России»	97	1	4	1	2	5	4	7	1	1	2	4	1	1	2	2	1	1	0	0	2	4	0	0	1	0	2	0	0	0	7	1	1	0	1	4	6	2	0	4	1	1	0	2	1	5	2	0	4	0	1	2	0	0	3	0					
		0.46%	0.11%	0.36%	0.11%	0.18%	0.91%	0.39%	0.70%	0.28%	0.26%	0.55%	1.06%	0.25%	0.54%	0.83%	1.31%	0.29%	0.29%	0.00%	0.00%	1.61%	1.15%	0.00%	0.00%	0.36%	0.00%	1.14%	0.00%	0.00%	0.00%	0.89%	0.31%	0.32%	0.00%	0.13%	0.98%	1.70%	0.67%	0.00%	0.69%	0.19%	0.53%	0.00%	0.68%	0.34%	0.76%	0.54%	0.00%	1.17%	0.00%	0.26%	1.16%	0.00%	0.00%	2.22%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	7	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.03%	0.00%	0.09%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	712	62	77	35	47	38	42	30	12	4	11	14	10	4	1	9	4	7	1	8	3	10	10	6	2	5	2	2	4	11	21	2	2	2	10	29	9	12	14	23	18	5	2	6	7	32	6	4	4	1	3	5	0	1	12	11					
		3.37%	6.52%	6.92%	3.76%	4.13%	6.93%	4.12%	2.99%	3.32%	1.05%	3.01%	3.69%	2.48%	2.17%	0.42%	5.88%	1.17%	2.02%	0.34%	1.50%	2.42%	2.87%	6.49%	1.79%	0.73%	4.24%	1.14%	0.98%	1.84%	5.50%	2.68%	0.62%	0.64%	1.67%	1.35%	7.09%	2.55%	4.04%	4.42%	3.95%	3.47%	2.65%	1.64%	2.05%	2.35%	4.89%	1.62%	2.53%	1.17%	1.10%	0.78%	2.91%	0.00%	0.93%	8.89%	8.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	6	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.09%	0.18%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	115	1	4	2	5	5	2	3	15	2	2	0	0	0	2	4	1	1	4	1	0	3	1	0	1	0	0	0	0	0	3	2	1	0	0	23	6	2	1	2	1	0	2	1	0	4	3	0	2	0	1	0	0	0	2	0					
		0.54%	0.11%	0.36%	0.21%	0.44%	0.91%	0.20%	0.30%	4.16%	0.52%	0.55%	0.00%	0.00%	0.00%	0.83%	2.61%	0.29%	0.29%	1.37%	0.19%	0.00%	0.86%	0.65%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.62%	0.32%	0.00%	0.00%	5.62%	1.70%	0.67%	0.32%	0.34%	0.19%	0.00%	1.64%	0.34%	0.00%	0.61%	0.81%	0.00%	0.59%	0.00%	0.26%	0.00%	0.00%	0.00%	1.48%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	70	2	3	5	3	0	4	0	0	1	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	3	6	0	1	5	4	0	1	0	3	6	8	1	3	1	1	1	0	0	0	2					
		0.33%	0.21%	0.27%	0.54%	0.26%	0.00%	0.39%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.73%	1.70%	0.00%	0.32%	0.86%	0.77%	0.00%	0.82%	0.00%	1.01%	0.92%	2.16%	0.63%	0.88%	1.10%	0.26%	0.58%	0.00%	0.00%	0.00%	1.56%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	31	2	1	1	0	0	10	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	1	0	0	4	2	0	0	0	0	0	0	0	2	0					
		0.15%	0.21%	0.09%	0.11%	0.00%	0.00%	0.98%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.57%	0.00%	0.00%	0.17%	0.00%	0.00%	0.82%	0.00%	0.00%	0.61%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.48%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19947	883	1012	886	1077	496	956	959	304	371	347	361	393	179	232	138	335	336	285	525	114	325	141	328	270	113	172	203	209	182	750	315	309	118	732	341	319	281	301	543	492	183	111	282	286	602	349	153	328	89	378	158	62	105	114	114					
		94.53%	92.85%	91.01%	95.17%	94.56%	90.51%	93.73%	95.61%	84.21%	97.12%	95.07%	95.25%	97.28%	97.28%	96.67%	90.20%	98.24%	96.83%	97.94%	98.13%	91.94%	93.12%	91.56%	97.91%	98.18%	95.76%	97.73%	99.02%	96.31%	91.00%	95.54%	98.13%	98.72%	98.33%	98.52%	83.37%	90.37%	94.61%	94.95%	93.14%	94.98%	96.83%	90.98%	96.58%	95.97%	91.91%	94.32%	96.84%	96.19%	97.80%	98.44%	91.86%	100.00%	98.13%	84.44%	89.06%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	8	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.11%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.65%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
