Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Бакалинская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	278	6	7	7	10	5	13	9	16	4	4	10	2	5	7	0	3	6	1	0	3	4	2	2	4	5	4	2	2	21	9	3	21	8	8	2	0	0	4	4	0	0	1	4	0	8	9	0	2	3	3	8	0	5	8	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	278	6	7	7	10	5	13	9	16	4	4	10	2	5	7	0	3	6	1	0	3	4	2	2	4	5	4	2	2	21	9	3	21	8	8	2	0	0	4	4	0	0	1	4	0	8	9	0	2	3	3	8	0	5	8	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	126	2	7	7	5	13	2	10	5	3	1	1	1	1	4	1	0	3	0	4	0	1	0	2	2	2	1	0	1	2	2	1	4	5	1	8	0	0	1	1	0	0	0	0	0	6	5	1	0	0	1	2	1	3	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	92	2	5	4	4	0	4	6	8	1	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	1	2	0	0	0	12	9	0	0	4	3	2	0	2	0	0	4	0	1	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	312	4	7	6	7	46	7	82	19	6	1	4	1	2	14	1	1	0	0	7	1	6	1	1	2	1	1	0	1	0	1	1	12	13	23	7	0	1	3	3	2	1	1	4	4	0	0	1	1	1	1	1	0	1	1	0					
		1.43%	0.40%	0.47%	0.60%	0.66%	8.26%	0.71%	6.79%	4.33%	1.57%	0.33%	1.22%	0.27%	0.54%	3.54%	0.54%	0.26%	0.00%	0.00%	1.22%	0.72%	1.60%	0.66%	0.33%	1.71%	0.27%	0.36%	0.00%	0.61%	0.00%	0.47%	0.46%	1.65%	1.74%	6.17%	2.27%	0.00%	0.37%	0.49%	0.56%	1.05%	0.99%	0.32%	1.72%	2.61%	0.00%	0.00%	0.26%	0.65%	0.34%	0.75%	0.58%	0.00%	1.01%	0.72%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	367	35	8	7	8	36	21	77	26	5	1	4	3	1	7	2	2	0	4	4	0	6	0	2	1	3	1	1	1	0	2	1	4	7	10	39	3	2	3	3	1	2	2	5	4	0	1	3	1	3	1	1	0	1	1	1					
		1.68%	3.54%	0.54%	0.70%	0.76%	6.46%	2.13%	6.38%	5.92%	1.31%	0.33%	1.22%	0.81%	0.27%	1.77%	1.09%	0.52%	0.00%	1.15%	0.70%	0.00%	1.60%	0.00%	0.66%	0.85%	0.80%	0.36%	0.87%	0.61%	0.00%	0.94%	0.46%	0.55%	0.94%	2.68%	12.62%	0.97%	0.75%	0.49%	0.56%	0.53%	1.98%	0.64%	2.15%	2.61%	0.00%	0.25%	0.77%	0.65%	1.01%	0.75%	0.58%	0.00%	1.01%	0.72%	0.80%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	0	0	7	2	4	2	11	3	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	2	2	2	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0					
		0.21%	0.00%	0.00%	0.70%	0.19%	0.72%	0.20%	0.91%	0.68%	0.26%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.27%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.27%	0.54%	0.65%	0.00%	0.00%	0.16%	0.19%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1308	184	177	61	83	71	37	154	19	30	4	5	9	9	29	2	10	5	7	13	1	5	3	11	1	6	3	2	3	3	6	8	44	24	40	15	6	5	32	22	2	1	4	7	5	69	39	4	3	8	3	3	0	3	3	5					
		6.00%	18.59%	11.94%	6.08%	7.87%	12.75%	3.75%	12.76%	4.33%	7.87%	1.31%	1.52%	2.43%	2.42%	7.32%	1.09%	2.60%	1.30%	2.02%	2.26%	0.72%	1.34%	1.99%	3.62%	0.85%	1.60%	1.08%	1.74%	1.83%	1.49%	2.83%	3.70%	6.04%	3.21%	10.72%	4.85%	1.94%	1.87%	5.23%	4.07%	1.05%	0.99%	1.28%	3.00%	3.27%	12.83%	9.65%	1.03%	1.95%	2.69%	2.24%	1.73%	0.00%	3.03%	2.17%	4.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	74	0	0	4	5	7	4	17	1	0	0	0	1	1	1	0	1	9	0	3	0	1	0	6	0	0	0	0	0	0	1	0	0	3	0	0	0	0	2	1	0	0	0	1	0	0	0	0	2	2	0	0	0	1	0	0					
		0.34%	0.00%	0.00%	0.40%	0.47%	1.26%	0.41%	1.41%	0.23%	0.00%	0.00%	0.00%	0.27%	0.27%	0.25%	0.00%	0.26%	2.34%	0.00%	0.52%	0.00%	0.27%	0.00%	1.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.33%	0.19%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	1.30%	0.67%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19550	762	1291	906	950	380	913	856	369	339	299	315	355	358	344	179	371	370	336	542	136	354	147	276	112	363	274	111	159	199	202	199	631	697	297	240	300	260	565	508	185	96	301	216	140	469	364	379	147	282	129	165	69	93	132	118					
		89.71%	76.97%	87.05%	90.24%	90.05%	68.22%	92.60%	70.92%	84.05%	88.98%	98.03%	96.04%	95.95%	96.24%	86.87%	97.28%	96.36%	96.35%	96.83%	94.26%	98.55%	94.65%	97.35%	90.79%	95.73%	97.06%	98.21%	96.52%	96.95%	98.51%	95.28%	92.13%	86.56%	93.18%	79.62%	77.67%	97.09%	97.01%	92.32%	94.07%	97.37%	95.05%	96.17%	92.70%	91.50%	87.17%	90.10%	97.18%	95.45%	94.95%	96.27%	95.38%	100.00%	93.94%	95.65%	94.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	17	5	0	5	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.51%	0.00%	0.50%	0.00%	0.18%	0.20%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
