Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Дновская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220									
		0.20%	0.18%	0.00%	0.28%	0.00%	0.00%	0.00%	0.66%	0.53%	0.00%	0.53%	1.47%	0.00%	0.81%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	570	84	83	47	63	76	16	21	24	12	25	25	22	19	21	32									
		14.49%	15.03%	15.57%	13.31%	16.49%	17.08%	6.99%	13.82%	12.83%	9.92%	13.23%	18.38%	12.87%	15.45%	15.22%	14.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	2	2	5	1	0	1	0	1	1	0	1	1	0	0	1									
		0.41%	0.36%	0.38%	1.42%	0.26%	0.00%	0.44%	0.00%	0.53%	0.83%	0.00%	0.74%	0.58%	0.00%	0.00%	0.46%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	3	5	4	4	7	1	0	0	0	0	3	0	0	2	0									
		0.74%	0.54%	0.94%	1.13%	1.05%	1.57%	0.44%	0.00%	0.00%	0.00%	0.00%	2.21%	0.00%	0.00%	1.45%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0									
		0.10%	0.18%	0.00%	0.28%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	79	14	8	14	4	10	2	1	3	1	5	4	5	4	3	1									
		2.01%	2.50%	1.50%	3.97%	1.05%	2.25%	0.87%	0.66%	1.60%	0.83%	2.65%	2.94%	2.92%	3.25%	2.17%	0.46%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	679	110	109	87	75	63	26	9	17	15	30	13	32	44	22	27									
		17.26%	19.68%	20.45%	24.65%	19.63%	14.16%	11.35%	5.92%	9.09%	12.40%	15.87%	9.56%	18.71%	35.77%	15.94%	12.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	1	1	0	3	0	0	1	0	0	0	1	0	0	0	0									
		0.18%	0.18%	0.19%	0.00%	0.79%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	175	30	31	17	22	6	5	2	2	5	10	14	12	4	6	9									
		4.45%	5.37%	5.82%	4.82%	5.76%	1.35%	2.18%	1.32%	1.07%	4.13%	5.29%	10.29%	7.02%	3.25%	4.35%	4.17%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
