Выборы Президента Российской Федерации																																																			
																																																			
"Наименование Избирательной комиссии:    Тольятти, Комсомольская"																																																			
																																																			
Итоги голосования 																																																			
																																																			
		Сумма	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684					
11	Число полученных открепительных  удостоверений	1320	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30					
12	Число выданных открепительных удостоверений	675	17	15	20	15	14	18	16	11	12	14	20	17	20	12	14	20	15	20	19	14	16	17	22	12	23	17	8	8	13	21	19	15	17	17	12	10	6	18	15	5	5	20	20	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	482	4	12	8	12	15	17	9	10	7	12	12	12	10	14	14	16	7	8	5	10	17	14	6	8	15	7	14	18	3	8	16	5	9	13	0	6	4	15	12	12	21	14	17	14					
14	Число неиспользованных открепительных удостоверений	645	13	15	10	15	16	12	14	19	18	16	10	13	10	18	16	10	15	10	11	16	14	13	8	18	7	13	22	22	17	9	11	15	13	13	18	20	24	12	15	25	25	10	10	14					
15	"Число открепительных удостоверений, выданных в ТИК"	8	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																			
18	. Глазьев Сергей Юрьевич	3070	88	86	62	71	79	82	90	85	70	78	74	73	90	71	80	73	96	95	71	71	72	91	75	21	86	84	61	35	64	75	68	70	89	78	45	57	43	77	53	30	40	55	54	62					
		5.85%	6.13%	5.92%	4.56%	5.77%	6.06%	5.98%	6.75%	7.48%	6.14%	6.12%	5.51%	5.77%	6.82%	5.77%	6.97%	6.15%	7.71%	7.70%	5.24%	5.53%	6.58%	7.39%	6.84%	2.64%	6.97%	7.84%	7.27%	2.48%	6.63%	5.82%	5.16%	5.25%	6.14%	5.85%	5.20%	5.58%	4.12%	5.86%	4.57%	5.48%	5.46%	4.42%	4.29%	5.28%					
19	. Малышкин Олег Александрович	1150	31	20	29	22	22	23	21	19	17	16	23	18	26	22	24	24	17	33	27	19	23	21	26	28	42	33	28	27	29	38	49	38	43	24	20	32	23	24	17	18	13	36	33	32					
		2.19%	2.16%	1.38%	2.13%	1.79%	1.69%	1.68%	1.58%	1.67%	1.49%	1.26%	1.71%	1.42%	1.97%	1.79%	2.09%	2.02%	1.37%	2.68%	1.99%	1.48%	2.10%	1.70%	2.37%	3.52%	3.41%	3.08%	3.34%	1.91%	3.01%	2.95%	3.71%	2.85%	2.97%	1.80%	2.31%	3.13%	2.20%	1.83%	1.47%	3.29%	1.77%	2.89%	2.62%	2.72%					
20	. Миронов Сергей Михайлович	589	20	8	21	16	15	10	26	16	13	13	19	14	16	8	16	9	17	11	11	17	12	12	23	8	5	11	12	10	12	12	9	15	14	12	12	11	17	11	17	2	8	13	15	20					
		1.12%	1.39%	0.55%	1.55%	1.30%	1.15%	0.73%	1.95%	1.41%	1.14%	1.02%	1.42%	1.11%	1.21%	0.65%	1.39%	0.76%	1.37%	0.89%	0.81%	1.32%	1.10%	0.97%	2.10%	1.01%	0.41%	1.03%	1.43%	0.71%	1.24%	0.93%	0.68%	1.12%	0.97%	0.90%	1.39%	1.08%	1.63%	0.84%	1.47%	0.37%	1.09%	1.05%	1.19%	1.70%					
21	. Путин Владимир Владимирович	34398	930	1008	900	818	841	885	823	732	715	860	927	822	857	821	728	749	837	797	862	846	684	794	715	500	799	688	548	1092	670	894	887	854	950	875	585	677	660	823	741	335	491	810	803	765					
		65.55%	64.81%	69.42%	66.23%	66.50%	64.49%	64.50%	61.74%	64.38%	62.72%	67.50%	69.08%	64.93%	64.92%	66.75%	63.41%	63.10%	67.23%	64.64%	63.57%	65.84%	62.52%	64.45%	65.24%	62.89%	64.80%	64.24%	65.32%	77.28%	69.43%	69.36%	67.25%	64.02%	65.52%	65.64%	67.63%	66.24%	63.22%	62.59%	63.88%	61.24%	66.98%	65.11%	63.78%	65.11%					
22	. Хакамада Ирина Муцуовна	2488	75	69	80	59	61	76	84	52	65	69	58	67	64	69	55	61	57	66	61	79	75	78	59	40	68	64	29	38	46	49	55	64	54	70	38	36	31	47	45	27	32	43	45	28					
		4.74%	5.23%	4.75%	5.89%	4.80%	4.68%	5.54%	6.30%	4.57%	5.70%	5.42%	4.32%	5.29%	4.85%	5.61%	4.79%	5.14%	4.58%	5.35%	4.50%	6.15%	6.86%	6.33%	5.38%	5.03%	5.52%	5.98%	3.46%	2.69%	4.77%	3.80%	4.17%	4.80%	3.72%	5.25%	4.39%	3.52%	2.97%	3.57%	3.88%	4.94%	4.37%	3.46%	3.57%	2.38%					
23	. Харитонов Николай Михайлович	7972	199	192	187	174	221	216	210	165	196	182	186	204	203	188	175	207	173	164	264	177	163	177	135	160	159	135	118	162	96	134	186	198	197	193	111	145	225	273	240	106	127	224	222	203					
		15.19%	13.87%	13.22%	13.76%	14.15%	16.95%	15.74%	15.75%	14.51%	17.19%	14.29%	13.86%	16.11%	15.38%	15.28%	15.24%	17.44%	13.90%	13.30%	19.47%	13.77%	14.90%	14.37%	12.32%	20.13%	12.90%	12.61%	14.06%	11.46%	9.95%	10.40%	14.10%	14.84%	13.59%	14.48%	12.83%	14.19%	21.55%	20.76%	20.69%	19.38%	17.33%	18.01%	17.63%	17.28%					
																																																			
24	Против всех	2384	85	57	71	64	54	71	66	63	56	46	43	58	49	44	60	59	38	64	51	64	54	52	56	25	59	51	37	37	39	74	60	77	85	69	44	57	34	46	42	20	15	50	76	62					
		4.54%	5.92%	3.93%	5.22%	5.20%	4.14%	5.17%	4.95%	5.54%	4.91%	3.61%	3.20%	4.58%	3.71%	3.58%	5.23%	4.97%	3.05%	5.19%	3.76%	4.98%	4.94%	4.22%	5.11%	3.14%	4.79%	4.76%	4.41%	2.62%	4.04%	5.74%	4.55%	5.77%	5.86%	5.18%	5.09%	5.58%	3.26%	3.50%	3.62%	3.66%	2.05%	4.02%	6.04%	5.28%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
