Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Ейская районная																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8735	526	346	497	641	419	228	264	335	312	528	105	525	168	147	165	70	367	275	333	172	664	383	208	440	375	242									
		54.42%	50.53%	56.44%	57.13%	66.15%	66.72%	69.94%	43.78%	50.38%	43.64%	57.33%	72.41%	55.97%	67.20%	55.89%	74.66%	65.42%	68.34%	43.79%	49.19%	51.19%	52.78%	46.31%	48.71%	56.48%	48.08%	45.83%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	91	8	6	5	9	7	3	1	2	5	4	1	7	1	1	0	0	3	7	0	1	4	6	5	1	1	3									
		0.57%	0.77%	0.98%	0.57%	0.93%	1.11%	0.92%	0.17%	0.30%	0.70%	0.43%	0.69%	0.75%	0.40%	0.38%	0.00%	0.00%	0.56%	1.11%	0.00%	0.30%	0.32%	0.73%	1.17%	0.13%	0.13%	0.57%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	4	1	3	0	0	0	0	2	1	1	0	0	1	0	1	0	1	3	2	0	2	1	1	0	0	0									
		0.15%	0.38%	0.16%	0.34%	0.00%	0.00%	0.00%	0.00%	0.30%	0.14%	0.11%	0.00%	0.00%	0.40%	0.00%	0.45%	0.00%	0.19%	0.48%	0.30%	0.00%	0.16%	0.12%	0.23%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2859	199	104	130	134	83	33	147	152	166	163	11	150	39	26	29	9	54	158	120	65	254	139	81	135	147	131									
		17.81%	19.12%	16.97%	14.94%	13.83%	13.22%	10.12%	24.38%	22.86%	23.22%	17.70%	7.59%	15.99%	15.60%	9.89%	13.12%	8.41%	10.06%	25.16%	17.73%	19.35%	20.19%	16.81%	18.97%	17.33%	18.85%	24.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	66	4	1	1	11	1	3	4	8	6	1	0	5	0	0	0	0	8	4	3	1	1	2	0	1	0	1									
		0.41%	0.38%	0.16%	0.11%	1.14%	0.16%	0.92%	0.66%	1.20%	0.84%	0.11%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	1.49%	0.64%	0.44%	0.30%	0.08%	0.24%	0.00%	0.13%	0.00%	0.19%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	112	14	4	4	5	3	2	3	0	6	2	0	5	2	2	0	0	0	5	6	4	4	11	7	4	9	10									
		0.70%	1.34%	0.65%	0.46%	0.52%	0.48%	0.61%	0.50%	0.00%	0.84%	0.22%	0.00%	0.53%	0.80%	0.76%	0.00%	0.00%	0.00%	0.80%	0.89%	1.19%	0.32%	1.33%	1.64%	0.51%	1.15%	1.89%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	1	1	0	2	0	0	1	2	2	2	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	1									
		0.11%	0.10%	0.16%	0.00%	0.21%	0.00%	0.00%	0.17%	0.30%	0.28%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.16%	0.00%	0.23%	0.13%	0.13%	0.19%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	137	20	8	1	2	2	1	5	5	9	9	4	7	1	3	2	1	4	3	6	3	2	8	6	5	13	7									
		0.85%	1.92%	1.31%	0.11%	0.21%	0.32%	0.31%	0.83%	0.75%	1.26%	0.98%	2.76%	0.75%	0.40%	1.14%	0.90%	0.93%	0.74%	0.48%	0.89%	0.89%	0.16%	0.97%	1.41%	0.64%	1.67%	1.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1959	125	59	141	88	44	23	90	80	80	110	12	143	15	33	11	9	48	76	101	33	175	147	55	98	103	60									
		12.20%	12.01%	9.62%	16.21%	9.08%	7.01%	7.06%	14.93%	12.03%	11.19%	11.94%	8.28%	15.25%	6.00%	12.55%	4.98%	8.41%	8.94%	12.10%	14.92%	9.82%	13.91%	17.78%	12.88%	12.58%	13.21%	11.36%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	2	3	3	1	1	1	4	3	3	4	0	1	0	0	0	0	0	1	2	1	3	5	3	3	7	4									
		0.34%	0.19%	0.49%	0.34%	0.10%	0.16%	0.31%	0.66%	0.45%	0.42%	0.43%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.30%	0.30%	0.24%	0.60%	0.70%	0.39%	0.90%	0.76%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	584	54	35	20	28	15	7	16	19	31	20	2	20	4	33	2	12	29	34	28	15	35	28	13	27	49	8									
		3.64%	5.19%	5.71%	2.30%	2.89%	2.39%	2.15%	2.65%	2.86%	4.34%	2.17%	1.38%	2.13%	1.60%	12.55%	0.90%	11.21%	5.40%	5.41%	4.14%	4.46%	2.78%	3.39%	3.04%	3.47%	6.28%	1.52%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
