Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Троицкая городская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №2864	УИК №2865	УИК №2866	УИК №2867	УИК №2868	УИК №2869	УИК №2870					
23	"6. ""Объединенная Российская партия ""Русь"""	30	5	6	1	3	4	1	0	4	1	1	4					
		0.20%	0.42%	0.65%	0.08%	0.28%	0.31%	0.07%	0.0%	0.25%	0.06%	0.06%	0.25%					
24	"7. ""Новый курс - Автомобильная Россия"""	191	19	10	17	14	22	11	17	14	17	24	26					
		1.32%	1.60%	1.09%	1.41%	1.30%	1.73%	0.82%	1.20%	0.90%	1.16%	1.59%	1.68%					
25	"8. ""Народно-республиканская партия России"""	21	3	3	0	5	0	1	3	0	3	2	1					
		0.14%	0.25%	0.32%	0.0%	0.46%	0.0%	0.07%	0.21%	0.0%	0.20%	0.13%	0.06%					
26	"9. ""Российская экологическая партия ""Зеленые"""	66	6	6	3	3	7	8	9	9	3	4	8					
		0.45%	0.50%	0.65%	0.24%	0.28%	0.55%	0.59%	0.63%	0.58%	0.20%	0.26%	0.51%					
27	"10. ""Аграрная партия России"""	244	21	13	24	24	22	31	20	28	26	15	20					
		1.69%	1.77%	1.41%	1.99%	2.24%	1.73%	2.31%	1.41%	1.81%	1.78%	0.99%	1.29%					
28	"11. ""Истинные патриоты России"""	2	0	0	0	0	1	0	0	0	0	0	1					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	136	20	10	13	15	5	11	15	14	11	6	16					
		0.94%	1.69%	1.09%	1.07%	1.40%	0.39%	0.82%	1.06%	0.90%	0.75%	0.39%	1.03%					
30	"13. ""Демократическая партия России"""	33	4	1	5	4	3	2	2	1	3	5	3					
		0.22%	0.33%	0.10%	0.41%	0.37%	0.23%	0.14%	0.14%	0.06%	0.20%	0.33%	0.19%					
31	"14. ""Великая Россия - Евразийский Союз"""	16	1	3	1	0	2	2	1	0	2	4	0					
		0.11%	0.08%	0.32%	0.08%	0.0%	0.15%	0.14%	0.07%	0.0%	0.13%	0.26%	0.0%					
32	"15. ""Партия СЛОН"""	24	0	4	2	0	0	2	4	1	2	3	6					
		0.16%	0.0%	0.43%	0.16%	0.0%	0.0%	0.14%	0.28%	0.06%	0.13%	0.19%	0.38%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3749	259	211	303	268	309	375	358	482	348	434	402					
		25.96%	21.91%	23.03%	25.16%	25.02%	24.34%	28.00%	25.39%	31.27%	23.95%	28.79%	26.01%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	10	1	1	0	2	2	0	1	0	0	2	1					
		0.06%	0.08%	0.10%	0.0%	0.18%	0.15%	0.0%	0.07%	0.0%	0.0%	0.13%	0.06%					
35	"18. ""ЛДПР"""	894	121	58	78	85	68	76	81	69	101	83	74					
		6.19%	10.23%	6.33%	6.47%	7.93%	5.35%	5.67%	5.74%	4.47%	6.95%	5.50%	4.78%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	107	17	8	10	10	15	8	0	11	5	13	10					
		0.74%	1.43%	0.87%	0.83%	0.93%	1.18%	0.59%	0.0%	0.71%	0.34%	0.86%	0.64%					
37	"20. ""Политическая партия ""Единая Россия"""	3543	327	237	333	278	326	297	342	321	366	356	360					
		24.54%	27.66%	25.87%	27.65%	25.95%	25.68%	22.18%	24.25%	20.83%	25.18%	23.62%	23.30%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	2	2	0	2	0	1	1	1	1	3	0					
		0.09%	0.16%	0.21%	0.0%	0.18%	0.0%	0.07%	0.07%	0.06%	0.06%	0.19%	0.0%					
39	"22. ""Развитие предпринимательства"""	51	7	3	6	2	4	2	9	9	3	1	5					
		0.35%	0.59%	0.32%	0.49%	0.18%	0.31%	0.14%	0.63%	0.58%	0.20%	0.06%	0.32%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1191	99	59	109	100	108	100	103	132	119	135	127					
		8.24%	8.37%	6.44%	9.05%	9.33%	8.51%	7.46%	7.30%	8.56%	8.18%	8.95%	8.22%					
																		
41	Против всех	744	66	54	62	61	65	67	75	68	75	72	79					
		5.15%	5.58%	5.89%	5.14%	5.69%	5.12%	5.00%	5.31%	4.41%	5.16%	4.77%	5.11%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
