Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Сергачская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794									
		0.07%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.11%	0.14%	0.13%	0.00%	0.00%	0.18%	0.00%	0.00%	0.29%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2027	46	94	58	79	85	89	99	95	80	43	146	128	111	92	145	68	22	98	20	21	20	33	72	17	6	25	11	3	19	14	1	3	3	17	4	93	15	6	7	21	18									
		13.41%	6.20%	12.74%	7.77%	11.48%	13.14%	12.36%	20.89%	10.87%	11.08%	5.73%	24.62%	17.11%	20.52%	13.51%	30.33%	19.88%	8.49%	22.27%	14.81%	9.42%	8.93%	15.14%	19.15%	14.91%	14.63%	18.80%	5.50%	2.31%	6.19%	9.86%	2.00%	6.00%	6.52%	4.29%	1.86%	26.80%	11.19%	5.41%	11.48%	10.10%	23.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	1	2	2	0	3	1	2	3	0	1	1	4	1	1	7	3	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.25%	0.13%	0.27%	0.27%	0.00%	0.46%	0.14%	0.42%	0.34%	0.00%	0.13%	0.17%	0.53%	0.18%	0.15%	1.46%	0.88%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.27%	0.88%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	0	1	1	0	0	0	4	2	3	3	3	4	7	0	0	0	1	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.22%	0.00%	0.14%	0.13%	0.00%	0.00%	0.00%	0.84%	0.23%	0.42%	0.40%	0.51%	0.53%	1.29%	0.00%	0.00%	0.00%	0.39%	0.23%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.13%	0.00%	0.00%	0.14%	0.00%	0.00%	0.14%	0.13%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	2.00%	0.00%	0.00%	0.25%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	1	0	1	5	2	1	3	0	0	2	5	2	3	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	4	0									
		0.24%	0.13%	0.00%	0.13%	0.73%	0.31%	0.14%	0.63%	0.00%	0.00%	0.27%	0.84%	0.27%	0.55%	0.15%	0.21%	0.00%	0.39%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	1.80%	0.00%	1.92%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1883	48	141	77	88	105	99	56	90	61	143	79	106	105	76	90	47	49	32	11	18	22	16	25	10	8	18	29	8	37	9	5	6	9	49	11	31	14	11	4	36	4									
		12.45%	6.47%	19.11%	10.32%	12.79%	16.23%	13.75%	11.81%	10.30%	8.45%	19.07%	13.32%	14.17%	19.41%	11.16%	18.83%	13.74%	18.92%	7.27%	8.15%	8.07%	9.82%	7.34%	6.65%	8.77%	19.51%	13.53%	14.50%	6.15%	12.05%	6.34%	10.00%	12.00%	19.57%	12.37%	5.12%	8.93%	10.45%	9.91%	6.56%	17.31%	5.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	0	2	0	0	0	0	1	1	0	1	2	1	4	0	1	0	2	4	0	0	0	2	0	1	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0									
		0.18%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.21%	0.11%	0.00%	0.13%	0.34%	0.13%	0.74%	0.00%	0.21%	0.00%	0.77%	0.91%	0.00%	0.00%	0.00%	0.92%	0.00%	0.88%	0.00%	0.75%	0.50%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	191	6	12	8	5	4	5	5	5	14	9	5	19	8	9	3	9	11	3	1	1	2	2	5	2	0	1	5	0	4	0	0	0	1	5	2	0	2	1	1	16	0									
		1.26%	0.81%	1.63%	1.07%	0.73%	0.62%	0.69%	1.05%	0.57%	1.94%	1.20%	0.84%	2.54%	1.48%	1.32%	0.63%	2.63%	4.25%	0.68%	0.74%	0.45%	0.89%	0.92%	1.33%	1.75%	0.00%	0.75%	2.50%	0.00%	1.30%	0.00%	0.00%	0.00%	2.17%	1.26%	0.93%	0.00%	1.49%	0.90%	1.64%	7.69%	0.00%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
