Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Уватская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983					
		0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.68%	0.40%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.43%					
27	"10. ""Аграрная партия России"""	161	12	1	9	2	17	38	15	5	24	4	6	2	7	4	2	10	3					
		1.75%	3.47%	0.78%	2.67%	2.85%	7.39%	1.71%	5.15%	2.04%	1.25%	1.15%	3.14%	0.62%	3.5%	0.44%	1.96%	0.86%	1.30%					
28	"11. ""Истинные патриоты России"""	10	2	1	1	0	0	1	0	0	4	0	0	1	0	0	0	0	0					
		0.10%	0.57%	0.78%	0.29%	0.0%	0.0%	0.04%	0.0%	0.0%	0.20%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	239	6	2	14	0	4	66	5	9	54	8	5	6	1	34	1	19	5					
		2.59%	1.73%	1.57%	4.15%	0.0%	1.73%	2.97%	1.71%	3.67%	2.83%	2.31%	2.61%	1.86%	0.5%	3.82%	0.98%	1.65%	2.17%					
30	"13. ""Демократическая партия России"""	17	2	1	1	0	1	0	1	0	3	0	1	1	0	5	0	1	0					
		0.18%	0.57%	0.78%	0.29%	0.0%	0.43%	0.0%	0.34%	0.0%	0.15%	0.0%	0.52%	0.31%	0.0%	0.56%	0.0%	0.08%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	0	0	0	1	1	0	1	0	2	0	1	0	0	4	0	1	0					
		0.11%	0.0%	0.0%	0.0%	1.42%	0.43%	0.0%	0.34%	0.0%	0.10%	0.0%	0.52%	0.0%	0.0%	0.44%	0.0%	0.08%	0.0%					
32	"15. ""Партия СЛОН"""	19	0	0	0	0	1	3	0	1	5	2	2	1	0	0	0	2	2					
		0.20%	0.0%	0.0%	0.0%	0.0%	0.43%	0.13%	0.0%	0.40%	0.26%	0.57%	1.04%	0.31%	0.0%	0.0%	0.0%	0.17%	0.86%					
33	"16. ""Родина"" (народно-патриотический союз)"""	313	18	0	8	2	4	93	7	7	80	6	5	2	2	29	1	38	11					
		3.40%	5.21%	0.0%	2.37%	2.85%	1.73%	4.19%	2.40%	2.85%	4.19%	1.73%	2.61%	0.62%	1.0%	3.26%	0.98%	3.30%	4.78%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	3	2	1	0	2	6	0	0	3	1	0	0	0	1	2	1	0					
		0.23%	0.86%	1.57%	0.29%	0.0%	0.86%	0.27%	0.0%	0.0%	0.15%	0.28%	0.0%	0.0%	0.0%	0.11%	1.96%	0.08%	0.0%					
35	"18. ""ЛДПР"""	1304	49	2	36	7	32	303	34	40	226	50	26	79	39	134	8	207	32					
		14.17%	14.20%	1.57%	10.68%	9.99%	13.91%	13.66%	11.68%	16.32%	11.85%	14.49%	13.61%	24.53%	19.5%	15.07%	7.84%	17.98%	13.91%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	144	9	1	6	1	2	35	4	3	30	7	1	8	5	12	1	17	2					
		1.56%	2.60%	0.78%	1.78%	1.42%	0.86%	1.57%	1.37%	1.22%	1.57%	2.02%	0.52%	2.48%	2.5%	1.34%	0.98%	1.47%	0.86%					
37	"20. ""Политическая партия ""Единая Россия"""	5415	206	103	207	38	134	1299	162	149	1170	212	121	158	117	542	62	621	114					
		58.86%	59.71%	81.10%	61.42%	54.28%	58.26%	58.59%	55.67%	60.81%	61.35%	61.44%	63.35%	49.06%	58.5%	60.96%	60.78%	53.95%	49.56%					
38	"21. ""Российская Конституционно-демократическая партия"""	24	1	0	1	2	2	6	0	0	3	0	0	2	1	2	0	1	3					
		0.26%	0.28%	0.0%	0.29%	2.85%	0.86%	0.27%	0.0%	0.0%	0.15%	0.0%	0.0%	0.62%	0.5%	0.22%	0.0%	0.08%	1.30%					
39	"22. ""Развитие предпринимательства"""	11	0	1	0	1	1	3	0	1	0	0	0	0	0	2	0	1	1					
		0.11%	0.0%	0.78%	0.0%	1.42%	0.43%	0.13%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.08%	0.43%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	465	9	5	9	4	17	111	7	4	147	17	4	28	7	25	6	62	3					
		5.05%	2.60%	3.93%	2.67%	5.71%	7.39%	5.00%	2.40%	1.63%	7.70%	4.92%	2.09%	8.69%	3.5%	2.81%	5.88%	5.38%	1.30%					
																								
41	Против всех	282	6	1	8	4	5	63	15	5	51	8	6	4	6	25	5	51	19					
		3.06%	1.73%	0.78%	2.37%	5.71%	2.17%	2.84%	5.15%	2.04%	2.67%	2.31%	3.14%	1.24%	3.0%	2.81%	4.90%	4.43%	8.26%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
