Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Гдовская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1884	195	151	102	102	67	41	98	39	132	74	171	176	51	72	89	44	93	62	44	81									
		47.42%	45.24%	41.83%	36.96%	45.54%	48.20%	41.00%	52.13%	52.70%	43.28%	53.24%	54.98%	67.18%	39.53%	52.55%	52.98%	47.31%	39.57%	44.60%	45.83%	48.80%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	29	2	3	1	1	0	0	1	0	2	0	4	3	2	2	1	0	5	1	0	1									
		0.73%	0.46%	0.83%	0.36%	0.45%	0.00%	0.00%	0.53%	0.00%	0.66%	0.00%	1.29%	1.15%	1.55%	1.46%	0.60%	0.00%	2.13%	0.72%	0.00%	0.60%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	1	0	1	1	1	0	0	0	0	0	2	1	0	1	0	0	1	0	1	0									
		0.25%	0.23%	0.00%	0.36%	0.45%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.38%	0.00%	0.73%	0.00%	0.00%	0.43%	0.00%	1.04%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	588	45	51	50	42	27	13	25	10	40	22	37	30	28	17	32	10	47	24	16	22									
		14.80%	10.44%	14.13%	18.12%	18.75%	19.42%	13.00%	13.30%	13.51%	13.11%	15.83%	11.90%	11.45%	21.71%	12.41%	19.05%	10.75%	20.00%	17.27%	16.67%	13.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	0	3	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0									
		0.23%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.32%	0.38%	0.00%	0.73%	0.00%	1.08%	0.43%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	4	4	4	1	3	0	4	0	1	2	1	1	1	1	0	1	5	0	2	1									
		0.91%	0.93%	1.11%	1.45%	0.45%	2.16%	0.00%	2.13%	0.00%	0.33%	1.44%	0.32%	0.38%	0.78%	0.73%	0.00%	1.08%	2.13%	0.00%	2.08%	0.60%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	1	0	0	2	0	0	0	0	1	1	0	0	3	0	0	0	0	1									
		0.23%	0.00%	0.00%	0.36%	0.00%	0.00%	2.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.38%	0.00%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	0.60%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	237	28	33	23	14	8	12	15	9	9	5	23	8	8	3	4	5	18	2	2	8									
		5.97%	6.50%	9.14%	8.33%	6.25%	5.76%	12.00%	7.98%	12.16%	2.95%	3.60%	7.40%	3.05%	6.20%	2.19%	2.38%	5.38%	7.66%	1.44%	2.08%	4.82%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	621	82	75	53	39	17	18	15	1	66	19	41	18	18	16	16	15	38	28	15	31									
		15.63%	19.03%	20.78%	19.20%	17.41%	12.23%	18.00%	7.98%	1.35%	21.64%	13.67%	13.18%	6.87%	13.95%	11.68%	9.52%	16.13%	16.17%	20.14%	15.63%	18.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	1	2	0	1	1	0	0	4	0	0	0	1	0	0	1	1	0	0	1									
		0.33%	0.00%	0.28%	0.72%	0.00%	0.72%	1.00%	0.00%	0.00%	1.31%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	1.08%	0.43%	0.00%	0.00%	0.60%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	208	24	20	17	6	4	5	10	8	12	9	12	5	7	10	13	13	11	11	6	5									
		5.24%	5.57%	5.54%	6.16%	2.68%	2.88%	5.00%	5.32%	10.81%	3.93%	6.47%	3.86%	1.91%	5.43%	7.30%	7.74%	13.98%	4.68%	7.91%	6.25%	3.01%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
