7	Число избирательных бюллетеней в переносных ящиках для голосования	4650	63	30	59	57	33	37	94	19	32	43	21	20	67	30	15	19	43	14	48	41	11	32	24	28	26	16	61	27	27	28	59	33	23	57	61	32	23	41	94	33	27	59	23	31	40	50	30	21	260	25	20	51	45	32	58	48	85	62	107	57	68	14	87	72	92	120	107	92	45	68	41	25	79	29	53	69	37	87	57	33	21	25	64	44	35	28	24	16	141	31	23	35	115	121									
8	Число бюллетеней в стационарных ящиках для голосования	60644	735	832	825	608	498	1095	827	713	820	966	699	401	790	676	426	713	781	445	503	745	619	827	765	823	148	571	738	731	668	621	667	726	747	705	618	695	748	609	886	936	853	843	720	718	981	849	880	970	817	188	207	314	285	405	254	412	317	1121	617	201	330	166	836	590	1144	901	990	919	843	613	411	250	603	786	443	486	267	256	787	892	750	688	275	621	687	495	536	882	874	684	656	907	129	49									
9	Число недействительных избирательных бюллетеней	783	7	9	12	12	6	14	12	14	6	8	19	2	13	7	6	19	9	3	12	11	6	10	7	14	2	7	15	9	8	5	11	12	44	8	8	9	9	7	8	9	13	6	7	6	7	6	7	10	14	0	3	11	3	3	6	2	2	19	7	0	3	1	19	13	10	17	8	9	11	5	2	4	9	12	2	6	2	2	12	8	7	12	4	11	6	4	4	7	13	6	3	5	4	1									
10	Число действительных избирательных бюллетеней	64511	791	853	872	653	525	1118	909	718	846	1001	701	419	844	699	435	713	815	456	539	775	624	849	782	837	172	580	784	749	687	644	715	747	726	754	671	718	762	643	972	960	867	896	736	743	1014	893	903	981	1063	213	224	354	327	434	306	458	400	1164	717	258	395	179	904	649	1226	1004	1089	1002	877	676	450	271	673	803	494	549	302	341	832	917	764	701	335	654	716	519	556	891	1002	709	676	937	240	169									
11	Число утраченных избирательных бюллетеней	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	90	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																									
13	Бабурин Сергей Николаевич	474	9	11	6	2	4	10	9	5	9	6	4	1	6	9	8	5	4	5	3	5	0	9	5	6	1	1	4	11	8	4	2	2	8	4	6	3	5	5	6	5	8	9	5	3	8	6	7	8	9	0	0	4	2	5	3	5	3	6	1	2	2	0	7	8	5	6	11	9	9	5	1	2	8	3	3	4	4	1	1	9	6	4	0	8	8	2	6	10	2	4	5	7	3	1									
		0.73%	1.13%	1.28%	0.68%	0.30%	0.75%	0.88%	0.98%	0.68%	1.06%	0.59%	0.56%	0.24%	0.70%	1.27%	1.81%	0.68%	0.49%	1.09%	0.54%	0.64%	0.00%	1.05%	0.63%	0.71%	0.57%	0.17%	0.50%	1.45%	1.15%	0.62%	0.28%	0.26%	1.04%	0.52%	0.88%	0.41%	0.65%	0.77%	0.61%	0.52%	0.91%	0.99%	0.67%	0.40%	0.78%	0.67%	0.77%	0.81%	0.84%	0.00%	0.00%	1.10%	0.61%	1.14%	0.96%	1.09%	0.75%	0.51%	0.14%	0.78%	0.50%	0.00%	0.76%	1.21%	0.40%	0.59%	1.00%	0.89%	1.01%	0.73%	0.22%	0.73%	1.17%	0.37%	0.60%	0.72%	1.32%	0.29%	0.12%	0.97%	0.78%	0.56%	0.00%	1.20%	1.11%	0.38%	1.07%	1.11%	0.20%	0.56%	0.74%	0.74%	1.23%	0.59%									
14	Грудинин Павел Николаевич	8393	84	116	108	66	58	173	114	98	135	130	80	67	110	94	60	100	105	67	51	88	82	117	119	101	27	72	98	114	99	101	76	106	101	113	89	107	123	86	116	123	136	92	113	94	132	148	151	134	93	36	17	27	42	46	32	62	43	144	57	22	46	12	92	60	167	114	185	114	176	69	47	35	79	79	81	57	40	40	116	148	93	115	44	97	87	67	79	113	120	96	102	106	2	20									
		12.85%	10.53%	13.46%	12.22%	9.92%	10.92%	15.28%	12.38%	13.39%	15.85%	12.88%	11.11%	15.91%	12.84%	13.31%	13.61%	13.66%	12.74%	14.60%	9.26%	11.20%	13.02%	13.62%	15.08%	11.87%	15.52%	12.27%	12.27%	15.04%	14.24%	15.56%	10.47%	13.97%	13.12%	14.83%	13.11%	14.72%	15.95%	13.23%	11.84%	12.69%	15.45%	10.20%	15.21%	12.55%	12.93%	16.46%	16.59%	13.52%	8.64%	16.90%	7.49%	7.40%	12.73%	10.53%	10.26%	13.48%	10.70%	12.17%	7.87%	8.53%	11.56%	6.67%	9.97%	9.06%	13.51%	11.17%	16.86%	11.28%	19.82%	10.13%	10.40%	12.73%	11.58%	9.69%	16.33%	10.27%	13.16%	11.66%	13.74%	16.00%	12.06%	16.13%	12.98%	14.59%	12.05%	12.81%	14.11%	12.58%	11.82%	13.43%	15.02%	11.25%	0.82%	11.76%									
15	Жириновский Владимир Вольфович	4805	66	67	87	65	50	74	60	58	63	90	50	35	72	57	47	54	62	37	35	58	45	68	60	75	9	54	60	35	54	37	64	51	43	51	64	48	64	42	59	68	71	80	54	57	73	44	51	67	79	11	25	23	26	29	14	39	28	96	52	20	31	16	77	44	105	84	75	74	53	36	28	23	44	62	29	37	10	19	72	65	50	53	18	36	48	43	38	72	89	55	55	70	8	9									
		7.36%	8.27%	7.77%	9.84%	9.77%	9.42%	6.54%	6.51%	7.92%	7.39%	8.92%	6.94%	8.31%	8.40%	8.07%	10.66%	7.38%	7.52%	8.06%	6.35%	7.38%	7.14%	7.92%	7.60%	8.81%	5.17%	9.20%	7.51%	4.62%	7.77%	5.70%	8.82%	6.72%	5.58%	6.69%	9.43%	6.60%	8.30%	6.46%	6.02%	7.02%	8.07%	8.87%	7.27%	7.61%	7.15%	4.89%	5.60%	6.76%	7.34%	5.16%	11.01%	6.30%	7.88%	6.64%	4.49%	8.48%	6.97%	8.11%	7.18%	7.75%	7.79%	8.89%	8.34%	6.65%	8.50%	8.23%	6.84%	7.32%	5.97%	5.29%	6.19%	8.36%	6.45%	7.61%	5.85%	6.67%	3.29%	5.54%	8.53%	7.03%	6.49%	7.43%	5.31%	5.41%	6.65%	8.22%	6.79%	8.02%	8.77%	7.69%	8.10%	7.43%	3.28%	5.29%									
16	Путин Владимир Владимирович	47926	603	628	638	503	389	784	690	506	598	727	522	287	614	512	294	525	601	326	420	580	469	612	565	613	124	428	581	545	488	458	530	543	533	548	480	506	524	470	738	706	610	671	536	559	753	662	652	720	849	164	178	287	248	336	252	317	305	884	589	205	303	144	704	519	911	772	792	783	585	543	362	199	527	639	370	426	239	268	598	661	588	501	261	484	546	386	399	646	711	520	477	727	219	131									
		73.40%	75.56%	72.85%	72.17%	75.64%	73.26%	69.26%	74.92%	69.13%	70.19%	72.05%	72.50%	68.17%	71.65%	72.52%	66.67%	71.72%	72.94%	71.02%	76.23%	73.79%	74.44%	71.25%	71.61%	72.03%	71.26%	72.91%	72.72%	71.90%	70.22%	70.57%	73.00%	71.54%	69.22%	71.92%	70.69%	69.60%	67.96%	72.31%	75.31%	72.86%	69.32%	74.39%	72.14%	74.63%	73.75%	73.64%	71.65%	72.65%	78.83%	76.99%	78.41%	78.63%	75.15%	76.89%	80.77%	68.91%	75.87%	74.73%	81.35%	79.46%	76.13%	80.00%	76.27%	78.40%	73.71%	75.61%	72.20%	77.45%	65.88%	79.74%	80.09%	72.36%	77.27%	78.40%	74.60%	76.76%	78.62%	78.13%	70.85%	71.46%	76.26%	70.27%	76.99%	72.78%	75.62%	73.80%	71.25%	71.94%	70.05%	72.73%	70.25%	77.18%	89.75%	77.06%									
17	Собчак Ксения Анатольевна	1114	15	9	16	10	5	33	17	20	22	23	17	16	12	8	7	11	17	9	10	22	10	15	16	16	5	11	11	18	9	19	19	20	12	14	13	15	18	14	24	24	13	24	18	14	23	11	15	17	19	1	3	7	3	6	2	9	14	20	5	3	4	4	6	5	14	5	10	5	15	6	3	5	9	2	4	11	2	4	20	13	8	10	6	7	6	8	7	17	27	12	12	10	3	5									
		1.71%	1.88%	1.04%	1.81%	1.50%	0.94%	2.92%	1.85%	2.73%	2.58%	2.28%	2.36%	3.80%	1.40%	1.13%	1.59%	1.50%	2.06%	1.96%	1.81%	2.80%	1.59%	1.75%	2.03%	1.88%	2.87%	1.87%	1.38%	2.37%	1.29%	2.93%	2.62%	2.64%	1.56%	1.84%	1.91%	2.06%	2.33%	2.15%	2.45%	2.48%	1.48%	2.66%	2.42%	1.87%	2.25%	1.22%	1.65%	1.72%	1.76%	0.47%	1.32%	1.92%	0.91%	1.37%	0.64%	1.96%	3.48%	1.69%	0.69%	1.16%	1.01%	2.22%	0.65%	0.76%	1.13%	0.49%	0.91%	0.49%	1.69%	0.88%	0.66%	1.82%	1.32%	0.25%	0.81%	1.98%	0.66%	1.17%	2.37%	1.41%	1.04%	1.40%	1.77%	1.05%	0.83%	1.53%	1.25%	1.89%	2.66%	1.68%	1.77%	1.06%	1.23%	2.94%									
18	Сурайкин Максим Александрович	492	6	7	6	0	6	7	7	10	8	5	2	0	4	4	3	4	5	4	2	4	4	7	3	3	2	3	11	9	10	2	4	4	14	7	4	7	9	3	10	7	11	5	1	6	7	10	8	12	5	1	0	2	1	1	0	7	0	5	5	5	3	0	5	2	8	11	4	6	7	0	5	6	3	10	4	7	2	0	3	7	10	8	0	8	7	5	7	8	18	2	9	4	2	2									
		0.75%	0.75%	0.81%	0.68%	0.00%	1.13%	0.62%	0.76%	1.37%	0.94%	0.50%	0.28%	0.00%	0.47%	0.57%	0.68%	0.55%	0.61%	0.87%	0.36%	0.51%	0.63%	0.81%	0.38%	0.35%	1.15%	0.51%	1.38%	1.19%	1.44%	0.31%	0.55%	0.53%	1.82%	0.92%	0.59%	0.96%	1.17%	0.46%	1.02%	0.72%	1.25%	0.55%	0.13%	0.80%	0.69%	1.11%	0.88%	1.21%	0.46%	0.47%	0.00%	0.55%	0.30%	0.23%	0.00%	1.52%	0.00%	0.42%	0.69%	1.94%	0.75%	0.00%	0.54%	0.30%	0.65%	1.08%	0.36%	0.59%	0.79%	0.00%	1.11%	2.18%	0.44%	1.23%	0.81%	1.26%	0.66%	0.00%	0.36%	0.76%	1.30%	1.12%	0.00%	1.20%	0.97%	0.96%	1.25%	0.89%	1.77%	0.28%	1.33%	0.42%	0.82%	1.18%									
19	Титов Борис Юрьевич	726	4	8	6	4	5	22	6	10	5	5	8	6	15	10	12	7	13	6	11	8	8	11	11	13	2	5	10	11	11	15	14	13	3	8	8	16	9	13	6	14	11	6	6	5	12	7	11	11	6	0	1	1	4	8	0	12	3	5	7	0	2	2	7	5	9	7	8	9	26	12	3	1	2	4	2	3	4	3	9	12	1	8	1	5	7	7	12	16	21	10	9	10	1	0									
		1.11%	0.50%	0.93%	0.68%	0.60%	0.94%	1.94%	0.65%	1.37%	0.59%	0.50%	1.11%	1.43%	1.75%	1.42%	2.72%	0.96%	1.58%	1.31%	1.99%	1.02%	1.27%	1.28%	1.39%	1.53%	1.15%	0.85%	1.25%	1.45%	1.58%	2.31%	1.93%	1.71%	0.39%	1.05%	1.18%	2.20%	1.17%	2.00%	0.61%	1.44%	1.25%	0.67%	0.81%	0.67%	1.18%	0.78%	1.21%	1.11%	0.56%	0.00%	0.44%	0.27%	1.21%	1.83%	0.00%	2.61%	0.75%	0.42%	0.97%	0.00%	0.50%	1.11%	0.76%	0.76%	0.73%	0.69%	0.73%	0.89%	2.93%	1.76%	0.66%	0.36%	0.29%	0.49%	0.40%	0.54%	1.32%	0.87%	1.07%	1.30%	0.13%	1.12%	0.29%	0.75%	0.97%	1.34%	2.14%	1.78%	2.07%	1.40%	1.33%	1.06%	0.41%	0.00%									
20	Явлинский Григорий Алексеевич	581	4	7	5	3	8	15	6	11	6	15	18	7	11	5	4	7	8	2	7	10	6	10	3	10	2	6	9	6	8	8	6	8	12	9	7	16	10	10	13	13	7	9	3	5	6	5	8	12	3	0	0	3	1	3	3	7	4	4	1	1	4	1	6	6	7	5	4	2	6	5	1	0	1	4	1	4	1	6	13	2	8	2	5	9	7	1	8	9	14	10	7	3	2	1									
		0.89%	0.50%	0.81%	0.57%	0.45%	1.51%	1.33%	0.65%	1.50%	0.70%	1.49%	2.50%	1.66%	1.28%	0.71%	0.91%	0.96%	0.97%	0.44%	1.27%	1.27%	0.95%	1.16%	0.38%	1.18%	1.15%	1.02%	1.13%	0.79%	1.15%	1.23%	0.83%	1.05%	1.56%	1.18%	1.03%	2.20%	1.30%	1.54%	1.33%	1.34%	0.80%	0.99%	0.40%	0.67%	0.59%	0.56%	0.88%	1.21%	0.28%	0.00%	0.00%	0.82%	0.30%	0.69%	0.96%	1.52%	0.99%	0.34%	0.14%	0.39%	1.01%	0.56%	0.65%	0.91%	0.57%	0.49%	0.36%	0.20%	0.68%	0.73%	0.22%	0.00%	0.15%	0.49%	0.20%	0.72%	0.33%	1.75%	1.54%	0.22%	1.04%	0.28%	1.47%	1.35%	0.97%	0.19%	1.43%	1.00%	1.38%	1.40%	1.03%	0.32%	0.82%	0.59%									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
