Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва															
Дата голосования: 07.12.2003 0:00:00															
															
Наименование Избирательной комиссии:    Пионерская 															
															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)															
															
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408					
33	"16. ""Родина"" (народно-патриотический союз)"""	386	31	85	66	67	14	8	112	3					
		6.58%	4.96%	7.13%	8.39%	9.09%	5.51%	3.21%	5.67%	6.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	11	0	4	1	1	0	0	4	1					
		0.18%	0.0%	0.33%	0.12%	0.13%	0.0%	0.0%	0.20%	2.0%					
35	"18. ""ЛДПР"""	1009	122	199	83	105	42	18	432	8					
		17.20%	19.52%	16.70%	10.55%	14.24%	16.53%	7.22%	21.88%	16.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	109	19	19	22	11	10	5	23	0					
		1.85%	3.04%	1.59%	2.79%	1.49%	3.93%	2.00%	1.16%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	2006	237	414	281	245	101	101	603	24					
		34.19%	37.92%	34.76%	35.75%	33.24%	39.76%	40.56%	30.54%	48.0%					
38	"21. ""Российская Конституционно-демократическая партия"""	10	0	1	0	1	1	1	6	0					
		0.17%	0.0%	0.08%	0.0%	0.13%	0.39%	0.40%	0.30%	0.0%					
39	"22. ""Развитие предпринимательства"""	17	2	5	2	1	0	0	7	0					
		0.28%	0.32%	0.41%	0.25%	0.13%	0.0%	0.0%	0.35%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	706	47	165	123	110	30	37	189	5					
		12.03%	7.52%	13.85%	15.64%	14.92%	11.81%	14.85%	9.57%	10.0%					
															
41	Против всех	410	33	49	51	50	7	17	200	3					
		6.98%	5.28%	4.11%	6.48%	6.78%	2.75%	6.82%	10.13%	6.0%					
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
