Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Юрьев-Польская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	194	16	3	9	3	6	16	13	8	7	6	1	2	6	2	3	1	2	1	7	6	5	4	5	6	5	2	5	6	8	2	1	0	4	3	0	4	1	1	6	8									
		1.42%	1.87%	0.66%	1.63%	0.62%	1.13%	1.83%	1.59%	1.72%	1.56%	2.29%	0.47%	0.47%	2.88%	1.08%	1.84%	0.56%	0.75%	0.63%	3.29%	1.62%	1.56%	1.13%	1.54%	2.05%	2.67%	1.27%	1.05%	1.02%	1.98%	0.74%	0.95%	0.00%	1.86%	1.85%	0.00%	3.01%	1.06%	0.77%	1.19%	1.74%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	477	24	19	24	27	19	30	24	24	20	5	4	15	12	5	5	8	6	10	5	11	8	10	17	12	11	3	7	20	6	6	1	1	9	2	8	7	7	7	21	17									
		3.50%	2.80%	4.18%	4.35%	5.58%	3.57%	3.44%	2.94%	5.17%	4.45%	1.91%	1.90%	3.51%	5.77%	2.70%	3.07%	4.52%	2.25%	6.33%	2.35%	2.97%	2.50%	2.82%	5.23%	4.10%	5.88%	1.91%	1.47%	3.41%	1.48%	2.23%	0.95%	0.57%	4.19%	1.23%	5.33%	5.26%	7.45%	5.38%	4.17%	3.70%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	328	22	9	24	20	14	15	27	14	7	5	5	17	4	3	1	0	1	1	6	11	11	7	8	9	8	3	14	12	4	3	4	2	2	0	5	5	1	0	8	16									
		2.41%	2.57%	1.98%	4.35%	4.13%	2.63%	1.72%	3.30%	3.02%	1.56%	1.91%	2.37%	3.98%	1.92%	1.62%	0.61%	0.00%	0.37%	0.63%	2.82%	2.97%	3.44%	1.97%	2.46%	3.07%	4.28%	1.91%	2.95%	2.05%	0.99%	1.12%	3.81%	1.14%	0.93%	0.00%	3.33%	3.76%	1.06%	0.00%	1.59%	3.48%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6744	447	215	230	218	228	409	346	199	209	127	102	179	137	112	82	67	150	93	114	202	166	212	165	157	74	80	292	275	217	161	61	136	127	113	71	58	54	55	198	206									
		49.51%	52.22%	47.25%	41.67%	45.04%	42.86%	46.90%	42.35%	42.89%	46.55%	48.47%	48.34%	41.92%	65.87%	60.54%	50.31%	37.85%	56.18%	58.86%	53.52%	54.59%	51.88%	59.72%	50.77%	53.58%	39.57%	50.96%	61.47%	46.93%	53.58%	59.85%	58.10%	77.71%	59.07%	69.75%	47.33%	43.61%	57.45%	42.31%	39.36%	44.78%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	71	6	5	1	0	2	5	2	5	5	0	0	4	1	0	3	4	0	0	1	5	5	2	3	0	1	1	2	2	0	1	1	1	1	0	0	0	0	0	1	1									
		0.52%	0.70%	1.10%	0.18%	0.00%	0.38%	0.57%	0.24%	1.08%	1.11%	0.00%	0.00%	0.94%	0.48%	0.00%	1.84%	2.26%	0.00%	0.00%	0.47%	1.35%	1.56%	0.56%	0.92%	0.00%	0.53%	0.64%	0.42%	0.34%	0.00%	0.37%	0.95%	0.57%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.22%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	1	0	2	3	0	3	4	0	0	1	1	0	0	0	0	1	0	0	0	1	0	2	0	1	1	1	0	2	0	0	1	0	0	0	0	0	0	0	1	1									
		0.20%	0.12%	0.00%	0.36%	0.62%	0.00%	0.34%	0.49%	0.00%	0.00%	0.38%	0.47%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.27%	0.00%	0.56%	0.00%	0.34%	0.53%	0.64%	0.00%	0.34%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2781	162	101	107	96	104	155	188	82	80	58	60	113	27	27	48	52	61	19	55	100	72	70	60	55	47	34	84	115	108	50	13	15	36	29	27	28	13	25	121	84									
		20.42%	18.93%	22.20%	19.38%	19.83%	19.55%	17.78%	23.01%	17.67%	17.82%	22.14%	28.44%	26.46%	12.98%	14.59%	29.45%	29.38%	22.85%	12.03%	25.82%	27.03%	22.50%	19.72%	18.46%	18.77%	25.13%	21.66%	17.68%	19.62%	26.67%	18.59%	12.38%	8.57%	16.74%	17.90%	18.00%	21.05%	13.83%	19.23%	24.06%	18.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	61	1	2	5	1	2	7	4	4	0	3	1	2	1	1	1	0	0	0	0	3	1	3	1	0	1	0	4	2	3	0	0	1	0	0	0	0	0	1	1	5									
		0.45%	0.12%	0.44%	0.91%	0.21%	0.38%	0.80%	0.49%	0.86%	0.00%	1.15%	0.47%	0.47%	0.48%	0.54%	0.61%	0.00%	0.00%	0.00%	0.00%	0.81%	0.31%	0.85%	0.31%	0.00%	0.53%	0.00%	0.84%	0.34%	0.74%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.20%	1.09%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	89	9	6	2	4	4	6	6	3	1	2	0	0	1	0	1	0	1	0	2	0	1	0	7	1	1	1	5	7	3	2	1	0	2	0	1	2	0	3	4	0									
		0.65%	1.05%	1.32%	0.36%	0.83%	0.75%	0.69%	0.73%	0.65%	0.22%	0.76%	0.00%	0.00%	0.48%	0.00%	0.61%	0.00%	0.37%	0.00%	0.94%	0.00%	0.31%	0.00%	2.15%	0.34%	0.53%	0.64%	1.05%	1.19%	0.74%	0.74%	0.95%	0.00%	0.93%	0.00%	0.67%	1.50%	0.00%	2.31%	0.80%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	1	0	1	1	2	0	1	1	0	0	0	1	2	0	0	1	0	0	0	0	1	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	0									
		0.15%	0.00%	0.22%	0.00%	0.21%	0.19%	0.23%	0.00%	0.22%	0.22%	0.00%	0.00%	0.00%	0.48%	1.08%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.28%	0.62%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	114	3	3	10	6	7	7	12	5	1	0	1	2	2	1	1	0	1	0	1	0	4	1	2	4	2	1	2	1	2	6	0	1	2	0	1	0	2	3	6	11									
		0.84%	0.35%	0.66%	1.81%	1.24%	1.32%	0.80%	1.47%	1.08%	0.22%	0.00%	0.47%	0.47%	0.96%	0.54%	0.61%	0.00%	0.37%	0.00%	0.47%	0.00%	1.25%	0.28%	0.62%	1.37%	1.07%	0.64%	0.42%	0.17%	0.49%	2.23%	0.00%	0.57%	0.93%	0.00%	0.67%	0.00%	2.13%	2.31%	1.19%	2.39%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2023	129	72	100	70	118	168	134	89	95	42	26	67	10	25	14	39	31	30	15	19	29	31	35	30	33	26	41	115	33	22	15	15	22	14	31	23	13	30	101	71									
		14.85%	15.07%	15.82%	18.12%	14.46%	22.18%	19.27%	16.40%	19.18%	21.16%	16.03%	12.32%	15.69%	4.81%	13.51%	8.59%	22.03%	11.61%	18.99%	7.04%	5.14%	9.06%	8.73%	10.77%	10.24%	17.65%	16.56%	8.63%	19.62%	8.15%	8.18%	14.29%	8.57%	10.23%	8.64%	20.67%	17.29%	13.83%	23.08%	20.08%	15.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	10	1	4	4	2	4	3	1	4	1	0	1	1	2	0	0	1	0	0	1	1	0	2	1	0	0	1	4	0	1	0	0	0	0	3	0	0	0	2	1									
		0.41%	1.17%	0.22%	0.72%	0.83%	0.38%	0.46%	0.37%	0.22%	0.89%	0.38%	0.00%	0.23%	0.48%	1.08%	0.00%	0.00%	0.37%	0.00%	0.00%	0.27%	0.31%	0.00%	0.62%	0.34%	0.00%	0.00%	0.21%	0.68%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	2.00%	0.00%	0.00%	0.00%	0.40%	0.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	402	26	10	23	14	17	35	36	16	13	8	7	15	4	3	3	5	10	1	2	7	6	6	13	10	3	3	13	10	20	8	5	1	5	0	1	1	1	2	19	20									
		2.95%	3.04%	2.20%	4.17%	2.89%	3.20%	4.01%	4.41%	3.45%	2.90%	3.05%	3.32%	3.51%	1.92%	1.62%	1.84%	2.82%	3.75%	0.63%	0.94%	1.89%	1.88%	1.69%	4.00%	3.41%	1.60%	1.91%	2.74%	1.71%	4.94%	2.97%	4.76%	0.57%	2.33%	0.00%	0.67%	0.75%	1.06%	1.54%	3.78%	4.35%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
