Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    Кировская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615					
		0.19%	0.50%	0.10%	0.29%	0.09%	0.26%	0.45%	0.00%	0.22%	0.36%	0.00%	0.00%	0.15%	0.20%	0.49%	0.27%	0.00%	0.00%	0.71%	0.14%	0.13%	0.06%	0.20%	0.07%	0.33%	0.31%	0.16%	0.17%	0.15%	0.24%	0.26%	0.00%	0.00%	0.17%	0.10%	0.00%	0.24%	0.23%	0.00%	0.00%	0.00%	0.25%	0.44%	0.00%	0.15%	0.47%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3417	86	71	80	89	95	94	71	78	66	52	9	130	98	179	26	3	55	20	117	153	123	138	122	138	144	117	116	107	123	75	55	20	114	98	8	28	35	33	24	34	39	13	6	66	16	16	27	10					
		8.70%	8.62%	7.17%	7.84%	8.04%	8.28%	8.37%	6.17%	8.52%	7.82%	9.30%	5.42%	9.45%	9.77%	14.55%	7.14%	1.21%	10.83%	7.09%	8.11%	9.94%	7.90%	9.42%	8.33%	9.06%	8.83%	9.12%	9.69%	8.14%	9.96%	9.57%	8.69%	10.75%	9.70%	9.48%	8.89%	6.67%	7.90%	5.89%	4.44%	6.77%	9.65%	5.70%	5.88%	10.11%	7.51%	13.11%	8.41%	6.17%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4865	154	144	124	156	184	165	198	126	108	74	10	168	140	94	39	28	55	29	186	191	181	203	168	199	163	184	188	161	145	85	77	9	142	126	5	40	35	66	60	69	44	22	21	41	8	10	26	14					
		12.39%	15.43%	14.55%	12.14%	14.09%	16.03%	14.69%	17.20%	13.77%	12.80%	13.24%	6.02%	12.22%	13.96%	7.64%	10.71%	11.34%	10.83%	10.28%	12.90%	12.40%	11.62%	13.86%	11.47%	13.07%	9.99%	14.34%	15.71%	12.24%	11.74%	10.84%	12.16%	4.84%	12.09%	12.19%	5.56%	9.52%	7.90%	11.79%	11.11%	13.75%	10.89%	9.65%	20.59%	6.28%	3.76%	8.20%	8.10%	8.64%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	349	7	14	12	10	13	13	20	12	3	3	1	10	5	8	3	1	3	0	21	7	9	13	14	13	14	8	15	9	8	6	4	2	8	9	0	6	6	9	8	3	6	2	2	2	2	0	4	1					
		0.89%	0.70%	1.41%	1.18%	0.90%	1.13%	1.16%	1.74%	1.31%	0.36%	0.54%	0.60%	0.73%	0.50%	0.65%	0.82%	0.40%	0.59%	0.00%	1.46%	0.45%	0.58%	0.89%	0.96%	0.85%	0.86%	0.62%	1.25%	0.68%	0.65%	0.77%	0.63%	1.08%	0.68%	0.87%	0.00%	1.43%	1.35%	1.61%	1.48%	0.60%	1.49%	0.88%	1.96%	0.31%	0.94%	0.00%	1.25%	0.62%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	22737	539	559	610	636	622	625	673	527	522	356	128	766	515	740	239	188	330	166	802	859	891	766	841	805	953	627	605	714	681	477	386	129	737	649	71	301	284	358	318	294	220	168	64	396	161	81	240	118					
		57.92%	54.01%	56.46%	59.75%	57.45%	54.18%	55.65%	58.47%	57.60%	61.85%	63.69%	77.11%	55.71%	51.35%	60.16%	65.66%	76.11%	64.96%	58.87%	55.62%	55.78%	57.23%	52.29%	57.41%	52.86%	58.43%	48.87%	50.54%	54.30%	55.14%	60.84%	60.98%	69.35%	62.72%	62.77%	78.89%	71.67%	64.11%	63.93%	58.89%	58.57%	54.46%	73.68%	62.75%	60.64%	75.59%	66.39%	74.77%	72.84%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	833	19	15	29	34	27	30	17	26	11	5	2	27	19	8	1	2	4	9	54	31	35	46	60	61	51	43	21	36	32	22	11	1	8	10	1	2	4	1	2	0	2	0	0	8	3	0	1	2					
		2.12%	1.90%	1.52%	2.84%	3.07%	2.35%	2.67%	1.48%	2.84%	1.30%	0.89%	1.20%	1.96%	1.89%	0.65%	0.27%	0.81%	0.79%	3.19%	3.74%	2.01%	2.25%	3.14%	4.10%	4.01%	3.13%	3.35%	1.75%	2.74%	2.59%	2.81%	1.74%	0.54%	0.68%	0.97%	1.11%	0.48%	0.90%	0.18%	0.37%	0.00%	0.50%	0.00%	0.00%	1.23%	1.41%	0.00%	0.31%	1.23%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
