Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Кировская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1340	30	35	30	35	35	30	40	30	20	20	10	35	30	30	20	20	25	20	35	35	35	35	35	35	35	35	35	35	35	30	30	15	30	30	15	20	20	30	30	30	30	30	20	15	20	10	30	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	656	26	23	8	23	12	15	35	9	4	5	0	27	18	16	8	5	13	3	19	14	35	21	15	15	15	22	15	10	25	24	9	8	13	19	3	10	7	9	13	10	14	17	5	10	4	1	24	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1285	18	28	4	21	30	12	22	19	9	19	13	85	27	62	11	9	64	45	24	16	112	101	64	91	16	17	22	8	12	35	69	4	17	18	8	8	4	2	5	4	41	18	7	6	4	1	23	30					
14	Число погашенных неиспользованных открепительных удостоверений	684	4	12	22	12	23	15	5	21	16	15	10	8	12	14	12	15	12	17	16	21	0	14	20	20	20	13	20	25	10	6	21	7	17	11	12	10	13	21	17	20	16	13	15	5	16	9	6	25					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	4	2	2	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9401	320	308	284	185	300	265	255	218	175	127	24	346	252	188	65	49	148	59	302	355	407	397	399	375	360	476	351	390	423	193	153	34	276	266	16	78	60	94	62	98	106	73	31	15	24	16	2	1					
		25.17%	31.50%	28.54%	28.98%	16.91%	27.27%	27.04%	26.05%	25.68%	24.61%	24.10%	15.38%	27.61%	26.98%	14.66%	19.23%	23.00%	29.78%	18.85%	24.24%	24.88%	26.45%	27.27%	28.20%	25.20%	23.95%	36.93%	28.98%	31.05%	30.41%	25.73%	24.09%	20.48%	26.80%	23.60%	22.86%	18.18%	14.29%	20.94%	19.75%	25.45%	21.33%	16.29%	14.83%	14.71%	17.02%	27.12%	0.45%	0.66%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5261	142	182	152	87	216	143	182	157	123	83	12	177	110	243	45	27	87	46	189	223	171	198	213	206	227	142	172	178	195	115	103	17	136	132	7	39	32	56	64	52	63	56	24	16	12	7	1	1					
		14.08%	13.98%	16.87%	15.51%	7.95%	19.64%	14.59%	18.59%	18.49%	17.30%	15.75%	7.69%	14.13%	11.78%	18.95%	13.31%	12.68%	17.51%	14.70%	15.17%	15.63%	11.11%	13.60%	15.05%	13.84%	15.10%	11.02%	14.20%	14.17%	14.02%	15.33%	16.22%	10.24%	13.20%	11.71%	10.00%	9.09%	7.62%	12.47%	20.38%	13.51%	12.68%	12.50%	11.48%	15.69%	8.51%	11.86%	0.22%	0.66%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	397	12	13	4	9	17	11	13	11	14	4	0	19	16	13	4	2	7	5	14	17	13	11	19	18	7	11	9	20	14	5	5	1	9	6	0	2	5	4	7	4	9	9	1	1	2	0	0	0					
		1.06%	1.18%	1.20%	0.41%	0.82%	1.55%	1.12%	1.33%	1.30%	1.97%	0.76%	0.00%	1.52%	1.71%	1.01%	1.18%	0.94%	1.41%	1.60%	1.12%	1.19%	0.84%	0.76%	1.34%	1.21%	0.47%	0.85%	0.74%	1.59%	1.01%	0.67%	0.79%	0.60%	0.87%	0.53%	0.00%	0.47%	1.19%	0.89%	2.23%	1.04%	1.81%	2.01%	0.48%	0.98%	1.42%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6838	201	191	193	117	198	165	190	138	143	79	26	240	178	197	58	29	81	77	261	300	375	277	257	314	309	279	238	245	241	150	121	15	135	152	5	51	76	103	55	88	96	114	31	10	28	7	3	1					
		18.31%	19.78%	17.70%	19.69%	10.69%	18.00%	16.84%	19.41%	16.25%	20.11%	14.99%	16.67%	19.15%	19.06%	15.37%	17.16%	13.62%	16.30%	24.60%	20.95%	21.02%	24.37%	19.02%	18.16%	21.10%	20.56%	21.64%	19.65%	19.51%	17.33%	20.00%	19.06%	9.04%	13.11%	13.49%	7.14%	11.89%	18.10%	22.94%	17.52%	22.86%	19.32%	25.45%	14.83%	9.80%	19.86%	11.86%	0.67%	0.66%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2233	80	66	76	57	54	44	71	78	29	25	9	58	50	40	9	4	9	22	83	98	111	111	147	146	127	80	88	80	121	45	33	9	40	28	1	11	13	21	11	12	24	8	3	1	0	0	0	0					
		5.98%	7.87%	6.12%	7.76%	5.21%	4.91%	4.49%	7.25%	9.19%	4.08%	4.74%	5.77%	4.63%	5.35%	3.12%	2.66%	1.88%	1.81%	7.03%	6.66%	6.87%	7.21%	7.62%	10.39%	9.81%	8.45%	6.21%	7.27%	6.37%	8.70%	6.00%	5.20%	5.42%	3.88%	2.48%	1.43%	2.56%	3.10%	4.68%	3.50%	3.12%	4.83%	1.79%	1.44%	0.98%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12190	230	287	238	620	300	319	247	225	206	169	83	369	301	563	141	92	150	94	357	388	431	423	341	393	426	275	331	311	367	226	207	82	397	503	36	237	222	158	103	125	186	174	113	52	74	29	442	147					
		32.63%	22.64%	26.60%	24.29%	56.67%	27.27%	32.55%	25.23%	26.50%	28.97%	32.07%	53.21%	29.45%	32.23%	43.92%	41.72%	43.19%	30.18%	30.03%	28.65%	27.19%	28.01%	29.05%	24.10%	26.41%	28.34%	21.33%	27.33%	24.76%	26.38%	30.13%	32.60%	49.40%	38.54%	44.63%	51.43%	55.24%	52.86%	35.19%	32.80%	32.47%	37.42%	38.84%	54.07%	50.98%	52.48%	49.15%	98.44%	97.35%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	252	10	8	14	5	0	4	8	5	6	7	1	12	6	13	2	0	2	3	12	11	9	10	16	13	9	9	12	8	7	6	3	1	3	3	2	1	0	2	5	0	1	2	1	0	0	0	0	0					
		0.67%	0.98%	0.74%	1.43%	0.46%	0.00%	0.41%	0.82%	0.59%	0.84%	1.33%	0.64%	0.96%	0.64%	1.01%	0.59%	0.00%	0.40%	0.96%	0.96%	0.77%	0.58%	0.69%	1.13%	0.87%	0.60%	0.70%	0.99%	0.64%	0.50%	0.80%	0.47%	0.60%	0.29%	0.27%	2.86%	0.23%	0.00%	0.45%	1.59%	0.00%	0.20%	0.45%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
