Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Молоковская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710					
		0.11%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.49%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	171	4	6	2	4	16	6	3	8	5	3	15	3	14	7	42	33					
		4.86%	3.14%	3.0%	1.98%	4.87%	8.0%	3.06%	1.91%	4.06%	3.06%	2.54%	5.17%	2.47%	12.17%	3.44%	6.70%	5.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	0	0	0	1	0	0	0	0	2	1	0	2	0	3	3	6					
		0.51%	0.0%	0.0%	0.0%	1.21%	0.0%	0.0%	0.0%	0.0%	1.22%	0.84%	0.0%	1.65%	0.0%	1.47%	0.47%	0.96%					
35	"18. ""ЛДПР"""	345	17	13	16	11	14	19	11	28	11	13	11	15	11	28	69	58					
		9.80%	13.38%	6.5%	15.84%	13.41%	7.0%	9.69%	7.00%	14.21%	6.74%	11.01%	3.79%	12.39%	9.56%	13.79%	11.02%	9.32%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	68	2	4	1	1	4	0	2	2	6	4	2	1	4	6	11	18					
		1.93%	1.57%	2.0%	0.99%	1.21%	2.0%	0.0%	1.27%	1.01%	3.68%	3.38%	0.68%	0.82%	3.47%	2.95%	1.75%	2.89%					
37	"20. ""Политическая партия ""Единая Россия"""	1257	43	60	40	39	83	59	58	66	53	26	128	48	46	73	223	212					
		35.73%	33.85%	30.0%	39.60%	47.56%	41.5%	30.10%	36.94%	33.50%	32.51%	22.03%	44.13%	39.66%	39.99%	35.96%	35.62%	34.08%					
38	"21. ""Российская Конституционно-демократическая партия"""	10	1	0	0	1	0	0	0	3	0	0	1	0	0	1	2	1					
		0.28%	0.78%	0.0%	0.0%	1.21%	0.0%	0.0%	0.0%	1.52%	0.0%	0.0%	0.34%	0.0%	0.0%	0.49%	0.31%	0.16%					
39	"22. ""Развитие предпринимательства"""	13	0	1	0	1	1	0	0	1	0	1	2	1	0	0	1	4					
		0.36%	0.0%	0.5%	0.0%	1.21%	0.5%	0.0%	0.0%	0.50%	0.0%	0.84%	0.68%	0.82%	0.0%	0.0%	0.15%	0.64%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	434	17	19	11	6	41	17	23	23	12	10	35	19	9	19	94	79					
		12.33%	13.38%	9.5%	10.89%	7.31%	20.5%	8.67%	14.64%	11.67%	7.36%	8.47%	12.06%	15.70%	7.82%	9.35%	15.01%	12.70%					
																							
41	Против всех	94	4	1	3	0	4	2	6	5	2	1	14	3	0	6	21	22					
		2.67%	3.14%	0.5%	2.97%	0.0%	2.0%	1.02%	3.82%	2.53%	1.22%	0.84%	4.82%	2.47%	0.0%	2.95%	3.35%	3.53%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
