Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Рязанская - 157																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №427	УИК №428	УИК №431	УИК №432	УИК №433	УИК №438	УИК №439	УИК №449	УИК №450	УИК №461	УИК №462	УИК №463	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474									
		0.60%	0.41%	0.30%	0.32%	3.70%	1.02%	0.52%	1.44%	0.42%	0.00%	0.64%	0.84%	0.38%	0.44%	1.40%	0.64%	0.31%	0.66%	0.00%	0.76%	1.12%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	1	1									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.34%	0.52%	0.48%	0.10%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.19%	0.37%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	2	5	4	0	0	2	3	4	2	4	10	1	0	0	1	6	2	4	5	3									
		0.77%	0.82%	1.48%	1.27%	0.00%	0.00%	1.04%	1.44%	0.42%	1.55%	0.64%	1.20%	0.38%	0.00%	0.00%	0.21%	0.93%	0.66%	0.88%	0.95%	1.12%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1045	18	39	44	3	21	28	30	132	9	127	168	55	22	21	54	117	41	36	52	28									
		13.94%	7.41%	11.57%	13.97%	5.56%	7.12%	14.51%	14.42%	13.78%	6.98%	20.35%	20.14%	20.99%	9.61%	14.69%	11.44%	18.06%	13.62%	7.88%	9.92%	10.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	2	2	1	0	2	2	0	3	1	1	4	3	0	2	1	4	1	3	1	0									
		0.44%	0.82%	0.59%	0.32%	0.00%	0.68%	1.04%	0.00%	0.31%	0.78%	0.16%	0.48%	1.15%	0.00%	1.40%	0.21%	0.62%	0.33%	0.66%	0.19%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	276	4	10	5	5	8	2	8	51	9	17	47	7	6	5	9	34	10	22	13	4									
		3.68%	1.65%	2.97%	1.59%	9.26%	2.71%	1.04%	3.85%	5.32%	6.98%	2.72%	5.64%	2.67%	2.62%	3.50%	1.91%	5.25%	3.32%	4.81%	2.48%	1.49%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
