Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Сухиничская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	148	9	14	9	18	8	5	8	4	6	6	4	7	2	4	0	3	10	4	3	2	1	4	2	1	3	6	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	406	73	3	44	10	2	0	16	2	17	0	0	42	0	14	23	28	0	9	18	0	0	58	0	0	0	0	4	43									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	104	9	14	9	14	11	11	16	3	1	2	1	1	0	1	1	2	0	1	0	0	3	1	2	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	100	3	19	11	8	11	3	11	2	1	1	5	3	2	0	4	1	1	0	3	0	0	1	1	1	1	4	0	3									
		0.99%	0.38%	1.72%	1.40%	0.82%	1.25%	0.28%	1.52%	1.27%	1.08%	0.36%	1.64%	2.29%	1.07%	0.00%	1.77%	0.63%	0.34%	0.00%	1.81%	0.00%	0.00%	0.72%	1.05%	0.76%	1.06%	0.92%	0.00%	1.91%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	267	28	25	23	16	23	40	25	3	1	5	8	3	1	6	4	4	11	7	5	3	1	3	0	5	4	10	2	1									
		2.65%	3.57%	2.27%	2.94%	1.64%	2.61%	3.75%	3.45%	1.91%	1.08%	1.82%	2.63%	2.29%	0.53%	4.29%	1.77%	2.50%	3.78%	3.91%	3.01%	1.57%	0.92%	2.17%	0.00%	3.79%	4.26%	2.29%	2.20%	0.64%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	142	11	18	14	10	20	14	11	3	0	5	4	0	1	1	3	2	4	2	4	0	0	0	0	3	1	8	1	2									
		1.41%	1.40%	1.63%	1.79%	1.02%	2.27%	1.31%	1.52%	1.91%	0.00%	1.82%	1.32%	0.00%	0.53%	0.71%	1.33%	1.25%	1.37%	1.12%	2.41%	0.00%	0.00%	0.00%	0.00%	2.27%	1.06%	1.83%	1.10%	1.27%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5481	387	559	343	537	418	510	386	91	70	176	179	92	143	102	144	96	178	118	111	125	66	82	65	75	34	234	57	103									
		54.42%	49.36%	50.73%	43.81%	54.91%	47.45%	47.80%	53.24%	57.96%	75.27%	64.00%	58.88%	70.23%	76.47%	72.86%	63.72%	60.00%	61.17%	65.92%	66.87%	65.45%	60.55%	59.42%	68.42%	56.82%	36.17%	53.67%	62.64%	65.61%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	48	3	8	5	4	5	4	7	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	2	0	3	2	1									
		0.48%	0.38%	0.73%	0.64%	0.41%	0.57%	0.37%	0.97%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.56%	0.00%	0.52%	0.00%	0.00%	0.00%	1.52%	0.00%	0.69%	2.20%	0.64%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	1	3	1	1	1	0	1	0	0	1	1	1	1	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0									
		0.17%	0.13%	0.27%	0.13%	0.10%	0.11%	0.00%	0.14%	0.00%	0.00%	0.36%	0.33%	0.76%	0.53%	0.71%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1780	152	190	157	182	156	203	109	27	13	50	44	24	20	19	37	25	48	29	16	34	31	35	17	18	18	75	18	33									
		17.67%	19.39%	17.24%	20.05%	18.61%	17.71%	19.03%	15.03%	17.20%	13.98%	18.18%	14.47%	18.32%	10.70%	13.57%	16.37%	15.63%	16.49%	16.20%	9.64%	17.80%	28.44%	25.36%	17.89%	13.64%	19.15%	17.20%	19.78%	21.02%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	3	2	5	4	1	6	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.26%	0.38%	0.18%	0.64%	0.41%	0.11%	0.56%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	46	2	13	7	2	9	7	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0									
		0.46%	0.26%	1.18%	0.89%	0.20%	1.02%	0.66%	0.14%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.76%	0.00%	0.00%	1.10%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	1	0	4	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.13%	0.00%	0.51%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.63%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	55	10	8	3	9	2	9	3	1	0	2	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1									
		0.55%	1.28%	0.73%	0.38%	0.92%	0.23%	0.84%	0.41%	0.64%	0.00%	0.73%	0.00%	0.00%	0.00%	0.71%	0.44%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.72%	1.05%	0.00%	1.06%	0.23%	0.00%	0.64%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1416	104	164	117	141	163	173	129	19	3	26	51	6	13	7	13	21	32	14	20	24	5	6	9	19	35	87	5	10									
		14.06%	13.27%	14.88%	14.94%	14.42%	18.50%	16.21%	17.79%	12.10%	3.23%	9.45%	16.78%	4.58%	6.95%	5.00%	5.75%	13.13%	10.99%	7.82%	12.05%	12.57%	4.59%	4.35%	9.47%	14.39%	37.23%	19.95%	5.49%	6.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	4	3	4	2	3	5	3	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	1	0	0	2	0	0									
		0.32%	0.51%	0.27%	0.51%	0.20%	0.34%	0.47%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.63%	0.34%	0.00%	0.00%	0.00%	0.00%	0.72%	1.05%	0.00%	0.00%	0.46%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	481	52	73	73	50	50	55	26	8	5	7	6	2	4	2	14	5	9	5	6	2	3	5	1	6	0	6	3	3									
		4.78%	6.63%	6.62%	9.32%	5.11%	5.68%	5.15%	3.59%	5.10%	5.38%	2.55%	1.97%	1.53%	2.14%	1.43%	6.19%	3.13%	3.09%	2.79%	3.61%	1.05%	2.75%	3.62%	1.05%	4.55%	0.00%	1.38%	3.30%	1.91%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
