Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
"Наименование Избирательной комиссии:    г.Ростова-на-Дону, Октябрьская"																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №2490	УИК №2491					
		5.85%	8.42%	10.86%	8.51%	7.07%	10.57%	6.98%	5.94%	6.53%	11.75%	5.26%	5.63%	5.30%	4.08%	8.60%	8.41%	4.15%	7.96%	6.06%	5.64%	4.49%	4.10%	5.32%	7.47%	8.06%	4.23%	9.38%	7.03%	4.80%	5.56%	4.69%	4.31%	3.87%	5.03%	2.96%	3.32%	3.66%	5.12%	3.43%	4.38%	4.87%	5.59%	4.50%	3.92%	4.60%	9.65%	8.46%	3.13%	4.02%	1.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2831	55	40	49	62	63	68	77	67	47	21	60	42	60	27	30	15	48	46	34	84	76	109	53	29	42	21	52	39	46	125	89	153	89	80	72	98	95	75	51	42	53	33	48	59	44	60	49	49	5					
		4.60%	4.82%	2.89%	4.53%	4.25%	3.96%	5.72%	4.23%	5.61%	4.06%	1.21%	4.27%	3.13%	5.97%	2.70%	3.23%	2.49%	3.89%	3.44%	4.26%	6.29%	6.49%	5.98%	4.71%	4.25%	4.03%	2.85%	6.41%	5.06%	5.33%	9.03%	7.52%	11.20%	11.48%	6.58%	4.51%	4.27%	4.63%	5.48%	4.14%	3.15%	3.61%	2.80%	3.24%	4.94%	3.56%	3.23%	2.51%	4.02%	1.31%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4992	148	193	104	172	191	126	145	129	153	106	95	121	90	96	110	49	99	115	74	129	96	129	115	58	76	64	64	49	67	127	112	87	44	67	119	105	153	85	79	93	104	62	116	74	112	102	89	87	12					
		8.12%	12.99%	13.97%	9.62%	11.81%	12.02%	10.60%	7.98%	10.81%	13.22%	6.12%	6.77%	9.03%	8.96%	9.60%	11.86%	8.13%	8.04%	8.60%	9.28%	9.66%	8.20%	7.08%	10.23%	8.50%	7.30%	8.70%	7.90%	6.36%	7.77%	9.17%	9.46%	6.36%	5.67%	5.51%	7.47%	4.58%	7.46%	6.21%	6.41%	6.98%	7.09%	5.27%	7.84%	6.19%	9.08%	5.50%	4.57%	7.15%	3.15%					
22	"5. ""За Русь Святую"""	284	3	4	3	7	3	6	8	7	8	4	3	9	5	6	4	3	4	4	2	8	3	10	2	2	7	4	5	4	4	2	3	10	6	9	7	11	3	14	6	4	12	3	8	8	9	11	8	8	0					
		0.46%	0.26%	0.28%	0.27%	0.48%	0.18%	0.50%	0.44%	0.58%	0.69%	0.23%	0.21%	0.67%	0.49%	0.60%	0.43%	0.49%	0.32%	0.29%	0.25%	0.59%	0.25%	0.54%	0.17%	0.29%	0.67%	0.54%	0.61%	0.51%	0.46%	0.14%	0.25%	0.73%	0.77%	0.74%	0.43%	0.48%	0.14%	1.02%	0.48%	0.30%	0.81%	0.25%	0.54%	0.67%	0.72%	0.59%	0.41%	0.65%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	110	2	1	1	3	2	2	10	2	1	2	1	2	0	3	3	0	2	2	1	0	3	5	2	3	0	2	1	1	3	4	2	2	8	1	2	2	5	3	3	1	2	2	0	1	4	5	3	0	0					
		0.17%	0.17%	0.07%	0.09%	0.20%	0.12%	0.16%	0.55%	0.16%	0.08%	0.11%	0.07%	0.14%	0.0%	0.30%	0.32%	0.0%	0.16%	0.14%	0.12%	0.0%	0.25%	0.27%	0.17%	0.43%	0.0%	0.27%	0.12%	0.12%	0.34%	0.28%	0.16%	0.14%	1.03%	0.08%	0.12%	0.08%	0.24%	0.21%	0.24%	0.07%	0.13%	0.17%	0.0%	0.08%	0.32%	0.26%	0.15%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	792	13	13	8	13	17	7	21	15	8	18	9	15	15	5	12	2	14	13	11	24	19	36	13	6	5	9	21	11	15	19	16	20	6	9	21	28	60	20	24	18	26	22	17	14	21	26	24	11	2					
		1.28%	1.14%	0.94%	0.74%	0.89%	1.07%	0.58%	1.15%	1.25%	0.69%	1.04%	0.64%	1.12%	1.49%	0.50%	1.29%	0.33%	1.13%	0.97%	1.38%	1.79%	1.62%	1.97%	1.15%	0.87%	0.48%	1.22%	2.59%	1.42%	1.74%	1.37%	1.35%	1.46%	0.77%	0.74%	1.31%	1.22%	2.92%	1.46%	1.94%	1.35%	1.77%	1.87%	1.14%	1.17%	1.70%	1.40%	1.23%	0.90%	0.52%					
25	"8. ""Народно-республиканская партия России"""	28	0	1	0	0	0	1	3	1	1	0	0	1	1	0	0	0	1	0	1	2	0	2	0	0	0	0	0	0	1	0	2	2	0	0	1	1	1	1	1	0	1	0	2	0	0	0	0	0	0					
		0.04%	0.0%	0.07%	0.0%	0.0%	0.0%	0.08%	0.16%	0.08%	0.08%	0.0%	0.0%	0.07%	0.09%	0.0%	0.0%	0.0%	0.08%	0.0%	0.12%	0.14%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.16%	0.14%	0.0%	0.0%	0.06%	0.04%	0.04%	0.07%	0.08%	0.0%	0.06%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	468	3	5	6	15	12	5	10	8	4	31	9	6	14	10	6	7	6	18	8	7	4	16	6	6	13	5	4	2	7	18	7	9	1	10	6	17	20	5	10	15	8	11	5	10	14	20	20	8	1					
		0.76%	0.26%	0.36%	0.55%	1.03%	0.75%	0.42%	0.55%	0.67%	0.34%	1.79%	0.64%	0.44%	1.39%	1.00%	0.64%	1.16%	0.48%	1.34%	1.00%	0.52%	0.34%	0.87%	0.53%	0.87%	1.25%	0.68%	0.49%	0.25%	0.81%	1.30%	0.59%	0.65%	0.12%	0.82%	0.37%	0.74%	0.97%	0.36%	0.81%	1.12%	0.54%	0.93%	0.33%	0.83%	1.13%	1.07%	1.02%	0.65%	0.26%					
27	"10. ""Аграрная партия России"""	921	10	21	9	21	39	13	24	23	13	29	25	25	16	15	21	7	20	16	6	23	29	19	29	14	18	9	16	15	17	19	36	15	18	23	19	27	20	23	12	22	19	19	20	9	15	28	24	10	1					
		1.49%	0.87%	1.52%	0.83%	1.44%	2.45%	1.09%	1.32%	1.92%	1.12%	1.67%	1.78%	1.86%	1.59%	1.50%	2.26%	1.16%	1.62%	1.19%	0.75%	1.72%	2.47%	1.04%	2.58%	2.05%	1.73%	1.22%	1.97%	1.94%	1.97%	1.37%	3.04%	1.09%	2.32%	1.89%	1.19%	1.17%	0.97%	1.68%	0.97%	1.65%	1.29%	1.61%	1.35%	0.75%	1.21%	1.51%	1.23%	0.82%	0.26%					
28	"11. ""Истинные патриоты России"""	94	0	1	1	0	0	1	3	0	2	6	0	1	0	2	1	1	2	7	0	1	1	4	0	3	8	0	0	0	2	1	0	2	4	0	2	3	7	0	1	11	2	3	0	4	1	0	3	3	0					
		0.15%	0.0%	0.07%	0.09%	0.0%	0.0%	0.08%	0.16%	0.0%	0.17%	0.34%	0.0%	0.07%	0.0%	0.20%	0.10%	0.16%	0.16%	0.52%	0.0%	0.07%	0.08%	0.21%	0.0%	0.43%	0.76%	0.0%	0.0%	0.0%	0.23%	0.07%	0.0%	0.14%	0.51%	0.0%	0.12%	0.13%	0.34%	0.0%	0.08%	0.82%	0.13%	0.25%	0.0%	0.33%	0.08%	0.0%	0.15%	0.24%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	693	8	16	12	13	16	10	17	22	12	4	19	19	10	6	13	11	7	15	9	17	10	28	8	6	7	9	7	10	15	13	12	17	6	6	17	25	22	26	21	14	21	7	15	12	13	37	36	16	1					
		1.12%	0.70%	1.15%	1.11%	0.89%	1.00%	0.84%	0.93%	1.84%	1.03%	0.23%	1.35%	1.41%	0.99%	0.60%	1.40%	1.82%	0.56%	1.12%	1.12%	1.27%	0.85%	1.53%	0.71%	0.87%	0.67%	1.22%	0.86%	1.29%	1.74%	0.93%	1.01%	1.24%	0.77%	0.49%	1.06%	1.09%	1.07%	1.90%	1.70%	1.05%	1.43%	0.59%	1.01%	1.00%	1.05%	1.99%	1.84%	1.31%	0.26%					
30	"13. ""Демократическая партия России"""	124	0	0	0	3	5	2	0	3	5	2	1	1	2	2	3	0	4	2	1	8	2	5	3	0	5	1	0	1	1	6	5	2	1	2	3	5	7	3	5	4	1	2	2	2	2	5	4	1	0					
		0.20%	0.0%	0.0%	0.0%	0.20%	0.31%	0.16%	0.0%	0.25%	0.43%	0.11%	0.07%	0.07%	0.19%	0.20%	0.32%	0.0%	0.32%	0.14%	0.12%	0.59%	0.17%	0.27%	0.26%	0.0%	0.48%	0.13%	0.0%	0.12%	0.11%	0.43%	0.42%	0.14%	0.12%	0.16%	0.18%	0.21%	0.34%	0.21%	0.40%	0.30%	0.06%	0.17%	0.13%	0.16%	0.16%	0.26%	0.20%	0.08%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	210	5	2	2	6	6	4	13	4	3	8	5	0	4	0	1	1	2	39	3	1	1	3	3	0	5	8	3	2	1	0	3	2	2	0	7	6	5	6	2	2	4	2	1	6	2	7	10	6	2					
		0.34%	0.43%	0.14%	0.18%	0.41%	0.37%	0.33%	0.71%	0.33%	0.25%	0.46%	0.35%	0.0%	0.39%	0.0%	0.10%	0.16%	0.16%	2.91%	0.37%	0.07%	0.08%	0.16%	0.26%	0.0%	0.48%	1.08%	0.37%	0.25%	0.11%	0.0%	0.25%	0.14%	0.25%	0.0%	0.43%	0.26%	0.24%	0.43%	0.16%	0.15%	0.27%	0.17%	0.06%	0.50%	0.16%	0.37%	0.51%	0.49%	0.52%					
32	"15. ""Партия СЛОН"""	128	3	3	2	1	6	2	18	2	3	5	0	0	1	3	0	2	2	0	0	1	4	3	1	3	2	1	1	1	1	1	5	3	1	0	3	5	11	1	2	0	3	0	1	3	5	5	5	2	1					
		0.20%	0.26%	0.21%	0.18%	0.06%	0.37%	0.16%	0.99%	0.16%	0.25%	0.28%	0.0%	0.0%	0.09%	0.30%	0.0%	0.33%	0.16%	0.0%	0.0%	0.07%	0.34%	0.16%	0.08%	0.43%	0.19%	0.13%	0.12%	0.12%	0.11%	0.07%	0.42%	0.21%	0.12%	0.0%	0.18%	0.21%	0.53%	0.07%	0.16%	0.0%	0.20%	0.0%	0.06%	0.25%	0.40%	0.26%	0.25%	0.16%	0.26%					
33	"16. ""Родина"" (народно-патриотический союз)"""	8345	168	222	178	214	259	152	161	146	174	150	270	239	105	113	90	72	188	169	104	139	134	288	164	93	136	105	97	115	78	154	163	123	85	150	197	282	217	257	180	194	212	208	228	133	184	310	391	139	15					
		13.58%	14.74%	16.07%	16.46%	14.69%	16.30%	12.79%	8.86%	12.23%	15.03%	8.67%	19.25%	17.84%	10.45%	11.31%	9.70%	11.96%	15.27%	12.64%	13.04%	10.41%	11.45%	15.81%	14.59%	13.63%	13.07%	14.28%	11.97%	14.93%	9.04%	11.12%	13.77%	9.00%	10.96%	12.35%	12.36%	12.30%	10.59%	18.78%	14.62%	14.56%	14.46%	17.68%	15.41%	11.13%	14.92%	16.72%	20.09%	11.43%	3.94%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	113	1	9	0	1	2	0	7	1	0	4	5	1	1	1	1	2	2	3	3	1	0	4	2	1	2	0	2	0	4	1	1	6	0	1	4	4	5	4	3	5	2	2	2	2	3	3	3	2	0					
		0.18%	0.08%	0.65%	0.0%	0.06%	0.12%	0.0%	0.38%	0.08%	0.0%	0.23%	0.35%	0.07%	0.09%	0.10%	0.10%	0.33%	0.16%	0.22%	0.37%	0.07%	0.0%	0.21%	0.17%	0.14%	0.19%	0.0%	0.24%	0.0%	0.46%	0.07%	0.08%	0.43%	0.0%	0.08%	0.25%	0.17%	0.24%	0.29%	0.24%	0.37%	0.13%	0.17%	0.13%	0.16%	0.24%	0.16%	0.15%	0.16%	0.0%					
35	"18. ""ЛДПР"""	5049	53	54	43	87	58	79	312	78	48	187	73	99	80	73	68	44	69	92	56	91	95	176	52	36	136	54	53	44	79	110	85	114	66	67	150	271	280	87	136	123	150	104	125	93	135	199	214	65	6					
		8.21%	4.65%	3.91%	3.97%	5.97%	3.65%	6.64%	17.17%	6.53%	4.14%	10.80%	5.20%	7.39%	7.96%	7.30%	7.33%	7.30%	5.60%	6.88%	7.02%	6.81%	8.11%	9.66%	4.62%	5.27%	13.07%	7.34%	6.54%	5.71%	9.16%	7.94%	7.18%	8.34%	8.51%	5.51%	9.41%	11.82%	13.66%	6.35%	11.04%	9.23%	10.23%	8.84%	8.45%	7.78%	10.94%	10.73%	10.99%	5.34%	1.57%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	987	16	24	20	28	17	20	14	21	15	20	20	16	19	14	21	17	16	28	18	14	26	34	21	18	13	9	11	11	13	21	10	23	13	15	28	44	30	38	23	20	20	22	24	20	9	30	41	20	2					
		1.60%	1.40%	1.73%	1.85%	1.92%	1.07%	1.68%	0.77%	1.76%	1.29%	1.15%	1.42%	1.19%	1.89%	1.40%	2.26%	2.82%	1.29%	2.09%	2.25%	1.04%	2.22%	1.86%	1.86%	2.63%	1.25%	1.22%	1.35%	1.42%	1.50%	1.51%	0.84%	1.68%	1.67%	1.23%	1.75%	1.92%	1.46%	2.77%	1.86%	1.50%	1.36%	1.87%	1.62%	1.67%	0.72%	1.61%	2.10%	1.64%	0.52%					
37	"20. ""Политическая партия ""Единая Россия"""	17749	311	325	281	423	369	370	442	312	255	739	328	313	328	323	240	166	443	410	245	341	368	468	282	181	266	203	227	227	270	364	301	423	196	511	512	809	459	324	344	326	376	328	482	411	303	462	546	508	308					
		28.88%	27.30%	23.53%	25.99%	29.05%	23.23%	31.14%	24.32%	26.15%	22.03%	42.71%	23.39%	23.37%	32.66%	32.33%	25.88%	27.57%	35.98%	30.68%	30.74%	25.54%	31.45%	25.70%	25.08%	26.53%	25.57%	27.61%	28.02%	29.48%	31.32%	26.30%	25.44%	30.96%	25.29%	42.09%	32.14%	35.31%	22.40%	23.68%	27.94%	24.47%	25.64%	27.89%	32.58%	34.42%	24.57%	24.91%	28.05%	41.77%	81.05%					
38	"21. ""Российская Конституционно-демократическая партия"""	84	2	1	3	1	2	0	3	0	3	1	0	3	1	2	1	2	1	2	1	2	1	2	2	1	3	3	2	0	1	1	0	1	1	1	2	3	4	2	3	7	2	0	1	1	0	3	3	2	1					
		0.13%	0.17%	0.07%	0.27%	0.06%	0.12%	0.0%	0.16%	0.0%	0.25%	0.05%	0.0%	0.22%	0.09%	0.20%	0.10%	0.33%	0.08%	0.14%	0.12%	0.14%	0.08%	0.10%	0.17%	0.14%	0.28%	0.40%	0.24%	0.0%	0.11%	0.07%	0.0%	0.07%	0.12%	0.08%	0.12%	0.13%	0.19%	0.14%	0.24%	0.52%	0.13%	0.0%	0.06%	0.08%	0.0%	0.16%	0.15%	0.16%	0.26%					
39	"22. ""Развитие предпринимательства"""	203	0	1	1	1	8	3	6	5	2	4	2	7	1	8	0	1	7	5	0	11	6	7	3	2	6	2	3	3	0	2	5	3	0	6	8	11	5	3	4	4	6	2	9	3	6	14	5	2	0					
		0.33%	0.0%	0.07%	0.09%	0.06%	0.50%	0.25%	0.33%	0.41%	0.17%	0.23%	0.14%	0.52%	0.09%	0.80%	0.0%	0.16%	0.56%	0.37%	0.0%	0.82%	0.51%	0.38%	0.26%	0.29%	0.57%	0.27%	0.37%	0.38%	0.0%	0.14%	0.42%	0.21%	0.0%	0.49%	0.50%	0.48%	0.24%	0.21%	0.32%	0.30%	0.40%	0.17%	0.60%	0.25%	0.48%	0.75%	0.25%	0.16%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	8772	180	220	206	193	246	154	224	178	196	142	266	254	129	103	144	90	132	149	115	231	153	263	212	111	131	91	130	159	127	205	199	217	126	168	235	243	266	238	139	248	226	196	203	176	128	219	251	150	10					
		14.27%	15.80%	15.93%	19.05%	13.25%	15.49%	12.96%	12.32%	14.92%	16.94%	8.20%	18.97%	18.96%	12.84%	10.31%	15.53%	14.95%	10.72%	11.15%	14.42%	17.30%	13.07%	14.44%	18.86%	16.27%	12.59%	12.38%	16.04%	20.64%	14.73%	14.81%	16.82%	15.88%	16.25%	13.83%	14.75%	10.60%	12.98%	17.39%	11.29%	18.61%	15.41%	16.66%	13.72%	14.74%	10.38%	11.81%	12.89%	12.33%	2.63%					
																																																								
41	Против всех	3879	46	62	47	73	71	50	158	63	47	138	107	78	45	84	69	69	55	98	42	99	63	93	51	44	99	59	39	31	44	103	54	71	48	32	90	178	222	83	111	81	104	73	102	78	89	129	141	60	6					
		6.31%	4.03%	4.48%	4.34%	5.01%	4.47%	4.20%	8.69%	5.28%	4.06%	7.97%	7.63%	5.82%	4.48%	8.40%	7.44%	11.46%	4.46%	7.33%	5.26%	7.41%	5.38%	5.10%	4.53%	6.45%	9.51%	8.02%	4.81%	4.02%	5.10%	7.44%	4.56%	5.19%	6.19%	2.63%	5.64%	7.76%	10.83%	6.06%	9.01%	6.08%	7.09%	6.20%	6.89%	6.53%	7.21%	6.95%	7.24%	4.93%	1.57%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
