Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																																		
Дата голосования: 04.12.2011																																																																																																		
																																																																																																		
"Наименование Избирательной комиссии:    Омск, Кировская"																																																																																																		
																																																																																																		
Сводная таблица результатов выборов																																																																																																		
																																																																																																		
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	4083	40	35	37	39	49	40	40	40	30	40	39	40	50	36	29	30	19	40	40	63	70	55	60	64	50	69	49	37	40	36	40	45	58	39	49	40	0	60	70	80	40	37	60	60	50	48	30	43	69	50	61	65	49	50	60	50	50	40	50	41	60	50	40	50	36	29	40	30	41	40	37	0	0	28	59	75	50	40	60	50	78	37	36	50	38	21	50	40	49	39	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2973	31	32	22	22	36	45	55	29	18	23	27	20	104	83	27	14	22	34	16	33	35	30	49	36	22	57	48	18	27	16	18	38	46	30	34	23	20	51	29	39	21	7	53	38	20	16	26	33	45	27	49	33	6	52	37	48	44	42	31	30	45	43	30	29	25	21	30	26	20	10	19	0	138	20	27	44	39	35	29	18	64	65	6	32	3	9	30	38	28	12	21					
14	Число погашенных неиспользованных открепительных удостоверений	94	0	0	3	1	1	0	0	0	0	0	1	0	0	4	1	0	3	0	0	0	0	0	0	1	0	1	1	3	0	4	0	5	2	1	1	0	0	0	0	0	0	3	0	0	0	2	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	3	0	0	5	1	0	0	0	0	0	2	13	4	0	12	4	0	0	1	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	14944	72	84	76	91	152	156	88	111	66	106	142	161	203	159	137	166	73	159	87	206	215	205	208	205	209	231	212	133	162	158	123	173	170	149	162	180	13	266	243	287	91	120	226	202	163	149	165	149	253	236	264	248	173	202	190	219	199	233	214	189	226	207	176	176	147	130	188	165	176	173	152	70	80	33	221	188	191	182	228	186	221	182	173	163	159	49	198	113	75	78	154					
		16.09%	11.37%	12.77%	10.66%	11.35%	14.53%	15.03%	12.21%	14.49%	10.09%	13.30%	14.50%	15.10%	18.09%	15.54%	14.56%	16.73%	13.67%	14.93%	11.40%	15.86%	16.36%	16.82%	18.62%	16.24%	16.90%	17.14%	16.55%	16.90%	16.80%	14.26%	14.04%	15.57%	14.86%	12.84%	13.89%	16.74%	11.21%	18.33%	18.18%	19.11%	14.47%	15.92%	19.14%	15.79%	17.60%	15.10%	17.80%	16.72%	17.33%	20.19%	17.91%	18.25%	16.99%	16.49%	20.72%	19.13%	17.14%	18.60%	18.21%	17.34%	17.56%	17.15%	17.17%	17.24%	15.28%	15.28%	18.31%	18.11%	16.09%	18.87%	15.08%	16.95%	18.82%	6.99%	18.28%	17.06%	15.77%	18.06%	16.40%	15.91%	17.12%	19.14%	15.63%	14.67%	13.77%	11.40%	16.94%	12.68%	9.10%	11.89%	11.38%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	14795	96	121	91	136	142	163	94	113	104	141	138	163	203	157	154	162	82	139	144	234	255	186	166	210	215	222	175	107	111	167	134	161	187	165	166	137	21	233	221	281	89	125	151	203	176	159	135	145	238	171	216	196	169	202	135	186	184	178	183	160	181	139	156	145	171	144	168	145	204	146	181	68	61	115	206	217	240	173	234	205	211	140	167	226	204	70	187	161	103	87	242					
		15.93%	15.17%	18.39%	12.76%	16.96%	13.58%	15.70%	13.04%	14.75%	15.90%	17.69%	14.10%	15.29%	18.09%	15.35%	16.37%	16.33%	15.36%	13.05%	18.87%	18.01%	19.41%	15.26%	14.86%	16.64%	17.38%	16.47%	13.66%	13.60%	11.51%	15.07%	15.30%	14.49%	16.35%	14.22%	14.24%	12.74%	18.10%	16.06%	16.53%	18.71%	14.15%	16.58%	12.79%	15.87%	19.01%	16.11%	14.56%	16.27%	16.30%	14.63%	14.65%	14.42%	16.60%	16.49%	14.72%	16.24%	15.85%	14.21%	15.57%	14.68%	14.06%	11.52%	15.22%	14.20%	17.78%	16.92%	16.36%	15.92%	18.65%	15.92%	17.96%	16.46%	14.35%	24.36%	17.04%	19.69%	19.82%	17.16%	16.83%	17.54%	16.34%	14.72%	15.09%	20.34%	17.66%	16.28%	15.99%	18.07%	12.50%	13.26%	17.89%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1168	8	6	19	10	16	7	8	4	13	6	20	13	20	11	8	10	5	8	19	10	20	23	17	20	18	24	12	9	9	12	9	7	17	18	13	12	4	22	25	17	10	11	11	16	8	11	5	10	19	10	19	18	11	14	7	18	15	14	16	17	19	11	6	6	11	7	11	9	18	6	11	2	5	1	13	13	23	9	16	11	16	16	8	11	16	12	20	15	16	10	31					
		1.26%	1.26%	0.91%	2.66%	1.25%	1.53%	0.67%	1.11%	0.52%	1.99%	0.75%	2.04%	1.22%	1.78%	1.08%	0.85%	1.01%	0.94%	0.75%	2.49%	0.77%	1.52%	1.89%	1.52%	1.58%	1.46%	1.78%	0.94%	1.14%	0.93%	1.08%	1.03%	0.63%	1.49%	1.55%	1.11%	1.12%	3.45%	1.52%	1.87%	1.13%	1.59%	1.46%	0.93%	1.25%	0.86%	1.11%	0.54%	1.12%	1.30%	0.86%	1.29%	1.32%	1.08%	1.14%	0.76%	1.57%	1.29%	1.12%	1.36%	1.56%	1.48%	0.91%	0.59%	0.59%	1.14%	0.82%	1.07%	0.99%	1.65%	0.65%	1.09%	0.48%	1.18%	0.21%	1.08%	1.18%	1.90%	0.89%	1.15%	0.94%	1.24%	1.68%	0.72%	0.99%	1.39%	2.79%	1.71%	1.68%	1.94%	1.52%	2.29%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	28830	183	215	246	258	350	345	244	257	230	247	329	378	375	360	331	321	170	436	227	395	354	368	307	390	361	406	418	249	343	372	284	397	360	400	408	380	35	418	395	409	192	224	392	396	257	300	317	264	418	349	423	427	303	374	267	338	357	422	374	318	441	379	333	336	297	269	303	270	343	278	335	95	80	83	325	305	367	285	414	365	394	234	369	355	368	117	342	258	278	207	342					
		31.05%	28.91%	32.67%	34.50%	32.17%	33.46%	33.24%	33.84%	33.55%	35.17%	30.99%	33.61%	35.46%	33.42%	35.19%	35.18%	32.36%	31.84%	40.94%	29.75%	30.41%	26.94%	30.19%	27.48%	30.90%	29.18%	30.12%	32.63%	31.64%	35.58%	33.57%	32.42%	35.73%	31.47%	34.48%	34.99%	35.35%	30.17%	28.81%	29.54%	27.23%	30.52%	29.71%	33.19%	30.96%	27.75%	30.40%	34.20%	29.63%	28.63%	29.85%	28.70%	31.42%	29.76%	30.53%	29.12%	29.52%	30.75%	33.68%	31.83%	29.17%	34.27%	31.40%	32.49%	32.91%	30.87%	31.61%	29.50%	29.64%	31.35%	30.32%	33.23%	23.00%	18.82%	17.58%	26.88%	27.68%	30.31%	28.27%	29.78%	31.22%	30.52%	24.61%	33.33%	31.95%	31.86%	27.21%	29.26%	28.96%	33.74%	31.55%	25.28%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5354	13	8	16	15	36	38	27	37	19	37	51	49	81	50	53	56	15	52	23	109	103	82	91	100	89	89	77	41	58	65	60	65	81	73	72	62	1	126	119	99	21	43	88	80	55	67	54	66	103	66	92	106	66	94	79	73	80	82	72	79	92	99	54	52	60	37	59	59	57	46	63	12	9	15	97	32	69	47	62	64	58	71	44	44	55	19	51	32	19	19	53					
		5.77%	2.05%	1.22%	2.24%	1.87%	3.44%	3.66%	3.74%	4.83%	2.91%	4.64%	5.21%	4.60%	7.22%	4.89%	5.63%	5.65%	2.81%	4.88%	3.01%	8.39%	7.84%	6.73%	8.15%	7.92%	7.19%	6.60%	6.01%	5.21%	6.02%	5.87%	6.85%	5.85%	7.08%	6.29%	6.17%	5.77%	0.86%	8.68%	8.90%	6.59%	3.34%	5.70%	7.45%	6.25%	5.94%	6.79%	5.83%	7.41%	7.05%	5.65%	6.24%	7.80%	6.48%	7.67%	8.62%	6.38%	6.89%	6.54%	6.13%	7.25%	7.15%	8.20%	5.27%	5.09%	6.24%	4.35%	5.74%	6.48%	5.21%	5.02%	6.25%	2.91%	2.12%	3.18%	8.02%	2.90%	5.70%	4.66%	4.46%	5.47%	4.49%	7.47%	3.97%	3.96%	4.76%	4.42%	4.36%	3.59%	2.31%	2.90%	3.92%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	25006	237	204	239	263	308	297	241	225	195	241	266	273	220	265	236	253	178	238	239	313	336	321	292	293	294	332	348	220	251	301	235	270	300	310	304	271	36	342	298	368	201	207	274	350	239	270	229	231	386	312	410	335	265	304	221	279	294	289	292	296	302	325	270	279	246	245	260	244	271	231	238	152	165	217	305	311	283	283	393	299	362	288	310	281	307	150	342	284	303	236	487					
		26.93%	37.44%	31.00%	33.52%	32.79%	29.45%	28.61%	33.43%	29.37%	29.82%	30.24%	27.17%	25.61%	19.61%	25.90%	25.08%	25.50%	33.33%	22.35%	31.32%	24.10%	25.57%	26.33%	26.14%	23.22%	23.77%	24.63%	27.17%	27.95%	26.04%	27.17%	26.83%	24.30%	26.22%	26.72%	26.07%	25.21%	31.03%	23.57%	22.29%	24.50%	31.96%	27.45%	23.20%	27.37%	25.81%	27.36%	24.70%	25.93%	26.44%	26.69%	27.82%	24.65%	26.03%	24.82%	24.10%	24.37%	25.32%	23.06%	24.85%	27.16%	23.47%	26.93%	26.34%	27.33%	25.57%	28.79%	25.32%	26.78%	24.77%	25.19%	23.61%	36.80%	38.82%	45.97%	25.23%	28.22%	23.37%	28.08%	28.27%	25.58%	28.04%	30.28%	28.00%	25.29%	26.58%	34.88%	29.26%	31.87%	36.77%	35.98%	35.99%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	848	4	3	12	9	14	8	5	3	6	11	12	7	6	5	11	10	2	6	4	13	8	15	10	21	14	14	13	15	8	9	10	7	9	13	7	7	1	14	13	12	9	6	11	8	5	11	6	12	18	12	13	9	10	6	8	13	12	12	7	13	11	18	12	9	14	5	11	7	5	8	6	0	8	5	13	11	13	12	8	14	13	11	11	7	10	3	7	5	5	6	8					
		0.91%	0.63%	0.46%	1.68%	1.12%	1.34%	0.77%	0.69%	0.39%	0.92%	1.38%	1.23%	0.66%	0.53%	0.49%	1.17%	1.01%	0.37%	0.56%	0.52%	1.00%	0.61%	1.23%	0.90%	1.66%	1.13%	1.04%	1.01%	1.91%	0.83%	0.81%	1.14%	0.63%	0.79%	1.12%	0.60%	0.65%	0.86%	0.96%	0.97%	0.80%	1.43%	0.80%	0.93%	0.63%	0.54%	1.11%	0.65%	1.35%	1.23%	1.03%	0.88%	0.66%	0.98%	0.49%	0.87%	1.14%	1.03%	0.96%	0.60%	1.19%	0.85%	1.49%	1.17%	0.88%	1.46%	0.59%	1.07%	0.77%	0.46%	0.87%	0.60%	0.00%	1.88%	1.06%	1.08%	0.99%	1.07%	1.19%	0.58%	1.20%	1.01%	1.16%	0.99%	0.63%	0.87%	0.70%	0.60%	0.56%	0.61%	0.91%	0.59%					
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
