12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1065	4	2	48	13	4	1	2	28	2	36	7	6	21	4	185	8	4	14	19	3	3	1	4	9	1	9	7	8	58	15	22	62	20	3	13	16	6	29	42	7	14	6	12	8	13	16	7	7	7	9	18	6	7	6	36	30	12	14	3	13	6	47	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	304	1	1	8	9	2	3	0	1	3	17	1	1	1	4	16	1	9	1	11	2	3	0	0	0	1	0	1	0	15	1	3	13	1	1	5	10	1	8	8	8	4	2	12	5	5	16	12	11	6	1	0	4	3	1	5	9	4	3	7	8	2	7	6					
14	Число неиспользованных открепительных удостоверений	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	5	0	0	0	0	9	1	9	4	9	4	0	8	9	9	8	0	10	10	9	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																						
18	Богданов Андрей Владимирович	411	6	2	30	13	3	0	3	1	1	15	2	1	5	2	13	7	6	5	7	2	3	0	5	2	0	17	7	5	5	1	7	7	1	3	5	6	2	8	3	6	7	9	12	9	14	13	11	15	8	10	9	8	12	5	16	7	2	2	2	2	2	17	2					
		1.30%	2.75%	3.85%	1.83%	1.98%	1.27%	0.00%	3.30%	0.20%	0.83%	1.38%	1.83%	0.65%	1.34%	0.87%	0.69%	3.80%	1.81%	0.69%	0.94%	1.09%	1.27%	0.00%	2.70%	0.38%	0.00%	4.00%	1.58%	1.17%	0.94%	4.00%	1.36%	1.09%	0.42%	0.98%	0.54%	1.16%	0.74%	1.17%	0.46%	0.99%	1.07%	1.42%	1.32%	1.16%	2.06%	1.81%	1.45%	1.73%	1.16%	1.37%	1.57%	1.30%	1.71%	0.85%	1.39%	1.68%	1.18%	1.05%	1.25%	0.63%	0.81%	1.92%	0.56%					
19	Жириновский Владимир Вольфович	4255	18	2	174	52	19	6	6	62	10	103	26	16	77	23	212	24	31	80	74	19	31	5	21	33	1	64	55	80	76	1	46	70	30	41	100	64	30	92	108	96	100	127	162	94	127	124	126	121	114	111	67	78	129	108	203	62	24	19	21	47	72	114	27					
		13.47%	8.26%	3.85%	10.61%	7.94%	8.02%	12.50%	6.59%	12.35%	8.26%	9.49%	23.85%	10.39%	20.70%	10.04%	11.29%	13.04%	9.37%	11.02%	9.93%	10.38%	13.14%	8.93%	11.35%	6.33%	3.33%	15.06%	12.44%	18.69%	14.34%	4.00%	8.97%	10.85%	12.66%	13.36%	10.83%	12.36%	11.07%	13.49%	16.59%	15.87%	15.34%	19.97%	17.84%	12.11%	18.68%	17.25%	16.64%	13.94%	16.47%	15.16%	11.67%	12.64%	18.40%	18.27%	17.59%	14.90%	14.12%	10.00%	13.13%	14.92%	29.27%	12.87%	7.52%					
20	Зюганов Геннадий Андреевич	7785	29	6	406	186	49	15	17	140	22	341	19	46	85	66	411	52	43	252	236	30	47	4	30	71	0	67	56	65	96	3	209	193	54	71	352	114	53	181	79	137	172	155	213	230	189	161	220	223	177	238	175	190	162	126	236	127	55	17	61	37	55	152	81					
		24.64%	13.30%	11.54%	24.76%	28.40%	20.68%	31.25%	18.68%	27.89%	18.18%	31.43%	17.43%	29.87%	22.85%	28.82%	21.88%	28.26%	12.99%	34.71%	31.68%	16.39%	19.92%	7.14%	16.22%	13.63%	0.00%	15.76%	12.67%	15.19%	18.11%	12.00%	40.74%	29.92%	22.78%	23.13%	38.14%	22.01%	19.56%	26.54%	12.14%	22.64%	26.38%	24.37%	23.46%	29.64%	27.79%	22.39%	29.06%	25.69%	25.58%	32.51%	30.49%	30.79%	23.11%	21.32%	20.45%	30.53%	32.35%	8.95%	38.13%	11.75%	22.36%	17.16%	22.56%					
21	Медведев Дмитрий Анатольевич	18791	163	42	1014	396	160	27	65	290	88	621	61	90	202	136	1217	94	249	380	424	129	155	47	129	414	29	275	311	277	343	20	245	371	152	188	454	328	184	398	452	359	361	341	510	435	341	405	393	495	389	363	315	332	394	340	691	210	88	152	76	229	110	600	242					
		59.49%	74.77%	80.77%	61.83%	60.46%	67.51%	56.25%	71.43%	57.77%	72.73%	57.24%	55.96%	58.44%	54.30%	59.39%	64.80%	51.09%	75.23%	52.34%	56.91%	70.49%	65.68%	83.93%	69.73%	79.46%	96.67%	64.71%	70.36%	64.72%	64.72%	80.00%	47.76%	57.52%	64.14%	61.24%	49.19%	63.32%	67.90%	58.36%	69.43%	59.34%	55.37%	53.62%	56.17%	56.06%	50.15%	56.33%	51.92%	57.03%	56.21%	49.59%	54.88%	53.81%	56.21%	57.53%	59.88%	50.48%	51.76%	80.00%	47.50%	72.70%	44.72%	67.72%	67.41%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
