Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Кирово-Чепецкая городская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	216	8	4	9	8	6	9	2	7	4	6	6	10	7	4	1	2	4	5	5	3	2	9	6	10	7	5	2	4	2	4	6	5	5	8	2	5	1	6	8	6	3									
14	Число погашенных неиспользованных открепительных удостоверений	883	0	24	24	24	19	30	25	23	22	24	23	22	23	27	24	25	15	20	23	21	17	22	16	18	25	25	20	18	30	26	26	17	20	11	24	22	27	25	18	14	24									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	0	0	0	2	1	0	0	3	1	3	0	0	0	2	2	2	0	0	0	0	0	2	1	1	1	1	1	0	0	0	1	0	0	2	0	0	0	0	5	1	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	375	1	11	7	3	8	0	4	13	11	15	4	5	5	5	4	13	12	10	12	1	11	9	4	6	10	1	14	6	21	16	11	13	14	14	11	7	0	6	32	16	9									
		1.35%	0.61%	1.94%	0.86%	0.52%	1.18%	0.00%	0.73%	1.69%	1.86%	1.86%	1.02%	0.78%	0.83%	0.75%	0.50%	1.66%	1.00%	1.75%	2.22%	0.39%	1.78%	1.32%	0.66%	0.87%	1.32%	0.20%	1.49%	1.01%	4.09%	1.99%	1.92%	1.51%	1.81%	1.10%	1.38%	1.20%	0.00%	0.98%	2.45%	1.92%	0.83%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	527	1	15	15	10	10	3	12	18	7	13	10	14	9	13	23	24	17	6	6	8	14	9	12	11	9	10	13	12	10	17	8	28	20	21	14	2	8	9	29	22	15									
		1.90%	0.61%	2.65%	1.84%	1.73%	1.48%	3.49%	2.18%	2.34%	1.18%	1.61%	2.54%	2.19%	1.49%	1.96%	2.85%	3.06%	1.42%	1.05%	1.11%	3.09%	2.27%	1.32%	1.99%	1.59%	1.19%	2.01%	1.39%	2.02%	1.95%	2.12%	1.40%	3.25%	2.59%	1.64%	1.76%	0.34%	2.70%	1.47%	2.22%	2.64%	1.38%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	695	7	12	18	12	13	1	19	20	12	18	11	23	13	12	19	12	36	24	10	4	11	30	9	19	13	20	24	18	8	25	13	29	19	29	13	11	4	19	33	24	28									
		2.50%	4.24%	2.12%	2.21%	2.08%	1.92%	1.16%	3.45%	2.60%	2.03%	2.23%	2.80%	3.61%	2.15%	1.81%	2.35%	1.53%	3.01%	4.20%	1.85%	1.54%	1.78%	4.41%	1.49%	2.75%	1.72%	4.02%	2.56%	3.04%	1.56%	3.12%	2.27%	3.37%	2.46%	2.27%	1.63%	1.88%	1.35%	3.09%	2.53%	2.88%	2.57%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9351	64	187	259	197	211	17	166	251	166	244	122	229	194	210	261	242	427	205	168	91	208	227	211	260	270	238	328	215	314	269	180	295	257	406	274	217	104	203	400	246	318									
		33.70%	38.79%	33.04%	31.82%	34.14%	31.21%	19.77%	30.18%	32.64%	28.04%	30.27%	31.04%	35.89%	32.07%	31.67%	32.30%	30.87%	35.73%	35.90%	31.11%	35.14%	33.71%	33.33%	34.93%	37.57%	35.76%	47.89%	35.01%	36.26%	61.21%	33.58%	31.41%	34.26%	33.29%	31.77%	34.42%	37.09%	35.14%	33.06%	30.67%	29.53%	29.20%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	213	0	3	9	7	4	0	4	12	6	6	5	1	7	5	13	5	9	7	1	1	2	8	4	4	6	3	6	4	6	3	4	7	5	7	10	2	2	6	7	4	8									
		0.77%	0.00%	0.53%	1.11%	1.21%	0.59%	0.00%	0.73%	1.56%	1.01%	0.74%	1.27%	0.16%	1.16%	0.75%	1.61%	0.64%	0.75%	1.23%	0.19%	0.39%	0.32%	1.17%	0.66%	0.58%	0.79%	0.60%	0.64%	0.67%	1.17%	0.37%	0.70%	0.81%	0.65%	0.55%	1.26%	0.34%	0.68%	0.98%	0.54%	0.48%	0.73%									
24	"6. Политическая партия ""Гражданская Платформа"""	70	1	4	2	0	2	0	3	1	1	5	0	0	2	1	3	0	3	3	1	0	0	2	1	4	1	3	4	1	1	3	3	1	0	5	1	2	0	0	2	2	2									
		0.25%	0.61%	0.71%	0.25%	0.00%	0.30%	0.00%	0.55%	0.13%	0.17%	0.62%	0.00%	0.00%	0.33%	0.15%	0.37%	0.00%	0.25%	0.53%	0.19%	0.00%	0.00%	0.29%	0.17%	0.58%	0.13%	0.60%	0.43%	0.17%	0.19%	0.37%	0.52%	0.12%	0.00%	0.39%	0.13%	0.34%	0.00%	0.00%	0.15%	0.24%	0.18%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6341	40	127	160	93	162	21	135	186	113	190	89	136	140	146	188	193	266	117	136	81	157	145	157	169	155	115	229	124	75	164	135	170	174	293	197	150	85	162	322	201	243									
		22.85%	24.24%	22.44%	19.66%	16.12%	23.96%	24.42%	24.55%	24.19%	19.09%	23.57%	22.65%	21.32%	23.14%	22.02%	23.27%	24.62%	22.26%	20.49%	25.19%	31.27%	25.45%	21.29%	25.99%	24.42%	20.53%	23.14%	24.44%	20.91%	14.62%	20.47%	23.56%	19.74%	22.54%	22.93%	24.75%	25.64%	28.72%	26.38%	24.69%	24.13%	22.31%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	200	0	3	7	37	10	0	2	5	0	4	1	4	4	0	7	4	7	2	5	1	5	7	7	2	7	1	2	2	3	2	4	6	3	16	0	0	1	2	10	9	8									
		0.72%	0.00%	0.53%	0.86%	6.41%	1.48%	0.00%	0.36%	0.65%	0.00%	0.50%	0.25%	0.63%	0.66%	0.00%	0.87%	0.51%	0.59%	0.35%	0.93%	0.39%	0.81%	1.03%	1.16%	0.29%	0.93%	0.20%	0.21%	0.34%	0.58%	0.25%	0.70%	0.70%	0.39%	1.25%	0.00%	0.00%	0.34%	0.33%	0.77%	1.08%	0.73%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	421	1	18	14	8	13	3	7	17	12	3	4	4	4	6	10	21	17	15	11	3	9	15	6	13	11	3	16	5	4	11	9	17	14	18	10	8	1	6	22	15	17									
		1.52%	0.61%	3.18%	1.72%	1.39%	1.92%	3.49%	1.27%	2.21%	2.03%	0.37%	1.02%	0.63%	0.66%	0.90%	1.24%	2.68%	1.42%	2.63%	2.04%	1.16%	1.46%	2.20%	0.99%	1.88%	1.46%	0.60%	1.71%	0.84%	0.78%	1.37%	1.57%	1.97%	1.81%	1.41%	1.26%	1.37%	0.34%	0.98%	1.69%	1.80%	1.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	0	0	1	1	1	1	0	0	0	1	0	2	3	0	1	0	2	0	0	0	0	1	1	3	0	0	0	0	1	1	1	1	1	2	0	0	0	0	3	2	1									
		0.11%	0.00%	0.00%	0.12%	0.17%	0.15%	1.16%	0.00%	0.00%	0.00%	0.12%	0.00%	0.31%	0.50%	0.00%	0.12%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.15%	0.17%	0.43%	0.00%	0.00%	0.00%	0.00%	0.19%	0.12%	0.17%	0.12%	0.13%	0.16%	0.00%	0.00%	0.00%	0.00%	0.23%	0.24%	0.09%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	447	4	10	9	13	7	1	12	18	10	10	7	3	11	10	15	17	8	3	15	2	5	8	15	8	18	5	19	9	1	19	3	13	14	35	15	6	3	2	26	12	26									
		1.61%	2.42%	1.77%	1.11%	2.25%	1.04%	1.16%	2.18%	2.34%	1.69%	1.24%	1.78%	0.47%	1.82%	1.51%	1.86%	2.17%	0.67%	0.53%	2.78%	0.77%	0.81%	1.17%	2.48%	1.16%	2.38%	1.01%	2.03%	1.52%	0.19%	2.37%	0.52%	1.51%	1.81%	2.74%	1.88%	1.03%	1.01%	0.33%	1.99%	1.44%	2.39%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3244	20	65	98	71	93	11	59	88	73	101	46	83	60	58	76	98	134	62	63	23	67	74	78	71	97	43	104	74	52	124	81	82	92	149	87	74	33	68	147	109	156									
		11.69%	12.12%	11.48%	12.04%	12.31%	13.76%	12.79%	10.73%	11.44%	12.33%	12.53%	11.70%	13.01%	9.92%	8.75%	9.41%	12.50%	11.21%	10.86%	11.67%	8.88%	10.86%	10.87%	12.91%	10.26%	12.85%	8.65%	11.10%	12.48%	10.14%	15.48%	14.14%	9.52%	11.92%	11.66%	10.93%	12.65%	11.15%	11.07%	11.27%	13.09%	14.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	79	0	8	3	1	2	1	1	2	2	5	4	1	2	1	2	1	2	0	2	0	2	1	4	3	1	1	2	3	0	1	0	1	1	2	4	0	0	2	6	2	3									
		0.28%	0.00%	1.41%	0.37%	0.17%	0.30%	1.16%	0.18%	0.26%	0.34%	0.62%	1.02%	0.16%	0.33%	0.15%	0.25%	0.13%	0.17%	0.00%	0.37%	0.00%	0.32%	0.15%	0.66%	0.43%	0.13%	0.20%	0.21%	0.51%	0.00%	0.12%	0.00%	0.12%	0.13%	0.16%	0.50%	0.00%	0.00%	0.33%	0.46%	0.24%	0.28%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4979	20	86	184	105	122	4	109	120	141	172	80	107	134	171	168	133	219	99	94	40	105	135	83	104	137	43	145	108	12	127	93	172	140	252	139	89	47	106	252	151	231									
		17.94%	12.12%	15.19%	22.60%	18.20%	18.05%	4.65%	19.82%	15.60%	23.82%	21.34%	20.36%	16.77%	22.15%	25.79%	20.79%	16.96%	18.33%	17.34%	17.41%	15.44%	17.02%	19.82%	13.74%	15.03%	18.15%	8.65%	15.47%	18.21%	2.34%	15.86%	16.23%	19.98%	18.13%	19.72%	17.46%	15.21%	15.88%	17.26%	19.33%	18.13%	21.21%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
